"variable","total_n","known_TRUE","known_FALSE","prop_known","ucr39"
"age",495141,495104,37,0.999925273810894,"21"
"age",13150,13149,1,0.999923954372624,"33"
"age",26298,26296,2,0.999923948589246,"30"
"age",26167,26165,2,0.999923567852639,"41"
"age",13057,13056,1,0.999923412728804,"25"
"age",52078,52074,4,0.999923192134875,"6"
"age",372323,372294,29,0.999922110640492,"21"
"age",50714,50710,4,0.999921126316205,"27"
"age",12597,12596,1,0.999920616019687,"3"
"age",49912,49908,4,0.999919858951755,"27"
"age",62085,62080,5,0.999919465249255,"27"
"age",426329,426294,35,0.999917903778537,"21"
"age",12165,12164,1,0.999917796958487,"3"
"age",85112,85105,7,0.999917755428142,"16"
"age",12156,12155,1,0.9999177360974,"33"
"age",48495,48491,4,0.999917517269822,"40"
"age",11968,11967,1,0.999916443850267,"33"
"age",35903,35900,3,0.999916441522993,"23"
"age",11943,11942,1,0.999916268944151,"33"
"age",367037,367006,31,0.999915539850206,"21"
"age",366932,366901,31,0.99991551568138,"21"
"age",81871,81864,7,0.999914499639677,"20"
"age",11361,11360,1,0.999911979579262,"5"
"age",45076,45072,4,0.999911260981454,"40"
"age",11208,11207,1,0.999910778015703,"5"
"age",11058,11057,1,0.999909567733767,"5"
"age",10916,10915,1,0.999908391352144,"05"
"age",10873,10872,1,0.999908029062816,"05"
"age",10725,10724,1,0.99990675990676,"34"
"age",10631,10630,1,0.999905935471734,"34"
"age",31715,31712,3,0.999905407535866,"20"
"age",516162,516113,49,0.999905068563746,"21"
"age",10459,10458,1,0.999904388564872,"34"
"age",10457,10456,1,0.999904370278282,"34"
"age",10345,10344,1,0.999903334944418,"3"
"age",362003,361968,35,0.999903315718378,"21"
"age",142417,142403,14,0.999901697128854,"24"
"age",364437,364401,36,0.999901217494382,"21"
"age",40428,40424,4,0.999901058672207,"30"
"age",502934,502884,50,0.999900583376745,"21"
"age",10048,10047,1,0.999900477707006,"34"
"age",39835,39831,4,0.99989958579139,"38"
"age",9943,9942,1,0.999899426732375,"34"
"age",19618,19616,2,0.999898052808645,"26"
"age",39133,39129,4,0.999897784478573,"20"
"age",29253,29250,3,0.999897446415752,"30"
"age",9691,9690,1,0.999896811474564,"34"
"age",29030,29027,3,0.999896658629004,"11"
"age",19236,19234,2,0.999896028280308,"41"
"age",19005,19003,2,0.999894764535649,"26"
"age",9444,9443,1,0.999894112664125,"3"
"age",65797,65790,7,0.999893612170768,"20"
"age",37399,37395,4,0.99989304526859,"20"
"age",27589,27586,3,0.999891261009823,"30"
"age",27540,27537,3,0.999891067538126,"30"
"age",365442,365402,40,0.99989054350622,"21"
"age",26623,26620,3,0.999887315479097,"20"
"age",26602,26599,3,0.999887226524321,"30"
"age",50090,50084,6,0.999880215611899,"31"
"age",49658,49652,6,0.999879173547062,"20"
"age",32799,32795,4,0.99987804506235,"20"
"age",32538,32534,4,0.999877066814187,"20"
"age",48338,48332,6,0.99987587405354,"40"
"age",55006,54999,7,0.99987274115551,"20"
"age",7836,7835,1,0.999872383869321,"25"
"age",46125,46119,6,0.999869918699187,"40"
"age",30627,30623,4,0.999869396284324,"30"
"age",44476,44470,6,0.999865095781995,"30"
"age",29534,29530,4,0.999864562876684,"20"
"age",21991,21988,3,0.999863580555682,"26"
"age",7246,7245,1,0.999861992823627,"3"
"age",36128,36123,5,0.999861603188663,"20"
"age",14279,14277,2,0.99985993416906,"33"
"age",14192,14190,2,0.999859075535513,"3"
"age",35392,35387,5,0.999858725135624,"20"
"age",35054,35049,5,0.999857362925772,"30"
"age",6999,6998,1,0.999857122446064,"3"
"age",6949,6948,1,0.999856094402072,"25"
"age",27616,27612,4,0.999855156431054,"30"
"age",27290,27286,4,0.99985342616343,"30"
"age",40651,40645,6,0.999852402154929,"38"
"age",46823,46816,7,0.999850500822245,"20"
"age",6503,6502,1,0.999846224819314,"3"
"age",18916,18913,3,0.999841404102347,"41"
"age",42877,42870,7,0.999836742309397,"40"
"age",36132,36126,6,0.99983394221189,"40"
"age",35519,35513,6,0.999831076325347,"38"
"age",183467,183436,31,0.999831032283735,"39"
"age",41290,41283,7,0.999830467425527,"20"
"age",11753,11751,2,0.999829830681528,"33"
"age",40685,40678,7,0.999827946417599,"40"
"age",23095,23091,4,0.999826802338168,"23"
"age",11535,11533,2,0.999826614651062,"33"
"age",22995,22991,4,0.999826049141118,"41"
"age",5739,5738,1,0.999825753615612,"3"
"age",40129,40122,7,0.999825562560742,"38"
"age",11152,11150,2,0.999820659971306,"33"
"age",165152,165122,30,0.99981834915714,"39"
"age",47674,47665,9,0.999811217854596,"40"
"age",47397,47388,9,0.999810114564213,"38"
"age",10526,10524,2,0.999809994299829,"34"
"age",36679,36672,7,0.999809155102375,"38"
"age",10419,10417,2,0.999808042998368,"34"
"age",5151,5150,1,0.999805862939235,"03"
"age",10260,10258,2,0.999805068226121,"33"
"age",10064,10062,2,0.999801271860095,"33"
"age",140284,140256,28,0.999800404892931,"39"
"age",5007,5006,1,0.999800279608548,"03"
"age",9925,9923,2,0.999798488664987,"34"
"age",39502,39494,8,0.999797478608678,"38"
"age",19615,19611,4,0.999796074432832,"41"
"age",9769,9767,2,0.999795270754427,"34"
"age",14577,14574,3,0.999794196336695,"33"
"age",9713,9711,2,0.999794090394317,"33"
"age",135037,135009,28,0.99979264942201,"39"
"age",14468,14465,3,0.999792645839093,"33"
"age",9618,9616,2,0.999792056560616,"33"
"age",42632,42623,9,0.999788890973916,"38"
"age",185620,185579,41,0.999779118629458,"39"
"age",27076,27070,6,0.999778401536416,"30"
"age",4498,4497,1,0.99977767896843,"29"
"age",35650,35642,8,0.999775596072931,"38"
"age",187097,187055,42,0.999775517512306,"39"
"age",44324,44314,10,0.999774388593087,"40"
"age",47353,47342,11,0.999767702151923,"40"
"age",29416,29409,7,0.999762034267066,"40"
"age",45711,45700,11,0.999759357703835,"38"
"age",12123,12120,3,0.999752536500866,"33"
"age",31531,31523,8,0.999746281437316,"40"
"age",133321,133287,34,0.999744976410318,"39"
"age",112130,112101,29,0.999741371622224,"39"
"age",34691,34682,9,0.999740566717592,"40"
"age",38441,38431,10,0.99973986108582,"40"
"age",45342,45330,12,0.999735344713511,"38"
"age",11332,11329,3,0.999735262972114,"3"
"age",36608,36598,10,0.999726835664336,"20"
"age",10776,10773,3,0.999721603563474,"33"
"age",25086,25079,7,0.999720959897951,"41"
"age",46557,46544,13,0.999720772386537,"38"
"age",35688,35678,10,0.999719793768213,"38"
"age",35590,35580,10,0.999719022197246,"38"
"age",3556,3555,1,0.999718785151856,"29"
"age",14111,14107,4,0.999716533201049,"3"
"age",41246,41234,12,0.999709062696989,"40"
"age",6755,6753,2,0.999703923019985,"3"
"age",94256,94228,28,0.999702936683076,"39"
"age",88539,88512,27,0.999695049639142,"39"
"age",13115,13111,4,0.999695005718643,"3"
"age",15888,15883,5,0.999685297079557,"41"
"age",31700,31690,10,0.999684542586751,"40"
"age",6197,6195,2,0.999677263191867,"3"
"age",24693,24685,8,0.999676021544567,"41"
"age",2983,2982,1,0.999664767013074,"29"
"age",14275,14270,5,0.999649737302977,"33"
"age",37006,36993,13,0.999648705615306,"40"
"age",85254,85224,30,0.999648110352593,"39"
"age",124979,124935,44,0.999647940854063,"39"
"age",39624,39610,14,0.999646678780537,"40"
"age",45104,45088,16,0.999645264278113,"38"
"age",13709,13704,5,0.999635276095995,"3"
"age",103714,103676,38,0.999633607806082,"39"
"age",32708,32696,12,0.999633117280176,"40"
"age",32488,32476,12,0.999630632849052,"40"
"age",36473,36459,14,0.999616154415595,"38"
"age",33400,33387,13,0.999610778443114,"40"
"age",5081,5079,2,0.9996063766975,"03"
"age",27596,27585,11,0.999601391506015,"20"
"age",14650,14644,6,0.999590443686007,"33"
"age",19442,19434,8,0.999588519699619,"41"
"age",12076,12071,5,0.999585955614442,"33"
"age",98492,98451,41,0.99958372253584,"39"
"age",38093,38077,16,0.99957997532355,"38"
"age",7000,6997,3,0.999571428571429,"42"
"age",4611,4609,2,0.999566254608545,"29"
"age",30676,30661,15,0.999511018385709,"40"
"age",17882,17873,9,0.999496700592775,"41"
"age",29260,29244,16,0.999453178400547,"40"
"age",45694,45669,25,0.999452882216484,"38"
"age",16317,16308,9,0.999448428019857,"41"
"age",45277,45251,26,0.999425757006869,"38"
"age",82873,82821,52,0.999372533877137,"39"
"age",1546,1545,1,0.999353169469599,"35"
"age",16771,16760,11,0.999344105897084,"41"
"age",43710,43681,29,0.999336536261725,"38"
"age",3005,3003,2,0.999334442595674,"29"
"age",42733,42702,31,0.999274565324223,"38"
"age",45720,45685,35,0.999234470691164,"38"
"age",44299,44265,34,0.999232488318021,"38"
"age",94541,94468,73,0.999227848235157,"39"
"age",64600,64550,50,0.99922600619195,"39"
"age",17925,17911,14,0.999218967921897,"41"
"age",6345,6340,5,0.999211977935382,"42"
"age",6328,6323,5,0.999209860935525,"42"
"age",75688,75627,61,0.999194059824543,"39"
"age",44091,44055,36,0.99918350683813,"38"
"age",84942,84869,73,0.999140590049681,"39"
"age",16187,16173,14,0.999135108420337,"41"
"age",1144,1143,1,0.999125874125874,"32"
"age",70366,70304,62,0.999118892647017,"39"
"age",1131,1130,1,0.999115826702034,"32"
"age",1106,1105,1,0.999095840867993,"32"
"age",5478,5473,5,0.999087258123403,"42"
"age",79334,79261,73,0.999079839665213,"39"
"age",67802,67739,63,0.999070823869502,"39"
"age",6892,6885,7,0.998984329657574,"42"
"age",57973,57914,59,0.998982284856744,"39"
"age",935,934,1,0.998930481283422,"1"
"age",5502,5496,6,0.998909487459106,"42"
"age",5471,5465,6,0.998903308353135,"42"
"age",5305,5299,6,0.998868991517436,"42"
"age",16312,16293,19,0.998835213339872,"41"
"age",829,828,1,0.998793727382388,"32"
"age",6495,6487,8,0.998768283294842,"42"
"age",6392,6384,8,0.99874843554443,"42"
"age",782,781,1,0.998721227621483,"1"
"age",770,769,1,0.998701298701299,"1"
"age",58588,58510,78,0.998668669352086,"39"
"age",5152,5145,7,0.998641304347826,"42"
"age",5150,5143,7,0.998640776699029,"42"
"age",6488,6479,9,0.998612823674476,"42"
"age",5631,5623,8,0.998579293198366,"42"
"age",61158,61068,90,0.998528401844403,"39"
"age",16885,16859,26,0.998460171750074,"41"
"age",18681,18652,29,0.998447620577057,"41"
"age",20393,20361,32,0.998430834109744,"41"
"age",18215,18186,29,0.99840790557233,"41"
"age",5395,5386,9,0.998331788693234,"42"
"age",5357,5348,9,0.998319955198805,"42"
"age",5347,5338,9,0.998316813166261,"42"
"age",33402,33345,57,0.998293515358362,"36"
"age",38561,38495,66,0.998288426130028,"36"
"age",18489,18457,32,0.998269241170426,"41"
"age",575,574,1,0.998260869565217,"1"
"age",16830,16800,30,0.998217468805704,"41"
"age",6135,6124,11,0.998207008964955,"42"
"age",36550,36484,66,0.998194254445964,"36"
"age",40655,40580,75,0.998155208461444,"36"
"age",32919,32855,64,0.998055834016829,"36"
"age",36458,36384,74,0.997970267156728,"36"
"age",36358,36282,76,0.99790967599978,"36"
"age",17457,17420,37,0.997880506387123,"41"
"age",17705,17664,41,0.997684269980232,"41"
"age",31375,31300,75,0.997609561752988,"36"
"age",5852,5838,14,0.997607655502392,"42"
"age",17822,17779,43,0.997587251711368,"41"
"age",32250,32169,81,0.997488372093023,"36"
"age",31206,31124,82,0.99737230019868,"36"
"age",30810,30728,82,0.99733852645245,"36"
"age",5244,5230,14,0.997330282227307,"42"
"age",29562,29479,83,0.997192341519518,"36"
"age",30967,30879,88,0.997158265250105,"36"
"age",4207,4195,12,0.997147611124317,"42"
"age",32229,32137,92,0.997145428030656,"36"
"age",16951,16901,50,0.997050321514955,"41"
"age",5222,5206,16,0.996936039831482,"42"
"age",24095,24020,75,0.996887321020959,"36"
"age",33022,32918,104,0.996850584458846,"36"
"age",5530,5512,18,0.996745027124774,"42"
"age",29930,29832,98,0.99672569328433,"36"
"age",31486,31379,107,0.996601664231722,"36"
"age",30171,30055,116,0.996155248417354,"36"
"age",4627,4609,18,0.996109790360925,"42"
"age",27753,27644,109,0.996072496667027,"36"
"age",29430,29314,116,0.996058443764866,"36"
"age",29371,29252,119,0.995948384460863,"36"
"age",37798,37638,160,0.99576697179745,"36"
"age",4347,4328,19,0.995629169542213,"42"
"age",27986,27860,126,0.995497748874437,"36"
"age",31694,31545,149,0.995298794724554,"36"
"educ",33,33,0,1,"2"
"educ",2648,2648,0,1,"35"
"educ",2524,2524,0,1,"35"
"educ",2234,2234,0,1,"35"
"educ",2295,2295,0,1,"35"
"educ",37,37,0,1,"99"
"educ",26,26,0,1,"99"
"educ",12,12,0,1,"99"
"educ",14275,14274,1,0.999929947460595,"33"
"educ",14097,14096,1,0.999929062921189,"33"
"educ",13907,13906,1,0.99992809376573,"33"
"educ",14279,14276,3,0.999789901253589,"33"
"educ",1240,1230,10,0.991935483870968,"32"
"educ",1293,1282,11,0.991492652745553,"32"
"educ",1691,1676,15,0.991129509166174,"32"
"educ",1210,1199,11,0.990909090909091,"32"
"educ",23412,23198,214,0.990859388347856,"14"
"educ",44971,44559,412,0.990838540392697,"07"
"educ",45957,45507,450,0.990208238135649,"07"
"educ",10487,10384,103,0.990178316010298,"34"
"educ",43030,42605,425,0.990123169881478,"09"
"educ",23473,23237,236,0.989945895283943,"14"
"educ",29173,28879,294,0.989922188324821,"10"
"educ",48375,47878,497,0.989726098191214,"07"
"educ",46829,46346,483,0.989685878408678,"07"
"educ",47963,47465,498,0.989616996434752,"07"
"educ",10419,10310,109,0.989538343411076,"34"
"educ",42737,42282,455,0.989353487610267,"09"
"educ",30052,29732,320,0.989351790230268,"10"
"educ",42863,42406,457,0.989338123789749,"09"
"educ",23226,22978,248,0.989322311202962,"14"
"educ",20331,20113,218,0.989277458068959,"13"
"educ",20198,19981,217,0.989256362016041,"13"
"educ",42827,42365,462,0.989212412730287,"09"
"educ",29204,28888,316,0.989179564443227,"10"
"educ",31726,31382,344,0.989157158166803,"12"
"educ",30076,29748,328,0.98909429445405,"10"
"educ",20316,20094,222,0.98907265209687,"13"
"educ",42819,42344,475,0.988906793713071,"09"
"educ",31701,31349,352,0.988896249329674,"12"
"educ",23305,23046,259,0.988886505041837,"14"
"educ",20026,19803,223,0.988864476180965,"13"
"educ",49511,48959,552,0.988850962412393,"07"
"educ",29754,29421,333,0.988808227465215,"10"
"educ",10631,10512,119,0.9888063211363,"34"
"educ",976,965,11,0.988729508196721,"32"
"educ",1061,1049,12,0.988689915174364,"32"
"educ",11113,10986,127,0.988571942769729,"05"
"educ",20062,19832,230,0.988535539826538,"13"
"educ",10725,10602,123,0.988531468531469,"34"
"educ",23381,23112,269,0.988494931782216,"14"
"educ",19830,19601,229,0.988451840645487,"13"
"educ",42783,42257,526,0.987705397003483,"09"
"educ",121540,120042,1498,0.987674839558993,"17"
"educ",23464,23165,299,0.987257074667576,"14"
"educ",122068,120492,1576,0.987089163417112,"17"
"educ",30432,30039,393,0.98708596214511,"10"
"educ",32930,32498,432,0.986881263285758,"12"
"educ",32114,31692,422,0.986859313694962,"12"
"educ",31675,31256,419,0.986771902131018,"11"
"educ",31535,31115,420,0.986681465038846,"11"
"educ",1271,1254,17,0.986624704956727,"32"
"educ",32037,31607,430,0.98657801916534,"12"
"educ",29450,29053,397,0.986519524617997,"10"
"educ",139819,137907,1912,0.986325177550977,"08"
"educ",120166,118512,1654,0.986235707271608,"17"
"educ",119443,117796,1647,0.986210996039952,"17"
"educ",134287,132434,1853,0.986201195945996,"17"
"educ",171594,169221,2373,0.986170845134445,"15"
"educ",44078,43456,622,0.985888651935206,"7"
"educ",23413,23082,331,0.985862554990817,"14"
"educ",142312,140299,2013,0.985855022766878,"08"
"educ",136292,134360,1932,0.985824553165263,"08"
"educ",169503,167098,2405,0.98581146056412,"15"
"educ",33939,33456,483,0.985768584813931,"11"
"educ",33280,32806,474,0.985757211538462,"12"
"educ",134722,132803,1919,0.985755852793159,"08"
"educ",11262,11101,161,0.98570413780856,"05"
"educ",114070,112439,1631,0.985701762075918,"17"
"educ",53176,52409,767,0.985576199789379,"06"
"educ",1106,1090,16,0.985533453887884,"32"
"educ",53079,52309,770,0.985493321275834,"06"
"educ",53146,52373,773,0.985455161253904,"06"
"educ",174480,171915,2565,0.985299174690509,"15"
"educ",32735,32252,483,0.985245150450588,"11"
"educ",42577,41948,629,0.985226765624633,"9"
"educ",229989,226588,3401,0.985212336242168,"22"
"educ",19374,19087,287,0.985186332197791,"26"
"educ",54347,53541,806,0.985169374574493,"06"
"educ",232929,229462,3467,0.985115636095119,"22"
"educ",177328,174688,2640,0.98511233420554,"15"
"educ",33411,32911,500,0.985034868755799,"11"
"educ",148146,145917,2229,0.984954031833462,"24"
"educ",181237,178497,2740,0.98488167427181,"15"
"educ",51471,50692,779,0.984865263935031,"31"
"educ",20502,20191,311,0.984830748219686,"13"
"educ",32604,32107,497,0.984756471598577,"11"
"educ",150312,147992,2320,0.984565437223908,"24"
"educ",55179,54322,857,0.98446872904547,"06"
"educ",64,63,1,0.984375,"2"
"educ",10993,10821,172,0.9843536796143,"05"
"educ",31580,31081,499,0.984198860037999,"12"
"educ",238680,234908,3772,0.984196413608178,"22"
"educ",182874,179980,2894,0.98417489637674,"15"
"educ",10916,10743,173,0.98415170392085,"05"
"educ",236322,232567,3755,0.98411066257056,"22"
"educ",51622,50799,823,0.984057184921158,"31"
"educ",132111,130001,2110,0.984028582025721,"08"
"educ",11071,10894,177,0.984012284346491,"05"
"educ",131855,129734,2121,0.98391414811725,"08"
"educ",19931,19605,326,0.983643570317596,"26"
"educ",20500,20164,336,0.983609756097561,"26"
"educ",19977,19648,329,0.983531060719828,"26"
"educ",121450,119448,2002,0.983515850144092,"17"
"educ",48495,47680,815,0.983194143726157,"40"
"educ",52600,51715,885,0.983174904942966,"31"
"educ",163116,160365,2751,0.983134701684691,"24"
"educ",160519,157807,2712,0.983104803792697,"24"
"educ",46125,45345,780,0.983089430894309,"40"
"educ",54197,53279,918,0.983061793088178,"06"
"educ",548719,539385,9334,0.982989471842601,"37"
"educ",42820,42090,730,0.982951891639421,"7"
"educ",241504,237381,4123,0.982927819000928,"22"
"educ",10873,10687,186,0.982893405683804,"05"
"educ",243625,239440,4185,0.982821959979477,"22"
"educ",42009,41287,722,0.982813206693804,"9"
"educ",560248,550573,9675,0.982730862046808,"37"
"educ",30524,29996,528,0.982702136024112,"11"
"educ",165738,162844,2894,0.982538705667982,"24"
"educ",47674,46840,834,0.98250618785921,"40"
"educ",48338,47489,849,0.982436178575862,"40"
"educ",54432,53472,960,0.982363315696649,"31"
"educ",23188,22774,414,0.982145937553907,"14"
"educ",21400,21017,383,0.982102803738318,"26"
"educ",1039854,1021160,18694,0.98202247623224,"37"
"educ",3738,3670,68,0.981808453718566,"25"
"educ",29187,28656,531,0.981806968855997,"10"
"educ",162996,160027,2969,0.98178482907556,"24"
"educ",4939,4849,90,0.981777687791051,"25"
"educ",4216,4139,77,0.98173624288425,"25"
"educ",36573,35904,669,0.981707817242228,"23"
"educ",39835,39102,733,0.981599096272122,"38"
"educ",53534,52548,986,0.981581798483207,"6"
"educ",58022,56953,1069,0.981575953948502,"31"
"educ",85112,83541,1571,0.981541968230097,"16"
"educ",39502,38771,731,0.981494607867956,"38"
"educ",55340,54315,1025,0.981478135164438,"31"
"educ",227138,222930,4208,0.98147381767912,"22"
"educ",167102,163962,3140,0.981209081878134,"15"
"educ",41557,40772,785,0.981110282262916,"9"
"educ",26167,25672,495,0.981083043528108,"41"
"educ",831138,815372,15766,0.981030827612262,"37"
"educ",87800,86133,1667,0.981013667425968,"16"
"educ",35903,35221,682,0.98100437289363,"23"
"educ",4421,4337,84,0.980999773806831,"25"
"educ",42345,41540,805,0.980989491085134,"9"
"educ",157128,154140,2988,0.980983656636627,"28"
"educ",3942,3867,75,0.980974124809741,"25"
"educ",693246,679960,13286,0.980835085957943,"37"
"educ",20301,19910,391,0.980739865031279,"13"
"educ",159664,156578,3086,0.980671911013128,"28"
"educ",24693,24215,478,0.980642287287895,"41"
"educ",146078,143240,2838,0.980572023165706,"8"
"educ",102297,100304,1993,0.980517512732534,"16"
"educ",116137,113870,2267,0.980479950403403,"17"
"educ",42868,42031,837,0.980474946346925,"23"
"educ",41870,41046,824,0.980320038213518,"9"
"educ",42632,41792,840,0.980296490898855,"38"
"educ",11194,10973,221,0.980257280686082,"5"
"educ",146682,143781,2901,0.980222522190862,"24"
"educ",49686,48701,985,0.980175502153524,"40"
"educ",152780,149749,3031,0.98016101583977,"28"
"educ",41921,41087,834,0.980105436416116,"9"
"educ",47397,46447,950,0.979956537333587,"38"
"educ",31397,30767,630,0.979934388635857,"12"
"educ",59279,58084,1195,0.979841090436748,"27"
"educ",30396,29780,616,0.979734175549414,"11"
"educ",49528,48523,1005,0.979708447746729,"40"
"educ",19751,19348,403,0.979595969824313,"26"
"educ",18916,18530,386,0.979593994502009,"41"
"educ",103424,101310,2114,0.979559870049505,"16"
"educ",142460,139526,2934,0.979404745191633,"28"
"educ",49912,48883,1029,0.979383715338997,"27"
"educ",20983,20548,435,0.979268931992565,"26"
"educ",19236,18837,399,0.979257641921397,"41"
"educ",41961,41088,873,0.979194966754844,"23"
"educ",366932,359257,7675,0.979083317889963,"21"
"educ",42470,41581,889,0.979067577113256,"23"
"educ",11455,11213,242,0.978873854212134,"5"
"educ",43360,42442,918,0.978828413284133,"23"
"educ",4760,4659,101,0.978781512605042,"25"
"educ",50693,49616,1077,0.978754463140868,"31"
"educ",95401,93364,2037,0.978648022557416,"16"
"educ",222613,217845,4768,0.978581664143603,"22"
"educ",165775,162222,3553,0.978567335243553,"15"
"educ",362003,354231,7772,0.978530564663829,"21"
"educ",101410,99226,2184,0.978463662360714,"16"
"educ",964843,944028,20815,0.978426541934802,"37"
"educ",47353,46327,1026,0.978332946170253,"40"
"educ",25326,24777,549,0.978322672352523,"10"
