"variable","total_n","known_TRUE","known_FALSE","prop_known","ucr39"
"mandeath",25878,16204,9674,0.626168946595564,"26"
"mandeath",42497,26607,15890,0.626091253500247,"31"
"mandeath",124856,78158,46698,0.625985134875376,"28"
"mandeath",58871,36839,22032,0.62575801328328,"17"
"mandeath",3692,2308,1384,0.625135427952329,"29"
"mandeath",56391,35214,21177,0.62446135021546,"27"
"mandeath",14468,9011,5457,0.622822781310478,"33"
"mandeath",53859,33539,20320,0.622718579995915,"17"
"mandeath",63098,39285,23813,0.622602935116802,"27"
"mandeath",123059,76217,46842,0.619353318326981,"28"
"mandeath",41009,25385,15624,0.619010461118291,"31"
"mandeath",530540,327770,202770,0.617804501074377,"21"
"mandeath",49564,30611,18953,0.617605520135582,"17"
"mandeath",561,346,215,0.616755793226381,"1"
"mandeath",126430,77974,48456,0.616736534050463,"28"
"mandeath",25464,15700,9764,0.61655670750864,"12"
"mandeath",39511,24351,15160,0.616309382197363,"31"
"mandeath",27540,16962,10578,0.615904139433551,"30"
"mandeath",122085,75140,46945,0.615472826309538,"28"
"mandeath",169668,104337,65331,0.61494801612561,"22"
"mandeath",157801,97036,60765,0.614926394636282,"8"
"mandeath",11332,6958,4374,0.614013413342746,"3"
"mandeath",37284,22887,14397,0.613855809462504,"31"
"mandeath",27290,16752,10538,0.613851227555881,"30"
"mandeath",10631,6519,4112,0.613206659768601,"34"
"mandeath",158198,96994,61204,0.613117738530196,"8"
"mandeath",27076,16564,10512,0.611759491800857,"30"
"mandeath",24365,14900,9465,0.61153293658937,"12"
"mandeath",57519,35168,22351,0.61141535840331,"6"
"mandeath",305788,186915,118873,0.611256818449383,"37"
"mandeath",56777,34702,22075,0.611198196452789,"6"
"mandeath",25453,15555,9898,0.611126389816525,"12"
"mandeath",23095,14096,8999,0.610348560294436,"23"
"mandeath",22340,13629,8711,0.610071620411817,"13"
"mandeath",10725,6543,4182,0.61006993006993,"34"
"mandeath",24930,15208,9722,0.610028078620136,"12"
"mandeath",22767,13879,8888,0.609610401019019,"13"
"mandeath",12165,7403,4762,0.608549116317304,"3"
"mandeath",162884,99098,63786,0.608396159229881,"24"
"mandeath",155628,94681,60947,0.608380240059629,"8"
"mandeath",56923,34616,22307,0.608119740702352,"6"
"mandeath",10565,6419,4146,0.607572172266919,"34"
"mandeath",21507,13054,8453,0.606965174129353,"13"
"mandeath",156158,94745,61413,0.606725239821207,"8"
"mandeath",56013,33981,22032,0.606662739007016,"6"
"mandeath",11883,7208,4675,0.606580829756795,"5"
"mandeath",68462,41503,26959,0.606219508632526,"16"
"mandeath",14577,8827,5750,0.60554297866502,"33"
"mandeath",131644,79682,51962,0.605283947616299,"15"
"mandeath",134682,81518,53164,0.605262767110676,"15"
"mandeath",21950,13284,8666,0.605193621867882,"13"
"mandeath",26602,16092,10510,0.604916923539583,"30"
"mandeath",43,26,17,0.604651162790698,"2"
"mandeath",133867,80896,52971,0.604301284110348,"15"
"mandeath",59726,36056,23670,0.603690185178984,"27"
"mandeath",21408,12921,8487,0.603559417040359,"14"
"mandeath",21561,13009,8552,0.60335791475349,"14"
"mandeath",30736,18535,12201,0.603038781884435,"11"
"mandeath",11545,6962,4583,0.60303161541793,"5"
"mandeath",41921,25272,16649,0.6028482144987,"9"
"mandeath",13057,7868,5189,0.602588649766409,"25"
"mandeath",21603,13012,8591,0.602323751330834,"14"
"mandeath",157903,95084,62819,0.602167153252313,"24"
"mandeath",63468,38191,25277,0.601736308060755,"17"
"mandeath",132412,79624,52788,0.601335226414524,"15"
"mandeath",31092,18696,12396,0.601312234658433,"11"
"mandeath",29360,17634,11726,0.600613079019074,"7"
"mandeath",29575,17745,11830,0.6,"11"
"mandeath",21508,12903,8605,0.599916310210154,"14"
"mandeath",30462,18274,12188,0.5998949510866,"11"
"mandeath",163758,98220,65538,0.599787491298135,"24"
"mandeath",42345,25382,16963,0.599409611524383,"9"
"mandeath",25514,15293,10221,0.59939640981422,"10"
"mandeath",13827,8279,5548,0.598756056989947,"25"
"mandeath",167905,100495,67410,0.598522974300944,"24"
"mandeath",42038,25143,16895,0.598101717493696,"9"
"mandeath",41870,25029,16841,0.59777883926439,"9"
"mandeath",29827,17813,12014,0.597210581017199,"7"
"mandeath",25326,15106,10220,0.596462133775567,"10"
"mandeath",30291,18053,12238,0.595985606285695,"7"
"mandeath",14092,8396,5696,0.595799034913426,"25"
"mandeath",10487,6245,4242,0.59549918947268,"34"
"mandeath",30813,18349,12464,0.59549540778243,"7"
"mandeath",24881,14769,10112,0.593585466822073,"10"
"mandeath",14396,8532,5864,0.592664629063629,"25"
"mandeath",3920,2323,1597,0.592602040816327,"29"
"mandeath",44543,26319,18224,0.59086725186898,"17"
"mandeath",57194,33756,23438,0.590201769416372,"6"
"mandeath",124237,73287,50950,0.589896729637709,"28"
"mandeath",14234,8390,5844,0.589433750175636,"33"
"mandeath",25511,15021,10490,0.588804829289326,"10"
"mandeath",12597,7413,5184,0.588473446058585,"3"
"mandeath",4084,2403,1681,0.588393731635651,"29"
"mandeath",10419,6130,4289,0.58834821000096,"34"
"mandeath",4498,2639,1859,0.586705202312139,"29"
"mandeath",4565,2675,1890,0.585980284775465,"29"
"mandeath",22833,13378,9455,0.585906363596549,"13"
"mandeath",41,24,17,0.585365853658537,"2"
"mandeath",35554,20747,14807,0.583534904652079,"31"
"mandeath",23687,13822,9865,0.583526829062355,"12"
"mandeath",65726,38346,27380,0.583422085628214,"27"
"mandeath",720,420,300,0.583333333333333,"1"
"mandeath",63769,37196,26573,0.583292822531324,"27"
"mandeath",653,380,273,0.581929555895865,"1"
"mandeath",18087,10522,7565,0.581743793885111,"23"
"mandeath",133861,77828,56033,0.581409073591263,"15"
"mandeath",152237,88460,63777,0.581067677371467,"8"
"mandeath",167574,97083,70491,0.57934405098643,"24"
"mandeath",26298,15220,11078,0.578751235835425,"30"
"mandeath",21090,12200,8890,0.578473210052157,"14"
"mandeath",31749,18358,13391,0.57822293615547,"11"
"mandeath",14985,8659,6326,0.577844511177845,"25"
"mandeath",12670,7319,5351,0.577663772691397,"5"
"mandeath",13115,7574,5541,0.577506671749905,"3"
"mandeath",65373,37682,27691,0.576415339666223,"27"
"mandeath",29115,16777,12338,0.576232182723682,"7"
"mandeath",21956,12610,9346,0.574330479140098,"23"
"mandeath",41557,23862,17695,0.57419929253796,"9"
"mandeath",20270,11631,8639,0.573803650715343,"23"
"mandeath",65238,37415,27823,0.573515435788957,"27"
"mandeath",12213,6999,5214,0.573077867845738,"5"
"mandeath",62085,35402,26683,0.570218249174519,"27"
"mandeath",19260,10941,8319,0.568068535825545,"23"
"mandeath",788,447,341,0.567258883248731,"1"
"mandeath",14504,8226,6278,0.56715388858246,"3"
"mandeath",24326,13776,10550,0.566307654361588,"10"
"mandeath",12138,6838,5300,0.563354753666172,"5"
"mandeath",12341,6913,5428,0.560165302649704,"5"
"mandeath",4611,2573,2038,0.558013446107135,"29"
"mandeath",12724,6996,5728,0.549827098396731,"5"
"mandeath",16974,9318,7656,0.548957228702722,"23"
"mandeath",14279,7827,6452,0.548147629385811,"33"
"mandeath",782,428,354,0.547314578005115,"1"
"mandeath",14111,7719,6392,0.547020055276026,"3"
"mandeath",13709,7491,6218,0.546429352979794,"3"
"mandeath",14411,7871,6540,0.546180001387829,"33"
"mandeath",661,361,300,0.546142208774584,"1"
"mandeath",13907,7592,6315,0.545912130581721,"33"
"mandeath",770,417,353,0.541558441558442,"1"
"mandeath",935,499,436,0.533689839572193,"1"
"mandeath",14192,7559,6633,0.532624013528749,"3"
"mandeath",14097,7478,6619,0.530467475349365,"33"
"mandeath",14275,7524,6751,0.52707530647986,"33"
"mandeath",38,20,18,0.526315789473684,"2"
"mandeath",14820,7567,7253,0.51059379217274,"3"
"marstat",2648,2648,0,1,"35"
"marstat",41,41,0,1,"2"
"marstat",2524,2524,0,1,"35"
"marstat",37,37,0,1,"2"
"marstat",13907,13907,0,1,"33"
"marstat",2234,2234,0,1,"35"
"marstat",2295,2295,0,1,"35"
"marstat",14411,14411,0,1,"33"
"marstat",2162,2162,0,1,"35"
"marstat",14234,14234,0,1,"33"
"marstat",2247,2247,0,1,"35"
"marstat",47,47,0,1,"2"
"marstat",14577,14577,0,1,"33"
"marstat",2232,2232,0,1,"35"
"marstat",2324,2324,0,1,"35"
"marstat",42,42,0,1,"2"
"marstat",2454,2454,0,1,"35"
"marstat",34,34,0,1,"2"
"marstat",13983,13983,0,1,"33"
"marstat",2353,2353,0,1,"35"
"marstat",2226,2226,0,1,"35"
"marstat",12156,12156,0,1,"33"
"marstat",2063,2063,0,1,"35"
"marstat",45,45,0,1,"2"
"marstat",1911,1911,0,1,"35"
"marstat",1679,1679,0,1,"35"
"marstat",49,49,0,1,"2"
"marstat",1563,1563,0,1,"35"
"marstat",1546,1546,0,1,"35"
"marstat",1568,1568,0,1,"35"
"marstat",11535,11535,0,1,"33"
"marstat",1505,1505,0,1,"35"
"marstat",1365,1365,0,1,"35"
"marstat",1334,1334,0,1,"35"
"marstat",1251,1251,0,1,"35"
"marstat",1389,1389,0,1,"35"
"marstat",37,37,0,1,"99"
"marstat",1461,1461,0,1,"35"
"marstat",26,26,0,1,"99"
"marstat",10260,10260,0,1,"33"
"marstat",1533,1533,0,1,"35"
"marstat",12,12,0,1,"99"
"marstat",1447,1447,0,1,"35"
"marstat",14650,14649,1,0.999931740614334,"33"
"marstat",14468,14467,1,0.999930881946364,"33"
"marstat",14097,14096,1,0.999929062921189,"33"
"marstat",11943,11942,1,0.999916268944151,"33"
"marstat",11753,11752,1,0.999914915340764,"33"
"marstat",11152,11151,1,0.999910329985653,"33"
"marstat",10467,10466,1,0.999904461641349,"33"
"marstat",10064,10063,1,0.999900635930048,"33"
"marstat",9713,9712,1,0.999897045197158,"33"
"marstat",9618,9617,1,0.999896028280308,"33"
"marstat",14279,14277,2,0.99985993416906,"33"
"marstat",12123,12121,2,0.999835024333911,"33"
"marstat",11968,11966,2,0.999832887700535,"33"
"marstat",10776,10774,2,0.99981440237565,"33"
"marstat",14275,14272,3,0.999789842381786,"33"
"marstat",13150,13147,3,0.999771863117871,"33"
"marstat",12076,12073,3,0.999751573368665,"33"
"marstat",10459,10451,8,0.999235108518979,"34"
"marstat",10487,10478,9,0.999141794602842,"34"
"marstat",41921,41873,48,0.998854989146251,"9"
"marstat",10457,10445,12,0.99885244333939,"34"
"marstat",10419,10407,12,0.99884825799021,"34"
"marstat",41557,41508,49,0.998820896599851,"9"
"marstat",53859,53795,64,0.998811712062979,"17"
"marstat",25514,25483,31,0.998784980794858,"10"
"marstat",25326,25294,32,0.998736476348417,"10"
"marstat",22767,22738,29,0.99872622655598,"13"
"marstat",10631,10617,14,0.998683096604271,"34"
"marstat",42345,42289,56,0.998677529814618,"9"
"marstat",10565,10551,14,0.998674869853289,"34"
"marstat",21508,21479,29,0.998651664496931,"14"
"marstat",49564,49496,68,0.998628036478089,"17"
"marstat",41870,41812,58,0.99861475997134,"9"
"marstat",44543,44481,62,0.998608086568035,"17"
"marstat",24326,24292,34,0.998602318506947,"10"
"marstat",21408,21378,30,0.99859865470852,"14"
"marstat",24881,24846,35,0.998593304127648,"10"
"marstat",10538,10523,15,0.998576579996204,"34"
"marstat",698,697,1,0.998567335243553,"32"
"marstat",20909,20879,30,0.998565211153092,"13"
"marstat",21561,21530,31,0.99856221882102,"14"
"marstat",63468,63376,92,0.998550450620785,"17"
"marstat",24930,24893,37,0.99851584436422,"12"
"marstat",21090,21058,32,0.998482693219535,"14"
"marstat",10526,10510,16,0.998479954398632,"34"
"marstat",71611,71502,109,0.998477887475388,"17"
"marstat",58871,58780,91,0.99845424742233,"17"
"marstat",21950,21916,34,0.998451025056948,"13"
"marstat",22833,22796,37,0.998379538387422,"13"
"marstat",21884,21848,36,0.998354962529702,"14"
"marstat",65978,65869,109,0.998347934159871,"17"
"marstat",20968,20931,37,0.99823540633346,"13"
"marstat",41362,41288,74,0.998210918234128,"9"
"marstat",21451,21412,39,0.998181902941588,"14"
"marstat",548,547,1,0.998175182481752,"32"
"marstat",21679,21639,40,0.998154896443563,"14"
"marstat",74648,74510,138,0.998151323545172,"17"
"marstat",9722,9704,18,0.998148529109237,"34"
"marstat",9636,9618,18,0.99813200498132,"34"
"marstat",41546,41468,78,0.998122562942281,"9"
"marstat",22340,22298,42,0.998119964189794,"13"
"marstat",25511,25463,48,0.998118458704088,"10"
"marstat",25837,25788,49,0.998103494987808,"10"
"marstat",25580,25531,49,0.998084440969507,"10"
"marstat",29115,29059,56,0.99807659282157,"7"
"marstat",83510,83349,161,0.998072087175189,"17"
"marstat",30291,30232,59,0.998052226734013,"7"
"marstat",21507,21465,42,0.998047147440368,"13"
"marstat",10725,10704,21,0.998041958041958,"34"
"marstat",25464,25414,50,0.99803644360666,"12"
"marstat",72446,72303,143,0.998026116003644,"17"
"marstat",57519,57405,114,0.998018046210817,"6"
"marstat",57194,57079,115,0.997989299576879,"6"
"marstat",56777,56662,115,0.997974531940751,"6"
"marstat",56923,56807,116,0.997962159408324,"6"
"marstat",26421,26367,54,0.997956171227433,"12"
"marstat",26135,26081,54,0.997933805242013,"10"
"marstat",29360,29299,61,0.997922343324251,"7"
"marstat",29827,29764,63,0.99788781976062,"7"
"marstat",42038,41949,89,0.997882867881441,"9"
"marstat",12670,12643,27,0.997868981846882,"5"
"marstat",163758,163409,349,0.997868806409458,"24"
"marstat",20626,20582,44,0.997866770095995,"13"
"marstat",32793,32723,70,0.997865398103254,"7"
"marstat",26094,26038,56,0.997853912776884,"26"
"marstat",23687,23636,51,0.997846920251615,"12"
"marstat",31092,31025,67,0.997845104850122,"11"
"marstat",41257,41168,89,0.997842790314371,"9"
"marstat",9696,9675,21,0.997834158415842,"34"
"marstat",31800,31731,69,0.997830188679245,"7"
"marstat",21603,21556,47,0.99782437624404,"14"
"marstat",9605,9584,21,0.997813638729828,"34"
"marstat",84991,84805,186,0.997811532985846,"17"
"marstat",24365,24311,54,0.997783706135851,"12"
"marstat",167574,167198,376,0.997756215164644,"24"
"marstat",23108,23056,52,0.997749697074606,"14"
"marstat",33492,33416,76,0.997730801385405,"7"
"marstat",20560,20512,48,0.997665369649805,"13"
"marstat",30813,30741,72,0.997663323921721,"7"
"marstat",22623,22570,53,0.997657251469743,"14"
"marstat",133861,133547,314,0.997654283174338,"15"
"marstat",9744,9721,23,0.997639573070608,"34"
"marstat",20270,20222,48,0.997631968426246,"23"
"marstat",41018,40920,98,0.997610805012434,"9"
"marstat",418,417,1,0.997607655502392,"32"
"marstat",84782,84576,206,0.997570238965818,"17"
"marstat",133867,133540,327,0.997557276998812,"15"
"marstat",409,408,1,0.997555012224939,"32"
"marstat",162884,162485,399,0.997550403968468,"24"
"marstat",83653,83446,207,0.997525492211875,"17"
"marstat",110586,110312,274,0.997522290344167,"17"
"marstat",23227,23169,58,0.997502906100659,"14"
"marstat",93567,93332,235,0.997488430750158,"17"
"marstat",26256,26190,66,0.997486288848263,"10"
"marstat",22002,21946,56,0.997454776838469,"14"
"marstat",157801,157397,404,0.99743981343591,"8"
"marstat",170638,170201,437,0.997439022960888,"22"
"marstat",169181,168744,437,0.997416967626388,"22"
"marstat",10048,10022,26,0.997412420382166,"34"
"marstat",53315,53177,138,0.99741161024102,"6"
"marstat",772,770,2,0.99740932642487,"32"
"marstat",121450,121135,315,0.997406340057637,"17"
"marstat",29575,29498,77,0.997396449704142,"11"
"marstat",56013,55867,146,0.997393462231982,"6"
"marstat",767,765,2,0.997392438070404,"32"
"marstat",121540,121223,317,0.997391805167023,"17"
"marstat",156158,155750,408,0.997387261619642,"8"
"marstat",26665,26595,70,0.997374835927245,"12"
"marstat",14092,14055,37,0.997374396820891,"25"
"marstat",155628,155216,412,0.997352661474799,"8"
"marstat",10165,10138,27,0.997343826856862,"34"
"marstat",11545,11514,31,0.997314854915548,"5"
"marstat",9665,9639,26,0.997309881013968,"34"
"marstat",30462,30380,82,0.997308121594117,"11"
"marstat",131644,131289,355,0.99730333323205,"15"
"marstat",25956,25886,70,0.99730312837109,"12"
"marstat",20343,20288,55,0.997296367300791,"13"
"marstat",152237,151824,413,0.997287124680597,"8"
"marstat",29340,29260,80,0.997273346966599,"12"
"marstat",39511,39403,108,0.997266583989269,"31"
"marstat",14985,14944,41,0.997263930597264,"25"
"marstat",167905,167445,460,0.997260355558203,"24"
"marstat",25878,25807,71,0.997256356750908,"26"
"marstat",122068,121733,335,0.997255628010617,"17"
"marstat",169668,169202,466,0.997253459697763,"22"
"marstat",12341,12307,34,0.997244955838263,"5"
"marstat",173268,172790,478,0.997241267862502,"22"
"marstat",9769,9742,27,0.997236155184768,"34"
"marstat",11848,11815,33,0.99721471978393,"25"
"marstat",157903,157463,440,0.997213479161257,"24"
"marstat",25453,25382,71,0.997210544925942,"12"
"marstat",119443,119109,334,0.997203687114356,"17"
"marstat",28923,28842,81,0.997199460636863,"11"
"marstat",9943,9915,28,0.997183948506487,"34"
"marstat",31749,31659,90,0.997165265047718,"11"
"marstat",6690,6671,19,0.997159940209268,"25"
"marstat",120166,119822,344,0.997137293410782,"17"
"marstat",12213,12178,35,0.997134201260951,"5"
"marstat",36926,36820,106,0.997129393922981,"7"
"marstat",41009,40891,118,0.997122582847668,"31"
"marstat",27346,27267,79,0.99711109485848,"12"
"marstat",116137,115801,336,0.997106865167862,"17"
"marstat",34148,34049,99,0.997100855101324,"7"
"marstat",132412,132026,386,0.99708485635743,"15"
"marstat",41477,41356,121,0.997082720543916,"9"
"marstat",53815,53658,157,0.997082597788721,"6"
"marstat",174140,173631,509,0.997077064430918,"22"
"marstat",37284,37175,109,0.997076493938419,"31"
"marstat",24968,24895,73,0.99707625760974,"26"
"marstat",30736,30646,90,0.997071837584591,"11"
"marstat",169694,169193,501,0.9970476269049,"22"
"marstat",35554,35449,105,0.997046745795129,"31"
"marstat",10153,10123,30,0.997045208312814,"34"
"marstat",25369,25294,75,0.99704363593362,"26"
"marstat",143789,143362,427,0.99703037089068,"24"
"marstat",41371,41248,123,0.997026902903,"9"
"marstat",23305,23235,70,0.99699635271401,"14"
"marstat",38846,38729,117,0.996988106883592,"7"
"marstat",26941,26859,82,0.996956311940908,"10"
"marstat",42497,42367,130,0.996940960538391,"31"
"marstat",24726,24650,76,0.996926312383726,"26"
"marstat",69366,69152,214,0.996914915088083,"16"
"marstat",27106,27022,84,0.996901055116948,"10"
"marstat",150251,149784,467,0.996891867608202,"24"
"marstat",22722,22651,71,0.996875275063815,"14"
"marstat",14396,14351,45,0.996874131703251,"25"
"marstat",28081,27993,88,0.996866208468359,"10"
"marstat",23188,23115,73,0.996851819906848,"14"
"marstat",23479,23405,74,0.99684824736999,"14"
"marstat",42512,42378,134,0.996847948814452,"31"
"marstat",16974,16920,54,0.996818663838812,"23"
"marstat",134287,133859,428,0.996812796473225,"17"
"marstat",41727,41594,133,0.996812615332998,"9"
"marstat",41411,41279,132,0.996812441138828,"9"
"marstat",158198,157691,507,0.996795155438122,"8"
"marstat",68462,68242,220,0.996786538517718,"16"
"marstat",12724,12683,41,0.996777742848161,"5"
"marstat",20146,20081,65,0.996773553062643,"13"
"marstat",73315,73077,238,0.996753733888017,"16"
"marstat",18087,18028,59,0.996737988610604,"23"
"marstat",173779,173212,567,0.996737235224049,"22"
"marstat",134682,134242,440,0.996733045247323,"15"
"marstat",11883,11844,39,0.996718000504923,"5"
"marstat",23413,23336,77,0.99671122880451,"14"
"marstat",9691,9659,32,0.996697967186049,"34"
"marstat",71439,71203,236,0.996696482313582,"16"
"marstat",137589,137133,456,0.99668578156684,"15"
"marstat",13827,13781,46,0.996673175670789,"25"
"marstat",158190,157662,528,0.996662241608193,"8"
"marstat",114070,113689,381,0.99665994564741,"17"
"marstat",41612,41473,139,0.996659617418053,"9"
"marstat",27428,27336,92,0.996645763453405,"10"
"marstat",159405,158868,537,0.996631222358144,"8"
"marstat",134435,133974,461,0.996570833488303,"15"
"marstat",53605,53420,185,0.996548829400242,"6"
"marstat",43944,43792,152,0.996541052248316,"31"
"marstat",53648,53462,186,0.996532955562183,"6"
"marstat",1142,1138,4,0.996497373029772,"32"
"marstat",29622,29518,104,0.996489095942205,"12"
"marstat",9926,9891,35,0.996473906911142,"34"
"marstat",44971,44812,159,0.99646438816126,"07"
"marstat",23736,23652,84,0.996461071789687,"26"
"marstat",11864,11822,42,0.99645987862441,"25"
"marstat",43030,42877,153,0.996444341157332,"09"
"marstat",29450,29345,105,0.996434634974533,"10"
"marstat",20192,20120,72,0.996434231378764,"13"
"marstat",42029,41879,150,0.996431035713436,"9"
"marstat",42009,41859,150,0.996429336570735,"9"
"marstat",23226,23143,83,0.996426418668733,"14"
"marstat",23500,23416,84,0.996425531914894,"14"
"marstat",20416,20343,73,0.996424373040752,"13"
"marstat",29120,29015,105,0.996394230769231,"11"
"marstat",11365,11324,41,0.996392432908051,"5"
"marstat",28749,28645,104,0.996382482868969,"12"
"marstat",12138,12094,44,0.996375020596474,"5"
"marstat",42577,42422,155,0.996359536839138,"9"
"marstat",137329,136828,501,0.996351826635306,"24"
"marstat",9593,9558,35,0.996351506306682,"34"
"marstat",136193,135696,497,0.996350766926347,"24"
"marstat",122085,121639,446,0.996346807552115,"28"
"marstat",158786,158202,584,0.99632209388737,"8"
"marstat",11407,11365,42,0.996318050319979,"5"
"marstat",173733,173093,640,0.9963161863319,"22"
"marstat",20331,20256,75,0.996311052087945,"13"
"marstat",20322,20247,75,0.996309418364334,"13"
"marstat",30531,30418,113,0.996298843798107,"12"
"marstat",124237,123777,460,0.996297399325483,"28"
"marstat",20502,20426,76,0.996293044581017,"13"
"marstat",176160,175502,658,0.996264759309718,"22"
"marstat",129683,129197,486,0.99625240008328,"24"
"marstat",23412,23324,88,0.996241243806595,"14"
"marstat",8239,8208,31,0.996237407452361,"25"
"marstat",41675,41518,157,0.99623275344931,"7"
"marstat",29187,29077,110,0.996231198821393,"10"
"marstat",315678,314485,1193,0.996220832620582,"37"
"marstat",37392,37250,142,0.996202396234489,"7"
"marstat",28393,28285,108,0.996196245553482,"11"
"marstat",327254,326008,1246,0.996192559907595,"37"
"marstat",52677,52476,201,0.99618429295518,"6"
"marstat",158889,158282,607,0.996179722951243,"8"
"marstat",29030,28919,111,0.996176369273166,"11"
"marstat",305788,304618,1170,0.99617381977056,"37"
"marstat",39033,38883,150,0.996157097840289,"7"
"marstat",11113,11070,43,0.996130657788176,"05"
"marstat",40475,40318,157,0.996121062384188,"7"
"marstat",74289,74000,289,0.996109787451709,"16"
"marstat",19260,19185,75,0.996105919003115,"23"
"marstat",123059,122579,480,0.996099431979782,"28"
"marstat",13057,13006,51,0.996094049169028,"25"
"marstat",20426,20346,80,0.996083423088221,"13"
"marstat",23694,23601,93,0.996074955684983,"26"
"marstat",129143,128633,510,0.996050889324237,"24"
"marstat",20198,20118,80,0.996039211803149,"13"
"marstat",29173,29056,117,0.995989442292531,"10"
"marstat",338590,337229,1361,0.995980389261349,"37"
"marstat",184234,183490,744,0.995961657457364,"22"
"marstat",42827,42654,173,0.995960492212856,"09"
"marstat",42737,42564,173,0.995951985399069,"09"
"marstat",27706,27593,113,0.995921461055367,"11"
"marstat",23464,23368,96,0.995908625980225,"14"
"marstat",27855,27741,114,0.995907377490576,"10"
"marstat",75207,74899,308,0.995904636536493,"16"
"marstat",46829,46637,192,0.995899976510282,"07"
"marstat",124856,124343,513,0.995891266739284,"28"
"marstat",30545,30419,126,0.995874938615158,"12"
"marstat",139414,138838,576,0.995868420675111,"15"
"marstat",31397,31267,130,0.995859477020097,"12"
"marstat",5550,5527,23,0.995855855855856,"25"
"marstat",73221,72917,304,0.995848185629806,"16"
"marstat",28596,28477,119,0.995838578822213,"11"
"marstat",52342,52124,218,0.995835084635665,"6"
"marstat",46495,46301,194,0.99582750833423,"31"
"marstat",20316,20231,85,0.995816105532585,"13"
"marstat",65726,65450,276,0.995800748562213,"27"
"marstat",138090,137510,580,0.995799840683612,"15"
"marstat",28251,28132,119,0.995787759725319,"10"
"marstat",157148,156484,664,0.995774683737623,"8"
"marstat",63769,63499,270,0.995765967789992,"27"
"marstat",44078,43890,188,0.995734833703889,"7"
"marstat",181824,181048,776,0.99573213657163,"22"
"marstat",8660,8623,37,0.995727482678984,"25"
"marstat",19830,19745,85,0.995713565305093,"13"
"marstat",31580,31444,136,0.995693476884104,"12"
"marstat",122043,121517,526,0.995690043673132,"28"
"marstat",23381,23280,101,0.99568025319704,"14"
"marstat",21956,21861,95,0.99567316451084,"23"
"marstat",348130,346612,1518,0.995639559934507,"37"
"marstat",45386,45188,198,0.995637421231217,"31"
"marstat",20301,20212,89,0.995615979508399,"13"
"marstat",23473,23370,103,0.995611979721382,"14"
"marstat",65373,65086,287,0.995609808330656,"27"
"marstat",42820,42632,188,0.995609528257823,"7"
"marstat",49511,49293,218,0.99559693805417,"07"
"marstat",48375,48161,214,0.995576227390181,"07"
"marstat",20062,19973,89,0.99556375236766,"13"
"marstat",45957,45753,204,0.995561067954827,"07"
"marstat",158425,157721,704,0.995556256903898,"8"
"marstat",6950,6919,31,0.995539568345324,"25"
"marstat",50508,50282,226,0.995525461313059,"31"
"marstat",126430,125864,566,0.995523214426956,"28"
"marstat",52078,51844,234,0.995506739890165,"6"
"marstat",27999,27873,126,0.995499839279974,"11"
"marstat",30432,30295,137,0.995498159831756,"10"
"marstat",31701,31558,143,0.99548910129018,"12"
"marstat",47963,47746,217,0.99547567916936,"07"
"marstat",27273,27149,124,0.995453378799545,"11"
"marstat",21991,21891,100,0.995452685189396,"26"
"marstat",29204,29071,133,0.995445829338447,"10"
"marstat",23867,23758,109,0.995433024678426,"23"
"marstat",22538,22435,103,0.995429940544858,"26"
"marstat",65238,64937,301,0.995386124651277,"27"
"marstat",42863,42665,198,0.99538063131372,"09"
"marstat",42819,42620,199,0.995352530418739,"09"
"marstat",62085,61795,290,0.995328984456793,"27"
"marstat",434621,432575,2046,0.995292450203741,"37"
"marstat",30076,29934,142,0.995278627477058,"10"
"marstat",11415,11361,54,0.99526938239159,"5"
"marstat",131013,130393,620,0.995267645195515,"28"
"marstat",516162,513719,2443,0.995266989821025,"21"
"marstat",11194,11141,53,0.995265320707522,"5"
"marstat",189470,188570,900,0.995249907637093,"22"
"marstat",206883,205900,983,0.995248522111532,"22"
"marstat",31726,31575,151,0.995240496753451,"12"
"marstat",502934,500540,2394,0.995239932078563,"21"
"marstat",11337,11283,54,0.995236835141572,"5"
"marstat",393695,391819,1876,0.995234889952882,"37"
"marstat",157647,156894,753,0.995223505680413,"8"
"marstat",199968,199010,958,0.995209233477356,"22"
"marstat",20026,19930,96,0.995206231898532,"13"
"marstat",11262,11208,54,0.995205114544486,"05"
"marstat",29754,29611,143,0.995193923506083,"10"
"marstat",370232,368452,1780,0.995192203807342,"37"
"marstat",349644,347962,1682,0.99518939263937,"37"
"marstat",28875,28736,139,0.995186147186147,"11"
"marstat",128766,128146,620,0.995185064380349,"24"
"marstat",530540,527976,2564,0.995167188147925,"21"
"marstat",23095,22983,112,0.995150465468716,"23"
"marstat",128021,127399,622,0.995141422110435,"28"
"marstat",150073,149340,733,0.995115710354294,"15"
"marstat",45635,45410,225,0.995069573792046,"31"
"marstat",18850,18757,93,0.995066312997347,"26"
"marstat",461225,458947,2278,0.995060978914846,"37"
"marstat",147237,146509,728,0.995055590646373,"15"
"marstat",404,402,2,0.995049504950495,"32"
"marstat",1210,1204,6,0.99504132231405,"32"
"marstat",30052,29902,150,0.995008651670438,"10"
"marstat",53249,52983,266,0.995004601025371,"6"
"marstat",129194,128547,647,0.994992027493537,"24"
"marstat",31664,31505,159,0.994978524507327,"12"
"marstat",495141,492654,2487,0.994977188316055,"21"
"marstat",63098,62781,317,0.994976068972075,"27"
