term,estimate,std.error,statistic,p.value,conf.low,conf.high,year,variable
educ20038,0.8242936863558686,0.025263282786677194,-7.64858623975235,2.0320091839332294e-14,0.784471974594272,0.8661368453826067,2017,educ2003
educ20039,1.0859330966849041,0.025419567803296975,3.243155626778586,0.0011821362098839805,1.0331550353060104,1.1414072914297735,2017,educ2003
race5Black,0.9570045414315831,0.041618307451710766,-1.0559569752779172,0.2909878719557073,0.8820389837771826,1.0383415122976416,2018,race5
race5Hispanic,0.7905566615034618,0.042409614772660226,-5.541619467777409,2.9968700601335396e-8,0.7275003551197259,0.8590783917138366,2018,race5
race5Other,0.8278261784412434,0.04452556873588937,-4.243675744485829,2.1988801708106077e-5,0.7586443482565416,0.903316795659954,2018,race5
race5White,1.026091401816056,0.040891116107756725,0.6298881229731028,0.5287677841405667,0.9470629080760062,1.1117144974242215,2018,race5
educ20032,0.9328084119707077,0.014161852063519845,-4.911465332055879,9.039827200968044e-7,0.9072722799717936,0.9590632852470323,2018,educ2003
educ20033,0.942654947706607,0.011034352055872306,-5.351920268952256,8.702574448512461e-8,0.9224867166633123,0.9632641146854204,2018,educ2003
educ20034,0.9051638366962913,0.013396924470416877,-7.437476927153755,1.026265010241654e-13,0.8817054033241992,0.9292463992777521,2018,educ2003
educ20035,0.9293017815675602,0.01587118507557119,-4.619802929934347,3.8410469790015945e-6,0.9008385114058767,0.958664389111071,2018,educ2003
educ20036,0.9079787295499725,0.013719561514599367,-7.036254486578147,1.9747612730631997e-12,0.8838882248383271,0.9327258245418742,2018,educ2003
educ20037,0.8743317252906574,0.017703318805055854,-7.58588987907948,3.302127941634847e-14,0.8445140280443455,0.9052022115251304,2018,educ2003
educ20038,0.8566335733785816,0.025274891042737023,-6.122480233163793,9.212984917559953e-10,0.8152309698938769,0.9001388638791326,2018,educ2003
educ20039,1.1183896000911866,0.02550091484545257,4.387677627067168,1.145674183399623e-5,1.0638644651630231,1.175709254844278,2018,educ2003
race5Black,0.9586365325460253,0.04091689369394799,-1.0324166586490184,0.30187697132099495,0.8847586400210867,1.0386832746950787,2019,race5
race5Hispanic,0.7794481241163445,0.041677172944378366,-5.978551933811362,2.251298428570908e-9,0.7183083093625707,0.8457919395748338,2019,race5
race5Other,0.8310632049308294,0.04370322614323867,-4.234228098645379,2.29338076438518e-5,0.7628394025957558,0.9053885368791048,2019,race5
race5White,0.9890909447820221,0.04020127782940677,-0.2728519061597083,0.7849670574561332,0.914147355711756,1.0701785559376114,2019,race5
educ20032,0.9474464391572988,0.014355323912632122,-3.7606167959562513,1.6949491311854019e-4,0.9211602086578025,0.9744827736098083,2019,educ2003
educ20033,0.9522815092180412,0.011238285109938054,-4.350715831093321,1.3569381513333143e-5,0.9315348994715945,0.9734901755296425,2019,educ2003
educ20034,0.9141490853812332,0.01349519249760546,-6.651376609621572,2.903642270359863e-11,0.8902862978420578,0.9386514791128436,2019,educ2003
educ20035,0.9301671786563932,0.01594969838933754,-4.538703192178169,5.660123869973388e-6,0.9015386576011036,0.9597048035098427,2019,educ2003
educ20036,0.8995930084432725,0.013838858933543727,-7.64606614503596,2.0722110213008257e-14,0.8755202531484304,0.9243276531066373,2019,educ2003
educ20037,0.866965570210617,0.017621391011667306,-8.1012908857214,5.437905332774558e-16,0.8375335630691836,0.8974318559560016,2019,educ2003
educ20038,0.8500497856046978,0.024833155948809128,-6.542074646019884,6.0671204240603e-11,0.8096660942932982,0.8924476930669637,2019,educ2003
educ20039,1.0960487196866953,0.025571884725682725,3.58642473132316,3.352427700532185e-4,1.0424677570719754,1.1523836471461253,2019,educ2003
race5Black,0.9213404185335311,0.038180438949404455,-2.1457504127026024,0.03189289676249892,0.8549097655581849,0.9929330568230228,2020,race5
race5Hispanic,0.7285204905732339,0.03891470093195036,-8.139328302241227,3.9747683231801214e-16,0.6750204174484459,0.786260817400535,2020,race5
race5Other,0.8020337494134421,0.04092417021321242,-5.390569663081619,7.023468201778169e-8,0.7402139861919286,0.8690164563188826,2020,race5
race5White,0.9700858704923805,0.03748175464601063,-0.8102791720652898,0.41777974314828403,0.901374080162523,1.0440355639683803,2020,race5
educ20032,0.9721595514221469,0.014434002619443298,-1.9561684435854296,0.05044531456624434,0.9450419267202003,1.0000553062246573,2020,educ2003
educ20033,0.9759454067965786,0.011270302572270713,-2.1604237895664133,0.030739877456265715,0.9546233417597674,0.9977437125008303,2020,educ2003
