icd10_code
D31.9
D32
D33
D33.9
D34
D34.9
D35
D35.2
D35.3
D35.4
D35.5
D36
D36.1
D36.2
D36.3
D36.4
D36.5
D36.6
D36.7
D37.1
D37.2
D37.3
D37.4
D37.5
D38.0
D38.1
D38.2
D38.3
D38.4
D38.5
D39.1
D39.2
D39.8
D40.0
D40.1
D40.2
D40.3
D40.4
D40.5
D40.6
D40.7
D40.8
D41.0
D41.1
D41.2
D41.3
D41.4
D41.5
D41.6
D41.7
D41.8
D42
D43.9
D44.0
D44.1
D44.2
D44.3
D44.4
D44.5
D44.6
D44.7
D44.8
D45
D46
D47.9
D48.0
D48.1
D48.2
D48.3
D48.4
D48.5
D48.6
D49.2
D49.3
D49.4
D49.6
D50.1
D50.2
D50.3
D50.4
D50.5
D50.6
D50.7
D50.8
D51
D52.0
D52.1
D52.8
D53.9
D55
D55.2
D55.3
D55.4
D55.5
D55.6
D55.7
D55.8
D55.9
D56
D56.9
D57
D57.8
D58
D58.9
D59.0
D59.1
D59.2
D59.3
D59.5
D59.6
D60
D61.9
D63.1
D64.0
D66
D67
D68.0
D69.8
D70
D70.2
D70.3
D70.4
D71
D72
D73
D74
D75.8
D76
D77
D78.8
D86
D86.2
D86.3
D86.8
D86.9
D89
D89.2
D89.3
E00
E01
E02
E03
E04
E05
E06
E07.1
E09
E09.9
E10
E10.1
E10.2
E10.3
E10.4
E10.5
E10.6
E10.7
E10.8
E10.9
E11
E11.1
E11.2
E11.3
E11.4
E11.5
E11.6
E11.7
E11.8
E11.9
E15.0
E16.0
E16.1
E16.2
E16.3
E16.4
E16.5
E16.6
E16.7
E16.8
E16.9
E20
E21
E22
E23
E24
E24.3
E24.4
E24.8
E25
E26
E27
E28
E28.1
E28.2
E28.3
E29
E30
E31
E32
E33
E34
E34.1
E34.2
E34.3
E34.4
E34.5
E34.6
E34.7
E34.8
E36
E36.8
E40
E41
E42
E43
E44
E45
E46.9
E51
E52
E53
E54
E55
E56
E57
E58
E59
E60
E61.9
E63
E64
E64.0
E64.2
E64.3
E64.4
E64.5
E64.6
E64.7
E64.8
E64.9
E65
E66
E67
E68
E70
E71
E72
E73
E74
E75
E76
E77
E78
E79
E80
E81
E82
E83
E84
E85.2
E88
E89.9
F00
F01
F02.0
F02.1
F02.2
F02.3
F02.4
F02.8
F03.9
F07.1
F10
F10.9
F11
F11.9
F12
F13
F13.9
F14
F14.9
F15
F15.9
F16
F16.9
F18
F18.9
F24
F50.0
F50.1
F50.2
F50.3
F50.4
F50.5
G00.0
G00.1
G00.2
G00.3
G00.4
G00.5
G00.6
G00.7
G00.8
G03
G03.8
G04
G05.8
G10
G11
G12
G12.1
G12.2
G12.3
G12.4
G12.5
G12.6
G12.7
G12.8
G12.9
G13
G13.8
G14
G14.6
G20
G20.9
G21.0
G21.1
G21.3
G23
G24
G24.0
G24.1
G25
G25.0
G25.1
G25.2
G25.3
G25.4
G25.5
G25.6
G25.7
G25.8
G26.0
G30
G31.1
G31.2
G31.8
G31.9
G35
G35.9
G36
G37.9
G40
G41.9
G45
G46.8
G47.3
G61
G61.9
G62.1
G70
G71
G71.1
G71.2
G71.3
G72
G72.0
G72.1
G72.2
G73.7
G90
G90.9
G93.7
G95
G95.9
G97
G97.9
H05.0
H05.1
H70
H70.9
I00
I01
I01.9
I02
I02.0
I02.9
I05
I06
I07
I08
I09.9
I11
I11.9
I12
I13.9
I20
I21
I22
I23
I24
I25.9
I27.0
I27.1
I27.2
I28
I28.9
I30
I31.1
I31.8
I32
I32.8
I33
I33.9
I34
I34.9
I35
I35.9
I36
I37.8
I38
I39
I39.9
I40
I41.9
I42.1
I42.2
I42.3
I42.4
I42.5
I42.6
I42.7
I42.8
I43
I43.9
I47
I47.9
I48
I48.9
I51.0
I51.1
I51.2
I51.3
I51.4
I60
I60.9
I61
I62
I62.0
I62.1
I62.2
I62.3
I62.4
I62.5
I62.6
I62.7
I62.8
I62.9
I63
I63.9
I65
I66.9
I67.0
I67.1
I67.2
I67.3
I67.5
I67.6
I67.7
I68.0
I68.1
I68.2
I69.0
I69.1
I69.2
I69.3
I70.2
I70.3
I70.4
I70.5
I70.6
I70.7
I70.8
I71
I71.9
I72
I72.9
I73
I73.9
I77
I78
I79
I80
I81
I82
I83
I83.9
I84
I84.9
I85
I85.9
I86
I87
I88
I89.0
I89.1
I89.2
I89.3
I89.4
I89.5
I89.6
I89.7
I89.8
I89.9
I95.2
I95.3
I97
I97.9
I98
I98.0
I98.1
I98.2
I98.9
J00
J01
J02.8
J03
J03.8
J04
J04.2
J05
J05.1
J06.0
J06.1
J06.2
J06.3
J06.4
J06.5
J06.6
J06.7
J06.8
J09
J10
J11
J12
J13
J14
J15.8
J16
J16.9
J20
J21.9
J30
J31
J32
J33
J34
J35.9
J36
J36.0
J37
J38
J39.9
J41
J42
J43
J44
J44.9
J45
J46.9
J60
J60.0
J61
J61.0
J62
J62.9
J63
J63.8
J65
J65.0
J66
J67
J68.9
J70
J70.0
J70.1
J70.2
J70.3
J70.4
J70.5
J70.8
J70.9
J82
J84
J84.9
J91
J91.0
J91.8
J92
J92.0
J92.9
J95
J95.9
K20
K20.9
K22
K22.6
K22.8
K23
K24
K25
K26
K27
K28
K28.9
K29
K29.9
K31
K31.8
K35
K36
K37
K37.9
K38
K38.2
K38.3
K38.4
K38.5
K38.6
K38.7
K38.8
K38.9
K40
K41
K42
K42.9
K43
K43.9
K44
K45
K46.9
K50
K51
K52
K52.0
K52.1
K52.2
K52.3
K52.4
K52.5
K52.6
K52.7
K52.8
K52.9
K55
K55.9
K56
K56.9
K57
K58
K59
K60
K61
K62
K62.0
K62.1
K62.2
K62.3
K62.4
K62.5
K62.6
K62.7
K62.8
K62.9
K63.5
K64
K64.9
K66.8
K67
K67.0
K67.1
K67.2
K67.3
K67.4
K67.5
K67.6
K67.7
K67.8
K68
K70
K70.3
K71.7
K73
K74
K75
K75.1
K75.2
K75.3
K75.4
K76.2
K76.3
K76.4
K76.5
K76.6
K76.7
K76.8
K76.9
K77
K77.0
K77.8
K80
K81
K82
K83.9
K85
K86.9
K90
K90.9
K91
K91.9
K92.8
K93.0
K93.1
K93.8
K94
K95.8
L00
L01
L02
L02.9
L03
L03.9
L04
L05.9
L08
L08.9
L10
L11
L12
L13
L14.0
L51
L51.9
L55
L55.9
L56.3
L56.8
L56.9
L58
L58.9
L88
L89
L89.9
L93
L93.2
L97
L98.4
M00
M01
M02
M03.0
M03.1
M03.2
M03.3
M03.4
M03.5
M03.6
M05
M06
M06.9
M07
M08
M08.0
M08.1
M08.2
M08.3
M08.4
M08.5
M08.6
M08.7
M08.8
M08.9
M09.0
M09.1
M09.2
M09.3
M09.4
M09.5
M09.6
M09.7
M09.8
M12.1
M30
M31
M32
M32.9
M33
M33.9
M34
M35
M36.8
M40
M41
M42
M43.1
M49.0
M49.1
M65
M65.0
M71.0
M71.1
M72.5
M72.6
M73.0
M73.1
M80
M81
M82.8
M86.3
M86.4
M87
M87.0
M87.1
M88
M89.0
M89.5
M89.6
M89.7
M89.8
M89.9
N00
N01
N01.9
N02
N02.9
N03
N04
N05
N06
N06.9
N07
N08.8
N10
N11
N12.9
N13.6
N14
N14.4
N15
N15.0
N15.1
N16.8
N18
N18.9
N20
N21
N22
N23.0
N25
N26
N27
N28.1
N29
N29.8
N30
N30.3
N30.4
N30.8
N30.9
N31
N32.0
N32.3
N32.4
N34
N34.3
N36
N36.9
N39
N39.0
N39.1
N39.2
N41
N41.9
N44
N44.0
N45
N45.9
N49
N49.9
N60
N60.9
N65
N65.1
N72
N72.0
N74.1
N75
N76
N77.8
N80
N80.9
N81
N81.9
N83
N83.9
N84.0
N84.1
N87
N87.9
N96
N98
N98.9
N99
N99.9
O00
O00.9
O01
O02
O03
O04
O05
O06
O07.9
O09
O09.9
O10
O11
O12
O13
O14
O15
O16.9
O20
O20.9
O21
O22
O22.9
O23
O23.9
O24
O25
O25.3
O26
O26.9
O28
O29
O30
O31
O31.8
O32
O33
O33.9
O34
O35
O36.9
O40
O41
O42
O43
O43.1
O43.2
O43.8
O43.9
O44
O45
O46
O46.9
O47
O48.1
O60
O61
O61.9
O62
O62.9
O63
O63.9
O64
O65
O66
O66.9
O67
O67.9
O68
O69
O69.9
O70
O70.0
O70.1
O70.2
O70.3
O70.4
O70.5
O70.6
O70.7
O70.8
O70.9
O71
O71.9
O72
O72.3
O73
O74
O75
O76
O77.9
O80
O81
O82
O83
O84
O84.9
O85
O86
O86.8
O87
O88
O89
O90
O90.9
O91
O91.2
O92
O92.7
O96
O97
O97.9
O98
O98.6
O98.8
O99.9
P00
P01
P01.0
P01.1
P01.2
P01.3
P01.4
P01.5
P01.6
P01.7
P01.8
P01.9
P02
P03
P03.9
P04
P04.2
P04.3
P04.4
P04.5
P05.9
P07
P07.3
P08
P09
P10
P11
P12
P13
P14
P15.9
P19
P19.9
P20
P21
P21.9
P22
P22.9
P23.0
P23.1
P23.2
P23.3
P23.4
P24
P24.9
P25
P26
P27
P28
P28.9
P29
P29.9
P35
P35.2
P35.3
P35.8
P35.9
P36
P36.9
P37
P37.0
P37.1
P37.2
P37.5
P37.6
P37.7
P37.8
P37.9
P38
P39.9
P50
P51
P52
P53
P54
P54.9
P55
P56
P57
P58
P59
P59.9
P60
P61.1
P61.2
P61.3
P61.4
P61.5
P61.6
P61.7
P61.8
P61.9
P70
P70.1
P70.2
P70.3
P71
P72.9
P74
P75
P76
P76.9
P77
P77.9
P78
P78.9
P80
P81.9
P83
P84
P90
P91
P91.9
P92
P93
P94.9
P95
P95.9
P96
P96.0
P96.1
P96.2
P96.3
P96.4
P96.5
P96.8
Q00
Q01
Q01.9
Q02
Q03
Q04
Q04.9
Q05
Q05.9
Q06
Q07.9
Q10.4
Q11
Q12
Q13
Q14
Q15
Q16
Q17
Q18.9
Q20
Q21
Q22
Q23
Q24
Q25
Q26
Q27
Q28.9
Q30
Q31
Q32
Q33
Q34
Q34.9
Q35
Q36
Q37
Q37.9
Q38
Q39
Q40
Q41
Q42
Q43
Q44
Q45.9
Q50
Q51
Q52
Q53
Q54
Q55
Q56
Q57
Q58
Q59
Q60
Q60.6
Q61
Q62
Q62.8
Q63
Q64
Q64.9
Q65
Q66
Q67
Q68
Q69
Q70
Q71
Q72
Q73
Q74
Q75
Q76
Q77
Q78
Q79
Q79.0
Q79.1
Q79.2
Q79.3
Q79.4
Q79.5
Q79.6
Q79.7
Q79.8
Q79.9
Q80
Q81
Q82
Q83
Q84
Q85
Q86
Q86.0
Q86.1
Q86.2
Q86.3
Q86.4
Q86.5
Q86.6
Q86.7
Q86.8
Q87
Q87.8
Q89
Q89.8
Q90
Q90.9
Q91
Q92
Q93.9
Q95
Q95.9
Q96
Q97
Q97.9
Q98
Q99
Q99.8
R19.7
R50.2
R78.0
R78.1
R78.2
R78.3
R78.4
R78.5
R95
R95.9
U00
U01
U02
U03
U04
U04.9
U06
U06.9
U82
U83
U84
U84.3
U85
U86
U87
U88
U89
V00
V00.8
V01
V02
V03
V04
V04.9
V05
V05.9
V06
V07
V08
V09
V09.9
V10
V11
V12
V13
V14
V15
V16
V17
V18
V19
V19.9
V20
V21
V22
V23
V24
V25
V26
V27
V28
V29
V29.9
V30
V31
V32
V33
V34
V35
V36
V37
V38
V39
V40
V41
V42
V43
V44
V45
V46
V47
V48
V49
V50
V51
V52
V53
V54
V55
V56
V57
V58
V59
V60
V61
V62
V63
V64
V65
V66
V67
V68
V69
V70
V71
V72
V73
V74
V75
V76
V77
V78
V79
V79.9
V80
V80.9
V81
V81.9
V82
V82.9
V83
V84
V85
V86.9
V87.2
V87.3
V88.2
V88.3
V90
V91
V92
V93
V94
V95
V96
V97
V98.8
W00
W01
W02
W03
W04
W05
W06
W07
W08
W09
W10
W11
W12
W13
W14
W15
W16
W17
W18
W19
W19.9
W20
W21
W22
W23
W24
W25
W26
W27
W28
W29
W30
W31
W31.9
W32
W33
W34
W34.9
W35
W36
W37
W38
W38.9
W39
W39.9
W40
W41
W42
W43
W43.9
W44
W45
W45.0
W45.1
W45.2
W45.3
W45.4
W45.5
W45.6
W45.7
W45.8
W45.9
W46
W46.2
W49
W50
W51
W52
W52.0
W53
W54
W55
W56
W57
W58
W59
W60
W61
W62.9
W64
W64.9
W65
W66
W67
W68
W69
W70.9
W73
W74
W74.9
W75
W75.9
W77
W77.9
W78
W79
W80
W80.9
W81
W81.9
W83
W84
W84.9
W85
W86
W87
W87.9
W88
W89
W90
W91
W92
W93
W94.9
W97.9
W99
W99.9
X00
X01
X02
X03
X04
X05
X06.9
X08
X09
X10
X11
X12
X13
X14
X15
X16
X17
X18
X19
X19.9
X20
X21
X22
X23
X24
X25
X26
X27
X28
X29
X29.9
X30
X31
X32
X32.9
X33
X34
X35
X36
X37
X38
X38.9
X39
X39.9
X45
X45.9
X47
X47.9
X48
X48.9
X50
X51
X52
X53
X54.9
X57
X58.9
X60
X61
X62
X63
X64.9
X65
X65.9
X66
X67
X68
X69
X70
X71
X71.9
X72
X73
X74
X74.9
X75
X76
X77
X78
X79
X80
X81
X82
X83.9
X85
X86
X87
X88
X89
X90
X91
X92.9
X93
X94
X95.9
X96
X97
X98.9
X99
X99.9
Y00
Y01
Y02
Y03
Y04.9
Y06
Y07
Y08.9
Y15
Y15.9
Y35
Y35.9
Y36
Y37
Y38
Y38.9
Y39
Y40
Y41
Y42
Y43
Y44
Y45
Y46
Y47
Y48
Y49
Y50
Y51
Y52
Y53
Y54
Y55
Y56
Y57
Y58
Y59
Y60
Y61
Y62
Y63
Y64
Y65
Y66
Y67
Y68
Y69
Y70
Y71
Y72
Y73
Y74
Y75
Y76
Y77
Y78
Y79
Y80
Y81
Y82
Y83
Y84.9
Y87.0
Y87.1
Y88
Y88.3
Y89.0
Y89.1
Z16
Z16.3
