county_ihme,cluster,period
26093,1999-2004_C1,1999-2004
47151,1999-2004_C1,1999-2004
56009,1999-2004_C1,1999-2004
29209,1999-2004_C1,1999-2004
13245,1999-2004_C1,1999-2004
31155,1999-2004_C1,1999-2004
42133,1999-2004_C1,1999-2004
26059,1999-2004_C1,1999-2004
17115,1999-2004_C1,1999-2004
24021,1999-2004_C1,1999-2004
20095,1999-2004_C1,1999-2004
30029,1999-2004_C1,1999-2004
53007,1999-2004_C1,1999-2004
01057,1999-2004_C1,1999-2004
25021,1999-2004_C1,1999-2004
40009,1999-2004_C1,1999-2004
28113,1999-2004_C1,1999-2004
55033,1999-2004_C1,1999-2004
36117,1999-2004_C1,1999-2004
13117,1999-2004_C1,1999-2004
40115,1999-2004_C1,1999-2004
06115,1999-2004_C1,1999-2004
28047,1999-2004_C1,1999-2004
29037,1999-2004_C1,1999-2004
06053,1999-2004_C1,1999-2004
29015,1999-2004_C1,1999-2004
21073,1999-2004_C1,1999-2004
55055,1999-2004_C1,1999-2004
47063,1999-2004_C1,1999-2004
28089,1999-2004_C1,1999-2004
48139,1999-2004_C1,1999-2004
28137,1999-2004_C1,1999-2004
39169,1999-2004_C1,1999-2004
39099,1999-2004_C1,1999-2004
38049,1999-2004_C1,1999-2004
48329,1999-2004_C1,1999-2004
05141,1999-2004_C1,1999-2004
18167,1999-2004_C1,1999-2004
18137,1999-2004_C1,1999-2004
22037,1999-2004_C1,1999-2004
17199,1999-2004_C1,1999-2004
39073,1999-2004_C1,1999-2004
42051,1999-2004_C1,1999-2004
48259,1999-2004_C1,1999-2004
18091,1999-2004_C1,1999-2004
37187,1999-2004_C1,1999-2004
36083,1999-2004_C1,1999-2004
05117,1999-2004_C1,1999-2004
29169,1999-2004_C1,1999-2004
48041,1999-2004_C1,1999-2004
39121,1999-2004_C1,1999-2004
29195,1999-2004_C1,1999-2004
36063,1999-2004_C1,1999-2004
42007,1999-2004_C1,1999-2004
51073,1999-2004_C1,1999-2004
42121,1999-2004_C1,1999-2004
17153,1999-2004_C1,1999-2004
13211,1999-2004_C1,1999-2004
13135,1999-2004_C1,1999-2004
37047,1999-2004_C1,1999-2004
46099,1999-2004_C1,1999-2004
22079,1999-2004_C1,1999-2004
41041,1999-2004_C1,1999-2004
36019,1999-2004_C1,1999-2004
23027,1999-2004_C1,1999-2004
48345,1999-2004_C1,1999-2004
40113,1999-2004_C1,1999-2004
54069,1999-2004_C1,1999-2004
09005,1999-2004_C1,1999-2004
17187,1999-2004_C1,1999-2004
48361,1999-2004_C1,1999-2004
17015,1999-2004_C1,1999-2004
27075,1999-2004_C1,1999-2004
27113,1999-2004_C1,1999-2004
53071,1999-2004_C1,1999-2004
47021,1999-2004_C1,1999-2004
12033,1999-2004_C1,1999-2004
48143,1999-2004_C1,1999-2004
37171,1999-2004_C1,1999-2004
47053,1999-2004_C1,1999-2004
18071,1999-2004_C1,1999-2004
55095,1999-2004_C1,1999-2004
33001,1999-2004_C1,1999-2004
31069,1999-2004_C1,1999-2004
56017,1999-2004_C1,1999-2004
26115,1999-2004_C1,1999-2004
22099,1999-2004_C1,1999-2004
18093,1999-2004_C1,1999-2004
51550,1999-2004_C1,1999-2004
26017,1999-2004_C1,1999-2004
36109,1999-2004_C1,1999-2004
31065,1999-2004_C1,1999-2004
13045,1999-2004_C1,1999-2004
48481,1999-2004_C1,1999-2004
54055,1999-2004_C1,1999-2004
21035,1999-2004_C1,1999-2004
21083,1999-2004_C1,1999-2004
45021,1999-2004_C1,1999-2004
18179,1999-2004_C1,1999-2004
42075,1999-2004_C1,1999-2004
17029,1999-2004_C1,1999-2004
13147,1999-2004_C1,1999-2004
18099,1999-2004_C1,1999-2004
28049,1999-2004_C1,1999-2004
21119,1999-2004_C1,1999-2004
12125,1999-2004_C1,1999-2004
55071,1999-2004_C1,1999-2004
21221,1999-2004_C1,1999-2004
13295,1999-2004_C1,1999-2004
22103,1999-2004_C1,1999-2004
37143,1999-2004_C1,1999-2004
13113,1999-2004_C1,1999-2004
34011,1999-2004_C1,1999-2004
22039,1999-2004_C1,1999-2004
02158,1999-2004_C2,1999-2004
51179,1999-2004_C1,1999-2004
48057,1999-2004_C1,1999-2004
19153,1999-2004_C1,1999-2004
55141,1999-2004_C1,1999-2004
01021,1999-2004_C1,1999-2004
17145,1999-2004_C1,1999-2004
27171,1999-2004_C1,1999-2004
39129,1999-2004_C1,1999-2004
28059,1999-2004_C1,1999-2004
26121,1999-2004_C1,1999-2004
53041,1999-2004_C1,1999-2004
13233,1999-2004_C1,1999-2004
17039,1999-2004_C1,1999-2004
12117,1999-2004_C1,1999-2004
34017,1999-2004_C1,1999-2004
35045,1999-2004_C1,1999-2004
35055,1999-2004_C1,1999-2004
21235,1999-2004_C1,1999-2004
21059,1999-2004_C1,1999-2004
40119,1999-2004_C1,1999-2004
39079,1999-2004_C1,1999-2004
48309,1999-2004_C1,1999-2004
20125,1999-2004_C1,1999-2004
13175,1999-2004_C1,1999-2004
36073,1999-2004_C1,1999-2004
45019,1999-2004_C1,1999-2004
48027,1999-2004_C1,1999-2004
17099,1999-2004_C1,1999-2004
27019,1999-2004_C1,1999-2004
17103,1999-2004_C1,1999-2004
13279,1999-2004_C1,1999-2004
54041,1999-2004_C1,1999-2004
39135,1999-2004_C1,1999-2004
06045,1999-2004_C1,1999-2004
54109,1999-2004_C1,1999-2004
36015,1999-2004_C1,1999-2004
48157,1999-2004_C1,1999-2004
40123,1999-2004_C1,1999-2004
22105,1999-2004_C1,1999-2004
48273,1999-2004_C1,1999-2004
38061,1999-2004_C1,1999-2004
42047,1999-2004_C1,1999-2004
40035,1999-2004_C1,1999-2004
05055,1999-2004_C1,1999-2004
39171,1999-2004_C1,1999-2004
35005,1999-2004_C1,1999-2004
39097,1999-2004_C1,1999-2004
37109,1999-2004_C1,1999-2004
13071,1999-2004_C1,1999-2004
37049,1999-2004_C1,1999-2004
12049,1999-2004_C1,1999-2004
13143,1999-2004_C1,1999-2004
17165,1999-2004_C1,1999-2004
26033,1999-2004_C1,1999-2004
51031,1999-2004_C1,1999-2004
36123,1999-2004_C1,1999-2004
08085,1999-2004_C1,1999-2004
13193,1999-2004_C1,1999-2004
05119,1999-2004_C1,1999-2004
29207,1999-2004_C1,1999-2004
24039,1999-2004_C1,1999-2004
24043,1999-2004_C1,1999-2004
16027,1999-2004_C1,1999-2004
06097,1999-2004_C1,1999-2004
45085,1999-2004_C1,1999-2004
10005,1999-2004_C1,1999-2004
51139,1999-2004_C1,1999-2004
22027,1999-2004_C1,1999-2004
37117,1999-2004_C1,1999-2004
26007,1999-2004_C1,1999-2004
26003,1999-2004_C1,1999-2004
19045,1999-2004_C1,1999-2004
48121,1999-2004_C1,1999-2004
55039,1999-2004_C1,1999-2004
01051,1999-2004_C1,1999-2004
29183,1999-2004_C1,1999-2004
48499,1999-2004_C1,1999-2004
45027,1999-2004_C1,1999-2004
34015,1999-2004_C1,1999-2004
29213,1999-2004_C1,1999-2004
22063,1999-2004_C1,1999-2004
51191,1999-2004_C1,1999-2004
29023,1999-2004_C1,1999-2004
05145,1999-2004_C1,1999-2004
46103,1999-2004_C1,1999-2004
29031,1999-2004_C1,1999-2004
41033,1999-2004_C1,1999-2004
53045,1999-2004_C1,1999-2004
48471,1999-2004_C1,1999-2004
49049,1999-2004_C1,1999-2004
38083,1999-2004_C1,1999-2004
04001,1999-2004_C1,1999-2004
37159,1999-2004_C1,1999-2004
37193,1999-2004_C1,1999-2004
48497,1999-2004_C1,1999-2004
39087,1999-2004_C1,1999-2004
51051,1999-2004_C1,1999-2004
47111,1999-2004_C1,1999-2004
24045,1999-2004_C1,1999-2004
20089,1999-2004_C1,1999-2004
48395,1999-2004_C1,1999-2004
39149,1999-2004_C1,1999-2004
37065,1999-2004_C1,1999-2004
36009,1999-2004_C1,1999-2004
46011,1999-2004_C1,1999-2004
55127,1999-2004_C1,1999-2004
20005,1999-2004_C1,1999-2004
47113,1999-2004_C1,1999-2004
13159,1999-2004_C1,1999-2004
48097,1999-2004_C1,1999-2004
28095,1999-2004_C1,1999-2004
42033,1999-2004_C1,1999-2004
05071,1999-2004_C1,1999-2004
21045,1999-2004_C1,1999-2004
27099,1999-2004_C1,1999-2004
37031,1999-2004_C1,1999-2004
29029,1999-2004_C1,1999-2004
29201,1999-2004_C1,1999-2004
31045,1999-2004_C1,1999-2004
12107,1999-2004_C1,1999-2004
53015,1999-2004_C1,1999-2004
08071,1999-2004_C1,1999-2004
01003,1999-2004_C1,1999-2004
48103,1999-2004_C1,1999-2004
40099,1999-2004_C1,1999-2004
18095,1999-2004_C1,1999-2004
01101,1999-2004_C1,1999-2004
39043,1999-2004_C1,1999-2004
51193,1999-2004_C1,1999-2004
51083,1999-2004_C1,1999-2004
27105,1999-2004_C1,1999-2004
19171,1999-2004_C1,1999-2004
37145,1999-2004_C1,1999-2004
05031,1999-2004_C1,1999-2004
47089,1999-2004_C1,1999-2004
40133,1999-2004_C1,1999-2004
22067,1999-2004_C1,1999-2004
26087,1999-2004_C1,1999-2004
48387,1999-2004_C1,1999-2004
39147,1999-2004_C1,1999-2004
20029,1999-2004_C1,1999-2004
28013,1999-2004_C1,1999-2004
21123,1999-2004_C1,1999-2004
21007,1999-2004_C1,1999-2004
22077,1999-2004_C1,1999-2004
08043,1999-2004_C1,1999-2004
51710,1999-2004_C1,1999-2004
46059,1999-2004_C1,1999-2004
17181,1999-2004_C1,1999-2004
44005,1999-2004_C1,1999-2004
29175,1999-2004_C1,1999-2004
48389,1999-2004_C1,1999-2004
05035,1999-2004_C1,1999-2004
06027,1999-2004_C1,1999-2004
37045,1999-2004_C1,1999-2004
13031,1999-2004_C1,1999-2004
06101,1999-2004_C1,1999-2004
29083,1999-2004_C1,1999-2004
26149,1999-2004_C1,1999-2004
01055,1999-2004_C1,1999-2004
01089,1999-2004_C1,1999-2004
40071,1999-2004_C1,1999-2004
48435,1999-2004_C1,1999-2004
08045,1999-2004_C1,1999-2004
24037,1999-2004_C1,1999-2004
20103,1999-2004_C1,1999-2004
17025,1999-2004_C1,1999-2004
18073,1999-2004_C1,1999-2004
13039,1999-2004_C1,1999-2004
06061,1999-2004_C1,1999-2004
29021,1999-2004_C1,1999-2004
27169,1999-2004_C1,1999-2004
16073,1999-2004_C1,1999-2004
01059,1999-2004_C1,1999-2004
41005,1999-2004_C1,1999-2004
19099,1999-2004_C1,1999-2004
27067,1999-2004_C1,1999-2004
37113,1999-2004_C1,1999-2004
06041,1999-2004_C1,1999-2004
21173,1999-2004_C1,1999-2004
38077,1999-2004_C1,1999-2004
29127,1999-2004_C1,1999-2004
26161,1999-2004_C1,1999-2004
31147,1999-2004_C1,1999-2004
39137,1999-2004_C1,1999-2004
39003,1999-2004_C1,1999-2004
50003,1999-2004_C1,1999-2004
37141,1999-2004_C1,1999-2004
19039,1999-2004_C1,1999-2004
20015,1999-2004_C1,1999-2004
30111,1999-2004_C1,1999-2004
38035,1999-2004_C1,1999-2004
51089,1999-2004_C1,1999-2004
56041,1999-2004_C1,1999-2004
47165,1999-2004_C1,1999-2004
40065,1999-2004_C1,1999-2004
02220,1999-2004_C4,1999-2004
40137,1999-2004_C1,1999-2004
47011,1999-2004_C1,1999-2004
31167,1999-2004_C1,1999-2004
29053,1999-2004_C1,1999-2004
08093,1999-2004_C1,1999-2004
16079,1999-2004_C1,1999-2004
18057,1999-2004_C1,1999-2004
37067,1999-2004_C1,1999-2004
08029,1999-2004_C1,1999-2004
51775,1999-2004_C1,1999-2004
21179,1999-2004_C1,1999-2004
54091,1999-2004_C1,1999-2004
26107,1999-2004_C1,1999-2004
36115,1999-2004_C1,1999-2004
18025,1999-2004_C1,1999-2004
53077,1999-2004_C1,1999-2004
55135,1999-2004_C1,1999-2004
26045,1999-2004_C1,1999-2004
35017,1999-2004_C1,1999-2004
42099,1999-2004_C1,1999-2004
26101,1999-2004_C1,1999-2004
55139,1999-2004_C1,1999-2004
34041,1999-2004_C1,1999-2004
19107,1999-2004_C1,1999-2004
47087,1999-2004_C1,1999-2004
08067,1999-2004_C1,1999-2004
08087,1999-2004_C1,1999-2004
29155,1999-2004_C1,1999-2004
12097,1999-2004_C1,1999-2004
22015,1999-2004_C1,1999-2004
27097,1999-2004_C1,1999-2004
17061,1999-2004_C1,1999-2004
48491,1999-2004_C1,1999-2004
56025,1999-2004_C1,1999-2004
54071,1999-2004_C1,1999-2004
36027,1999-2004_C1,1999-2004
39011,1999-2004_C1,1999-2004
37147,1999-2004_C1,1999-2004
36031,1999-2004_C1,1999-2004
51095,1999-2004_C1,1999-2004
48001,1999-2004_C1,1999-2004
39173,1999-2004_C1,1999-2004
01007,1999-2004_C1,1999-2004
13171,1999-2004_C1,1999-2004
45063,1999-2004_C1,1999-2004
37179,1999-2004_C1,1999-2004
39007,1999-2004_C1,1999-2004
27109,1999-2004_C1,1999-2004
30049,1999-2004_C1,1999-2004
55011,1999-2004_C1,1999-2004
28003,1999-2004_C1,1999-2004
30085,1999-2004_C1,1999-2004
55131,1999-2004_C1,1999-2004
27037,1999-2004_C1,1999-2004
02020,1999-2004_C2,1999-2004
45067,1999-2004_C1,1999-2004
46029,1999-2004_C1,1999-2004
42055,1999-2004_C1,1999-2004
47181,1999-2004_C1,1999-2004
45073,1999-2004_C1,1999-2004
21233,1999-2004_C1,1999-2004
23007,1999-2004_C1,1999-2004
17133,1999-2004_C1,1999-2004
47167,1999-2004_C1,1999-2004
28027,1999-2004_C1,1999-2004
27131,1999-2004_C1,1999-2004
17193,1999-2004_C1,1999-2004
31019,1999-2004_C1,1999-2004
25015,1999-2004_C1,1999-2004
55121,1999-2004_C1,1999-2004
21057,1999-2004_C1,1999-2004
18005,1999-2004_C1,1999-2004
26055,1999-2004_C1,1999-2004
21037,1999-2004_C1,1999-2004
51197,1999-2004_C1,1999-2004
38101,1999-2004_C1,1999-2004
42115,1999-2004_C1,1999-2004
19041,1999-2004_C1,1999-2004
05057,1999-2004_C1,1999-2004
19033,1999-2004_C1,1999-2004
40031,1999-2004_C1,1999-2004
48337,1999-2004_C1,1999-2004
42037,1999-2004_C1,1999-2004
55053,1999-2004_C1,1999-2004
26023,1999-2004_C1,1999-2004
22073,1999-2004_C1,1999-2004
31105,1999-2004_C1,1999-2004
51760,1999-2004_C1,1999-2004
26111,1999-2004_C1,1999-2004
05137,1999-2004_C1,1999-2004
21101,1999-2004_C1,1999-2004
34037,1999-2004_C1,1999-2004
45057,1999-2004_C1,1999-2004
37175,1999-2004_C1,1999-2004
29143,1999-2004_C1,1999-2004
19085,1999-2004_C1,1999-2004
26009,1999-2004_C1,1999-2004
27085,1999-2004_C1,1999-2004
20155,1999-2004_C1,1999-2004
47077,1999-2004_C1,1999-2004
13095,1999-2004_C1,1999-2004
51063,1999-2004_C1,1999-2004
12045,1999-2004_C1,1999-2004
28119,1999-2004_C1,1999-2004
47147,1999-2004_C1,1999-2004
37155,1999-2004_C1,1999-2004
37023,1999-2004_C1,1999-2004
27115,1999-2004_C1,1999-2004
13315,1999-2004_C1,1999-2004
18077,1999-2004_C1,1999-2004
51003,1999-2004_C1,1999-2004
45059,1999-2004_C1,1999-2004
33009,1999-2004_C1,1999-2004
18033,1999-2004_C1,1999-2004
42109,1999-2004_C1,1999-2004
30039,1999-2004_C1,1999-2004
37185,1999-2004_C1,1999-2004
27033,1999-2004_C1,1999-2004
22047,1999-2004_C1,1999-2004
17191,1999-2004_C1,1999-2004
18065,1999-2004_C1,1999-2004
44003,1999-2004_C1,1999-2004
36111,1999-2004_C1,1999-2004
54035,1999-2004_C1,1999-2004
29165,1999-2004_C1,1999-2004
19161,1999-2004_C1,1999-2004
54103,1999-2004_C1,1999-2004
56019,1999-2004_C1,1999-2004
51163,1999-2004_C1,1999-2004
48489,1999-2004_C1,1999-2004
48213,1999-2004_C1,1999-2004
56015,1999-2004_C1,1999-2004
39021,1999-2004_C1,1999-2004
19043,1999-2004_C1,1999-2004
29151,1999-2004_C1,1999-2004
19025,1999-2004_C1,1999-2004
48291,1999-2004_C1,1999-2004
36037,1999-2004_C1,1999-2004
24027,1999-2004_C1,1999-2004
27013,1999-2004_C1,1999-2004
12039,1999-2004_C1,1999-2004
13077,1999-2004_C1,1999-2004
28007,1999-2004_C1,1999-2004
48167,1999-2004_C1,1999-2004
36051,1999-2004_C1,1999-2004
27073,1999-2004_C1,1999-2004
17135,1999-2004_C1,1999-2004
26129,1999-2004_C1,1999-2004
28001,1999-2004_C1,1999-2004
13059,1999-2004_C1,1999-2004
22089,1999-2004_C1,1999-2004
27027,1999-2004_C1,1999-2004
12087,1999-2004_C1,1999-2004
54029,1999-2004_C1,1999-2004
21187,1999-2004_C1,1999-2004
18129,1999-2004_C1,1999-2004
27139,1999-2004_C1,1999-2004
27091,1999-2004_C1,1999-2004
01127,1999-2004_C1,1999-2004
48375,1999-2004_C1,1999-2004
45033,1999-2004_C1,1999-2004
37087,1999-2004_C1,1999-2004
48227,1999-2004_C1,1999-2004
51069,1999-2004_C1,1999-2004
19067,1999-2004_C1,1999-2004
21205,1999-2004_C1,1999-2004
54095,1999-2004_C1,1999-2004
26159,1999-2004_C1,1999-2004
40145,1999-2004_C1,1999-2004
16045,1999-2004_C1,1999-2004
40003,1999-2004_C1,1999-2004
05039,1999-2004_C1,1999-2004
32031,1999-2004_C1,1999-2004
48005,1999-2004_C1,1999-2004
21185,1999-2004_C1,1999-2004
26091,1999-2004_C1,1999-2004
27079,1999-2004_C1,1999-2004
40039,1999-2004_C1,1999-2004
51580,1999-2004_C1,1999-2004
54099,1999-2004_C1,1999-2004
26069,1999-2004_C1,1999-2004
55075,1999-2004_C1,1999-2004
17121,1999-2004_C1,1999-2004
47055,1999-2004_C1,1999-2004
37077,1999-2004_C1,1999-2004
45091,1999-2004_C1,1999-2004
06063,1999-2004_C1,1999-2004
05047,1999-2004_C1,1999-2004
17177,1999-2004_C1,1999-2004
47183,1999-2004_C1,1999-2004
17095,1999-2004_C1,1999-2004
17109,1999-2004_C1,1999-2004
13139,1999-2004_C1,1999-2004
30027,1999-2004_C1,1999-2004
36105,1999-2004_C1,1999-2004
40135,1999-2004_C1,1999-2004
12089,1999-2004_C1,1999-2004
28057,1999-2004_C1,1999-2004
27003,1999-2004_C1,1999-2004
48315,1999-2004_C1,1999-2004
39119,1999-2004_C1,1999-2004
48025,1999-2004_C1,1999-2004
39103,1999-2004_C1,1999-2004
28091,1999-2004_C1,1999-2004
47145,1999-2004_C1,1999-2004
24017,1999-2004_C1,1999-2004
51141,1999-2004_C1,1999-2004
45089,1999-2004_C1,1999-2004
21019,1999-2004_C1,1999-2004
01105,1999-2004_C1,1999-2004
30035,1999-2004_C1,1999-2004
36003,1999-2004_C1,1999-2004
30093,1999-2004_C1,1999-2004
13015,1999-2004_C1,1999-2004
01123,1999-2004_C1,1999-2004
28081,1999-2004_C1,1999-2004
05075,1999-2004_C1,1999-2004
19053,1999-2004_C1,1999-2004
10001,1999-2004_C1,1999-2004
18175,1999-2004_C1,1999-2004
45071,1999-2004_C1,1999-2004
21167,1999-2004_C1,1999-2004
31153,1999-2004_C1,1999-2004
20001,1999-2004_C1,1999-2004
26113,1999-2004_C1,1999-2004
50023,1999-2004_C1,1999-2004
47059,1999-2004_C1,1999-2004
16029,1999-2004_C1,1999-2004
46051,1999-2004_C1,1999-2004
28121,1999-2004_C1,1999-2004
44009,1999-2004_C1,1999-2004
51027,1999-2004_C1,1999-2004
55067,1999-2004_C1,1999-2004
08083,1999-2004_C1,1999-2004
13155,1999-2004_C1,1999-2004
22055,1999-2004_C1,1999-2004
26151,1999-2004_C1,1999-2004
45035,1999-2004_C1,1999-2004
47023,1999-2004_C1,1999-2004
55087,1999-2004_C1,1999-2004
29091,1999-2004_C1,1999-2004
18169,1999-2004_C1,1999-2004
26067,1999-2004_C1,1999-2004
37089,1999-2004_C1,1999-2004
55021,1999-2004_C1,1999-2004
31099,1999-2004_C1,1999-2004
33005,1999-2004_C1,1999-2004
22053,1999-2004_C1,1999-2004
19181,1999-2004_C1,1999-2004
39107,1999-2004_C1,1999-2004
32021,1999-2004_C1,1999-2004
48169,1999-2004_C1,1999-2004
51185,1999-2004_C1,1999-2004
48459,1999-2004_C1,1999-2004
12121,1999-2004_C1,1999-2004
40139,1999-2004_C1,1999-2004
37107,1999-2004_C1,1999-2004
18079,1999-2004_C1,1999-2004
19009,1999-2004_C1,1999-2004
36113,1999-2004_C1,1999-2004
12051,1999-2004_C1,1999-2004
22119,1999-2004_C1,1999-2004
02068,1999-2004_C2,1999-2004
27127,1999-2004_C1,1999-2004
21203,1999-2004_C1,1999-2004
19105,1999-2004_C1,1999-2004
47097,1999-2004_C1,1999-2004
17027,1999-2004_C1,1999-2004
28161,1999-2004_C1,1999-2004
22121,1999-2004_C1,1999-2004
31083,1999-2004_C1,1999-2004
48349,1999-2004_C1,1999-2004
28043,1999-2004_C1,1999-2004
01017,1999-2004_C1,1999-2004
13119,1999-2004_C1,1999-2004
01069,1999-2004_C1,1999-2004
54037,1999-2004_C1,1999-2004
27119,1999-2004_C1,1999-2004
27049,1999-2004_C1,1999-2004
41053,1999-2004_C1,1999-2004
48035,1999-2004_C1,1999-2004
17173,1999-2004_C1,1999-2004
06025,1999-2004_C1,1999-2004
48019,1999-2004_C1,1999-2004
37009,1999-2004_C1,1999-2004
46055,1999-2004_C1,1999-2004
56037,1999-2004_C1,1999-2004
31157,1999-2004_C1,1999-2004
29145,1999-2004_C1,1999-2004
39167,1999-2004_C1,1999-2004
19177,1999-2004_C1,1999-2004
40017,1999-2004_C1,1999-2004
47003,1999-2004_C1,1999-2004
27173,1999-2004_C1,1999-2004
20031,1999-2004_C1,1999-2004
42013,1999-2004_C1,1999-2004
30067,1999-2004_C1,1999-2004
08003,1999-2004_C1,1999-2004
46087,1999-2004_C1,1999-2004
01005,1999-2004_C1,1999-2004
12059,1999-2004_C1,1999-2004
48115,1999-2004_C1,1999-2004
47019,1999-2004_C1,1999-2004
37037,1999-2004_C1,1999-2004
01075,1999-2004_C1,1999-2004
26071,1999-2004_C1,1999-2004
51025,1999-2004_C1,1999-2004
42117,1999-2004_C1,1999-2004
46129,1999-2004_C1,1999-2004
47179,1999-2004_C1,1999-2004
47091,1999-2004_C1,1999-2004
53025,1999-2004_C1,1999-2004
46079,1999-2004_C1,1999-2004
39029,1999-2004_C1,1999-2004
27021,1999-2004_C1,1999-2004
16019,1999-2004_C1,1999-2004
26165,1999-2004_C1,1999-2004
42031,1999-2004_C1,1999-2004
41031,1999-2004_C1,1999-2004
45025,1999-2004_C1,1999-2004
54079,1999-2004_C1,1999-2004
42005,1999-2004_C1,1999-2004
51133,1999-2004_C1,1999-2004
42085,1999-2004_C1,1999-2004
13277,1999-2004_C1,1999-2004
30091,1999-2004_C1,1999-2004
05101,1999-2004_C1,1999-2004
20113,1999-2004_C1,1999-2004
21125,1999-2004_C1,1999-2004
29157,1999-2004_C1,1999-2004
24023,1999-2004_C1,1999-2004
27057,1999-2004_C1,1999-2004
47173,1999-2004_C1,1999-2004
53005,1999-2004_C1,1999-2004
40037,1999-2004_C1,1999-2004
30031,1999-2004_C1,1999-2004
47041,1999-2004_C1,1999-2004
46125,1999-2004_C1,1999-2004
39027,1999-2004_C1,1999-2004
40015,1999-2004_C1,1999-2004
13037,1999-2004_C1,1999-2004
13093,1999-2004_C1,1999-2004
47013,1999-2004_C1,1999-2004
13287,1999-2004_C1,1999-2004
31041,1999-2004_C1,1999-2004
47001,1999-2004_C1,1999-2004
37123,1999-2004_C1,1999-2004
48493,1999-2004_C1,1999-2004
01103,1999-2004_C1,1999-2004
47029,1999-2004_C1,1999-2004
19079,1999-2004_C1,1999-2004
26103,1999-2004_C1,1999-2004
48071,1999-2004_C1,1999-2004
28075,1999-2004_C1,1999-2004
28011,1999-2004_C1,1999-2004
55113,1999-2004_C1,1999-2004
53017,1999-2004_C1,1999-2004
51161,1999-2004_C1,1999-2004
28039,1999-2004_C1,1999-2004
39071,1999-2004_C1,1999-2004
45087,1999-2004_C1,1999-2004
48409,1999-2004_C1,1999-2004
28093,1999-2004_C1,1999-2004
16067,1999-2004_C1,1999-2004
48285,1999-2004_C1,1999-2004
17033,1999-2004_C1,1999-2004
13305,1999-2004_C1,1999-2004
09015,1999-2004_C1,1999-2004
18171,1999-2004_C1,1999-2004
47103,1999-2004_C1,1999-2004
51520,1999-2004_C1,1999-2004
29101,1999-2004_C1,1999-2004
26075,1999-2004_C1,1999-2004
51081,1999-2004_C1,1999-2004
26053,1999-2004_C1,1999-2004
37069,1999-2004_C1,1999-2004
17019,1999-2004_C1,1999-2004
28105,1999-2004_C1,1999-2004
20131,1999-2004_C1,1999-2004
21209,1999-2004_C1,1999-2004
55005,1999-2004_C1,1999-2004
51165,1999-2004_C1,1999-2004
17195,1999-2004_C1,1999-2004
27007,1999-2004_C1,1999-2004
19001,1999-2004_C1,1999-2004
22041,1999-2004_C1,1999-2004
29063,1999-2004_C1,1999-2004
39101,1999-2004_C1,1999-2004
37035,1999-2004_C1,1999-2004
19127,1999-2004_C1,1999-2004
17077,1999-2004_C1,1999-2004
08011,1999-2004_C1,1999-2004
31043,1999-2004_C1,1999-2004
48425,1999-2004_C1,1999-2004
13217,1999-2004_C1,1999-2004
26105,1999-2004_C1,1999-2004
49005,1999-2004_C1,1999-2004
30041,1999-2004_C1,1999-2004
51187,1999-2004_C1,1999-2004
37041,1999-2004_C1,1999-2004
47109,1999-2004_C1,1999-2004
17127,1999-2004_C1,1999-2004
38105,1999-2004_C1,1999-2004
18027,1999-2004_C1,1999-2004
04017,1999-2004_C1,1999-2004
48063,1999-2004_C1,1999-2004
01047,1999-2004_C1,1999-2004
42061,1999-2004_C1,1999-2004
18173,1999-2004_C1,1999-2004
21107,1999-2004_C1,1999-2004
16011,1999-2004_C1,1999-2004
51169,1999-2004_C1,1999-2004
20045,1999-2004_C1,1999-2004
47153,1999-2004_C1,1999-2004
19027,1999-2004_C1,1999-2004
13201,1999-2004_C1,1999-2004
48179,1999-2004_C1,1999-2004
46135,1999-2004_C1,1999-2004
48463,1999-2004_C1,1999-2004
27151,1999-2004_C1,1999-2004
18063,1999-2004_C1,1999-2004
29121,1999-2004_C1,1999-2004
27141,1999-2004_C1,1999-2004
54011,1999-2004_C1,1999-2004
13313,1999-2004_C1,1999-2004
51640,1999-2004_C1,1999-2004
05085,1999-2004_C1,1999-2004
01133,1999-2004_C1,1999-2004
19005,1999-2004_C1,1999-2004
22109,1999-2004_C1,1999-2004
39051,1999-2004_C1,1999-2004
39125,1999-2004_C1,1999-2004
13111,1999-2004_C1,1999-2004
35001,1999-2004_C1,1999-2004
39123,1999-2004_C1,1999-2004
20153,1999-2004_C1,1999-2004
31177,1999-2004_C1,1999-2004
06051,1999-2004_C1,1999-2004
37079,1999-2004_C1,1999-2004
19013,1999-2004_C1,1999-2004
40131,1999-2004_C1,1999-2004
17137,1999-2004_C1,1999-2004
12065,1999-2004_C1,1999-2004
54045,1999-2004_C1,1999-2004
48373,1999-2004_C1,1999-2004
36043,1999-2004_C1,1999-2004
05133,1999-2004_C1,1999-2004
47079,1999-2004_C1,1999-2004
42015,1999-2004_C1,1999-2004
37055,1999-2004_C1,1999-2004
21175,1999-2004_C1,1999-2004
17129,1999-2004_C1,1999-2004
38015,1999-2004_C1,1999-2004
29097,1999-2004_C1,1999-2004
55091,1999-2004_C1,1999-2004
01111,1999-2004_C1,1999-2004
18125,1999-2004_C1,1999-2004
41069,1999-2004_C1,1999-2004
16061,1999-2004_C1,1999-2004
41071,1999-2004_C1,1999-2004
40087,1999-2004_C1,1999-2004
55089,1999-2004_C1,1999-2004
30081,1999-2004_C1,1999-2004
45037,1999-2004_C1,1999-2004
01045,1999-2004_C1,1999-2004
