county_ihme,cluster,period
13117,2011-2017_C1,2011-2017
13297,2011-2017_C1,2011-2017
48423,2011-2017_C1,2011-2017
48113,2011-2017_C1,2011-2017
41033,2011-2017_C1,2011-2017
30111,2011-2017_C1,2011-2017
13151,2011-2017_C1,2011-2017
45061,2011-2017_C1,2011-2017
50021,2011-2017_C1,2011-2017
13055,2011-2017_C1,2011-2017
39167,2011-2017_C1,2011-2017
21151,2011-2017_C1,2011-2017
27137,2011-2017_C1,2011-2017
13215,2011-2017_C1,2011-2017
17055,2011-2017_C1,2011-2017
51760,2011-2017_C1,2011-2017
35001,2011-2017_C1,2011-2017
21015,2011-2017_C1,2011-2017
21071,2011-2017_C1,2011-2017
19061,2011-2017_C1,2011-2017
41005,2011-2017_C1,2011-2017
06035,2011-2017_C1,2011-2017
42069,2011-2017_C1,2011-2017
13135,2011-2017_C1,2011-2017
34017,2011-2017_C1,2011-2017
12015,2011-2017_C1,2011-2017
12101,2011-2017_C1,2011-2017
39145,2011-2017_C1,2011-2017
36025,2011-2017_C1,2011-2017
36061,2011-2017_C1,2011-2017
33015,2011-2017_C1,2011-2017
12111,2011-2017_C1,2011-2017
17097,2011-2017_C1,2011-2017
06085,2011-2017_C1,2011-2017
55089,2011-2017_C1,2011-2017
13139,2011-2017_C1,2011-2017
48507,2011-2017_C1,2011-2017
20015,2011-2017_C1,2011-2017
06077,2011-2017_C1,2011-2017
12105,2011-2017_C1,2011-2017
36081,2011-2017_C1,2011-2017
26139,2011-2017_C1,2011-2017
05007,2011-2017_C1,2011-2017
39069,2011-2017_C1,2011-2017
36071,2011-2017_C1,2011-2017
12117,2011-2017_C1,2011-2017
42029,2011-2017_C1,2011-2017
21065,2011-2017_C1,2011-2017
18001,2011-2017_C1,2011-2017
36077,2011-2017_C1,2011-2017
48251,2011-2017_C1,2011-2017
27041,2011-2017_C1,2011-2017
39151,2011-2017_C1,2011-2017
37109,2011-2017_C1,2011-2017
48309,2011-2017_C1,2011-2017
06001,2011-2017_C1,2011-2017
01047,2011-2017_C1,2011-2017
26161,2011-2017_C1,2011-2017
40087,2011-2017_C1,2011-2017
02122,2011-2017_C2,2011-2017
29019,2011-2017_C1,2011-2017
51810,2011-2017_C1,2011-2017
19163,2011-2017_C1,2011-2017
51095,2011-2017_C1,2011-2017
39057,2011-2017_C1,2011-2017
06041,2011-2017_C1,2011-2017
12031,2011-2017_C1,2011-2017
22051,2011-2017_C1,2011-2017
06087,2011-2017_C1,2011-2017
53063,2011-2017_C1,2011-2017
22123,2011-2017_C1,2011-2017
37181,2011-2017_C1,2011-2017
42085,2011-2017_C1,2011-2017
26025,2011-2017_C1,2011-2017
48303,2011-2017_C1,2011-2017
20173,2011-2017_C1,2011-2017
12103,2011-2017_C1,2011-2017
49005,2011-2017_C1,2011-2017
21001,2011-2017_C1,2011-2017
12087,2011-2017_C1,2011-2017
19123,2011-2017_C1,2011-2017
32031,2011-2017_C1,2011-2017
41047,2011-2017_C1,2011-2017
47053,2011-2017_C1,2011-2017
19181,2011-2017_C1,2011-2017
22073,2011-2017_C1,2011-2017
34027,2011-2017_C1,2011-2017
29047,2011-2017_C1,2011-2017
40001,2011-2017_C1,2011-2017
48355,2011-2017_C1,2011-2017
31153,2011-2017_C1,2011-2017
42049,2011-2017_C1,2011-2017
19017,2011-2017_C1,2011-2017
01125,2011-2017_C1,2011-2017
39119,2011-2017_C1,2011-2017
42081,2011-2017_C1,2011-2017
55029,2011-2017_C1,2011-2017
48459,2011-2017_C1,2011-2017
31001,2011-2017_C1,2011-2017
55025,2011-2017_C1,2011-2017
48133,2011-2017_C1,2011-2017
06081,2011-2017_C1,2011-2017
48457,2011-2017_C1,2011-2017
39007,2011-2017_C1,2011-2017
26099,2011-2017_C1,2011-2017
35033,2011-2017_C1,2011-2017
53035,2011-2017_C1,2011-2017
54017,2011-2017_C1,2011-2017
12127,2011-2017_C1,2011-2017
39155,2011-2017_C1,2011-2017
51059,2011-2017_C1,2011-2017
45077,2011-2017_C1,2011-2017
18057,2011-2017_C1,2011-2017
48491,2011-2017_C1,2011-2017
53033,2011-2017_C1,2011-2017
24027,2011-2017_C1,2011-2017
13017,2011-2017_C1,2011-2017
17167,2011-2017_C1,2011-2017
04012,2011-2017_C1,2011-2017
39093,2011-2017_C1,2011-2017
06097,2011-2017_C1,2011-2017
36091,2011-2017_C1,2011-2017
46103,2011-2017_C1,2011-2017
56041,2011-2017_C1,2011-2017
19099,2011-2017_C1,2011-2017
47071,2011-2017_C1,2011-2017
47147,2011-2017_C1,2011-2017
37111,2011-2017_C1,2011-2017
18087,2011-2017_C1,2011-2017
21083,2011-2017_C1,2011-2017
23015,2011-2017_C1,2011-2017
12009,2011-2017_C1,2011-2017
24031,2011-2017_C1,2011-2017
27145,2011-2017_C1,2011-2017
54051,2011-2017_C1,2011-2017
26049,2011-2017_C1,2011-2017
16055,2011-2017_C1,2011-2017
25023,2011-2017_C1,2011-2017
39095,2011-2017_C1,2011-2017
37057,2011-2017_C1,2011-2017
06105,2011-2017_C1,2011-2017
42017,2011-2017_C1,2011-2017
45041,2011-2017_C1,2011-2017
47093,2011-2017_C1,2011-2017
35013,2011-2017_C1,2011-2017
06099,2011-2017_C1,2011-2017
54077,2011-2017_C1,2011-2017
48441,2011-2017_C1,2011-2017
01077,2011-2017_C1,2011-2017
28145,2011-2017_C1,2011-2017
16083,2011-2017_C1,2011-2017
01097,2011-2017_C1,2011-2017
34039,2011-2017_C1,2011-2017
45007,2011-2017_C1,2011-2017
45083,2011-2017_C1,2011-2017
01049,2011-2017_C1,2011-2017
42021,2011-2017_C1,2011-2017
26159,2011-2017_C1,2011-2017
17163,2011-2017_C1,2011-2017
53011,2011-2017_C1,2011-2017
37039,2011-2017_C1,2011-2017
36011,2011-2017_C1,2011-2017
34011,2011-2017_C1,2011-2017
55079,2011-2017_C1,2011-2017
26017,2011-2017_C1,2011-2017
27003,2011-2017_C1,2011-2017
26093,2011-2017_C1,2011-2017
27037,2011-2017_C1,2011-2017
17179,2011-2017_C1,2011-2017
39005,2011-2017_C1,2011-2017
13309,2011-2017_C1,2011-2017
49035,2011-2017_C1,2011-2017
04019,2011-2017_C1,2011-2017
51019,2011-2017_C1,2011-2017
40139,2011-2017_C1,2011-2017
18017,2011-2017_C1,2011-2017
06023,2011-2017_C1,2011-2017
40031,2011-2017_C1,2011-2017
21227,2011-2017_C1,2011-2017
06057,2011-2017_C1,2011-2017
13285,2011-2017_C1,2011-2017
45015,2011-2017_C1,2011-2017
06107,2011-2017_C1,2011-2017
42047,2011-2017_C1,2011-2017
34001,2011-2017_C1,2011-2017
27015,2011-2017_C1,2011-2017
22105,2011-2017_C1,2011-2017
06029,2011-2017_C1,2011-2017
39085,2011-2017_C1,2011-2017
42071,2011-2017_C1,2011-2017
11001,2011-2017_C1,2011-2017
23023,2011-2017_C1,2011-2017
06073,2011-2017_C1,2011-2017
27117,2011-2017_C1,2011-2017
22121,2011-2017_C1,2011-2017
05029,2011-2017_C1,2011-2017
36087,2011-2017_C1,2011-2017
33003,2011-2017_C1,2011-2017
53025,2011-2017_C1,2011-2017
39049,2011-2017_C1,2011-2017
31067,2011-2017_C1,2011-2017
39117,2011-2017_C1,2011-2017
39113,2011-2017_C1,2011-2017
42077,2011-2017_C1,2011-2017
54097,2011-2017_C1,2011-2017
27035,2011-2017_C1,2011-2017
12055,2011-2017_C1,2011-2017
45063,2011-2017_C1,2011-2017
54011,2011-2017_C1,2011-2017
09009,2011-2017_C1,2011-2017
13067,2011-2017_C1,2011-2017
37171,2011-2017_C1,2011-2017
25013,2011-2017_C1,2011-2017
13275,2011-2017_C1,2011-2017
42127,2011-2017_C1,2011-2017
42061,2011-2017_C1,2011-2017
41039,2011-2017_C1,2011-2017
48313,2011-2017_C1,2011-2017
18089,2011-2017_C1,2011-2017
35045,2011-2017_C1,2011-2017
36039,2011-2017_C1,2011-2017
36029,2011-2017_C1,2011-2017
47065,2011-2017_C1,2011-2017
24021,2011-2017_C1,2011-2017
01121,2011-2017_C1,2011-2017
42009,2011-2017_C1,2011-2017
16069,2011-2017_C1,2011-2017
01101,2011-2017_C1,2011-2017
13057,2011-2017_C1,2011-2017
26045,2011-2017_C1,2011-2017
06053,2011-2017_C1,2011-2017
26145,2011-2017_C1,2011-2017
40017,2011-2017_C1,2011-2017
37081,2011-2017_C1,2011-2017
48401,2011-2017_C1,2011-2017
13115,2011-2017_C1,2011-2017
45075,2011-2017_C1,2011-2017
45055,2011-2017_C1,2011-2017
27169,2011-2017_C1,2011-2017
01015,2011-2017_C1,2011-2017
42027,2011-2017_C1,2011-2017
47175,2011-2017_C1,2011-2017
26081,2011-2017_C1,2011-2017
34037,2011-2017_C1,2011-2017
22103,2011-2017_C1,2011-2017
30063,2011-2017_C1,2011-2017
48185,2011-2017_C1,2011-2017
42043,2011-2017_C1,2011-2017
40041,2011-2017_C1,2011-2017
55137,2011-2017_C1,2011-2017
36013,2011-2017_C1,2011-2017
24025,2011-2017_C1,2011-2017
47063,2011-2017_C1,2011-2017
47165,2011-2017_C1,2011-2017
06007,2011-2017_C1,2011-2017
54039,2011-2017_C1,2011-2017
34013,2011-2017_C1,2011-2017
36093,2011-2017_C1,2011-2017
33005,2011-2017_C1,2011-2017
39081,2011-2017_C1,2011-2017
21107,2011-2017_C1,2011-2017
28047,2011-2017_C1,2011-2017
42005,2011-2017_C1,2011-2017
39157,2011-2017_C1,2011-2017
40065,2011-2017_C1,2011-2017
33013,2011-2017_C1,2011-2017
39055,2011-2017_C1,2011-2017
49041,2011-2017_C1,2011-2017
13085,2011-2017_C1,2011-2017
25021,2011-2017_C1,2011-2017
13153,2011-2017_C1,2011-2017
19019,2011-2017_C1,2011-2017
39147,2011-2017_C1,2011-2017
18025,2011-2017_C1,2011-2017
13043,2011-2017_C1,2011-2017
01127,2011-2017_C1,2011-2017
26151,2011-2017_C1,2011-2017
37071,2011-2017_C1,2011-2017
19111,2011-2017_C1,2011-2017
42063,2011-2017_C1,2011-2017
12109,2011-2017_C1,2011-2017
36079,2011-2017_C1,2011-2017
28137,2011-2017_C1,2011-2017
19015,2011-2017_C1,2011-2017
47029,2011-2017_C1,2011-2017
53069,2011-2017_C1,2011-2017
01003,2011-2017_C1,2011-2017
45073,2011-2017_C1,2011-2017
28141,2011-2017_C1,2011-2017
13081,2011-2017_C1,2011-2017
51187,2011-2017_C1,2011-2017
24001,2011-2017_C1,2011-2017
20157,2011-2017_C1,2011-2017
37045,2011-2017_C1,2011-2017
12071,2011-2017_C1,2011-2017
08015,2011-2017_C1,2011-2017
22097,2011-2017_C1,2011-2017
42075,2011-2017_C1,2011-2017
37019,2011-2017_C1,2011-2017
45085,2011-2017_C1,2011-2017
30067,2011-2017_C1,2011-2017
13077,2011-2017_C1,2011-2017
51047,2011-2017_C1,2011-2017
20125,2011-2017_C1,2011-2017
42039,2011-2017_C1,2011-2017
18003,2011-2017_C1,2011-2017
37167,2011-2017_C1,2011-2017
06089,2011-2017_C1,2011-2017
13009,2011-2017_C1,2011-2017
48039,2011-2017_C1,2011-2017
10005,2011-2017_C1,2011-2017
53077,2011-2017_C1,2011-2017
09011,2011-2017_C1,2011-2017
36111,2011-2017_C1,2011-2017
17085,2011-2017_C1,2011-2017
39089,2011-2017_C1,2011-2017
13263,2011-2017_C1,2011-2017
12089,2011-2017_C1,2011-2017
36007,2011-2017_C1,2011-2017
04007,2011-2017_C1,2011-2017
13143,2011-2017_C1,2011-2017
51041,2011-2017_C1,2011-2017
01033,2011-2017_C1,2011-2017
20079,2011-2017_C1,2011-2017
19013,2011-2017_C1,2011-2017
08041,2011-2017_C1,2011-2017
55071,2011-2017_C1,2011-2017
36119,2011-2017_C1,2011-2017
45043,2011-2017_C1,2011-2017
29159,2011-2017_C1,2011-2017
18095,2011-2017_C1,2011-2017
49049,2011-2017_C1,2011-2017
39109,2011-2017_C1,2011-2017
28089,2011-2017_C1,2011-2017
46083,2011-2017_C1,2011-2017
08101,2011-2017_C1,2011-2017
21109,2011-2017_C1,2011-2017
48339,2011-2017_C1,2011-2017
21123,2011-2017_C1,2011-2017
34025,2011-2017_C1,2011-2017
02170,2011-2017_C2,2011-2017
37087,2011-2017_C1,2011-2017
26143,2011-2017_C1,2011-2017
06017,2011-2017_C1,2011-2017
42129,2011-2017_C1,2011-2017
27053,2011-2017_C1,2011-2017
13071,2011-2017_C1,2011-2017
48273,2011-2017_C1,2011-2017
28067,2011-2017_C1,2011-2017
27093,2011-2017_C1,2011-2017
05119,2011-2017_C1,2011-2017
13103,2011-2017_C1,2011-2017
28093,2011-2017_C1,2011-2017
26001,2011-2017_C1,2011-2017
22007,2011-2017_C1,2011-2017
29215,2011-2017_C1,2011-2017
13293,2011-2017_C1,2011-2017
36015,2011-2017_C1,2011-2017
37185,2011-2017_C1,2011-2017
48213,2011-2017_C1,2011-2017
26121,2011-2017_C1,2011-2017
34005,2011-2017_C1,2011-2017
18157,2011-2017_C1,2011-2017
27123,2011-2017_C1,2011-2017
37157,2011-2017_C1,2011-2017
51740,2011-2017_C1,2011-2017
55009,2011-2017_C1,2011-2017
21073,2011-2017_C1,2011-2017
37161,2011-2017_C1,2011-2017
21111,2011-2017_C1,2011-2017
42019,2011-2017_C1,2011-2017
36099,2011-2017_C1,2011-2017
23011,2011-2017_C1,2011-2017
53059,2011-2017_C1,2011-2017
16041,2011-2017_C1,2011-2017
37165,2011-2017_C1,2011-2017
08051,2011-2017_C1,2011-2017
05107,2011-2017_C1,2011-2017
13179,2011-2017_C1,2011-2017
21127,2011-2017_C1,2011-2017
42087,2011-2017_C1,2011-2017
26111,2011-2017_C1,2011-2017
55127,2011-2017_C1,2011-2017
06115,2011-2017_C1,2011-2017
01057,2011-2017_C1,2011-2017
47089,2011-2017_C1,2011-2017
01051,2011-2017_C1,2011-2017
05133,2011-2017_C1,2011-2017
19049,2011-2017_C1,2011-2017
06055,2011-2017_C1,2011-2017
47177,2011-2017_C1,2011-2017
13087,2011-2017_C1,2011-2017
18117,2011-2017_C1,2011-2017
47119,2011-2017_C1,2011-2017
13123,2011-2017_C1,2011-2017
48065,2011-2017_C1,2011-2017
29099,2011-2017_C1,2011-2017
47187,2011-2017_C1,2011-2017
48453,2011-2017_C1,2011-2017
17077,2011-2017_C1,2011-2017
54005,2011-2017_C1,2011-2017
13223,2011-2017_C1,2011-2017
09001,2011-2017_C1,2011-2017
24023,2011-2017_C1,2011-2017
42033,2011-2017_C1,2011-2017
37159,2011-2017_C1,2011-2017
13051,2011-2017_C1,2011-2017
47189,2011-2017_C1,2011-2017
45003,2011-2017_C1,2011-2017
37101,2011-2017_C1,2011-2017
27147,2011-2017_C1,2011-2017
18113,2011-2017_C1,2011-2017
51650,2011-2017_C1,2011-2017
48035,2011-2017_C1,2011-2017
01089,2011-2017_C1,2011-2017
45091,2011-2017_C1,2011-2017
38035,2011-2017_C1,2011-2017
54065,2011-2017_C1,2011-2017
48187,2011-2017_C1,2011-2017
13217,2011-2017_C1,2011-2017
27007,2011-2017_C1,2011-2017
21029,2011-2017_C1,2011-2017
51033,2011-2017_C1,2011-2017
12073,2011-2017_C1,2011-2017
51031,2011-2017_C1,2011-2017
29177,2011-2017_C1,2011-2017
22063,2011-2017_C1,2011-2017
51067,2011-2017_C1,2011-2017
05085,2011-2017_C1,2011-2017
21013,2011-2017_C1,2011-2017
40019,2011-2017_C1,2011-2017
26091,2011-2017_C1,2011-2017
37069,2011-2017_C1,2011-2017
54059,2011-2017_C1,2011-2017
26031,2011-2017_C1,2011-2017
35049,2011-2017_C1,2011-2017
06079,2011-2017_C1,2011-2017
50011,2011-2017_C1,2011-2017
36067,2011-2017_C1,2011-2017
21037,2011-2017_C1,2011-2017
45089,2011-2017_C1,2011-2017
13127,2011-2017_C1,2011-2017
05117,2011-2017_C1,2011-2017
21205,2011-2017_C1,2011-2017
37051,2011-2017_C1,2011-2017
39041,2011-2017_C1,2011-2017
37129,2011-2017_C1,2011-2017
40121,2011-2017_C1,2011-2017
55115,2011-2017_C1,2011-2017
18035,2011-2017_C1,2011-2017
24035,2011-2017_C1,2011-2017
39173,2011-2017_C1,2011-2017
42051,2011-2017_C1,2011-2017
24015,2011-2017_C1,2011-2017
12115,2011-2017_C1,2011-2017
18145,2011-2017_C1,2011-2017
39013,2011-2017_C1,2011-2017
41009,2011-2017_C1,2011-2017
16031,2011-2017_C1,2011-2017
12021,2011-2017_C1,2011-2017
47051,2011-2017_C1,2011-2017
51153,2011-2017_C1,2011-2017
42097,2011-2017_C1,2011-2017
39009,2011-2017_C1,2011-2017
27161,2011-2017_C1,2011-2017
48321,2011-2017_C1,2011-2017
17007,2011-2017_C1,2011-2017
53009,2011-2017_C1,2011-2017
28117,2011-2017_C1,2011-2017
49057,2011-2017_C1,2011-2017
13233,2011-2017_C1,2011-2017
48167,2011-2017_C1,2011-2017
26077,2011-2017_C1,2011-2017
56025,2011-2017_C1,2011-2017
30029,2011-2017_C1,2011-2017
19133,2011-2017_C1,2011-2017
36009,2011-2017_C1,2011-2017
19007,2011-2017_C1,2011-2017
01095,2011-2017_C1,2011-2017
13157,2011-2017_C1,2011-2017
48121,2011-2017_C1,2011-2017
53015,2011-2017_C1,2011-2017
26005,2011-2017_C1,2011-2017
39079,2011-2017_C1,2011-2017
45031,2011-2017_C1,2011-2017
51009,2011-2017_C1,2011-2017
40091,2011-2017_C1,2011-2017
54081,2011-2017_C1,2011-2017
45067,2011-2017_C1,2011-2017
45071,2011-2017_C1,2011-2017
24019,2011-2017_C1,2011-2017
23031,2011-2017_C1,2011-2017
26037,2011-2017_C1,2011-2017
39023,2011-2017_C1,2011-2017
46011,2011-2017_C1,2011-2017
48061,2011-2017_C1,2011-2017
47059,2011-2017_C1,2011-2017
28073,2011-2017_C1,2011-2017
56013,2011-2017_C1,2011-2017
51001,2011-2017_C1,2011-2017
42007,2011-2017_C1,2011-2017
39135,2011-2017_C1,2011-2017
34041,2011-2017_C1,2011-2017
20209,2011-2017_C1,2011-2017
22055,2011-2017_C1,2011-2017
55063,2011-2017_C1,2011-2017
42095,2011-2017_C1,2011-2017
53073,2011-2017_C1,2011-2017
13097,2011-2017_C1,2011-2017
26055,2011-2017_C1,2011-2017
05081,2011-2017_C1,2011-2017
55139,2011-2017_C1,2011-2017
48361,2011-2017_C1,2011-2017
54099,2011-2017_C1,2011-2017
48237,2011-2017_C1,2011-2017
51680,2011-2017_C1,2011-2017
48451,2011-2017_C1,2011-2017
37061,2011-2017_C1,2011-2017
45025,2011-2017_C1,2011-2017
54067,2011-2017_C1,2011-2017
29071,2011-2017_C1,2011-2017
29021,2011-2017_C1,2011-2017
45021,2011-2017_C1,2011-2017
37193,2011-2017_C1,2011-2017
19165,2011-2017_C1,2011-2017
40107,2011-2017_C1,2011-2017
42121,2011-2017_C1,2011-2017
06061,2011-2017_C1,2011-2017
05045,2011-2017_C1,2011-2017
35039,2011-2017_C1,2011-2017
01061,2011-2017_C1,2011-2017
16011,2011-2017_C1,2011-2017
37089,2011-2017_C1,2011-2017
41057,2011-2017_C1,2011-2017
48193,2011-2017_C1,2011-2017
47113,2011-2017_C1,2011-2017
13251,2011-2017_C1,2011-2017
51075,2011-2017_C1,2011-2017
21137,2011-2017_C1,2011-2017
39139,2011-2017_C1,2011-2017
20041,2011-2017_C1,2011-2017
17011,2011-2017_C1,2011-2017
26033,2011-2017_C1,2011-2017
17003,2011-2017_C1,2011-2017
48177,2011-2017_C1,2011-2017
29051,2011-2017_C1,2011-2017
41003,2011-2017_C1,2011-2017
13035,2011-2017_C1,2011-2017
18169,2011-2017_C1,2011-2017
54061,2011-2017_C1,2011-2017
36115,2011-2017_C1,2011-2017
40133,2011-2017_C1,2011-2017
42099,2011-2017_C1,2011-2017
23003,2011-2017_C1,2011-2017
39025,2011-2017_C1,2011-2017
09013,2011-2017_C1,2011-2017
40071,2011-2017_C1,2011-2017
26075,2011-2017_C1,2011-2017
17201,2011-2017_C1,2011-2017
37059,2011-2017_C1,2011-2017
26019,2011-2017_C1,2011-2017
39137,2011-2017_C1,2011-2017
18065,2011-2017_C1,2011-2017
48007,2011-2017_C1,2011-2017
13013,2011-2017_C1,2011-2017
05079,2011-2017_C1,2011-2017
13305,2011-2017_C1,2011-2017
22083,2011-2017_C1,2011-2017
21235,2011-2017_C1,2011-2017
39149,2011-2017_C1,2011-2017
22017,2011-2017_C1,2011-2017
29510,2011-2017_C1,2011-2017
46035,2011-2017_C1,2011-2017
48199,2011-2017_C1,2011-2017
21171,2011-2017_C1,2011-2017
22061,2011-2017_C1,2011-2017
12001,2011-2017_C1,2011-2017
51003,2011-2017_C1,2011-2017
23019,2011-2017_C1,2011-2017
51089,2011-2017_C1,2011-2017
39107,2011-2017_C1,2011-2017
51069,2011-2017_C1,2011-2017
55121,2011-2017_C1,2011-2017
13091,2011-2017_C1,2011-2017
24043,2011-2017_C1,2011-2017
27163,2011-2017_C1,2011-2017
45051,2011-2017_C1,2011-2017
04021,2011-2017_C1,2011-2017
36065,2011-2017_C1,2011-2017
06019,2011-2017_C1,2011-2017
12085,2011-2017_C1,2011-2017
47009,2011-2017_C1,2011-2017
19029,2011-2017_C1,2011-2017
39059,2011-2017_C1,2011-2017
39133,2011-2017_C1,2011-2017
04025,2011-2017_C1,2011-2017
36117,2011-2017_C1,2011-2017
48123,2011-2017_C1,2011-2017
01075,2011-2017_C1,2011-2017
28029,2011-2017_C1,2011-2017
29053,2011-2017_C1,2011-2017
42107,2011-2017_C1,2011-2017
53041,2011-2017_C1,2011-2017
28123,2011-2017_C1,2011-2017
21011,2011-2017_C1,2011-2017
12033,2011-2017_C1,2011-2017
51171,2011-2017_C1,2011-2017
17181,2011-2017_C1,2011-2017
13015,2011-2017_C1,2011-2017
39071,2011-2017_C1,2011-2017
39043,2011-2017_C1,2011-2017
54007,2011-2017_C1,2011-2017
05077,2011-2017_C1,2011-2017
48099,2011-2017_C1,2011-2017
37105,2011-2017_C1,2011-2017
51167,2011-2017_C1,2011-2017
13095,2011-2017_C1,2011-2017
48465,2011-2017_C1,2011-2017
51093,2011-2017_C1,2011-2017
46129,2011-2017_C1,2011-2017
39045,2011-2017_C1,2011-2017
06103,2011-2017_C1,2011-2017
18167,2011-2017_C1,2011-2017
18179,2011-2017_C1,2011-2017
12019,2011-2017_C1,2011-2017
55073,2011-2017_C1,2011-2017
29113,2011-2017_C1,2011-2017
21093,2011-2017_C1,2011-2017
12113,2011-2017_C1,2011-2017
12047,2011-2017_C1,2011-2017
19187,2011-2017_C1,2011-2017
21181,2011-2017_C1,2011-2017
54055,2011-2017_C1,2011-2017
27025,2011-2017_C1,2011-2017
36083,2011-2017_C1,2011-2017
29139,2011-2017_C1,2011-2017
27073,2011-2017_C1,2011-2017
28063,2011-2017_C1,2011-2017
36063,2011-2017_C1,2011-2017
51081,2011-2017_C1,2011-2017
29167,2011-2017_C1,2011-2017
47141,2011-2017_C1,2011-2017
23005,2011-2017_C1,2011-2017
30081,2011-2017_C1,2011-2017
37119,2011-2017_C1,2011-2017
19155,2011-2017_C1,2011-2017
06009,2011-2017_C1,2011-2017
51690,2011-2017_C1,2011-2017
05005,2011-2017_C1,2011-2017
37133,2011-2017_C1,2011-2017
41059,2011-2017_C1,2011-2017
51087,2011-2017_C1,2011-2017
13255,2011-2017_C1,2011-2017
12107,2011-2017_C1,2011-2017
05093,2011-2017_C1,2011-2017
39165,2011-2017_C1,2011-2017
05053,2011-2017_C1,2011-2017
28061,2011-2017_C1,2011-2017
06101,2011-2017_C1,2011-2017
05051,2011-2017_C1,2011-2017
37085,2011-2017_C1,2011-2017
21239,2011-2017_C1,2011-2017
48049,2011-2017_C1,2011-2017
29125,2011-2017_C1,2011-2017
17143,2011-2017_C1,2011-2017
08035,2011-2017_C1,2011-2017
29203,2011-2017_C1,2011-2017
19079,2011-2017_C1,2011-2017
18131,2011-2017_C1,2011-2017
55015,2011-2017_C1,2011-2017
22117,2011-2017_C1,2011-2017
47133,2011-2017_C1,2011-2017
37189,2011-2017_C1,2011-2017
17161,2011-2017_C1,2011-2017
36121,2011-2017_C1,2011-2017
48143,2011-2017_C1,2011-2017
37155,2011-2017_C1,2011-2017
56029,2011-2017_C1,2011-2017
36027,2011-2017_C1,2011-2017
37021,2011-2017_C1,2011-2017
40095,2011-2017_C1,2011-2017
26021,2011-2017_C1,2011-2017
12007,2011-2017_C1,2011-2017
13301,2011-2017_C1,2011-2017
40135,2011-2017_C1,2011-2017
39087,2011-2017_C1,2011-2017
31033,2011-2017_C1,2011-2017
26103,2011-2017_C1,2011-2017
26029,2011-2017_C1,2011-2017
18103,2011-2017_C1,2011-2017
18163,2011-2017_C1,2011-2017
13119,2011-2017_C1,2011-2017
47017,2011-2017_C1,2011-2017
28085,2011-2017_C1,2011-2017
08053,2011-2017_C1,2011-2017
05033,2011-2017_C1,2011-2017
48481,2011-2017_C1,2011-2017
29037,2011-2017_C1,2011-2017
13089,2011-2017_C1,2011-2017
17109,2011-2017_C1,2011-2017
51770,2011-2017_C1,2011-2017
48135,2011-2017_C1,2011-2017
21113,2011-2017_C1,2011-2017
13075,2011-2017_C1,2011-2017
21027,2011-2017_C1,2011-2017
18019,2011-2017_C1,2011-2017
42083,2011-2017_C1,2011-2017
12125,2011-2017_C1,2011-2017
29211,2011-2017_C1,2011-2017
54105,2011-2017_C1,2011-2017
13199,2011-2017_C1,2011-2017
15007,2011-2017_C5,2011-2017
54107,2011-2017_C1,2011-2017
39103,2011-2017_C1,2011-2017
27061,2011-2017_C1,2011-2017
37063,2011-2017_C1,2011-2017
29107,2011-2017_C1,2011-2017
41067,2011-2017_C1,2011-2017
26023,2011-2017_C1,2011-2017
21169,2011-2017_C1,2011-2017
55039,2011-2017_C1,2011-2017
29083,2011-2017_C1,2011-2017
51177,2011-2017_C1,2011-2017
05125,2011-2017_C1,2011-2017
12017,2011-2017_C1,2011-2017
17183,2011-2017_C1,2011-2017
46003,2011-2017_C1,2011-2017
39129,2011-2017_C1,2011-2017
17063,2011-2017_C1,2011-2017
26157,2011-2017_C1,2011-2017
51173,2011-2017_C1,2011-2017
17115,2011-2017_C1,2011-2017
18079,2011-2017_C1,2011-2017
48479,2011-2017_C1,2011-2017
21185,2011-2017_C1,2011-2017
05071,2011-2017_C1,2011-2017
17075,2011-2017_C1,2011-2017
05035,2011-2017_C1,2011-2017
48285,2011-2017_C1,2011-2017
30093,2011-2017_C1,2011-2017
39077,2011-2017_C1,2011-2017
41043,2011-2017_C1,2011-2017
37083,2011-2017_C1,2011-2017
39037,2011-2017_C1,2011-2017
47013,2011-2017_C1,2011-2017
17015,2011-2017_C1,2011-2017
28025,2011-2017_C1,2011-2017
15005,2011-2017_C12,2011-2017
18121,2011-2017_C1,2011-2017
22095,2011-2017_C1,2011-2017
24047,2011-2017_C1,2011-2017
18069,2011-2017_C1,2011-2017
21117,2011-2017_C1,2011-2017
01113,2011-2017_C1,2011-2017
23017,2011-2017_C1,2011-2017
38065,2011-2017_C1,2011-2017
41017,2011-2017_C1,2011-2017
17165,2011-2017_C1,2011-2017
29007,2011-2017_C1,2011-2017
45057,2011-2017_C1,2011-2017
13185,2011-2017_C1,2011-2017
08029,2011-2017_C1,2011-2017
19193,2011-2017_C1,2011-2017
48349,2011-2017_C1,2011-2017
54049,2011-2017_C1,2011-2017
08105,2011-2017_C1,2011-2017
48375,2011-2017_C1,2011-2017
40021,2011-2017_C1,2011-2017
17037,2011-2017_C1,2011-2017
06095,2011-2017_C1,2011-2017
17019,2011-2017_C1,2011-2017
06011,2011-2017_C1,2011-2017
18005,2011-2017_C1,2011-2017
27047,2011-2017_C1,2011-2017
55007,2011-2017_C1,2011-2017
18153,2011-2017_C1,2011-2017
17091,2011-2017_C1,2011-2017
