period,cluster,issue,z_sum
2013_2019,C679,geom_without_data,NA
2013_2019,C68,geom_without_data,NA
2013_2019,C680,geom_without_data,NA
2013_2019,C681,geom_without_data,NA
2013_2019,C682,geom_without_data,NA
2013_2019,C683,geom_without_data,NA
2013_2019,C684,geom_without_data,NA
2013_2019,C685,geom_without_data,NA
2013_2019,C686,geom_without_data,NA
2013_2019,C687,geom_without_data,NA
2013_2019,C688,geom_without_data,NA
2013_2019,C689,geom_without_data,NA
2013_2019,C69,geom_without_data,NA
2013_2019,C690,geom_without_data,NA
2013_2019,C691,geom_without_data,NA
2013_2019,C692,geom_without_data,NA
2013_2019,C693,geom_without_data,NA
2013_2019,C694,geom_without_data,NA
2013_2019,C695,geom_without_data,NA
2013_2019,C696,geom_without_data,NA
2013_2019,C697,geom_without_data,NA
2013_2019,C698,geom_without_data,NA
2013_2019,C699,geom_without_data,NA
2013_2019,C7,geom_without_data,NA
2013_2019,C70,geom_without_data,NA
2013_2019,C700,geom_without_data,NA
2013_2019,C701,geom_without_data,NA
2013_2019,C702,geom_without_data,NA
2013_2019,C703,geom_without_data,NA
2013_2019,C704,geom_without_data,NA
2013_2019,C705,geom_without_data,NA
2013_2019,C706,geom_without_data,NA
2013_2019,C707,geom_without_data,NA
2013_2019,C708,geom_without_data,NA
2013_2019,C709,geom_without_data,NA
2013_2019,C71,geom_without_data,NA
2013_2019,C710,geom_without_data,NA
2013_2019,C711,geom_without_data,NA
2013_2019,C712,geom_without_data,NA
2013_2019,C713,geom_without_data,NA
2013_2019,C714,geom_without_data,NA
2013_2019,C716,geom_without_data,NA
2013_2019,C717,geom_without_data,NA
2013_2019,C718,geom_without_data,NA
2013_2019,C719,geom_without_data,NA
2013_2019,C72,geom_without_data,NA
2013_2019,C720,geom_without_data,NA
2013_2019,C721,geom_without_data,NA
2013_2019,C722,geom_without_data,NA
2013_2019,C723,geom_without_data,NA
2013_2019,C724,geom_without_data,NA
2013_2019,C725,geom_without_data,NA
2013_2019,C726,geom_without_data,NA
2013_2019,C727,geom_without_data,NA
2013_2019,C728,geom_without_data,NA
2013_2019,C729,geom_without_data,NA
2013_2019,C73,geom_without_data,NA
2013_2019,C730,geom_without_data,NA
2013_2019,C731,geom_without_data,NA
2013_2019,C732,geom_without_data,NA
2013_2019,C733,geom_without_data,NA
2013_2019,C734,geom_without_data,NA
2013_2019,C735,geom_without_data,NA
2013_2019,C736,geom_without_data,NA
2013_2019,C737,geom_without_data,NA
2013_2019,C738,geom_without_data,NA
2013_2019,C739,geom_without_data,NA
2013_2019,C74,geom_without_data,NA
2013_2019,C740,geom_without_data,NA
2013_2019,C741,geom_without_data,NA
2013_2019,C742,geom_without_data,NA
2013_2019,C743,geom_without_data,NA
2013_2019,C744,geom_without_data,NA
2013_2019,C745,geom_without_data,NA
2013_2019,C746,geom_without_data,NA
2013_2019,C748,geom_without_data,NA
2013_2019,C749,geom_without_data,NA
2013_2019,C75,geom_without_data,NA
2013_2019,C750,geom_without_data,NA
2013_2019,C751,geom_without_data,NA
2013_2019,C752,geom_without_data,NA
2013_2019,C753,geom_without_data,NA
2013_2019,C754,geom_without_data,NA
2013_2019,C755,geom_without_data,NA
2013_2019,C756,geom_without_data,NA
2013_2019,C757,geom_without_data,NA
2013_2019,C758,geom_without_data,NA
2013_2019,C759,geom_without_data,NA
2013_2019,C76,geom_without_data,NA
2013_2019,C760,geom_without_data,NA
2013_2019,C761,geom_without_data,NA
2013_2019,C762,geom_without_data,NA
2013_2019,C763,geom_without_data,NA
2013_2019,C764,geom_without_data,NA
2013_2019,C765,geom_without_data,NA
2013_2019,C766,geom_without_data,NA
2013_2019,C767,geom_without_data,NA
2013_2019,C768,geom_without_data,NA
2013_2019,C769,geom_without_data,NA
2013_2019,C77,geom_without_data,NA
2013_2019,C770,geom_without_data,NA
2013_2019,C771,geom_without_data,NA
2013_2019,C772,geom_without_data,NA
2013_2019,C773,geom_without_data,NA
2013_2019,C774,geom_without_data,NA
2013_2019,C775,geom_without_data,NA
2013_2019,C776,geom_without_data,NA
2013_2019,C777,geom_without_data,NA
2013_2019,C778,geom_without_data,NA
2013_2019,C779,geom_without_data,NA
2013_2019,C78,geom_without_data,NA
2013_2019,C780,geom_without_data,NA
2013_2019,C781,geom_without_data,NA
2013_2019,C782,geom_without_data,NA
2013_2019,C783,geom_without_data,NA
2013_2019,C784,geom_without_data,NA
2013_2019,C785,geom_without_data,NA
2013_2019,C786,geom_without_data,NA
2013_2019,C787,geom_without_data,NA
2013_2019,C788,geom_without_data,NA
2013_2019,C789,geom_without_data,NA
2013_2019,C79,geom_without_data,NA
2013_2019,C790,geom_without_data,NA
2013_2019,C791,geom_without_data,NA
2013_2019,C792,geom_without_data,NA
2013_2019,C793,geom_without_data,NA
2013_2019,C794,geom_without_data,NA
2013_2019,C795,geom_without_data,NA
2013_2019,C796,geom_without_data,NA
2013_2019,C797,geom_without_data,NA
2013_2019,C798,geom_without_data,NA
2013_2019,C799,geom_without_data,NA
2013_2019,C80,geom_without_data,NA
2013_2019,C800,geom_without_data,NA
2013_2019,C801,geom_without_data,NA
2013_2019,C802,geom_without_data,NA
2013_2019,C803,geom_without_data,NA
2013_2019,C804,geom_without_data,NA
2013_2019,C805,geom_without_data,NA
2013_2019,C806,geom_without_data,NA
2013_2019,C807,geom_without_data,NA
2013_2019,C808,geom_without_data,NA
2013_2019,C809,geom_without_data,NA
2013_2019,C81,geom_without_data,NA
2013_2019,C810,geom_without_data,NA
2013_2019,C811,geom_without_data,NA
2013_2019,C812,geom_without_data,NA
2013_2019,C813,geom_without_data,NA
2013_2019,C814,geom_without_data,NA
2013_2019,C815,geom_without_data,NA
2013_2019,C816,geom_without_data,NA
2013_2019,C817,geom_without_data,NA
2013_2019,C818,geom_without_data,NA
2013_2019,C819,geom_without_data,NA
2013_2019,C820,geom_without_data,NA
2013_2019,C821,geom_without_data,NA
2013_2019,C822,geom_without_data,NA
2013_2019,C823,geom_without_data,NA
2013_2019,C824,geom_without_data,NA
2013_2019,C825,geom_without_data,NA
2013_2019,C826,geom_without_data,NA
2013_2019,C827,geom_without_data,NA
2013_2019,C828,geom_without_data,NA
2013_2019,C829,geom_without_data,NA
2013_2019,C83,geom_without_data,NA
2013_2019,C830,geom_without_data,NA
2013_2019,C831,geom_without_data,NA
2013_2019,C832,geom_without_data,NA
2013_2019,C833,geom_without_data,NA
2013_2019,C834,geom_without_data,NA
2013_2019,C835,geom_without_data,NA
2013_2019,C836,geom_without_data,NA
2013_2019,C837,geom_without_data,NA
2013_2019,C838,geom_without_data,NA
2013_2019,C839,geom_without_data,NA
2013_2019,C84,geom_without_data,NA
2013_2019,C840,geom_without_data,NA
2013_2019,C841,geom_without_data,NA
2013_2019,C842,geom_without_data,NA
2013_2019,C843,geom_without_data,NA
2013_2019,C844,geom_without_data,NA
2013_2019,C845,geom_without_data,NA
2013_2019,C846,geom_without_data,NA
2013_2019,C847,geom_without_data,NA
2013_2019,C848,geom_without_data,NA
2013_2019,C849,geom_without_data,NA
2013_2019,C85,geom_without_data,NA
2013_2019,C850,geom_without_data,NA
2013_2019,C851,geom_without_data,NA
2013_2019,C852,geom_without_data,NA
2013_2019,C853,geom_without_data,NA
2013_2019,C854,geom_without_data,NA
2013_2019,C855,geom_without_data,NA
2013_2019,C856,geom_without_data,NA
2013_2019,C857,geom_without_data,NA
2013_2019,C858,geom_without_data,NA
2013_2019,C859,geom_without_data,NA
2013_2019,C86,geom_without_data,NA
2013_2019,C860,geom_without_data,NA
2013_2019,C861,geom_without_data,NA
2013_2019,C862,geom_without_data,NA
2013_2019,C863,geom_without_data,NA
2013_2019,C864,geom_without_data,NA
2013_2019,C865,geom_without_data,NA
2013_2019,C866,geom_without_data,NA
2013_2019,C867,geom_without_data,NA
2013_2019,C868,geom_without_data,NA
2013_2019,C869,geom_without_data,NA
2013_2019,C87,geom_without_data,NA
2013_2019,C870,geom_without_data,NA
2013_2019,C871,geom_without_data,NA
2013_2019,C872,geom_without_data,NA
2013_2019,C873,geom_without_data,NA
2013_2019,C874,geom_without_data,NA
2013_2019,C875,geom_without_data,NA
2013_2019,C876,geom_without_data,NA
2013_2019,C877,geom_without_data,NA
2013_2019,C878,geom_without_data,NA
2013_2019,C879,geom_without_data,NA
2013_2019,C88,geom_without_data,NA
2013_2019,C880,geom_without_data,NA
2013_2019,C882,geom_without_data,NA
2013_2019,C883,geom_without_data,NA
2013_2019,C884,geom_without_data,NA
2013_2019,C885,geom_without_data,NA
2013_2019,C886,geom_without_data,NA
2013_2019,C887,geom_without_data,NA
2013_2019,C888,geom_without_data,NA
2013_2019,C889,geom_without_data,NA
2013_2019,C89,geom_without_data,NA
2013_2019,C890,geom_without_data,NA
2013_2019,C891,geom_without_data,NA
2013_2019,C892,geom_without_data,NA
2013_2019,C893,geom_without_data,NA
2013_2019,C894,geom_without_data,NA
2013_2019,C895,geom_without_data,NA
2013_2019,C896,geom_without_data,NA
2013_2019,C897,geom_without_data,NA
2013_2019,C898,geom_without_data,NA
2013_2019,C899,geom_without_data,NA
2013_2019,C9,geom_without_data,NA
2013_2019,C90,geom_without_data,NA
2013_2019,C900,geom_without_data,NA
2013_2019,C901,geom_without_data,NA
2013_2019,C902,geom_without_data,NA
2013_2019,C903,geom_without_data,NA
2013_2019,C904,geom_without_data,NA
2013_2019,C905,geom_without_data,NA
2013_2019,C906,geom_without_data,NA
2013_2019,C907,geom_without_data,NA
2013_2019,C908,geom_without_data,NA
2013_2019,C909,geom_without_data,NA
2013_2019,C91,geom_without_data,NA
2013_2019,C910,geom_without_data,NA
2013_2019,C911,geom_without_data,NA
2013_2019,C912,geom_without_data,NA
2013_2019,C913,geom_without_data,NA
2013_2019,C914,geom_without_data,NA
2013_2019,C915,geom_without_data,NA
2013_2019,C916,geom_without_data,NA
2013_2019,C917,geom_without_data,NA
2013_2019,C918,geom_without_data,NA
2013_2019,C919,geom_without_data,NA
2013_2019,C92,geom_without_data,NA
2013_2019,C920,geom_without_data,NA
2013_2019,C921,geom_without_data,NA
2013_2019,C922,geom_without_data,NA
2013_2019,C923,geom_without_data,NA
2013_2019,C924,geom_without_data,NA
2013_2019,C925,geom_without_data,NA
2013_2019,C926,geom_without_data,NA
2013_2019,C927,geom_without_data,NA
2013_2019,C928,geom_without_data,NA
2013_2019,C929,geom_without_data,NA
2013_2019,C93,geom_without_data,NA
2013_2019,C930,geom_without_data,NA
2013_2019,C931,geom_without_data,NA
2013_2019,C932,geom_without_data,NA
2013_2019,C933,geom_without_data,NA
2013_2019,C934,geom_without_data,NA
2013_2019,C935,geom_without_data,NA
2013_2019,C936,geom_without_data,NA
2013_2019,C937,geom_without_data,NA
2013_2019,C938,geom_without_data,NA
2013_2019,C939,geom_without_data,NA
2013_2019,C94,geom_without_data,NA
2013_2019,C940,geom_without_data,NA
2013_2019,C941,geom_without_data,NA
2013_2019,C942,geom_without_data,NA
2013_2019,C943,geom_without_data,NA
2013_2019,C944,geom_without_data,NA
2013_2019,C945,geom_without_data,NA
2013_2019,C946,geom_without_data,NA
2013_2019,C947,geom_without_data,NA
2013_2019,C948,geom_without_data,NA
2013_2019,C949,geom_without_data,NA
2013_2019,C95,geom_without_data,NA
2013_2019,C950,geom_without_data,NA
2013_2019,C951,geom_without_data,NA
2013_2019,C952,geom_without_data,NA
2013_2019,C953,geom_without_data,NA
2013_2019,C954,geom_without_data,NA
2013_2019,C955,geom_without_data,NA
2013_2019,C956,geom_without_data,NA
2013_2019,C957,geom_without_data,NA
2013_2019,C958,geom_without_data,NA
2013_2019,C959,geom_without_data,NA
2013_2019,C96,geom_without_data,NA
2013_2019,C960,geom_without_data,NA
2013_2019,C961,geom_without_data,NA
2013_2019,C962,geom_without_data,NA
2013_2019,C963,geom_without_data,NA
2013_2019,C964,geom_without_data,NA
2013_2019,C965,geom_without_data,NA
2013_2019,C966,geom_without_data,NA
2013_2019,C967,geom_without_data,NA
2013_2019,C968,geom_without_data,NA
2013_2019,C969,geom_without_data,NA
2013_2019,C97,geom_without_data,NA
2013_2019,C970,geom_without_data,NA
2013_2019,C971,geom_without_data,NA
2013_2019,C972,geom_without_data,NA
2013_2019,C973,geom_without_data,NA
2013_2019,C974,geom_without_data,NA
2013_2019,C975,geom_without_data,NA
2013_2019,C976,geom_without_data,NA
2013_2019,C977,geom_without_data,NA
2013_2019,C978,geom_without_data,NA
2013_2019,C979,geom_without_data,NA
2013_2019,C98,geom_without_data,NA
2013_2019,C980,geom_without_data,NA
2013_2019,C981,geom_without_data,NA
2013_2019,C982,geom_without_data,NA
2013_2019,C983,geom_without_data,NA
2013_2019,C984,geom_without_data,NA
2013_2019,C985,geom_without_data,NA
2013_2019,C986,geom_without_data,NA
2013_2019,C987,geom_without_data,NA
2013_2019,C988,geom_without_data,NA
2013_2019,C989,geom_without_data,NA
2013_2019,C99,geom_without_data,NA
2013_2019,C990,geom_without_data,NA
2013_2019,C991,geom_without_data,NA
2013_2019,C992,geom_without_data,NA
2013_2019,C993,geom_without_data,NA
2013_2019,C994,geom_without_data,NA
2013_2019,C995,geom_without_data,NA
2013_2019,C996,geom_without_data,NA
2013_2019,C997,geom_without_data,NA
2013_2019,C998,geom_without_data,NA
2013_2019,C999,geom_without_data,NA
2020_2022,C10,geom_without_data,NA
2020_2022,C100,geom_without_data,NA
2020_2022,C1000,geom_without_data,NA
2020_2022,C1002,geom_without_data,NA
2020_2022,C1004,geom_without_data,NA
2020_2022,C1007,geom_without_data,NA
2020_2022,C1008,geom_without_data,NA
2020_2022,C1009,geom_without_data,NA
2020_2022,C101,geom_without_data,NA
2020_2022,C1010,geom_without_data,NA
2020_2022,C1011,geom_without_data,NA
2020_2022,C1012,geom_without_data,NA
2020_2022,C1013,geom_without_data,NA
2020_2022,C1014,geom_without_data,NA
2020_2022,C1015,geom_without_data,NA
2020_2022,C1016,geom_without_data,NA
2020_2022,C1017,geom_without_data,NA
2020_2022,C1019,geom_without_data,NA
2020_2022,C102,geom_without_data,NA
2020_2022,C1020,geom_without_data,NA
2020_2022,C1021,geom_without_data,NA
2020_2022,C1022,geom_without_data,NA
2020_2022,C1023,geom_without_data,NA
2020_2022,C1024,geom_without_data,NA
2020_2022,C1025,geom_without_data,NA
2020_2022,C1026,geom_without_data,NA
2020_2022,C1027,geom_without_data,NA
2020_2022,C1028,geom_without_data,NA
2020_2022,C1029,geom_without_data,NA
2020_2022,C103,geom_without_data,NA
2020_2022,C1030,geom_without_data,NA
2020_2022,C1032,geom_without_data,NA
2020_2022,C1033,geom_without_data,NA
2020_2022,C1034,geom_without_data,NA
2020_2022,C1035,geom_without_data,NA
2020_2022,C1036,geom_without_data,NA
2020_2022,C1038,geom_without_data,NA
2020_2022,C1039,geom_without_data,NA
2020_2022,C104,geom_without_data,NA
2020_2022,C1040,geom_without_data,NA
2020_2022,C1041,geom_without_data,NA
2020_2022,C1042,geom_without_data,NA
2020_2022,C1043,geom_without_data,NA
2020_2022,C1044,geom_without_data,NA
2020_2022,C1046,geom_without_data,NA
2020_2022,C1048,geom_without_data,NA
2020_2022,C105,geom_without_data,NA
2020_2022,C1052,geom_without_data,NA
2020_2022,C1053,geom_without_data,NA
2020_2022,C1054,geom_without_data,NA
2020_2022,C1055,geom_without_data,NA
2020_2022,C1056,geom_without_data,NA
2020_2022,C1057,geom_without_data,NA
2020_2022,C1058,geom_without_data,NA
2020_2022,C1059,geom_without_data,NA
2020_2022,C106,geom_without_data,NA
2020_2022,C1060,geom_without_data,NA
2020_2022,C1064,geom_without_data,NA
2020_2022,C1065,geom_without_data,NA
2020_2022,C1067,geom_without_data,NA
2020_2022,C1069,geom_without_data,NA
2020_2022,C107,geom_without_data,NA
2020_2022,C1070,geom_without_data,NA
2020_2022,C1071,geom_without_data,NA
2020_2022,C1072,geom_without_data,NA
2020_2022,C1073,geom_without_data,NA
2020_2022,C1074,geom_without_data,NA
2020_2022,C1075,geom_without_data,NA
2020_2022,C1076,geom_without_data,NA
2020_2022,C1077,geom_without_data,NA
2020_2022,C1079,geom_without_data,NA
2020_2022,C108,geom_without_data,NA
2020_2022,C1082,geom_without_data,NA
2020_2022,C1085,geom_without_data,NA
2020_2022,C1087,geom_without_data,NA
2020_2022,C1089,geom_without_data,NA
2020_2022,C109,geom_without_data,NA
2020_2022,C1090,geom_without_data,NA
2020_2022,C1092,geom_without_data,NA
2020_2022,C1093,geom_without_data,NA
2020_2022,C1094,geom_without_data,NA
2020_2022,C1095,geom_without_data,NA
2020_2022,C1097,geom_without_data,NA
2020_2022,C1099,geom_without_data,NA
2020_2022,C11,geom_without_data,NA
2020_2022,C110,geom_without_data,NA
2020_2022,C1101,geom_without_data,NA
2020_2022,C1102,geom_without_data,NA
2020_2022,C1106,geom_without_data,NA
2020_2022,C1108,geom_without_data,NA
2020_2022,C1109,geom_without_data,NA
2020_2022,C111,geom_without_data,NA
2020_2022,C1113,geom_without_data,NA
2020_2022,C1114,geom_without_data,NA
2020_2022,C1115,geom_without_data,NA
2020_2022,C1117,geom_without_data,NA
2020_2022,C1118,geom_without_data,NA
2020_2022,C1119,geom_without_data,NA
2020_2022,C112,geom_without_data,NA
2020_2022,C1120,geom_without_data,NA
2020_2022,C1125,geom_without_data,NA
2020_2022,C1127,geom_without_data,NA
2020_2022,C1129,geom_without_data,NA
2020_2022,C113,geom_without_data,NA
2020_2022,C1130,geom_without_data,NA
2020_2022,C1134,geom_without_data,NA
2020_2022,C1135,geom_without_data,NA
2020_2022,C1136,geom_without_data,NA
2020_2022,C1137,geom_without_data,NA
2020_2022,C1139,geom_without_data,NA
2020_2022,C114,geom_without_data,NA
2020_2022,C1142,geom_without_data,NA
2020_2022,C1147,geom_without_data,NA
2020_2022,C1149,geom_without_data,NA
2020_2022,C1152,geom_without_data,NA
2020_2022,C1154,geom_without_data,NA
2020_2022,C1156,geom_without_data,NA
2020_2022,C1157,geom_without_data,NA
2020_2022,C1159,geom_without_data,NA
2020_2022,C116,geom_without_data,NA
2020_2022,C1160,geom_without_data,NA
2020_2022,C1161,geom_without_data,NA
2020_2022,C1163,geom_without_data,NA
2020_2022,C1164,geom_without_data,NA
2020_2022,C1166,geom_without_data,NA
2020_2022,C1167,geom_without_data,NA
2020_2022,C1168,geom_without_data,NA
2020_2022,C117,geom_without_data,NA
2020_2022,C1171,geom_without_data,NA
2020_2022,C1172,geom_without_data,NA
2020_2022,C1175,geom_without_data,NA
2020_2022,C1176,geom_without_data,NA
2020_2022,C1178,geom_without_data,NA
2020_2022,C1179,geom_without_data,NA
2020_2022,C118,geom_without_data,NA
2020_2022,C1181,geom_without_data,NA
2020_2022,C1183,geom_without_data,NA
2020_2022,C1184,geom_without_data,NA
2020_2022,C1185,geom_without_data,NA
2020_2022,C1187,geom_without_data,NA
2020_2022,C1188,geom_without_data,NA
2020_2022,C119,geom_without_data,NA
2020_2022,C1190,geom_without_data,NA
2020_2022,C12,geom_without_data,NA
2020_2022,C120,geom_without_data,NA
2020_2022,C1206,geom_without_data,NA
2020_2022,C1209,geom_without_data,NA
2020_2022,C121,geom_without_data,NA
2020_2022,C1211,geom_without_data,NA
2020_2022,C1213,geom_without_data,NA
2020_2022,C1215,geom_without_data,NA
2020_2022,C122,geom_without_data,NA
2020_2022,C1220,geom_without_data,NA
2020_2022,C1221,geom_without_data,NA
2020_2022,C123,geom_without_data,NA
2020_2022,C1230,geom_without_data,NA
2020_2022,C1232,geom_without_data,NA
2020_2022,C1235,geom_without_data,NA
2020_2022,C1236,geom_without_data,NA
2020_2022,C124,geom_without_data,NA
2020_2022,C1241,geom_without_data,NA
2020_2022,C1242,geom_without_data,NA
2020_2022,C1246,geom_without_data,NA
2020_2022,C1247,geom_without_data,NA
2020_2022,C125,geom_without_data,NA
2020_2022,C1252,geom_without_data,NA
2020_2022,C1254,geom_without_data,NA
2020_2022,C1255,geom_without_data,NA
2020_2022,C126,geom_without_data,NA
2020_2022,C1263,geom_without_data,NA
2020_2022,C1265,geom_without_data,NA
2020_2022,C1267,geom_without_data,NA
2020_2022,C127,geom_without_data,NA
2020_2022,C1276,geom_without_data,NA
2020_2022,C128,geom_without_data,NA
2020_2022,C1283,geom_without_data,NA
2020_2022,C1287,geom_without_data,NA
2020_2022,C129,geom_without_data,NA
2020_2022,C1290,geom_without_data,NA
2020_2022,C1293,geom_without_data,NA
2020_2022,C1296,geom_without_data,NA
2020_2022,C13,geom_without_data,NA
2020_2022,C130,geom_without_data,NA
2020_2022,C1306,geom_without_data,NA
2020_2022,C1309,geom_without_data,NA
2020_2022,C131,geom_without_data,NA
2020_2022,C132,geom_without_data,NA
2020_2022,C1327,geom_without_data,NA
2020_2022,C133,geom_without_data,NA
2020_2022,C134,geom_without_data,NA
2020_2022,C135,geom_without_data,NA
2020_2022,C136,geom_without_data,NA
2020_2022,C137,geom_without_data,NA
2020_2022,C138,geom_without_data,NA
2020_2022,C139,geom_without_data,NA
2020_2022,C14,geom_without_data,NA
2020_2022,C140,geom_without_data,NA
2020_2022,C141,geom_without_data,NA
2020_2022,C142,geom_without_data,NA
2020_2022,C143,geom_without_data,NA
2020_2022,C144,geom_without_data,NA
2020_2022,C145,geom_without_data,NA
2020_2022,C146,geom_without_data,NA
2020_2022,C147,geom_without_data,NA
2020_2022,C148,geom_without_data,NA
2020_2022,C149,geom_without_data,NA
2020_2022,C15,geom_without_data,NA
2020_2022,C150,geom_without_data,NA
2020_2022,C151,geom_without_data,NA
2020_2022,C152,geom_without_data,NA
2020_2022,C153,geom_without_data,NA
2020_2022,C154,geom_without_data,NA
2020_2022,C155,geom_without_data,NA
2020_2022,C156,geom_without_data,NA
2020_2022,C157,geom_without_data,NA
2020_2022,C158,geom_without_data,NA
2020_2022,C159,geom_without_data,NA
2020_2022,C16,geom_without_data,NA
2020_2022,C160,geom_without_data,NA
2020_2022,C161,geom_without_data,NA
2020_2022,C162,geom_without_data,NA
2020_2022,C163,geom_without_data,NA
2020_2022,C164,geom_without_data,NA
2020_2022,C165,geom_without_data,NA
2020_2022,C166,geom_without_data,NA
2020_2022,C167,geom_without_data,NA
2020_2022,C168,geom_without_data,NA
2020_2022,C169,geom_without_data,NA
2020_2022,C17,geom_without_data,NA
2020_2022,C170,geom_without_data,NA
2020_2022,C171,geom_without_data,NA
2020_2022,C172,geom_without_data,NA
2020_2022,C173,geom_without_data,NA
2020_2022,C174,geom_without_data,NA
2020_2022,C175,geom_without_data,NA
2020_2022,C176,geom_without_data,NA
2020_2022,C177,geom_without_data,NA
2020_2022,C178,geom_without_data,NA
2020_2022,C179,geom_without_data,NA
2020_2022,C18,geom_without_data,NA
2020_2022,C180,geom_without_data,NA
2020_2022,C181,geom_without_data,NA
2020_2022,C182,geom_without_data,NA
2020_2022,C183,geom_without_data,NA
2020_2022,C184,geom_without_data,NA
2020_2022,C185,geom_without_data,NA
2020_2022,C186,geom_without_data,NA
2020_2022,C187,geom_without_data,NA
2020_2022,C188,geom_without_data,NA
2020_2022,C189,geom_without_data,NA
2020_2022,C19,geom_without_data,NA
2020_2022,C190,geom_without_data,NA
2020_2022,C191,geom_without_data,NA
2020_2022,C192,geom_without_data,NA
2020_2022,C193,geom_without_data,NA
2020_2022,C194,geom_without_data,NA
2020_2022,C195,geom_without_data,NA
2020_2022,C196,geom_without_data,NA
2020_2022,C197,geom_without_data,NA
2020_2022,C198,geom_without_data,NA
2020_2022,C199,geom_without_data,NA
2020_2022,C2,geom_without_data,NA
2020_2022,C20,geom_without_data,NA
2020_2022,C200,geom_without_data,NA
2020_2022,C201,geom_without_data,NA
2020_2022,C202,geom_without_data,NA
2020_2022,C203,geom_without_data,NA
2020_2022,C204,geom_without_data,NA
2020_2022,C205,geom_without_data,NA
2020_2022,C206,geom_without_data,NA
2020_2022,C207,geom_without_data,NA
2020_2022,C208,geom_without_data,NA
2020_2022,C209,geom_without_data,NA
2020_2022,C21,geom_without_data,NA
2020_2022,C210,geom_without_data,NA
2020_2022,C211,geom_without_data,NA
2020_2022,C212,geom_without_data,NA
2020_2022,C213,geom_without_data,NA
2020_2022,C214,geom_without_data,NA
2020_2022,C215,geom_without_data,NA
2020_2022,C216,geom_without_data,NA
2020_2022,C217,geom_without_data,NA
2020_2022,C218,geom_without_data,NA
2020_2022,C219,geom_without_data,NA
2020_2022,C22,geom_without_data,NA
2020_2022,C220,geom_without_data,NA
2020_2022,C221,geom_without_data,NA
2020_2022,C222,geom_without_data,NA
2020_2022,C223,geom_without_data,NA
2020_2022,C224,geom_without_data,NA
2020_2022,C225,geom_without_data,NA
2020_2022,C226,geom_without_data,NA
2020_2022,C227,geom_without_data,NA
2020_2022,C228,geom_without_data,NA
2020_2022,C229,geom_without_data,NA
2020_2022,C23,geom_without_data,NA
2020_2022,C230,geom_without_data,NA
2020_2022,C231,geom_without_data,NA
2020_2022,C232,geom_without_data,NA
2020_2022,C233,geom_without_data,NA
2020_2022,C234,geom_without_data,NA
2020_2022,C235,geom_without_data,NA
2020_2022,C236,geom_without_data,NA
2020_2022,C237,geom_without_data,NA
2020_2022,C238,geom_without_data,NA
2020_2022,C240,geom_without_data,NA
2020_2022,C241,geom_without_data,NA
2020_2022,C242,geom_without_data,NA
2020_2022,C243,geom_without_data,NA
2020_2022,C244,geom_without_data,NA
2020_2022,C245,geom_without_data,NA
2020_2022,C246,geom_without_data,NA
2020_2022,C247,geom_without_data,NA
2020_2022,C248,geom_without_data,NA
2020_2022,C249,geom_without_data,NA
2020_2022,C25,geom_without_data,NA
2020_2022,C250,geom_without_data,NA
2020_2022,C251,geom_without_data,NA
2020_2022,C252,geom_without_data,NA
2020_2022,C253,geom_without_data,NA
2020_2022,C254,geom_without_data,NA
2020_2022,C255,geom_without_data,NA
2020_2022,C256,geom_without_data,NA
2020_2022,C257,geom_without_data,NA
2020_2022,C258,geom_without_data,NA
2020_2022,C259,geom_without_data,NA
2020_2022,C26,geom_without_data,NA
2020_2022,C260,geom_without_data,NA
2020_2022,C261,geom_without_data,NA
2020_2022,C262,geom_without_data,NA
2020_2022,C263,geom_without_data,NA
2020_2022,C264,geom_without_data,NA
2020_2022,C265,geom_without_data,NA
2020_2022,C266,geom_without_data,NA
2020_2022,C267,geom_without_data,NA
2020_2022,C268,geom_without_data,NA
2020_2022,C269,geom_without_data,NA
2020_2022,C27,geom_without_data,NA
2020_2022,C270,geom_without_data,NA
2020_2022,C271,geom_without_data,NA
2020_2022,C272,geom_without_data,NA
2020_2022,C273,geom_without_data,NA
2020_2022,C274,geom_without_data,NA
2020_2022,C275,geom_without_data,NA
2020_2022,C276,geom_without_data,NA
2020_2022,C277,geom_without_data,NA
2020_2022,C278,geom_without_data,NA
2020_2022,C279,geom_without_data,NA
2020_2022,C28,geom_without_data,NA
2020_2022,C280,geom_without_data,NA
2020_2022,C281,geom_without_data,NA
2020_2022,C282,geom_without_data,NA
2020_2022,C283,geom_without_data,NA
2020_2022,C285,geom_without_data,NA
2020_2022,C286,geom_without_data,NA
2020_2022,C287,geom_without_data,NA
2020_2022,C288,geom_without_data,NA
2020_2022,C289,geom_without_data,NA
2020_2022,C29,geom_without_data,NA
2020_2022,C290,geom_without_data,NA
2020_2022,C291,geom_without_data,NA
2020_2022,C293,geom_without_data,NA
2020_2022,C294,geom_without_data,NA
2020_2022,C295,geom_without_data,NA
2020_2022,C296,geom_without_data,NA
2020_2022,C297,geom_without_data,NA
2020_2022,C298,geom_without_data,NA
2020_2022,C299,geom_without_data,NA
2020_2022,C3,geom_without_data,NA
2020_2022,C30,geom_without_data,NA
2020_2022,C300,geom_without_data,NA
2020_2022,C301,geom_without_data,NA
2020_2022,C302,geom_without_data,NA
2020_2022,C303,geom_without_data,NA
2020_2022,C304,geom_without_data,NA
2020_2022,C305,geom_without_data,NA
2020_2022,C306,geom_without_data,NA
