period,cluster
2006_2012,C15
2006_2012,C176
2006_2012,C123
2006_2012,C941
2006_2012,C55
2006_2012,C1031
2006_2012,C139
2006_2012,C1070
2006_2012,C348
2006_2012,C917
2006_2012,C664
2006_2012,C219
2006_2012,C53
2006_2012,C1346
2006_2012,C759
2006_2012,C544
2006_2012,C745
2006_2012,C432
2006_2012,C977
2006_2012,C703
2006_2012,C900
2006_2012,C707
2006_2012,C1562
2006_2012,C531
2006_2012,C918
2006_2012,C1084
2006_2012,C830
2006_2012,C1438
2006_2012,C512
2006_2012,C449
2006_2012,C1107
2006_2012,C537
2006_2012,C674
2006_2012,C463
2006_2012,C580
2006_2012,C657
2006_2012,C588
2006_2012,C800
2006_2012,C530
2006_2012,C1095
2006_2012,C1090
2006_2012,C1087
2006_2012,C1058
2006_2012,C327
2006_2012,C997
2006_2012,C202
2006_2012,C892
2006_2012,C983
2006_2012,C438
2006_2012,C689
2006_2012,C25
2006_2012,C164
2006_2012,C1056
2006_2012,C722
2006_2012,C1096
2006_2012,C887
2006_2012,C993
2006_2012,C949
2006_2012,C228
2006_2012,C547
2006_2012,C609
2006_2012,C90
2006_2012,C252
2006_2012,C1060
2006_2012,C301
2006_2012,C590
2006_2012,C935
2006_2012,C829
2006_2012,C658
2006_2012,C376
2006_2012,C903
2006_2012,C1046
2006_2012,C210
2006_2012,C201
2006_2012,C777
2006_2012,C1033
2006_2012,C740
2006_2012,C471
2006_2012,C1040
2006_2012,C663
2006_2012,C1029
2006_2012,C539
2006_2012,C561
2006_2012,C528
2006_2012,C922
2006_2012,C805
2006_2012,C1433
2006_2012,C1057
2006_2012,C879
2006_2012,C1097
2006_2012,C834
2006_2012,C1079
2006_2012,C924
2006_2012,C385
2006_2012,C650
2006_2012,C1001
2006_2012,C1136
2006_2012,C217
2006_2012,C106
2006_2012,C582
2006_2012,C282
2006_2012,C482
2006_2012,C27
2006_2012,C506
2006_2012,C881
2006_2012,C825
2006_2012,C172
2006_2012,C5
2006_2012,C405
2006_2012,C71
2006_2012,C250
2006_2012,C96
2006_2012,C1117
2006_2012,C741
2006_2012,C499
2006_2012,C251
2006_2012,C553
2006_2012,C28
2006_2012,C1011
2006_2012,C694
2006_2012,C244
2006_2012,C1002
2006_2012,C137
2006_2012,C74
2006_2012,C170
2006_2012,C1101
2006_2012,C867
2006_2012,C1076
2006_2012,C35
2006_2012,C287
2006_2012,C620
2006_2012,C527
2006_2012,C240
2006_2012,C239
2006_2012,C517
2006_2012,C306
2006_2012,C599
2006_2012,C207
2006_2012,C452
2006_2012,C729
2006_2012,C973
2006_2012,C1045
2006_2012,C744
2006_2012,C111
2006_2012,C548
2006_2012,C107
2006_2012,C1054
2006_2012,C475
2006_2012,C936
2006_2012,C592
2006_2012,C733
2006_2012,C525
2006_2012,C869
2006_2012,C710
2006_2012,C801
2006_2012,C1036
2006_2012,C1065
2006_2012,C1047
2006_2012,C1010
2006_2012,C682
2006_2012,C714
2006_2012,C995
2006_2012,C508
2006_2012,C849
2013_2019,C1423
2013_2019,C855
2013_2019,C1675
2013_2019,C1233
2013_2019,C588
2013_2019,C1816
2013_2019,C1517
2013_2019,C135
2013_2019,C1545
2013_2019,C890
2013_2019,C1569
2013_2019,C1906
2013_2019,C423
2013_2019,C1338
2013_2019,C1428
2013_2019,C761
2013_2019,C1704
2013_2019,C1291
2013_2019,C1707
2013_2019,C1259
2013_2019,C145
2013_2019,C1220
2013_2019,C134
2013_2019,C24
2013_2019,C99
2013_2019,C10
2013_2019,C844
2013_2019,C400
2013_2019,C243
2013_2019,C1060
2013_2019,C1412
2013_2019,C629
2013_2019,C1507
2013_2019,C493
2013_2019,C1376
2013_2019,C1348
2013_2019,C679
2013_2019,C317
2013_2019,C1613
2013_2019,C396
2013_2019,C110
2013_2019,C517
2013_2019,C706
2013_2019,C292
2013_2019,C663
2013_2019,C558
2013_2019,C137
2013_2019,C669
2013_2019,C212
2013_2019,C142
2013_2019,C16
2013_2019,C1134
2013_2019,C1093
2013_2019,C471
2013_2019,C575
2013_2019,C783
2013_2019,C1335
2013_2019,C224
2013_2019,C1279
2013_2019,C455
2013_2019,C979
2013_2019,C1604
2013_2019,C196
2013_2019,C800
2013_2019,C1257
2013_2019,C1591
2013_2019,C1776
2013_2019,C297
2013_2019,C1334
2013_2019,C1304
2013_2019,C1362
2013_2019,C583
2013_2019,C1753
2013_2019,C1230
2013_2019,C582
2013_2019,C1302
2013_2019,C197
2013_2019,C257
2013_2019,C1599
2013_2019,C343
2013_2019,C1718
2013_2019,C469
2013_2019,C1391
2013_2019,C854
2013_2019,C1371
2013_2019,C1191
2013_2019,C562
2013_2019,C1746
2013_2019,C356
2013_2019,C13
2013_2019,C1493
2013_2019,C834
2013_2019,C540
2013_2019,C1658
2013_2019,C459
2013_2019,C926
2013_2019,C1555
2013_2019,C1306
2013_2019,C240
2013_2019,C1343
2013_2019,C1541
2013_2019,C1110
2013_2019,C1172
2013_2019,C1414
2013_2019,C1256
2013_2019,C1558
2013_2019,C1364
2013_2019,C1278
2013_2019,C1474
2013_2019,C204
2013_2019,C1196
2013_2019,C862
2013_2019,C1835
2013_2019,C1532
2013_2019,C1501
2013_2019,C1731
2013_2019,C443
2013_2019,C1456
2013_2019,C1556
2013_2019,C1725
2013_2019,C531
2013_2019,C1659
2013_2019,C434
2013_2019,C1775
2013_2019,C456
2013_2019,C397
2013_2019,C1141
2013_2019,C148
2013_2019,C1671
2013_2019,C52
2013_2019,C1715
2013_2019,C945
2013_2019,C577
2013_2019,C1047
2013_2019,C1162
2013_2019,C1042
2013_2019,C1400
2013_2019,C1088
2013_2019,C1363
2013_2019,C1477
2013_2019,C1544
2013_2019,C799
2013_2019,C1655
2013_2019,C1684
2013_2019,C388
2013_2019,C1536
2013_2019,C38
2013_2019,C1630
2013_2019,C1248
2013_2019,C1605
2013_2019,C1612
2013_2019,C1587
2013_2019,C490
2013_2019,C1268
2013_2019,C1434
2013_2019,C1832
2013_2019,C1502
2013_2019,C1576
2013_2019,C1369
2013_2019,C1573
2013_2019,C295
2013_2019,C602
2013_2019,C1384
2013_2019,C1793
2013_2019,C1520
2013_2019,C1677
2013_2019,C1749
2013_2019,C936
2013_2019,C1126
2013_2019,C662
2013_2019,C1701
2013_2019,C1273
2013_2019,C1237
2013_2019,C1854
2013_2019,C1877
2013_2019,C1855
2013_2019,C336
2013_2019,C1478
2013_2019,C1653
2013_2019,C731
2013_2019,C1188
2013_2019,C1708
2013_2019,C1411
2013_2019,C1101
2013_2019,C1224
2013_2019,C1534
2013_2019,C680
2013_2019,C1462
2013_2019,C820
2013_2019,C1509
2013_2019,C1290
2013_2019,C1368
2013_2019,C1316
2013_2019,C448
2013_2019,C1333
2013_2019,C1885
2013_2019,C1461
2013_2019,C1634
2013_2019,C1040
2013_2019,C265
2013_2019,C1869
2013_2019,C1295
2013_2019,C14
2013_2019,C68
2013_2019,C802
2013_2019,C766
2013_2019,C116
2013_2019,C867
2013_2019,C150
2013_2019,C697
2013_2019,C2
2013_2019,C129
2013_2019,C1208
2013_2019,C1036
2013_2019,C969
2013_2019,C1217
2013_2019,C299
2013_2019,C4
2013_2019,C1568
2013_2019,C727
2013_2019,C338
2013_2019,C112
2013_2019,C327
2013_2019,C115
2013_2019,C1123
2013_2019,C1072
2013_2019,C252
2013_2019,C610
2013_2019,C522
2013_2019,C217
2013_2019,C496
2013_2019,C769
2013_2019,C1409
2013_2019,C193
2013_2019,C1561
2013_2019,C1404
2013_2019,C1444
2013_2019,C1175
2013_2019,C1705
2013_2019,C1710
2013_2019,C324
2013_2019,C1489
2013_2019,C518
2013_2019,C1373
2013_2019,C636
2013_2019,C745
2013_2019,C1289
2013_2019,C1138
2013_2019,C726
2013_2019,C182
2013_2019,C1018
2013_2019,C526
2013_2019,C1496
2013_2019,C347
2013_2019,C1327
2013_2019,C1802
2013_2019,C1317
2013_2019,C1861
2013_2019,C536
2013_2019,C957
2013_2019,C1645
2013_2019,C312
2013_2019,C1324
2013_2019,C232
2013_2019,C1521
2013_2019,C1812
2013_2019,C1298
2013_2019,C1499
2013_2019,C1600
2013_2019,C183
2013_2019,C147
2013_2019,C1608
2013_2019,C1592
2013_2019,C661
2013_2019,C1490
2013_2019,C587
2013_2019,C705
2013_2019,C1293
2013_2019,C1262
2013_2019,C466
2013_2019,C1012
2013_2019,C1413
2013_2019,C1468
2013_2019,C1833
2013_2019,C467
2013_2019,C1397
2013_2019,C723
2013_2019,C1676
2013_2019,C1538
2013_2019,C1811
2013_2019,C1488
2013_2019,C1772
2013_2019,C1656
2013_2019,C1466
2013_2019,C1562
2013_2019,C1570
2013_2019,C1239
2013_2019,C1580
2013_2019,C221
2013_2019,C1836
2013_2019,C289
2013_2019,C842
2013_2019,C1320
2013_2019,C1408
2013_2019,C514
2013_2019,C656
2013_2019,C892
2013_2019,C928
2013_2019,C1697
2013_2019,C1360
2013_2019,C1763
2013_2019,C1286
2013_2019,C684
2013_2019,C1572
2013_2019,C1610
2013_2019,C1296
2013_2019,C1639
2013_2019,C440
2013_2019,C1104
2013_2019,C785
2013_2019,C1325
2013_2019,C1503
2013_2019,C1416
2013_2019,C475
2013_2019,C1636
2013_2019,C1449
2013_2019,C1094
2013_2019,C1637
2013_2019,C1241
2013_2019,C1593
2013_2019,C1625
2013_2019,C1340
2013_2019,C1554
2013_2019,C1641
2013_2019,C136
2013_2019,C1843
2013_2019,C1095
2013_2019,C1657
2013_2019,C1052
2013_2019,C1694
2013_2019,C1445
2013_2019,C1515
2013_2019,C486
2013_2019,C615
2013_2019,C1758
2013_2019,C1685
2013_2019,C532
2013_2019,C1350
2013_2019,C239
2013_2019,C1201
2013_2019,C325
2013_2019,C1155
2013_2019,C1066
2013_2019,C1356
2013_2019,C1308
2013_2019,C1721
2013_2019,C429
2013_2019,C1265
2013_2019,C78
2013_2019,C390
2013_2019,C96
2013_2019,C1651
2013_2019,C1505
2013_2019,C509
2013_2019,C1222
2013_2019,C474
2013_2019,C952
2013_2019,C1662
2013_2019,C1585
2013_2019,C1700
2013_2019,C1385
2013_2019,C1266
2013_2019,C1026
2013_2019,C188
2013_2019,C1004
2013_2019,C472
2013_2019,C1178
2013_2019,C79
2013_2019,C35
2013_2019,C233
2013_2019,C127
2013_2019,C965
2013_2019,C1732
2013_2019,C1669
2013_2019,C29
2013_2019,C223
2013_2019,C651
2013_2019,C84
2013_2019,C210
2013_2019,C593
2013_2019,C1358
2013_2019,C904
2013_2019,C557
2013_2019,C762
2013_2019,C463
2013_2019,C1250
2013_2019,C1438
2013_2019,C1806
2013_2019,C1582
2013_2019,C1511
2013_2019,C1347
2013_2019,C549
2013_2019,C967
2013_2019,C567
2013_2019,C464
2013_2019,C788
2013_2019,C538
2013_2019,C1223
2013_2019,C1039
2013_2019,C1339
2013_2019,C1759
2013_2019,C990
2013_2019,C909
2013_2019,C1661
2013_2019,C954
2013_2019,C1564
2013_2019,C1374
2013_2019,C1530
2013_2019,C1309
2013_2019,C413
2013_2019,C1089
2013_2019,C1465
2013_2019,C427
2013_2019,C1551
2013_2019,C1000
2013_2019,C897
2013_2019,C478
2013_2019,C516
2013_2019,C1133
2013_2019,C1251
2013_2019,C1190
2013_2019,C190
2013_2019,C732
2013_2019,C1571
2013_2019,C1826
2013_2019,C1670
2013_2019,C789
2013_2019,C816
2013_2019,C915
2013_2019,C371
2013_2019,C1779
2013_2019,C170
2013_2019,C1243
2013_2019,C1214
2013_2019,C439
2013_2019,C544
2013_2019,C638
2013_2019,C380
2013_2019,C465
2013_2019,C1341
2013_2019,C591
2013_2019,C1542
2013_2019,C941
2013_2019,C1097
2013_2019,C721
2013_2019,C1540
2013_2019,C1410
2013_2019,C529
2013_2019,C618
2013_2019,C1287
2013_2019,C1679
2013_2019,C714
2013_2019,C1229
2013_2019,C508
2013_2019,C334
2013_2019,C141
2013_2019,C838
2013_2019,C910
2013_2019,C1722
2013_2019,C1473
2013_2019,C286
2013_2019,C1386
2013_2019,C1426
2013_2019,C1319
2013_2019,C1392
2013_2019,C1640
2013_2019,C1584
2013_2019,C898
2013_2019,C1531
2013_2019,C1331
2013_2019,C1442
2013_2019,C654
2013_2019,C1523
2013_2019,C492
2013_2019,C1726
2013_2019,C1254
2013_2019,C1550
2013_2019,C1007
2013_2019,C1303
2013_2019,C899
2013_2019,C1242
2013_2019,C318
2013_2019,C34
2013_2019,C556
2013_2019,C1263
2013_2019,C1199
2013_2019,C566
2013_2019,C1486
2013_2019,C1318
2013_2019,C780
2013_2019,C984
2013_2019,C1422
2013_2019,C1107
2013_2019,C1828
2013_2019,C460
2013_2019,C611
2013_2019,C37
2013_2019,C32
2013_2019,C97
2013_2019,C777
2013_2019,C274
2013_2019,C23
2013_2019,C249
2013_2019,C1193
2013_2019,C165
2013_2019,C725
2013_2019,C144
2013_2019,C553
2013_2019,C1560
2013_2019,C505
2013_2019,C298
2013_2019,C1192
2013_2019,C1210
2013_2019,C523
2013_2019,C1083
2013_2019,C994
2013_2019,C405
2013_2019,C246
2013_2019,C702
2013_2019,C667
2013_2019,C1071
2013_2019,C1135
2013_2019,C207
2013_2019,C418
2013_2019,C1069
2013_2019,C103
2013_2019,C219
2013_2019,C624
2013_2019,C484
2013_2019,C428
2013_2019,C756
2013_2019,C118
2013_2019,C5
2013_2019,C864
2013_2019,C1443
2013_2019,C906
2013_2019,C728
2013_2019,C412
2013_2019,C1365
2013_2019,C267
2013_2019,C1765
2013_2019,C1244
2013_2019,C740
2013_2019,C821
2013_2019,C328
2013_2019,C109
2013_2019,C972
2013_2019,C626
2013_2019,C1142
2013_2019,C639
2013_2019,C1169
2013_2019,C1810
2013_2019,C344
2013_2019,C438
2013_2019,C1346
2013_2019,C161
2013_2019,C66
2013_2019,C105
2013_2019,C1427
2013_2019,C982
2013_2019,C410
2013_2019,C1140
2013_2019,C1035
2013_2019,C622
2013_2019,C1780
2013_2019,C704
2013_2019,C1504
2013_2019,C441
2013_2019,C1383
2013_2019,C882
2013_2019,C548
2013_2019,C227
2013_2019,C574
2013_2019,C1495
2013_2019,C1773
2013_2019,C1218
2013_2019,C724
2013_2019,C1829
2013_2019,C1590
2013_2019,C822
2013_2019,C1553
2013_2019,C964
2013_2019,C1470
2013_2019,C688
2013_2019,C1419
2013_2019,C1315
2013_2019,C1421
2013_2019,C573
2013_2019,C767
2013_2019,C835
2013_2019,C1471
2013_2019,C763
2013_2019,C1078
2013_2019,C1215
2013_2019,C696
2013_2019,C437
2013_2019,C1463
2013_2019,C1441
2013_2019,C1017
2013_2019,C1472
2013_2019,C1712
2013_2019,C1029
2013_2019,C1403
2013_2019,C1709
2013_2019,C1395
2013_2019,C551
2013_2019,C1790
2013_2019,C1632
2013_2019,C1418
2013_2019,C806
2013_2019,C442
2013_2019,C402
2013_2019,C401
2013_2019,C614
2013_2019,C1649
2013_2019,C935
2013_2019,C1082
2013_2019,C1808
2013_2019,C333
2013_2019,C513
2013_2019,C1354
2013_2019,C206
2013_2019,C209
2013_2019,C798
2013_2019,C738
2013_2019,C310
2013_2019,C198
2013_2019,C585
2013_2019,C322
2013_2019,C256
2013_2019,C1357
2013_2019,C1043
2013_2019,C535
2013_2019,C617
2013_2019,C907
2013_2019,C1664
2013_2019,C273
2013_2019,C393
2013_2019,C64
2013_2019,C368
2013_2019,C736
2013_2019,C259
2013_2019,C1269
2013_2019,C1236
2013_2019,C367
2013_2019,C350
2013_2019,C970
2013_2019,C1115
2013_2019,C1272
2013_2019,C143
2013_2019,C247
2013_2019,C1352
2013_2019,C1440
2013_2019,C787
2013_2019,C169
2013_2019,C205
2013_2019,C184
2013_2019,C113
2013_2019,C101
2013_2019,C1157
2013_2019,C951
2013_2019,C966
2013_2019,C1027
2013_2019,C1119
2013_2019,C1329
2013_2019,C1683
2013_2019,C1285
2013_2019,C296
2013_2019,C1075
2013_2019,C1053
2013_2019,C1431
2013_2019,C181
2013_2019,C792
2013_2019,C414
2013_2019,C997
2013_2019,C646
2013_2019,C775
2013_2019,C1280
2013_2019,C1228
2013_2019,C1044
2013_2019,C1539
2013_2019,C1209
2013_2019,C713
2013_2019,C1389
2013_2019,C633
2013_2019,C701
2013_2019,C1533
2013_2019,C650
2013_2019,C1038
2013_2019,C1310
2013_2019,C1668
2013_2019,C968
2013_2019,C809
2013_2019,C372
2013_2019,C384
2013_2019,C1305
2013_2019,C989
2013_2019,C1455
2013_2019,C1166
2013_2019,C931
2013_2019,C1437
2013_2019,C1457
2013_2019,C1264
2013_2019,C1300
2013_2019,C1050
2013_2019,C1246
2013_2019,C1253
2013_2019,C901
2013_2019,C998
2013_2019,C225
2013_2019,C981
2013_2019,C406
2013_2019,C655
2013_2019,C647
2013_2019,C707
2013_2019,C1388
2013_2019,C857
2013_2019,C1621
2013_2019,C805
2013_2019,C1687
2013_2019,C447
2013_2019,C605
2013_2019,C1552
2013_2019,C1588
2013_2019,C1602
2013_2019,C1702
2013_2019,C1168
2013_2019,C1754
2013_2019,C1009
2013_2019,C126
2013_2019,C1022
2013_2019,C1200
2013_2019,C947
2013_2019,C1452
2013_2019,C1344
2013_2019,C1064
2013_2019,C9
2013_2019,C284
2013_2019,C1433
2013_2019,C1603
2013_2019,C1020
2013_2019,C1578
2013_2019,C1225
2013_2019,C1514
2013_2019,C1448
2013_2019,C1258
2013_2019,C537
2013_2019,C1261
2013_2019,C1158
2013_2019,C28
2013_2019,C106
2013_2019,C228
2013_2019,C716
2013_2019,C69
2013_2019,C311
2013_2019,C157
2013_2019,C691
2013_2019,C1736
2013_2019,C832
2013_2019,C63
2013_2019,C40
2013_2019,C856
2013_2019,C191
2013_2019,C124
2013_2019,C797
2013_2019,C156
2013_2019,C44
2013_2019,C559
2013_2019,C229
2013_2019,C128
2013_2019,C180
2013_2019,C1313
2013_2019,C1475
2013_2019,C216
2013_2019,C1202
2013_2019,C491
2013_2019,C1355
2013_2019,C359
2013_2019,C1353
2013_2019,C93
2013_2019,C771
2013_2019,C853
2013_2019,C1631
2013_2019,C1696
2013_2019,C625
2013_2019,C1058
2013_2019,C281
2013_2019,C425
2013_2019,C868
2013_2019,C42
2013_2019,C1015
2013_2019,C1601
2013_2019,C692
2013_2019,C831
2013_2019,C1081
2013_2019,C1583
2013_2019,C90
2013_2019,C381
2013_2019,C1314
2013_2019,C46
2013_2019,C174
2013_2019,C1666
2013_2019,C858
2013_2019,C1359
2013_2019,C878
2013_2019,C187
2013_2019,C73
2013_2019,C739
2013_2019,C920
2013_2019,C784
2013_2019,C1614
2013_2019,C741
2013_2019,C352
2013_2019,C1563
2013_2019,C824
2013_2019,C1628
2013_2019,C1173
2013_2019,C279
2013_2019,C1510
2013_2019,C1159
2013_2019,C988
2013_2019,C578
2013_2019,C1387
2013_2019,C1751
2013_2019,C601
2013_2019,C1145
2013_2019,C1451
2013_2019,C426
2013_2019,C476
2013_2019,C1049
2013_2019,C1574
2013_2019,C1245
2013_2019,C360
2013_2019,C445
2013_2019,C693
2013_2019,C1006
2013_2019,C1116
2013_2019,C1219
2013_2019,C1436
2013_2019,C1711
2013_2019,C561
2013_2019,C1128
2013_2019,C643
2013_2019,C502
2013_2019,C458
2013_2019,C1051
2013_2019,C369
2013_2019,C146
2013_2019,C758
2013_2019,C1203
2013_2019,C547
2013_2019,C757
2013_2019,C539
2013_2019,C290
2013_2019,C1512
2013_2019,C960
2013_2019,C672
2013_2019,C689
2013_2019,C92
2013_2019,C162
2013_2019,C545
2013_2019,C1750
2013_2019,C1292
2013_2019,C1321
2013_2019,C1054
2013_2019,C1176
2013_2019,C481
2013_2019,C1100
2013_2019,C1522
2013_2019,C1288
2013_2019,C1156
2013_2019,C1131
2013_2019,C985
2013_2019,C752
2013_2019,C1393
2013_2019,C1713
2013_2019,C213
2013_2019,C377
2013_2019,C956
2013_2019,C1005
2013_2019,C1526
2013_2019,C131
2013_2019,C107
2013_2019,C83
2013_2019,C501
2013_2019,C911
2013_2019,C1108
2013_2019,C22
2013_2019,C1487
2013_2019,C172
2013_2019,C1080
2013_2019,C829
2013_2019,C712
2013_2019,C541
2013_2019,C462
2013_2019,C546
2013_2019,C616
2013_2019,C666
2013_2019,C1525
2013_2019,C303
2013_2019,C499
2013_2019,C1446
2013_2019,C939
2013_2019,C1180
2013_2019,C1073
2013_2019,C1398
2013_2019,C1067
2013_2019,C1401
2013_2019,C1739
2013_2019,C261
2013_2019,C786
2013_2019,C1096
2013_2019,C1460
2013_2019,C1102
2013_2019,C803
2013_2019,C230
2013_2019,C1182
2013_2019,C1798
2013_2019,C581
2013_2019,C1528
2013_2019,C1055
2013_2019,C1737
2013_2019,C450
2013_2019,C883
2013_2019,C1046
2013_2019,C1378
2013_2019,C859
2013_2019,C1143
2013_2019,C1498
2013_2019,C451
2013_2019,C1034
2013_2019,C237
2013_2019,C1678
2013_2019,C1185
2013_2019,C1204
2013_2019,C1024
2013_2019,C1367
2013_2019,C283
2013_2019,C687
2013_2019,C1730
2013_2019,C841
2013_2019,C1226
2013_2019,C914
2013_2019,C942
2013_2019,C457
2013_2019,C1497
2013_2019,C671
2013_2019,C976
2013_2019,C1198
2013_2019,C1481
2013_2019,C753
2013_2019,C1483
2013_2019,C607
2013_2019,C1686
2013_2019,C304
2013_2019,C950
2013_2019,C1118
2013_2019,C1213
2013_2019,C1543
2013_2019,C1399
2013_2019,C963
2013_2019,C1727
2013_2019,C1351
2013_2019,C730
2013_2019,C1041
2013_2019,C1147
2013_2019,C18
2013_2019,C1595
2013_2019,C961
2013_2019,C564
2013_2019,C495
2013_2019,C507
2013_2019,C826
2013_2019,C1633
2013_2019,C1342
2013_2019,C1003
2013_2019,C938
2013_2019,C1424
2013_2019,C1607
2013_2019,C60
2013_2019,C599
2013_2019,C595
2013_2019,C220
2013_2019,C887
2013_2019,C75
2013_2019,C1174
2013_2019,C202
2013_2019,C695
2013_2019,C922
2013_2019,C76
2013_2019,C264
2013_2019,C392
2013_2019,C21
2013_2019,C203
2013_2019,C95
2013_2019,C828
2013_2019,C91
2013_2019,C208
2013_2019,C201
2013_2019,C250
2013_2019,C1429
2013_2019,C355
2013_2019,C411
2013_2019,C1276
2013_2019,C1270
2013_2019,C1771
2013_2019,C1127
2013_2019,C908
2013_2019,C313
2013_2019,C1161
2013_2019,C1518
2013_2019,C255
2013_2019,C1382
2013_2019,C764
2013_2019,C1221
2013_2019,C155
2013_2019,C1800
2013_2019,C363
2013_2019,C345
2013_2019,C1547
2013_2019,C1406
2013_2019,C300
2013_2019,C991
2013_2019,C555
2013_2019,C664
2013_2019,C609
2013_2019,C351
2013_2019,C685
2013_2019,C571
2013_2019,C1370
2013_2019,C379
2013_2019,C500
2013_2019,C262
2013_2019,C1148
2013_2019,C992
2013_2019,C488
2013_2019,C690
2013_2019,C811
2013_2019,C1249
2013_2019,C421
2013_2019,C241
2013_2019,C653
2013_2019,C613
2013_2019,C933
2013_2019,C1581
2013_2019,C1136
2013_2019,C1728
2013_2019,C1439
2013_2019,C1724
2013_2019,C1090
2013_2019,C1417
2013_2019,C1247
2013_2019,C1782
2013_2019,C251
2013_2019,C995
2013_2019,C50
2013_2019,C694
2013_2019,C1074
2013_2019,C211
2013_2019,C563
2013_2019,C916
2013_2019,C47
2013_2019,C473
2013_2019,C1692
2013_2019,C1037
2013_2019,C420
2013_2019,C132
2013_2019,C331
2013_2019,C971
2013_2019,C937
2013_2019,C632
2013_2019,C1322
2013_2019,C1619
2013_2019,C59
2013_2019,C94
2013_2019,C342
2013_2019,C86
2013_2019,C276
2013_2019,C234
2013_2019,C444
2013_2019,C70
2013_2019,C1500
2013_2019,C88
2013_2019,C744
2013_2019,C306
2013_2019,C114
2013_2019,C748
2013_2019,C253
2013_2019,C983
2013_2019,C341
2013_2019,C579
2013_2019,C432
2013_2019,C512
2013_2019,C287
2013_2019,C807
2013_2019,C648
2013_2019,C843
2013_2019,C316
2013_2019,C1447
2013_2019,C1535
2013_2019,C793
2013_2019,C1297
2013_2019,C678
2013_2019,C337
2013_2019,C849
2013_2019,C335
2013_2019,C177
2013_2019,C72
2013_2019,C497
2013_2019,C1372
2013_2019,C1691
2013_2019,C665
2013_2019,C641
2013_2019,C619
2013_2019,C895
2013_2019,C977
2013_2019,C1001
2013_2019,C973
2013_2019,C1057
2013_2019,C606
2013_2019,C872
2013_2019,C1031
2013_2019,C1032
2013_2019,C1283
2013_2019,C1028
2013_2019,C1150
2013_2019,C1014
2013_2019,C812
2013_2019,C1454
2013_2019,C74
2013_2019,C1567
2013_2019,C1575
2013_2019,C1672
2013_2019,C1629
2013_2019,C1328
2013_2019,C896
2013_2019,C852
2013_2019,C1023
2013_2019,C1681
2013_2019,C1231
2013_2019,C987
2013_2019,C751
2013_2019,C891
2013_2019,C1647
2013_2019,C31
2013_2019,C1698
2013_2019,C885
2013_2019,C1076
2013_2019,C1113
2013_2019,C717
2013_2019,C1299
2013_2019,C873
2013_2019,C815
2013_2019,C398
2013_2019,C1706
2013_2019,C1377
2013_2019,C57
2013_2019,C263
2013_2019,C153
2013_2019,C30
2013_2019,C139
2013_2019,C65
2013_2019,C71
2013_2019,C1330
2013_2019,C268
2013_2019,C743
2013_2019,C845
2013_2019,C33
2013_2019,C814
2013_2019,C652
2013_2019,C192
2013_2019,C877
2013_2019,C974
2013_2019,C586
2013_2019,C214
2013_2019,C550
2013_2019,C630
2013_2019,C1579
2013_2019,C932
2013_2019,C594
2013_2019,C489
2013_2019,C108
2013_2019,C810
2013_2019,C1716
2013_2019,C804
2013_2019,C572
2013_2019,C1167
2013_2019,C1827
2013_2019,C1275
2013_2019,C668
2013_2019,C850
2013_2019,C1171
2013_2019,C603
2013_2019,C659
2013_2019,C506
2013_2019,C1061
2013_2019,C621
2013_2019,C682
2013_2019,C375
2013_2019,C576
2013_2019,C403
2013_2019,C1070
2013_2019,C200
2013_2019,C1260
2013_2019,C925
2013_2019,C1402
2013_2019,C1432
2013_2019,C1267
2013_2019,C1667
2013_2019,C1129
2013_2019,C160
2013_2019,C902
2013_2019,C755
2013_2019,C737
2013_2019,C515
2013_2019,C226
2013_2019,C978
2013_2019,C1366
2013_2019,C340
2013_2019,C1087
2013_2019,C1609
2013_2019,C673
2013_2019,C1693
2013_2019,C1010
2013_2019,C1723
2013_2019,C1895
2013_2019,C874
2013_2019,C759
2013_2019,C1345
2013_2019,C946
2013_2019,C167
2013_2019,C1617
2013_2019,C272
2013_2019,C770
2013_2019,C323
2013_2019,C7
2013_2019,C794
2013_2019,C408
2013_2019,C1216
2013_2019,C700
2013_2019,C1033
2013_2019,C260
2013_2019,C1277
2013_2019,C781
2013_2019,C865
2013_2019,C919
2013_2019,C1114
2013_2019,C1013
2013_2019,C923
2013_2019,C130
2013_2019,C87
2013_2019,C125
2013_2019,C248
2013_2019,C80
2013_2019,C1594
2013_2019,C27
2013_2019,C154
2013_2019,C3
2013_2019,C399
2013_2019,C1766
2013_2019,C138
2013_2019,C708
2013_2019,C1284
2013_2019,C330
2013_2019,C20
2013_2019,C818
2013_2019,C270
2013_2019,C1186
2013_2019,C301
2013_2019,C1099
2013_2019,C1120
2013_2019,C81
2013_2019,C527
2013_2019,C373
2013_2019,C934
2013_2019,C277
2013_2019,C175
2013_2019,C41
2013_2019,C436
2013_2019,C900
2013_2019,C370
2013_2019,C152
2013_2019,C644
2013_2019,C1184
2013_2019,C199
2013_2019,C185
2013_2019,C1361
2013_2019,C699
2013_2019,C596
2013_2019,C1234
2013_2019,C483
2013_2019,C238
2013_2019,C720
2013_2019,C494
2013_2019,C623
2013_2019,C245
2013_2019,C1065
2013_2019,C1326
2013_2019,C1195
2013_2019,C1189
2013_2019,C1112
2013_2019,C1121
2013_2019,C1103
2013_2019,C869
2013_2019,C975
2013_2019,C860
2013_2019,C158
2013_2019,C1045
