cluster,deaths,S,I,period
C1281,1216,0.8970484007098337,0.886303726427732,2011_2017
C1282,1187,0.8920139477873538,0.8712532980621477,2011_2017
C1283,1173,0.8929922982944614,0.8753395864909246,2011_2017
C1284,1147,0.8830374374149159,0.8575133862729801,2011_2017
C1285,1204,0.8969299455855895,0.8744979712181431,2011_2017
C1286,1136,0.8890008182900219,0.8605010631703575,2011_2017
C1287,1177,0.8968786475992346,0.8707377647918086,2011_2017
C1288,1072,0.8895111661840054,0.8749256837098613,2011_2017
C1289,1323,0.8908268102739543,0.8627884325106177,2011_2017
C129,13030,0.8920531461430584,0.8726346897605147,2011_2017
C1290,1154,0.897210816720682,0.8794379135160963,2011_2017
C1291,1111,0.8840957903171055,0.8595908951815934,2011_2017
C1292,1478,0.8950754503122936,0.87763035047399,2011_2017
C1293,1113,0.8894668820417689,0.8668767742132347,2011_2017
C1294,1162,0.8958277170644713,0.8753387533875087,2011_2017
C1295,1117,0.8886060548742516,0.8632590581997027,2011_2017
C1296,1248,0.89904616617357,0.8775887086136233,2011_2017
C1297,1126,0.8961728118522633,0.8712532802606697,2011_2017
C1298,1129,0.8950582948453721,0.8714098598661494,2011_2017
C1299,1142,0.8889894215758142,0.8563800030514175,2011_2017
C13,46967,0.8921740082372372,0.8713926149707703,2011_2017
C130,12548,0.8922356830040415,0.8698094406662578,2011_2017
C1300,1068,0.8858887766696122,0.855406574394461,2011_2017
C1301,1152,0.8867428626543211,0.8598178024931736,2011_2017
C1302,1202,0.8963914828585745,0.8843819482002164,2011_2017
C1303,1105,0.8882995843655945,0.8684600522962895,2011_2017
C1304,1102,0.8960329511431123,0.8704641881957458,2011_2017
C1305,1110,0.8863501339177015,0.8678040071414505,2011_2017
C1306,1157,0.889818018016672,0.8731082326618668,2011_2017
C1307,1099,0.8840645106271645,0.8587661178337692,2011_2017
C1308,1113,0.8922325308431193,0.8656893069056674,2011_2017
C1309,1131,0.8913373687909497,0.8710802469135821,2011_2017
C131,12576,0.8922915467848609,0.872262156036098,2011_2017
C1310,1158,0.8895406588096324,0.8619722425127536,2011_2017
C1311,1148,0.8904639488156952,0.8722552451322434,2011_2017
C1312,1102,0.8885823827984758,0.8608206469837734,2011_2017
C1313,1147,0.8952477521816894,0.866774254081434,2011_2017
C1314,1185,0.8970983994730188,0.8732048374905476,2011_2017
C1315,1135,0.8893027227386522,0.8743253893788493,2011_2017
C1316,1147,0.8924855333157496,0.8738914270357258,2011_2017
C1317,1147,0.897555428702601,0.873220739558484,2011_2017
C1318,1116,0.8913056743875335,0.8628566468879968,2011_2017
C1319,1116,0.8957265451368815,0.8768999094909791,2011_2017
C132,12609,0.8897903469154792,0.8692542045299545,2011_2017
C1320,1040,0.8863424556213017,0.859300512363565,2011_2017
C1321,1110,0.8880740199659118,0.8747138833497461,2011_2017
C1322,1134,0.8954660968182426,0.8720059589854094,2011_2017
C1323,1439,0.8929208715225277,0.8677542454627941,2011_2017
C1324,1114,0.8877530628624105,0.8575809119565475,2011_2017
C1325,1126,0.8856134196088578,0.8636959675980086,2011_2017
C1326,1169,0.8960419622687902,0.8793349703438349,2011_2017
C1327,1068,0.8907931097364248,0.8738142946827017,2011_2017
C1328,1052,0.8877025835273028,0.8570365800551977,2011_2017
C1329,1441,0.8932718382686864,0.873666434978928,2011_2017
C133,12527,0.8928780442370926,0.8699691307924483,2011_2017
C1330,1117,0.8932001484344256,0.8748457879749424,2011_2017
C1331,1129,0.8868457863822049,0.8609182098765501,2011_2017
C1332,1095,0.8949121160943266,0.8724015646670799,2011_2017
C1333,1090,0.893798501809612,0.8711669033916113,2011_2017
C1334,1119,0.8949839517442246,0.8679301855825969,2011_2017
C1335,1074,0.8803096033207455,0.8474105177264407,2011_2017
C1336,1138,0.8946105306074541,0.8687933946331214,2011_2017
C1337,1089,0.8849341566596763,0.853055591425623,2011_2017
C1338,1089,0.8942653009770465,0.8666093086972639,2011_2017
C1339,1154,0.8934277278338624,0.8734843203070723,2011_2017
C134,12767,0.8915148491509521,0.8706802305721335,2011_2017
C1340,1077,0.8946478620674198,0.8846643295211213,2011_2017
C1341,1143,0.889962026837634,0.8598911615687623,2011_2017
C1342,1100,0.8942115702479339,0.8731598657024849,2011_2017
C1343,1325,0.8901593449626201,0.867139100345991,2011_2017
C1344,1048,0.8903873608764057,0.8608365221088228,2011_2017
C1345,1056,0.8890772067263543,0.864645328719717,2011_2017
C1346,1050,0.8895328798185942,0.8676254332831511,2011_2017
C1347,1021,0.8805236939068974,0.8565885385390016,2011_2017
C1348,1055,0.8857123604591092,0.8492506377550841,2011_2017
C1349,1122,0.8911226133623114,0.8726723267263874,2011_2017
C135,12589,0.8922712246072244,0.8716427434689095,2011_2017
C1350,1098,0.8975866038931524,0.8774065894368799,2011_2017
C1351,1090,0.8960525208315797,0.8797562425683538,2011_2017
C1352,1086,0.88700656946437,0.8649637475358501,2011_2017
C1353,996,0.8930198706472476,0.8672562781451759,2011_2017
C1354,1068,0.8859606671435984,0.8561562696912545,2011_2017
C1355,1181,0.8900291877963322,0.8636656308613918,2011_2017
C1356,1092,0.8891689812019481,0.8666759714616604,2011_2017
C1357,1022,0.8964062637627768,0.8724470355128522,2011_2017
C1358,1095,0.8835111861720981,0.8645982939892829,2011_2017
C1359,1104,0.8919935412728419,0.8657670454545527,2011_2017
C136,12369,0.8891344831713306,0.8658294832643366,2011_2017
C1360,1058,0.8907522485983111,0.8694581495113812,2011_2017
C1361,1076,0.8873098077693785,0.8524694997882123,2011_2017
C1362,1067,0.8914587668392052,0.8716011185815243,2011_2017
C1363,1078,0.8899752513587659,0.8802379261363562,2011_2017
C1364,1011,0.8899631256964685,0.8595976331360843,2011_2017
C1365,1006,0.8944800382595086,0.8767577954406844,2011_2017
C1366,1004,0.8866148950016666,0.8515189272576206,2011_2017
C1367,1094,0.8976016764201612,0.8773203197251815,2011_2017
C1368,1045,0.8934007921064078,0.8690074939940386,2011_2017
C1369,1096,0.8932148755927326,0.8707072182855704,2011_2017
C137,12352,0.8904921183916011,0.8677115620426245,2011_2017
C1370,1050,0.8908154195011339,0.8729406792346155,2011_2017
C1371,1081,0.8978102127317273,0.8771518588531894,2011_2017
C1372,1061,0.8909241277368016,0.8611219881483705,2011_2017
C1373,1119,0.8974309214230439,0.8771751636580079,2011_2017
C1374,1119,0.8957825710910977,0.8719247408706227,2011_2017
C1375,1127,0.8943390789439498,0.8667832981566563,2011_2017
C1376,1034,0.8943316036200517,0.8675732450922292,2011_2017
C1377,1019,0.8879956007592735,0.8690840236686257,2011_2017
C1378,1040,0.8865902366863905,0.864424147917143,2011_2017
C1379,1018,0.8875486816864224,0.866310361699738,2011_2017
C138,12080,0.8924137784526994,0.8730348195859702,2011_2017
C1380,1043,0.8916163916131742,0.8646483524459678,2011_2017
C1381,1080,0.8867283950617285,0.8483132774472553,2011_2017
C1382,1054,0.8909566519880892,0.872449711355724,2011_2017
C1383,1035,0.8892604261476347,0.8626446280991663,2011_2017
C1384,1068,0.8918679599938277,0.8669204152249183,2011_2017
C1385,1122,0.8906253475300345,0.8678137921835257,2011_2017
C1386,1061,0.8853437041682619,0.8648267303589385,2011_2017
C1387,1129,0.8942423788345111,0.8740339330998903,2011_2017
C1388,1045,0.8887085918362673,0.8694854087770211,2011_2017
C1389,1295,0.8856719488379721,0.8547282967291788,2011_2017
C139,11977,0.8908998153616479,0.8658992100327711,2011_2017
C1390,1301,0.8913878699114557,0.8714964176527076,2011_2017
C1391,1030,0.8804675275709303,0.8462336210083969,2011_2017
C1392,978,0.897972156355987,0.8741949516705582,2011_2017
C1393,1022,0.8923717357087328,0.8689317210485379,2011_2017
C1394,1039,0.8910489003919331,0.8637115325985533,2011_2017
C1395,1005,0.8882790029949753,0.8765243902439345,2011_2017
C1396,1024,0.89892578125,0.8754572473708223,2011_2017
C1397,1385,0.8853674621068957,0.8489826769709977,2011_2017
C1398,1017,0.895979750340572,0.8721325443786845,2011_2017
C1399,1001,0.8877476170183463,0.8664800774473037,2011_2017
C14,45078,0.8908003564781012,0.8690175036402242,2011_2017
C140,12077,0.8906777821528552,0.8683139479500057,2011_2017
C1400,1029,0.8939812493093864,0.8748165154879812,2011_2017
C1401,1055,0.8984218683317984,0.8900315334466848,2011_2017
C1402,1041,0.9009348692096659,0.8852005158311489,2011_2017
C1403,1051,0.8928871148948808,0.878397106544064,2011_2017
C1404,1027,0.887005097991996,0.8527060011783413,2011_2017
C1405,1064,0.8906294165865792,0.8712479718766747,2011_2017
C1406,999,0.8925241557874191,0.8765673826193597,2011_2017
C1407,1023,0.8894622127050469,0.8633161064842574,2011_2017
C1408,1067,0.8922352345960304,0.8789717414818661,2011_2017
C1409,996,0.8905642650924985,0.8677069654650056,2011_2017
C141,12103,0.8947994229130641,0.8768368397182484,2011_2017
C1410,966,0.8918787426753941,0.8611134235171666,2011_2017
C1411,1009,0.8913475450381649,0.869623668639035,2011_2017
C1412,1001,0.8904202690416476,0.8530220323563119,2011_2017
C1413,988,0.8899609074071039,0.8718566211226896,2011_2017
C1414,990,0.8859728599122538,0.8704291232543157,2011_2017
C1415,971,0.8911449544514929,0.8628616024974075,2011_2017
C1416,998,0.896584752671676,0.8833402026282117,2011_2017
C1417,997,0.8907484741083832,0.8729562130177295,2011_2017
C1418,1022,0.8867670543541117,0.8704477611940434,2011_2017
C1419,972,0.8925511016274619,0.867976388494488,2011_2017
C142,12206,0.8902177645218656,0.8680249218212992,2011_2017
C1420,1025,0.8841955978584177,0.8590541781450861,2011_2017
C1421,984,0.8932720272324675,0.8807783207819195,2011_2017
C1422,1074,0.8979605990935227,0.8735380622837364,2011_2017
C1423,1037,0.8971022969789906,0.8877155867904859,2011_2017
C1424,995,0.8900037877831367,0.8607651426021611,2011_2017
C1425,997,0.8924305514336388,0.8782454380618017,2011_2017
C1426,1001,0.8862406324943787,0.8555931331830238,2011_2017
C1427,993,0.8938602442677798,0.873566494039971,2011_2017
C1428,1023,0.8967224032969943,0.8708265169542315,2011_2017
C1429,1009,0.8904576354926573,0.8527790375409465,2011_2017
C143,11889,0.8918415804882465,0.871442311186068,2011_2017
C1430,1030,0.8879347723630879,0.8681917601921815,2011_2017
C1431,1017,0.8942336232909756,0.8741301775147825,2011_2017
C1432,992,0.888017446019771,0.867432602670702,2011_2017
C1433,949,0.8820154541245235,0.862960223537158,2011_2017
C1434,1014,0.8844014176285455,0.8546177514792841,2011_2017
C1435,982,0.8875585384165489,0.8710242749559418,2011_2017
C1436,1007,0.8835470475292613,0.8615127354699211,2011_2017
C1437,993,0.890172800743168,0.8698603550295797,2011_2017
C1438,933,0.8811530071029042,0.8576653393351741,2011_2017
C1439,951,0.8966995834812211,0.8738761457830985,2011_2017
C144,11832,0.8906205641660735,0.8692380184760463,2011_2017
C1440,1008,0.8929516250944822,0.8666113281249799,2011_2017
C1441,1015,0.8913606251061661,0.8729751479289831,2011_2017
C1442,960,0.9026627604166666,0.8858999999999908,2011_2017
C1443,1030,0.8897313601658969,0.8731399476495944,2011_2017
C1444,990,0.9022895622895623,0.8869672328152562,2011_2017
C1445,1019,0.8922465308307999,0.8591103738281785,2011_2017
C1446,940,0.8947600724309642,0.8759580757860883,2011_2017
C1447,985,0.8923002396351363,0.8642443293885828,2011_2017
C1448,991,0.8860837344373834,0.8484488163441815,2011_2017
C1449,934,0.8883322863601557,0.8646814052824908,2011_2017
C145,11816,0.891152060091798,0.8706331809383089,2011_2017
C1450,996,0.8891812228835019,0.8613229745628752,2011_2017
C1451,985,0.8953345873379887,0.8652929560281568,2011_2017
C1452,899,0.8893505452232799,0.8643767313019578,2011_2017
C1453,906,0.8873563050353542,0.8614163095339328,2011_2017
C1454,985,0.8856749723002397,0.8594201178750902,2011_2017
C1455,959,0.8868096655253288,0.8676315977503021,2011_2017
C1456,989,0.8923701668811936,0.865125983940504,2011_2017
C1457,1145,0.8967990694304074,0.8686292562654104,2011_2017
C1458,919,0.8865931531292588,0.8566733697213263,2011_2017
C1459,936,0.8920255314486083,0.8734242346282592,2011_2017
C146,11392,0.8916562098081839,0.8710996434603083,2011_2017
C1460,940,0.8937618832050701,0.8650703067933048,2011_2017
C1461,913,0.8838236546704592,0.8578715814506598,2011_2017
C1462,897,0.889582393435818,0.8649450231481635,2011_2017
C1463,907,0.8907565681110656,0.8614125192901305,2011_2017
C1464,925,0.8895579254930606,0.866462746530317,2011_2017
C1465,919,0.8896527308270212,0.8665540540540662,2011_2017
C1466,1001,0.898665769794641,0.8841163694558669,2011_2017
C1467,973,0.8930982361372684,0.8669885309495415,2011_2017
C1468,964,0.8907151219848144,0.8683558792924101,2011_2017
C1469,911,0.8865108847709601,0.862383729001807,2011_2017
C147,11380,0.8901167064593943,0.8662216763314133,2011_2017
C1470,952,0.8842750335428289,0.8578340353743682,2011_2017
C1471,923,0.8889426231528683,0.8663348497815484,2011_2017
C1472,921,0.8905157850186444,0.875148374726081,2011_2017
C1473,958,0.9001355468290324,0.8832927506514582,2011_2017
C1474,915,0.8887598913075936,0.8595673799345449,2011_2017
C1475,938,0.8877005469151349,0.8621682594746739,2011_2017
C1476,959,0.8853047959020574,0.8633445397513776,2011_2017
C1477,910,0.8802052892162783,0.8556723236858165,2011_2017
C1478,926,0.8954443039805196,0.8628755139838594,2011_2017
C1479,963,0.8863030789254331,0.8673814373300549,2011_2017
C148,11476,0.8925781703212949,0.8731974694465162,2011_2017
C1480,959,0.8885885432013927,0.8728390116376835,2011_2017
C1481,965,0.8868898493919299,0.8651770862915485,2011_2017
C1482,908,0.8933731491005065,0.8692271105826465,2011_2017
C1483,948,0.890549057309192,0.873980093126579,2011_2017
C1484,938,0.8930855924459336,0.869355555555544,2011_2017
C1485,918,0.8854524138389318,0.8653992223015997,2011_2017
C1486,962,0.8940465333396727,0.8621924780846567,2011_2017
C1487,962,0.8868845656787445,0.8663333198101663,2011_2017
C1488,954,0.8812415120709888,0.8503433922996884,2011_2017
C1489,940,0.9053689452240834,0.8903256115703483,2011_2017
C149,11447,0.8908912813486175,0.8681329088764648,2011_2017
C1490,891,0.8919951478874037,0.8688341487695646,2011_2017
C1491,943,0.8899981894834854,0.8688717128443759,2011_2017
C1492,896,0.89794921875,0.8789179548157025,2011_2017
C1493,986,0.8915403889750626,0.8649368677847032,2011_2017
C1494,943,0.8920426112371225,0.8762868982015499,2011_2017
C1495,903,0.8929089573453324,0.8642693246245509,2011_2017
C1496,1342,0.8978558149968574,0.8753393111427421,2011_2017
C1497,928,0.8849374814209274,0.867297270449554,2011_2017
C1498,926,0.890935722982334,0.8684714711650948,2011_2017
C1499,879,0.8928959244979233,0.8706555863342804,2011_2017
C15,44780,0.8917923026394137,0.8703945602268608,2011_2017
C150,11329,0.8929955338543963,0.8677023471152097,2011_2017
C1500,917,0.8985276296871524,0.8784302836781026,2011_2017
C1501,906,0.895126432076566,0.8729845422116582,2011_2017
C1502,952,0.8908202987077183,0.871182024007863,2011_2017
C1503,901,0.8843374176676303,0.8571964721336038,2011_2017
C1504,945,0.8915181545869377,0.8750231458789383,2011_2017
C1505,862,0.8888948702903193,0.8628047202525857,2011_2017
C1506,842,0.8886121157068625,0.8600906170657683,2011_2017
C1507,826,0.8871688290369293,0.8648178540869158,2011_2017
C1508,918,0.8870140164514123,0.8525999449240209,2011_2017
C1509,932,0.8921052146843743,0.8739613769174716,2011_2017
C151,11555,0.892334828949125,0.8738460886886685,2011_2017
C1510,924,0.884089035063061,0.8436586924762834,2011_2017
C1511,1317,0.8922720178680869,0.8694331065759812,2011_2017
C1512,880,0.8942329545454545,0.8687581094795606,2011_2017
C1513,926,0.8948332081597619,0.8782336063677253,2011_2017
C1514,873,0.8944942391642359,0.8662658496165084,2011_2017
C1515,891,0.8913376186103459,0.8626216440901701,2011_2017
C1516,1010,0.8961690030389178,0.8653185920846805,2011_2017
C1517,925,0.888527100073046,0.860824506939384,2011_2017
C1518,891,0.8933328798648664,0.8648320056736996,2011_2017
C1519,1300,0.8853881656804734,0.8656735392011643,2011_2017
C152,12040,0.8922883025573669,0.8687728568338727,2011_2017
C1520,874,0.8978263487791213,0.8752492538675288,2011_2017
C1521,887,0.8930372193108778,0.8764998938680534,2011_2017
C1522,912,0.894366535857187,0.8773196353371329,2011_2017
C1523,937,0.8975373845773599,0.8730999999999873,2011_2017
C1524,904,0.8939741757381159,0.8700448495370499,2011_2017
C1525,905,0.8882048777509843,0.860558858501787,2011_2017
C1526,880,0.8976911157024793,0.8705165364111601,2011_2017
C1527,904,0.8890868509671863,0.8594495501948517,2011_2017
C1528,877,0.8875312203804562,0.8682925014877863,2011_2017
C1529,935,0.8921822185364181,0.866702428780148,2011_2017
C153,10843,0.8891466270633582,0.8662949026763814,2011_2017
C1530,882,0.8824023940642016,0.8556480914981953,2011_2017
C1531,916,0.8902457046967067,0.8683054817350709,2011_2017
C1532,867,0.8857812206910037,0.8678455156479492,2011_2017
C1533,853,0.8893705273024386,0.8691608996539761,2011_2017
C1534,875,0.8881632653061224,0.8499489795918153,2011_2017
C1535,880,0.8877918388429752,0.8666566068105273,2011_2017
C1536,905,0.8876725374683312,0.8627467300832363,2011_2017
C1537,910,0.890377973674677,0.8726040428061885,2011_2017
C1538,842,0.8824256238680667,0.8621614629430554,2011_2017
C1539,919,0.8907894160398123,0.8669692617063821,2011_2017
C154,10595,0.8919483644350393,0.8656042035301499,2011_2017
C1540,888,0.8928937383329276,0.8792317708333385,2011_2017
C1541,1189,0.893520008544826,0.8721706654594917,2011_2017
C1542,907,0.8848488237389216,0.8593693578259516,2011_2017
C1543,852,0.883171879477176,0.854056198347105,2011_2017
C1544,921,0.8896622540056421,0.8694653393991301,2011_2017
C1545,880,0.8917768595041322,0.8636352040816127,2011_2017
C1546,868,0.8905742317738751,0.8660136638890328,2011_2017
C1547,856,0.8778987247794566,0.8443735559756201,2011_2017
C1548,859,0.8884413611408887,0.8582230623818395,2011_2017
C1549,853,0.8942715112100044,0.8743273482870586,2011_2017
C155,10538,0.8919227546965477,0.8696636935419527,2011_2017
C1550,866,0.8858599704515999,0.8663296614858385,2011_2017
C1551,857,0.8877403332294006,0.8720170991411533,2011_2017
C1552,885,0.894746720291104,0.8778091242284011,2011_2017
C1553,934,0.8942725217686358,0.8763666666666584,2011_2017
C1554,853,0.8900659557537085,0.8740154379331879,2011_2017
C1555,916,0.9033485250090578,0.8861066804278366,2011_2017
C1556,1195,0.8948288720435567,0.8686506666666757,2011_2017
C1557,854,0.893955432213197,0.8781011418373899,2011_2017
C1558,904,0.8907412483358135,0.8692355181772564,2011_2017
C1559,892,0.8848031329807557,0.8589517901152102,2011_2017
C156,10263,0.8885093548967429,0.8679397824920434,2011_2017
C1560,833,0.8942525389507543,0.8721040320784267,2011_2017
C1561,902,0.8916057443178746,0.8723476080246937,2011_2017
C1562,901,0.8905581540303595,0.8652284233145952,2011_2017
C1563,893,0.8906450443852836,0.8553954081632487,2011_2017
C1564,818,0.8901608670440756,0.868740776076681,2011_2017
C1565,852,0.8961322709338976,0.8852892561983309,2011_2017
C1566,893,0.8853280899468179,0.8722592152199811,2011_2017
C1567,792,0.893767217630854,0.8602922650541867,2011_2017
C1568,841,0.9033128275748958,0.8872908508365799,2011_2017
C1569,834,0.8781032727774616,0.8463536988156555,2011_2017
C157,10246,0.888052102925461,0.866249916320221,2011_2017
C1570,871,0.8943624191152337,0.8595535714285607,2011_2017
C1571,887,0.8961334267110168,0.8676181912589815,2011_2017
C1572,814,0.8923325827502733,0.8655429361216138,2011_2017
C1573,871,0.8884544863776147,0.8687826717043707,2011_2017
C1574,1193,0.8997961705927774,0.8854924363789825,2011_2017
C1575,820,0.8942266508030935,0.8725097899608235,2011_2017
C1576,872,0.8896583831327329,0.8676532932516066,2011_2017
C1577,918,0.8913333428263583,0.8647974719907712,2011_2017
C1578,877,0.8885921607428662,0.8638264930264938,2011_2017
C1579,859,0.8812450788135214,0.8577322314049518,2011_2017
C158,10175,0.8937026314677421,0.8712336199040981,2011_2017
C1580,880,0.8892407024793387,0.8619005102040725,2011_2017
C1581,893,0.8900406170175146,0.8705834460794113,2011_2017
C1582,873,0.8939457755839233,0.8784059814236631,2011_2017
C1583,832,0.8912432969674555,0.864944100772926,2011_2017
C1584,881,0.8877591118337562,0.8716318646388485,2011_2017
C1585,835,0.8837233317795548,0.8628185001811248,2011_2017
C1586,873,0.9025716118924748,0.8871545843450034,2011_2017
C1587,881,0.8949534954732331,0.8691107915096078,2011_2017
C1588,859,0.8906829149957785,0.8533157024793389,2011_2017
C1589,896,0.8871646803252552,0.8606180843400528,2011_2017
C159,10281,0.8917642435482407,0.8702604886636089,2011_2017
C1590,874,0.8898433777209914,0.8731509598717798,2011_2017
C1591,883,0.8958264128389651,0.8772365743110608,2011_2017
C1592,831,0.8931173350362966,0.8574523645546329,2011_2017
C1593,796,0.8845041791873944,0.8630713561144266,2011_2017
C1594,886,0.8936937258279023,0.8669642857142711,2011_2017
C1595,848,0.8903552198291207,0.8667626886145752,2011_2017
C1596,815,0.88603711091874,0.8615828402367192,2011_2017
C1597,886,0.8979587157132012,0.8718800334627667,2011_2017
C1598,859,0.8954045435510605,0.8748561983471111,2011_2017
C1599,884,0.8916176982453267,0.8608897055017815,2011_2017
C16,44666,0.8919838129737037,0.872169828643415,2011_2017
C160,10036,0.8920580013188074,0.8690497870045859,2011_2017
C1600,832,0.8906856740014791,0.8653186187255008,2011_2017
C1601,819,0.8924013173097424,0.8690687377945935,2011_2017
C1602,883,0.8837549330566417,0.8378965892034596,2011_2017
C1603,832,0.8835174741124259,0.8586970452118009,2011_2017
C1604,818,0.8873033996688208,0.8633592224325598,2011_2017
C1605,880,0.887112603305785,0.8644635724605062,2011_2017
C1606,839,0.894134427016668,0.8582578875171623,2011_2017
C1607,1045,0.890543714658547,0.8667531572071722,2011_2017
C1608,1134,0.8872543073013385,0.8586510541598107,2011_2017
C1609,831,0.8958571364441374,0.8579879919554805,2011_2017
C161,10546,0.8909073590133463,0.8687295961410597,2011_2017
C1610,841,0.894566657382285,0.874033463866115,2011_2017
C1611,837,0.8860511955282063,0.8481532915316692,2011_2017
C1612,847,0.8874881692312196,0.8718085730297749,2011_2017
C1613,857,0.8908011311881425,0.8719938038227177,2011_2017
C1614,831,0.886450291864151,0.8564964357317905,2011_2017
C1615,809,0.8948128364306985,0.8707259179135765,2011_2017
C1616,814,0.8945843319307692,0.8631505195211604,2011_2017
C1617,801,0.9018689185334811,0.8731448707163209,2011_2017
C1618,809,0.8910449654000651,0.8628910321339827,2011_2017
C1619,824,0.8901168818927326,0.8657057352282043,2011_2017
C162,10097,0.8897291204503206,0.8715596677491139,2011_2017
C1620,832,0.8852539062499999,0.8631515927823638,2011_2017
C1621,836,0.8919095258808178,0.8715192693250265,2011_2017
C1622,830,0.8836696182319639,0.8560226682938624,2011_2017
C1623,811,0.8956594057358668,0.8748422570758897,2011_2017
C1624,814,0.8986622315860645,0.8876753292986594,2011_2017
C1625,820,0.8882421177870317,0.8604688715667437,2011_2017
C1626,837,0.8854459732017831,0.8755967078189397,2011_2017
C1627,838,0.8871133110428854,0.8640740740741034,2011_2017
C1628,815,0.8940404230494186,0.8797348484848369,2011_2017
C1629,1024,0.9027423858642578,0.88751414489987,2011_2017
C163,9988,0.8900915379592875,0.870111159995387,2011_2017
C1630,817,0.8950409669672459,0.8723483549738161,2011_2017
C1631,820,0.886362284354551,0.8570631670116204,2011_2017
C1632,839,0.8907675719292364,0.8703449027110317,2011_2017
C1633,786,0.8780017999469082,0.8467813051146537,2011_2017
C1634,777,0.8946663155157365,0.8695857180020679,2011_2017
C1635,930,0.8989016071222107,0.8900815753695295,2011_2017
C1636,795,0.8935342747517898,0.8635348154166029,2011_2017
C1637,783,0.894545490132754,0.8713305941352172,2011_2017
C1638,804,0.8968497066904285,0.8795136943784286,2011_2017
C1639,786,0.8812682503609607,0.843589784289119,2011_2017
C164,10272,0.8905496545367864,0.8688414610421662,2011_2017
C1640,833,0.8979332429250211,0.8892328070934327,2011_2017
C1641,773,0.8814969650008619,0.8647065256448621,2011_2017
C1642,794,0.8884993877253203,0.8548753194393549,2011_2017
C1643,850,0.8981785467128027,0.8733570951214152,2011_2017
C1644,819,0.8883104414239946,0.8561094674556445,2011_2017
C1645,866,0.8990367434889515,0.8889413265305971,2011_2017
C1646,846,0.890487288254,0.8704709001388868,2011_2017
C1647,776,0.8923670156233393,0.8662557267805279,2011_2017
C1648,811,0.8925942762964846,0.870941162109375,2011_2017
C1649,788,0.891088407328197,0.862683583237251,2011_2017
C165,10035,0.8925771260478708,0.8714438534937308,2011_2017
C1650,780,0.8903385930309007,0.8675417850510058,2011_2017
C1651,750,0.890112,0.8723461435097901,2011_2017
C1652,827,0.8828635720959339,0.843720630111259,2011_2017
C1653,755,0.892434542344634,0.8742742982036763,2011_2017
C1654,800,0.89043125,0.8746169100414559,2011_2017
C1655,763,0.8885014488919885,0.8583883335375684,2011_2017
C1656,696,0.8863373629277316,0.8573827160494024,2011_2017
C1657,831,0.8863547173964357,0.8637781243038655,2011_2017
C1658,763,0.8862546786242482,0.8632923524357292,2011_2017
C1659,817,0.8891262627548918,0.8729766803841037,2011_2017
C166,10118,0.8921002969467109,0.8711703627495785,2011_2017
C1660,774,0.8929351200849308,0.8762720000000097,2011_2017
C1661,757,0.888754713820284,0.8774068993547645,2011_2017
C1662,795,0.8890091372967841,0.8678463350277956,2011_2017
C1663,783,0.8947803663089698,0.8859972719945397,2011_2017
C1664,803,0.8883467817601801,0.8675079345703125,2011_2017
C1665,760,0.894078947368421,0.8666689623112638,2011_2017
C1666,829,0.8937999915604569,0.869377150675097,2011_2017
C1667,795,0.8907464103476919,0.8719723183391248,2011_2017
C1668,813,0.8891339835907586,0.8707593840372164,2011_2017
C1669,742,0.8865926577110018,0.864981327204817,2011_2017
C167,9771,0.8916558444336833,0.8655016453126336,2011_2017
C1670,771,0.8920044209601962,0.8661767273535063,2011_2017
C1671,777,0.8845160659832475,0.8595183948645934,2011_2017
C1672,741,0.8857272424287127,0.8651228654727473,2011_2017
C1673,777,0.8835686210203586,0.8462390111706077,2011_2017
C1674,821,0.8911920788201312,0.8749021003915781,2011_2017
C1675,804,0.887920472265538,0.8649947299894487,2011_2017
C1676,809,0.8952712149015785,0.8763165680473716,2011_2017
C1677,784,0.8946890618492297,0.88520817129884255,2011_2017
C1678,807,0.8942232540856109,0.8740234375,2011_2017
C1679,769,0.8895006603411454,0.8715040000000115,2011_2017
C168,9782,0.8895542327963256,0.8698911129239831,2011_2017
C1680,795,0.8894395000197777,0.8572540283203125,2011_2017
C1681,858,0.8948304997256046,0.8771511534977794,2011_2017
C1682,967,0.8992021080346363,0.8752378392905155,2011_2017
C1683,777,0.8936989940850946,0.8652441089659672,2011_2017
C1684,842,0.8880197019876891,0.860246913580251,2011_2017
C1685,745,0.8937327147425793,0.8760007575627288,2011_2017
C1686,754,0.8897726713056449,0.8636053290383512,2011_2017
C1687,774,0.8934492451708965,0.8733512166473236,2011_2017
C1688,742,0.8906539475882913,0.8750722151222707,2011_2017
C1689,746,0.8822172228651108,0.8597395833333306,2011_2017
C169,9844,0.8902077611883125,0.8741452078635874,2011_2017
C1690,778,0.891855723924637,0.8723407686972768,2011_2017
C1691,719,0.88689088732032,0.8607768730573319,2011_2017
C1692,778,0.8838759987047402,0.8519680000000059,2011_2017
C1693,774,0.8992982526424026,0.8730862140774801,2011_2017
C1694,803,0.8968423207492451,0.8759911242603855,2011_2017
C1695,772,0.8867117238046659,0.8635894668338339,2011_2017
C1696,702,0.8861088789863718,0.8555061728395189,2011_2017
C1697,741,0.8878580755844766,0.8689448714132921,2011_2017
C1698,778,0.8877089101975271,0.8664000000000077,2011_2017
C1699,708,0.8858844840243864,0.8552930056710775,2011_2017
