period,cluster,age_bucket,detail_mcod_age
1999_2006,C1308,65-79,54.71698706261325
1999_2006,C1308,80+,58.84753626788381
1999_2006,C1309,0-44,47.327291773853034
1999_2006,C1309,45-64,52.950234563576814
1999_2006,C1309,65-79,52.85360239349808
1999_2006,C1309,80+,58.27536192006877
1999_2006,C131,0-44,57.74980948752298
1999_2006,C131,45-64,61.97337449998114
1999_2006,C131,65-79,58.201559733581604
1999_2006,C131,80+,57.79829858437209
1999_2006,C1310,0-44,52.007316737887344
1999_2006,C1310,45-64,58.42459419126479
1999_2006,C1310,65-79,53.3244811930595
1999_2006,C1310,80+,58.250239272006276
1999_2006,C1311,0-44,51.207133916341874
1999_2006,C1311,45-64,58.46234816510822
1999_2006,C1311,65-79,58.13726467088256
1999_2006,C1311,80+,59.86900601753458
1999_2006,C1312,0-44,52.28889753837819
1999_2006,C1312,45-64,53.73666403039634
1999_2006,C1312,65-79,53.912641864325956
1999_2006,C1312,80+,56.90689971099117
1999_2006,C1313,0-44,50.11257812991144
1999_2006,C1313,45-64,55.26354245481212
1999_2006,C1313,65-79,53.1644635038757
1999_2006,C1313,80+,55.20021555171664
1999_2006,C1314,0-44,52.62090816752541
1999_2006,C1314,45-64,51.91538026436032
1999_2006,C1314,65-79,52.83236884447972
1999_2006,C1314,80+,56.45615914694263
1999_2006,C1315,0-44,53.25477998855461
1999_2006,C1315,45-64,50.89892974629571
1999_2006,C1315,65-79,53.022310970446924
1999_2006,C1315,80+,54.53396248375511
1999_2006,C1316,0-44,50.5185696705368
1999_2006,C1316,45-64,59.35286533001355
1999_2006,C1316,65-79,54.4622237726399
1999_2006,C1316,80+,61.28224633731377
1999_2006,C1317,0-44,46.63250406340104
1999_2006,C1317,45-64,55.982776896691206
1999_2006,C1317,65-79,58.253650130675965
1999_2006,C1317,80+,59.678118142899194
1999_2006,C1318,0-44,51.79785952981788
1999_2006,C1318,45-64,56.434166119002285
1999_2006,C1318,65-79,56.299636361051206
1999_2006,C1318,80+,59.34195382085588
1999_2006,C1319,0-44,48.87352358478903
1999_2006,C1319,45-64,53.63991363948717
1999_2006,C1319,65-79,56.260007632524484
1999_2006,C1319,80+,56.415726129673665
1999_2006,C132,0-44,59.43818206250072
1999_2006,C132,45-64,63.96855798758265
1999_2006,C132,65-79,58.46547000540297
1999_2006,C132,80+,61.004416745096975
1999_2006,C1320,0-44,55.92403900095565
1999_2006,C1320,45-64,57.78891547737632
1999_2006,C1320,65-79,55.17103481167336
1999_2006,C1320,80+,57.1398649097606
1999_2006,C1321,0-44,50.785500589193994
1999_2006,C1321,45-64,53.46489434566131
1999_2006,C1321,65-79,54.47529442579059
1999_2006,C1321,80+,56.157463710098035
1999_2006,C1322,0-44,48.384412379662194
1999_2006,C1322,45-64,58.16849803303108
1999_2006,C1322,65-79,56.766031722417345
1999_2006,C1322,80+,61.58047897547175
1999_2006,C1323,0-44,53.811430793055294
1999_2006,C1323,45-64,56.63057617903587
1999_2006,C1323,65-79,55.65837163746918
1999_2006,C1323,80+,62.019700915255186
1999_2006,C1327,0-44,49.15758043269233
1999_2006,C1327,45-64,57.98229748171224
1999_2006,C1327,65-79,56.269036619060714
1999_2006,C1327,80+,58.704777448164464
1999_2006,C1328,0-44,45.1287373398287
1999_2006,C1328,45-64,55.87767844718155
1999_2006,C1328,65-79,55.59136497718864
1999_2006,C1328,80+,58.944533863088566
1999_2006,C1329,0-44,51.55579601148369
1999_2006,C1329,45-64,56.644132636930244
1999_2006,C1329,65-79,54.53464899330609
1999_2006,C1329,80+,57.4111132299533
1999_2006,C133,0-44,56.47756276272579
1999_2006,C133,45-64,63.886725264999065
1999_2006,C133,65-79,57.64194152978302
1999_2006,C133,80+,58.539093280126636
1999_2006,C1330,0-44,49.00072092560413
1999_2006,C1330,45-64,54.88630372581734
1999_2006,C1330,65-79,54.8756902399021
1999_2006,C1330,80+,60.413202901150754
1999_2006,C1332,0-44,41.8687175584084
1999_2006,C1332,45-64,53.79755038935072
1999_2006,C1332,65-79,55.44149270732959
1999_2006,C1332,80+,58.57489413290209
1999_2006,C1333,0-44,48.99845623525826
1999_2006,C1333,45-64,54.64150088537383
1999_2006,C1333,65-79,52.09218792079256
1999_2006,C1333,80+,56.471407008609205
1999_2006,C1334,0-44,44.61123355333759
1999_2006,C1334,45-64,53.39613405736128
1999_2006,C1334,65-79,53.03034885706447
1999_2006,C1334,80+,56.430062774063714
1999_2006,C1335,0-44,48.61411989339768
1999_2006,C1335,45-64,57.84487604737612
1999_2006,C1335,65-79,55.79923397225535
1999_2006,C1335,80+,59.13943753277131
1999_2006,C1336,0-44,53.209471858958736
1999_2006,C1336,45-64,57.51143158008546
1999_2006,C1336,65-79,53.95187848185863
1999_2006,C1336,80+,55.59986707526983
1999_2006,C1337,0-44,47.85537275653616
1999_2006,C1337,45-64,54.52249961061711
1999_2006,C1337,65-79,57.24749249729904
1999_2006,C1337,80+,60.71480218106478
1999_2006,C1339,0-44,54.009164292229805
1999_2006,C1339,45-64,58.59668546616374
1999_2006,C1339,65-79,53.01854905536985
1999_2006,C1339,80+,58.42113701359497
1999_2006,C134,0-44,57.32631339997709
1999_2006,C134,45-64,62.46589996375527
1999_2006,C134,65-79,58.67824537719133
1999_2006,C134,80+,60.24504792089381
1999_2006,C1340,0-44,48.03968131564995
1999_2006,C1340,45-64,53.68125828989045
1999_2006,C1340,65-79,53.43752448403464
1999_2006,C1340,80+,57.00516395449373
1999_2006,C1341,0-44,46.42091650095914
1999_2006,C1341,45-64,49.48850901059974
1999_2006,C1341,65-79,52.76441385938749
1999_2006,C1341,80+,56.37859401283671
1999_2006,C1342,0-44,50.493384725498146
1999_2006,C1342,45-64,54.37444589921533
1999_2006,C1342,65-79,54.50557512244771
1999_2006,C1342,80+,58.799522740058656
1999_2006,C1343,0-44,47.86422486812124
1999_2006,C1343,45-64,55.57522373725316
1999_2006,C1343,65-79,55.25478997319545
1999_2006,C1343,80+,56.419093061705354
1999_2006,C1344,0-44,44.691031264118166
1999_2006,C1344,45-64,56.19661266369104
1999_2006,C1344,65-79,59.54377648376117
1999_2006,C1344,80+,60.27324875196477
1999_2006,C1346,0-44,49.79779149713963
1999_2006,C1346,45-64,54.54774016543275
1999_2006,C1346,65-79,57.532804767881146
1999_2006,C1346,80+,60.65872839638037
1999_2006,C1347,0-44,51.539046282464014
1999_2006,C1347,45-64,57.60522232371988
1999_2006,C1347,65-79,57.597533452160185
1999_2006,C1347,80+,59.89456918295322
1999_2006,C1348,0-44,45.16944443807611
1999_2006,C1348,45-64,54.634346506425324
1999_2006,C1348,65-79,56.784193311679154
1999_2006,C1348,80+,58.33880279322732
1999_2006,C1349,0-44,51.95312905211084
1999_2006,C1349,45-64,57.47442511906768
1999_2006,C1349,65-79,56.06475726497594
1999_2006,C1349,80+,58.13000624912115
1999_2006,C135,0-44,58.472904384589036
1999_2006,C135,45-64,61.10230450483999
1999_2006,C135,65-79,56.94977842187789
1999_2006,C135,80+,58.44813795733402
1999_2006,C1350,0-44,49.268921846343176
1999_2006,C1350,45-64,56.86820015804532
1999_2006,C1350,65-79,53.81183134798164
1999_2006,C1350,80+,54.244019338329274
1999_2006,C1351,0-44,50.13778513463318
1999_2006,C1351,45-64,52.93545591853626
1999_2006,C1351,65-79,55.745002250004624
1999_2006,C1351,80+,58.09212157474225
1999_2006,C1352,0-44,48.183157565919124
1999_2006,C1352,45-64,54.52293413075379
1999_2006,C1352,65-79,50.67123508894036
1999_2006,C1352,80+,57.22476895459037
1999_2006,C1353,0-44,55.1424081973692
1999_2006,C1353,45-64,58.64329196852199
1999_2006,C1353,65-79,55.660751586446715
1999_2006,C1353,80+,61.14580990338837
1999_2006,C1354,0-44,52.739800041099386
1999_2006,C1354,45-64,55.63329230706488
1999_2006,C1354,65-79,55.757726483584996
1999_2006,C1354,80+,55.918326736299306
1999_2006,C1355,0-44,48.119548575314575
1999_2006,C1355,45-64,54.22995977161447
1999_2006,C1355,65-79,56.19079994925941
1999_2006,C1355,80+,59.09348615605245
1999_2006,C1356,0-44,52.976392245247375
1999_2006,C1356,45-64,51.54313457179633
1999_2006,C1356,65-79,53.3051758850383
1999_2006,C1356,80+,56.455276447527936
1999_2006,C1357,0-44,51.07320342161056
1999_2006,C1357,45-64,57.85563479085035
1999_2006,C1357,65-79,54.52268787256122
1999_2006,C1357,80+,57.57866817778892
1999_2006,C1358,0-44,52.028176193202974
1999_2006,C1358,45-64,54.70195855449663
1999_2006,C1358,65-79,55.145717521257716
1999_2006,C1358,80+,59.97849619060522
1999_2006,C136,0-44,56.40726474886926
1999_2006,C136,45-64,63.157815163466424
1999_2006,C136,65-79,59.07826984189796
1999_2006,C136,80+,60.97167538823673
1999_2006,C1360,0-44,49.36542765472671
1999_2006,C1360,45-64,55.39769042817806
1999_2006,C1360,65-79,55.172478146407265
1999_2006,C1360,80+,56.611748434804205
1999_2006,C1361,0-44,45.21854596496222
1999_2006,C1361,45-64,51.34555990087046
1999_2006,C1361,65-79,53.07193320329907
1999_2006,C1361,80+,56.687724153574656
1999_2006,C1362,0-44,47.930492102338405
1999_2006,C1362,45-64,53.56418206612937
1999_2006,C1362,65-79,54.33457111669793
1999_2006,C1362,80+,58.0110951921548
1999_2006,C1363,0-44,48.785571301300124
1999_2006,C1363,45-64,54.16671380640853
1999_2006,C1363,65-79,55.20586717473273
1999_2006,C1363,80+,60.27331183324699
1999_2006,C1364,0-44,46.407707782082156
1999_2006,C1364,45-64,51.80106833039715
1999_2006,C1364,65-79,47.73537612014311
1999_2006,C1364,80+,57.341837749277076
1999_2006,C1365,0-44,48.67361092148838
1999_2006,C1365,45-64,54.65066321781367
1999_2006,C1365,65-79,51.41374866690764
1999_2006,C1365,80+,55.86812845652143
1999_2006,C1366,0-44,52.223553499732354
1999_2006,C1366,45-64,54.28924465606685
1999_2006,C1366,65-79,55.20922841401413
1999_2006,C1366,80+,58.22234910033612
1999_2006,C1367,0-44,54.69381162973999
1999_2006,C1367,45-64,57.0946046607435
1999_2006,C1367,65-79,54.570905181632945
1999_2006,C1367,80+,56.72308593618028
1999_2006,C1368,0-44,52.828421375218845
1999_2006,C1368,45-64,54.53658106176351
1999_2006,C1368,65-79,55.86614714751517
1999_2006,C1368,80+,58.439773600065834
1999_2006,C1369,0-44,51.25223650951043
1999_2006,C1369,45-64,53.01948243018868
1999_2006,C1369,65-79,51.26436633860814
1999_2006,C1369,80+,53.99396017100143
1999_2006,C137,0-44,57.81719377389803
1999_2006,C137,45-64,64.56093609942305
1999_2006,C137,65-79,59.67086598742407
1999_2006,C137,80+,61.633506770571394
1999_2006,C1371,0-44,50.72223784015181
1999_2006,C1371,45-64,56.56494746858994
1999_2006,C1371,65-79,52.06742603109347
1999_2006,C1371,80+,59.41070622006752
1999_2006,C1372,0-44,49.463698414902126
1999_2006,C1372,45-64,52.751786958028895
1999_2006,C1372,65-79,54.05241517151402
1999_2006,C1372,80+,58.09811548323336
1999_2006,C1374,0-44,47.50230502515148
1999_2006,C1374,45-64,54.97315168832571
1999_2006,C1374,65-79,55.88239984832979
1999_2006,C1374,80+,57.310647572961784
1999_2006,C1375,0-44,52.16336076009155
1999_2006,C1375,45-64,57.55888776760098
1999_2006,C1375,65-79,56.697852489546285
1999_2006,C1375,80+,60.040402362819464
1999_2006,C1377,0-44,51.869672411482746
1999_2006,C1377,45-64,53.3273726643435
1999_2006,C1377,65-79,53.57361573978255
1999_2006,C1377,80+,56.350218579646814
1999_2006,C1378,0-44,49.063476165339274
1999_2006,C1378,45-64,58.370409831896424
1999_2006,C1378,65-79,57.05538331037549
1999_2006,C1378,80+,59.8265366415518
1999_2006,C1379,0-44,49.509965866921654
1999_2006,C1379,45-64,54.87883587207784
1999_2006,C1379,65-79,54.93527959278858
1999_2006,C1379,80+,60.5056396686488
1999_2006,C138,0-44,55.49750976921349
1999_2006,C138,45-64,63.1668372588299
1999_2006,C138,65-79,58.783238105594336
1999_2006,C138,80+,57.530128410763005
1999_2006,C1380,0-44,51.497714282070675
1999_2006,C1380,45-64,58.44148840428059
1999_2006,C1380,65-79,56.39447035571781
1999_2006,C1380,80+,59.926320376066634
1999_2006,C1381,0-44,53.98136940293655
1999_2006,C1381,45-64,58.05439023287378
1999_2006,C1381,65-79,56.04468924691266
1999_2006,C1381,80+,59.29910492858376
1999_2006,C1382,0-44,50.266395568891774
1999_2006,C1382,45-64,52.68801670886293
1999_2006,C1382,65-79,54.392474336756926
1999_2006,C1382,80+,57.9723206485522
1999_2006,C1383,0-44,49.47460176206305
1999_2006,C1383,45-64,53.03975222576089
1999_2006,C1383,65-79,54.50506768023018
1999_2006,C1383,80+,58.05270803947982
1999_2006,C1384,0-44,47.188389715840685
1999_2006,C1384,45-64,53.0262937700452
1999_2006,C1384,65-79,50.88523733659157
1999_2006,C1384,80+,58.508619056913034
1999_2006,C1385,0-44,52.80138501733143
1999_2006,C1385,45-64,56.3758814037017
1999_2006,C1385,65-79,53.46039631423865
1999_2006,C1385,80+,57.734036369144896
1999_2006,C1387,0-44,45.45761842368447
1999_2006,C1387,45-64,53.1313115141936
1999_2006,C1387,65-79,55.55386856989694
1999_2006,C1387,80+,57.804661513349735
1999_2006,C1388,0-44,52.25056648970398
1999_2006,C1388,45-64,54.26852104468716
1999_2006,C1388,65-79,52.52995710870324
1999_2006,C1388,80+,57.8695582629538
1999_2006,C1389,0-44,51.011733282163746
1999_2006,C1389,45-64,53.14815898259746
1999_2006,C1389,65-79,52.70229846197219
1999_2006,C1389,80+,59.11061142442877
1999_2006,C139,0-44,62.174580523514436
1999_2006,C139,45-64,65.1857898265288
1999_2006,C139,65-79,59.467997074780996
1999_2006,C139,80+,62.09946018094169
1999_2006,C1390,0-44,49.805024546048095
1999_2006,C1390,45-64,59.61123314390354
1999_2006,C1390,65-79,53.935905202605966
1999_2006,C1390,80+,60.63932775730303
1999_2006,C1391,0-44,48.09744353977552
1999_2006,C1391,45-64,55.622578314675806
1999_2006,C1391,65-79,54.76594644585143
1999_2006,C1391,80+,58.93407868352734
1999_2006,C1392,0-44,50.7274019494347
1999_2006,C1392,45-64,58.64426390417605
1999_2006,C1392,65-79,57.0136709899241
1999_2006,C1392,80+,57.756945589503594
1999_2006,C1393,0-44,52.95052436236175
1999_2006,C1393,45-64,57.336990491063986
1999_2006,C1393,65-79,52.75930143513053
1999_2006,C1393,80+,57.199297497658826
1999_2006,C1394,0-44,51.64170911987325
1999_2006,C1394,45-64,55.754547275849454
1999_2006,C1394,65-79,54.35176694888368
1999_2006,C1394,80+,57.86212476881626
1999_2006,C1395,0-44,48.60306122837538
1999_2006,C1395,45-64,54.82473374760429
1999_2006,C1395,65-79,54.76187568702298
1999_2006,C1395,80+,59.147345820824754
1999_2006,C1396,0-44,50.87805253715715
1999_2006,C1396,45-64,53.89045407155706
1999_2006,C1396,65-79,53.30700598141706
1999_2006,C1396,80+,58.18693857717416
1999_2006,C1397,0-44,39.762723372328146
1999_2006,C1397,45-64,53.53391011893315
1999_2006,C1397,65-79,57.213160483261134
1999_2006,C1397,80+,57.45881358393261
1999_2006,C14,0-44,59.77416935683113
1999_2006,C14,45-64,65.65553859872848
1999_2006,C14,65-79,62.22244028395325
1999_2006,C14,80+,63.52025758288508
1999_2006,C140,0-44,55.49765471917857
1999_2006,C140,45-64,59.71822433223275
1999_2006,C140,65-79,57.24431824956394
1999_2006,C140,80+,58.70390743199965
1999_2006,C1400,0-44,52.90724967456326
1999_2006,C1400,45-64,59.66114936202716
1999_2006,C1400,65-79,54.092246626265435
1999_2006,C1400,80+,62.04248059887789
1999_2006,C1401,0-44,54.739265737817924
1999_2006,C1401,45-64,57.08769276123279
1999_2006,C1401,65-79,54.65892387225611
1999_2006,C1401,80+,59.22871968752908
1999_2006,C1402,0-44,51.01584651292988
1999_2006,C1402,45-64,52.33494011450822
1999_2006,C1402,65-79,53.71331834834437
1999_2006,C1402,80+,57.38232873737219
1999_2006,C1403,0-44,49.1426986797869
1999_2006,C1403,45-64,57.61616411408691
1999_2006,C1403,65-79,57.11788796843814
1999_2006,C1403,80+,59.63830626466827
1999_2006,C1404,0-44,46.776742360989566
1999_2006,C1404,45-64,54.412913216421316
1999_2006,C1404,65-79,55.12826556859393
1999_2006,C1404,80+,58.513513264001
1999_2006,C1405,0-44,47.88322465367245
1999_2006,C1405,45-64,54.02514563876385
1999_2006,C1405,65-79,54.6715322389304
1999_2006,C1405,80+,58.87046301162219
1999_2006,C1408,0-44,55.03490475389553
1999_2006,C1408,45-64,58.84645941040486
1999_2006,C1408,65-79,57.58170085530375
1999_2006,C1408,80+,59.26030908887535
1999_2006,C1409,0-44,55.89470796582898
1999_2006,C1409,45-64,57.34647360656176
1999_2006,C1409,65-79,53.61128943471837
1999_2006,C1409,80+,58.29815031884943
1999_2006,C141,0-44,59.677210770734774
1999_2006,C141,45-64,62.544079747047235
1999_2006,C141,65-79,59.00729843983788
1999_2006,C141,80+,59.162592384705
1999_2006,C1410,0-44,52.52014981633535
1999_2006,C1410,45-64,56.99659115930544
1999_2006,C1410,65-79,54.834771922465194
1999_2006,C1410,80+,57.90102213421494
1999_2006,C1411,0-44,45.03306289262939
1999_2006,C1411,45-64,57.837983356787326
1999_2006,C1411,65-79,51.27294667770665
1999_2006,C1411,80+,56.75387916511482
1999_2006,C1412,0-44,50.23866979338497
1999_2006,C1412,45-64,55.98951408608482
1999_2006,C1412,65-79,55.24360322681162
1999_2006,C1412,80+,59.74223883659982
1999_2006,C1413,0-44,51.61230150487135
1999_2006,C1413,45-64,57.073013346693806
1999_2006,C1413,65-79,54.30747260617911
1999_2006,C1413,80+,59.31632506802791
1999_2006,C1414,0-44,46.19653949087158
1999_2006,C1414,45-64,57.47943262780414
1999_2006,C1414,65-79,58.488680424040076
1999_2006,C1414,80+,61.718705294431494
1999_2006,C1415,0-44,50.339719872196156
1999_2006,C1415,45-64,55.96645515536721
1999_2006,C1415,65-79,56.043410376550455
1999_2006,C1415,80+,58.16244901833489
1999_2006,C1416,0-44,50.117870189532454
1999_2006,C1416,45-64,56.76412498496698
1999_2006,C1416,65-79,53.45675421507318
1999_2006,C1416,80+,58.474336723768076
1999_2006,C1418,0-44,55.6031545879948
1999_2006,C1418,45-64,57.212503869557295
1999_2006,C1418,65-79,57.14720541985355
1999_2006,C1418,80+,59.75791297518673
1999_2006,C1419,0-44,47.80543828176827
1999_2006,C1419,45-64,54.058929384499784
1999_2006,C1419,65-79,51.54072712784296
1999_2006,C1419,80+,60.13385601177761
1999_2006,C142,0-44,59.10387308658571
1999_2006,C142,45-64,62.299494579241305
1999_2006,C142,65-79,58.54519641566343
1999_2006,C142,80+,59.7862486513105
1999_2006,C1420,0-44,46.08568371615243
1999_2006,C1420,45-64,58.250898169440894
1999_2006,C1420,65-79,55.738144331906845
1999_2006,C1420,80+,60.44739914463254
1999_2006,C1421,0-44,48.720048780989515
1999_2006,C1421,45-64,54.48309649975677
1999_2006,C1421,65-79,51.78831254121364
1999_2006,C1421,80+,58.16557791499723
1999_2006,C1422,0-44,49.6887793165848
1999_2006,C1422,45-64,56.93219896295172
1999_2006,C1422,65-79,53.35866082512363
1999_2006,C1422,80+,58.846852490696484
1999_2006,C1423,0-44,48.91193427638466
1999_2006,C1423,45-64,57.75240115262165
1999_2006,C1423,65-79,55.6862638636517
1999_2006,C1423,80+,59.315920390871995
1999_2006,C1424,0-44,51.89659220095914
1999_2006,C1424,45-64,57.38431479657183
1999_2006,C1424,65-79,55.38297410046857
1999_2006,C1424,80+,59.946012861080334
1999_2006,C1425,0-44,52.02694045503292
1999_2006,C1425,45-64,53.98343552293956
1999_2006,C1425,65-79,57.81405103456583
1999_2006,C1425,80+,59.329131890922206
1999_2006,C1426,0-44,50.94351755325487
1999_2006,C1426,45-64,57.05403027580858
1999_2006,C1426,65-79,54.52405181105983
1999_2006,C1426,80+,59.0430282763838
1999_2006,C1429,0-44,44.03073641406293
1999_2006,C1429,45-64,52.774946325318695
1999_2006,C1429,65-79,52.58676236812201
1999_2006,C1429,80+,57.66901680118974
1999_2006,C143,0-44,58.36252642744445
1999_2006,C143,45-64,62.78739073805567
1999_2006,C143,65-79,58.35235250073173
1999_2006,C143,80+,60.9320060234717
1999_2006,C1431,0-44,48.31460187428508
1999_2006,C1431,45-64,56.94073759056379
1999_2006,C1431,65-79,53.653099415840956
1999_2006,C1431,80+,60.95761666168068
1999_2006,C1432,0-44,52.96435918898792
1999_2006,C1432,45-64,61.137573172156216
1999_2006,C1432,65-79,55.18604961662597
1999_2006,C1432,80+,60.79390632409218
1999_2006,C1433,0-44,46.19769826372812
1999_2006,C1433,45-64,55.93850260793787
1999_2006,C1433,65-79,54.53223744312522
1999_2006,C1433,80+,58.451779269256306
1999_2006,C1434,0-44,47.92132905022432
1999_2006,C1434,45-64,56.94577788603102
1999_2006,C1434,65-79,55.682744009334556
1999_2006,C1434,80+,58.561586159718175
1999_2006,C1435,0-44,45.883577691314606
1999_2006,C1435,45-64,54.8728251998523
1999_2006,C1435,65-79,54.534778739482505
1999_2006,C1435,80+,56.996134868799764
1999_2006,C1436,0-44,48.83615096095917
1999_2006,C1436,45-64,53.493835821460095
1999_2006,C1436,65-79,55.916135873154126
1999_2006,C1436,80+,59.01966929867216
1999_2006,C1438,0-44,52.29872631990119
1999_2006,C1438,45-64,55.5246618115141
1999_2006,C1438,65-79,55.921975494804954
1999_2006,C1438,80+,58.2470679433267
1999_2006,C1439,0-44,51.275426833699335
1999_2006,C1439,45-64,53.10066136443471
1999_2006,C1439,65-79,51.6580767076709
1999_2006,C1439,80+,54.39994991035008
1999_2006,C144,0-44,55.26194908289541
1999_2006,C144,45-64,61.04612710253253
1999_2006,C144,65-79,58.43051868263169
1999_2006,C144,80+,60.06024082197165
1999_2006,C1440,0-44,53.95688335156902
1999_2006,C1440,45-64,57.909645231613894
1999_2006,C1440,65-79,56.38083652257443
1999_2006,C1440,80+,59.58076518513267
1999_2006,C1443,0-44,51.281983518104255
1999_2006,C1443,45-64,60.05164889170252
1999_2006,C1443,65-79,57.34376278893362
1999_2006,C1443,80+,58.360208697843525
1999_2006,C1444,0-44,46.70664990617291
1999_2006,C1444,45-64,55.857744275352445
1999_2006,C1444,65-79,54.85126619402713
1999_2006,C1444,80+,61.18036625405362
1999_2006,C1445,0-44,46.04816622696078
1999_2006,C1445,45-64,57.00535399263614
1999_2006,C1445,65-79,55.623067435681506
1999_2006,C1445,80+,58.76433714747191
1999_2006,C1446,0-44,53.00814419294136
1999_2006,C1446,45-64,57.25361195322576
1999_2006,C1446,65-79,55.565014033395876
1999_2006,C1446,80+,61.01181889032164
1999_2006,C1447,0-44,52.82486435100317
1999_2006,C1447,45-64,61.134104830549916
1999_2006,C1447,65-79,59.125932233036856
1999_2006,C1447,80+,59.87702390013405
1999_2006,C1448,0-44,48.61089393883195
1999_2006,C1448,45-64,56.922628763026715
1999_2006,C1448,65-79,54.02200807256141
1999_2006,C1448,80+,57.91800820890384
1999_2006,C1449,0-44,48.77826914101361
1999_2006,C1449,45-64,52.76383396115894
1999_2006,C1449,65-79,55.35938056197866
1999_2006,C1449,80+,57.06554768758109
1999_2006,C145,0-44,56.884471709684995
1999_2006,C145,45-64,61.920332575821426
1999_2006,C145,65-79,56.89005359649724
1999_2006,C145,80+,57.607882623977794
1999_2006,C1450,0-44,54.61239262296907
1999_2006,C1450,45-64,55.81292163815914
1999_2006,C1450,65-79,55.271440429344224
1999_2006,C1450,80+,60.85822145849013
1999_2006,C1451,0-44,48.75597737671132
1999_2006,C1451,45-64,57.985752382692546
1999_2006,C1451,65-79,55.78601405702087
1999_2006,C1451,80+,59.138628907195674
1999_2006,C1452,0-44,47.54307629633413
1999_2006,C1452,45-64,55.77719029399031
1999_2006,C1452,65-79,57.01681623744353
1999_2006,C1452,80+,59.39449894300813
1999_2006,C1453,0-44,50.88167761731406
1999_2006,C1453,45-64,55.90016681841106
1999_2006,C1453,65-79,57.51564586961533
1999_2006,C1453,80+,59.43036342697949
1999_2006,C1454,0-44,52.31333518854993
1999_2006,C1454,45-64,57.33143522642463
1999_2006,C1454,65-79,55.944302321359245
1999_2006,C1454,80+,59.31221357459147
1999_2006,C1455,0-44,46.73513022029256
1999_2006,C1455,45-64,55.85721626257781
1999_2006,C1455,65-79,56.05370484279594
1999_2006,C1455,80+,61.86641191712734
1999_2006,C1458,0-44,49.41000998560925
1999_2006,C1458,45-64,54.35766190163256
1999_2006,C1458,65-79,51.35423840134101
1999_2006,C1458,80+,57.87151053703255
1999_2006,C1459,0-44,46.56407869508557
1999_2006,C1459,45-64,57.27284212222844
1999_2006,C1459,65-79,57.44890645610952
1999_2006,C1459,80+,61.2749878608654
1999_2006,C146,0-44,54.10617814279561
1999_2006,C146,45-64,59.10345996561261
1999_2006,C146,65-79,56.90583786693881
1999_2006,C146,80+,61.15167720862094
1999_2006,C1460,0-44,45.14093523090746
1999_2006,C1460,45-64,54.383612233410744
1999_2006,C1460,65-79,50.632209529030646
1999_2006,C1460,80+,56.95921885213793
1999_2006,C1461,0-44,47.60904684453785
1999_2006,C1461,45-64,51.141630209172384
1999_2006,C1461,65-79,53.18362464164737
1999_2006,C1461,80+,58.918865935341586
1999_2006,C1462,0-44,50.39675874996534
1999_2006,C1462,45-64,57.43948914854815
1999_2006,C1462,65-79,56.26698941610719
1999_2006,C1462,80+,57.20080705015906
1999_2006,C1463,0-44,49.73894527915378
1999_2006,C1463,45-64,51.540582130024006
1999_2006,C1463,65-79,54.61028417828607
1999_2006,C1463,80+,57.14904842594067
1999_2006,C1464,0-44,52.43043279428649
1999_2006,C1464,45-64,56.99379318455913
1999_2006,C1464,65-79,55.24173623275073
1999_2006,C1464,80+,61.155799560495254
1999_2006,C1466,0-44,52.68817721449148
1999_2006,C1466,45-64,53.91524589250375
1999_2006,C1466,65-79,54.86379102561373
1999_2006,C1466,80+,57.64974466142751
1999_2006,C1467,0-44,46.45300644244216
1999_2006,C1467,45-64,53.57991410533344
1999_2006,C1467,65-79,51.49116890456945
1999_2006,C1467,80+,55.926074148885306
1999_2006,C1468,0-44,49.32499616995282
1999_2006,C1468,45-64,50.631801078650874
1999_2006,C1468,65-79,55.10559760052317
1999_2006,C1468,80+,57.64420392440035
1999_2006,C1469,0-44,51.27488319374547
1999_2006,C1469,45-64,57.42547835974272
1999_2006,C1469,65-79,55.079474911631884
1999_2006,C1469,80+,58.90894464924875
1999_2006,C147,0-44,58.46316130540475
1999_2006,C147,45-64,61.315966836974056
1999_2006,C147,65-79,56.617403679589124
1999_2006,C147,80+,58.81841078031076
1999_2006,C1470,0-44,50.831780548739175
1999_2006,C1470,45-64,52.48493645861696
1999_2006,C1470,65-79,56.173385515050754
1999_2006,C1470,80+,56.88876237673265
1999_2006,C1472,0-44,48.13908145910189
1999_2006,C1472,45-64,52.73278267007033
1999_2006,C1472,65-79,54.158641999177036
1999_2006,C1472,80+,57.203681765538285
1999_2006,C1473,0-44,45.497124390247365
1999_2006,C1473,45-64,55.25927634847534
1999_2006,C1473,65-79,51.77002917438096
1999_2006,C1473,80+,54.44508649093557
1999_2006,C1474,0-44,45.209593113934886
1999_2006,C1474,45-64,52.14842769735644
1999_2006,C1474,65-79,54.05561426665239
1999_2006,C1474,80+,55.56467604674149
1999_2006,C1475,0-44,51.90376208328937
1999_2006,C1475,45-64,58.75677107378024
1999_2006,C1475,65-79,57.71285700430569
1999_2006,C1475,80+,60.184201362423124
1999_2006,C1476,0-44,48.35112997622099
1999_2006,C1476,45-64,50.84428604619793
1999_2006,C1476,65-79,52.51138928626629
1999_2006,C1476,80+,56.79377665004676
1999_2006,C1477,0-44,48.072184902713964
1999_2006,C1477,45-64,56.41381737991329
1999_2006,C1477,65-79,57.67533495670685
1999_2006,C1477,80+,58.007072318174885
