period,cluster,age_bucket,detail_mcod_age
2015_2022,C1477,80+,58.958405957102094
2015_2022,C1478,80+,59.933106230874
2015_2022,C1479,80+,56.69247318083135
2015_2022,C148,80+,61.50445215975947
2015_2022,C1480,80+,58.30323753723605
2015_2022,C1481,80+,61.125071828750215
2015_2022,C1482,80+,59.116410836802466
2015_2022,C1483,80+,57.573788779232885
2015_2022,C1484,80+,57.95881863098455
2015_2022,C1485,80+,60.15043010285887
2015_2022,C1486,80+,59.36864692946517
2015_2022,C1487,80+,58.76831623572429
2015_2022,C1488,80+,59.574321909450624
2015_2022,C1489,80+,57.996043417980275
2015_2022,C149,80+,61.332357988923604
2015_2022,C1492,80+,60.83416875995669
2015_2022,C1493,80+,58.90537680143497
2015_2022,C1494,80+,58.63637510702138
2015_2022,C1496,80+,59.43816341633596
2015_2022,C1497,80+,58.020894397823255
2015_2022,C1498,80+,59.81354673504211
2015_2022,C1499,80+,62.82088087787591
2015_2022,C15,80+,60.76574778161356
2015_2022,C150,80+,60.8366543029554
2015_2022,C1500,80+,59.759440542759954
2015_2022,C1501,80+,55.86943364606855
2015_2022,C1502,80+,57.80464904489316
2015_2022,C1503,80+,58.95634715871158
2015_2022,C1504,80+,56.24697382887532
2015_2022,C1505,80+,60.488575911869276
2015_2022,C1507,80+,59.085970061295704
2015_2022,C1508,80+,57.252547168873306
2015_2022,C1509,80+,59.18267045653904
2015_2022,C151,80+,62.29914583061071
2015_2022,C1515,80+,58.25591986313633
2015_2022,C1516,80+,59.804854677262675
2015_2022,C1517,80+,58.179152944865905
2015_2022,C1519,80+,58.96329887906598
2015_2022,C152,80+,62.368466200544006
2015_2022,C1521,80+,59.67494798118999
2015_2022,C1522,80+,62.0043494040579
2015_2022,C1523,80+,60.737155050654394
2015_2022,C1524,80+,60.35141426919649
2015_2022,C1525,80+,59.85734819069724
2015_2022,C1526,80+,61.78419511370449
2015_2022,C1528,80+,60.541499155293515
2015_2022,C1529,80+,59.69478818636818
2015_2022,C153,80+,60.03334784429169
2015_2022,C1530,80+,57.27371354255357
2015_2022,C1531,80+,62.41750113590024
2015_2022,C1532,80+,60.1383097670537
2015_2022,C1533,80+,59.34089239704284
2015_2022,C1534,80+,62.00593547337812
2015_2022,C1535,80+,60.581142694004214
2015_2022,C1536,80+,61.24373027701138
2015_2022,C1537,80+,59.12275813313466
2015_2022,C1538,80+,59.476649211298586
2015_2022,C154,80+,60.73101684777668
2015_2022,C1540,80+,59.952163669554594
2015_2022,C1541,80+,58.98037657810223
2015_2022,C1542,80+,59.843490198510395
2015_2022,C1543,80+,61.44209318515524
2015_2022,C1545,80+,60.89787736598595
2015_2022,C1547,80+,58.67826368113066
2015_2022,C1549,80+,60.023568260134475
2015_2022,C155,80+,60.47294656805144
2015_2022,C1550,80+,58.950915998734125
2015_2022,C1551,80+,57.55992840261482
2015_2022,C1552,80+,61.24567579133988
2015_2022,C1553,80+,59.44912167836079
2015_2022,C1556,80+,60.32454088405544
2015_2022,C1557,80+,59.40181086765537
2015_2022,C156,80+,62.683100185526506
2015_2022,C1560,80+,59.727661006799266
2015_2022,C1561,80+,59.5107836509522
2015_2022,C1562,80+,57.306244280526684
2015_2022,C1564,80+,59.34590066643604
2015_2022,C1565,80+,60.262016206647694
2015_2022,C1566,80+,62.59970922016611
2015_2022,C1567,80+,60.233101699949394
2015_2022,C1568,80+,61.107107942622775
2015_2022,C1569,80+,58.587426237970256
2015_2022,C157,80+,61.037391879160076
2015_2022,C1570,80+,58.11064823876165
2015_2022,C1571,80+,59.27759448916218
2015_2022,C1572,80+,57.76813000043036
2015_2022,C1573,80+,56.91911667658195
2015_2022,C1575,80+,57.054683088854375
2015_2022,C1576,80+,57.463961743787486
2015_2022,C1578,80+,60.13109438749806
2015_2022,C1579,80+,60.73665144442491
2015_2022,C158,80+,60.29532087283764
2015_2022,C1580,80+,59.845467090884796
2015_2022,C1581,80+,59.05557028192528
2015_2022,C1582,80+,60.2730717946857
2015_2022,C1583,80+,55.46883369997676
2015_2022,C1584,80+,58.832879261110506
2015_2022,C1585,80+,62.007191168641484
2015_2022,C1586,80+,58.5467410638598
2015_2022,C1587,80+,59.15017248239298
2015_2022,C1588,80+,59.393262546935894
2015_2022,C1589,80+,62.39864019931224
2015_2022,C159,80+,61.99754199339693
2015_2022,C1590,80+,58.62787052031565
2015_2022,C1591,80+,57.70581485879242
2015_2022,C1592,80+,60.94674747831825
2015_2022,C1594,80+,62.246772415750044
2015_2022,C1595,80+,59.05083652346552
2015_2022,C1596,80+,60.43448362271921
2015_2022,C1597,80+,61.02538060044249
2015_2022,C1598,80+,57.98197143293066
2015_2022,C16,80+,60.35450870620621
2015_2022,C160,80+,59.02659121037624
2015_2022,C1600,80+,58.04181751239217
2015_2022,C1602,80+,56.7067910856827
2015_2022,C1603,80+,60.81965650495914
2015_2022,C1604,80+,61.189656637145944
2015_2022,C1605,80+,58.24503732073033
2015_2022,C1606,80+,57.08779534682012
2015_2022,C1607,80+,58.82278528637584
2015_2022,C1608,80+,58.97269733791231
2015_2022,C1609,80+,62.18410388278131
2015_2022,C161,80+,61.9828299911984
2015_2022,C1610,80+,60.23992889241521
2015_2022,C1611,80+,58.9721118284364
2015_2022,C1612,80+,58.77301069382147
2015_2022,C1613,80+,57.4105229051939
2015_2022,C1614,80+,57.753282183864386
2015_2022,C1615,80+,61.644125845028675
2015_2022,C1616,80+,60.170645795060196
2015_2022,C1617,80+,59.678337514550954
2015_2022,C1618,80+,58.83114412485138
2015_2022,C162,80+,62.98600929934734
2015_2022,C1620,80+,57.54004755727979
2015_2022,C1621,80+,60.97136914941255
2015_2022,C1622,80+,58.177860791555055
2015_2022,C1623,80+,57.7065617260832
2015_2022,C1624,80+,59.568265184049494
2015_2022,C1625,80+,58.60589079753474
2015_2022,C1626,80+,59.64891414063413
2015_2022,C1627,80+,59.92561761357505
2015_2022,C1628,80+,59.08418999705385
2015_2022,C163,80+,57.037919639282926
2015_2022,C1630,80+,59.711024373659924
2015_2022,C1631,80+,60.68186198974878
2015_2022,C1632,80+,60.97592162343936
2015_2022,C1633,80+,57.793948321657766
2015_2022,C1635,80+,58.17972264843836
2015_2022,C1636,80+,55.51261491587133
2015_2022,C1638,80+,58.19995704960123
2015_2022,C1639,80+,61.109235273101646
2015_2022,C164,80+,59.94572021640623
2015_2022,C1640,80+,58.10457299607065
2015_2022,C1641,80+,60.83921157996468
2015_2022,C1642,80+,60.19430081879614
2015_2022,C1643,80+,59.539179683491625
2015_2022,C1644,80+,58.341331044766726
2015_2022,C1645,80+,58.834411882853836
2015_2022,C1646,80+,59.50604376884278
2015_2022,C1647,80+,57.50474932900223
2015_2022,C1648,80+,61.31981446323161
2015_2022,C1649,80+,57.816530010543325
2015_2022,C165,80+,62.52327118556411
2015_2022,C1652,80+,59.77135203765276
2015_2022,C1653,80+,61.14463445184132
2015_2022,C1654,80+,59.23390541205883
2015_2022,C1655,80+,59.74161897229937
2015_2022,C1656,80+,61.200509117407265
2015_2022,C1658,80+,60.6935598212879
2015_2022,C1659,80+,57.218043435114694
2015_2022,C166,80+,61.28856699867215
2015_2022,C1660,80+,57.285372568313306
2015_2022,C1661,80+,57.433245314962335
2015_2022,C1662,80+,58.32725839008398
2015_2022,C1663,80+,59.88329711442184
2015_2022,C1664,80+,59.06537991542736
2015_2022,C1665,80+,57.7377675671382
2015_2022,C1666,80+,59.56642110866808
2015_2022,C1667,80+,59.591185778117065
2015_2022,C1668,80+,59.22507904614213
2015_2022,C1669,80+,62.01702896083716
2015_2022,C167,80+,61.970572026129965
2015_2022,C1670,80+,60.766563420050666
2015_2022,C1671,80+,59.45758908611845
2015_2022,C1672,80+,59.23500949261288
2015_2022,C1675,80+,59.63769015854726
2015_2022,C1677,80+,57.540735621963954
2015_2022,C1678,80+,60.37600695897037
2015_2022,C168,80+,62.1909745674733
2015_2022,C1681,80+,59.50689745040352
2015_2022,C1682,80+,56.51518286591478
2015_2022,C1683,80+,59.54954289267221
2015_2022,C1684,80+,59.3892041625269
2015_2022,C1687,80+,59.72416613953496
2015_2022,C1688,80+,58.59235684717727
2015_2022,C1689,80+,59.18318813200113
2015_2022,C169,80+,62.069098573976916
2015_2022,C1690,80+,59.45146402873756
2015_2022,C1693,80+,58.73465565203993
2015_2022,C1694,80+,58.98739652911851
2015_2022,C1695,80+,58.72829861373733
2015_2022,C1696,80+,62.807647533290066
2015_2022,C1697,80+,60.70963437690474
2015_2022,C1698,80+,60.42834737128124
2015_2022,C17,80+,61.68454652392675
2015_2022,C170,80+,60.06893311214013
2015_2022,C1700,80+,61.23520956021669
2015_2022,C1701,80+,58.279253470924374
2015_2022,C1703,80+,60.02443073386503
2015_2022,C1704,80+,62.614417932651065
2015_2022,C1705,80+,57.31786011430902
2015_2022,C1706,80+,57.01481399166646
2015_2022,C1708,80+,61.098777223457105
2015_2022,C1709,80+,60.04450484393574
2015_2022,C171,80+,61.27182274463293
2015_2022,C1710,80+,59.17953315152246
2015_2022,C1713,80+,60.184318785390566
2015_2022,C1714,80+,57.878323924101046
2015_2022,C1715,80+,59.83151909373466
2015_2022,C1716,80+,58.86039724586599
2015_2022,C1717,80+,61.30625740321753
2015_2022,C1718,80+,58.232235191245785
2015_2022,C1719,80+,59.63595248537153
2015_2022,C172,80+,60.154800803175526
2015_2022,C1720,80+,60.5450298059066
2015_2022,C1722,80+,58.68583141759558
2015_2022,C1723,80+,59.89684422389577
2015_2022,C1724,80+,61.35654582004541
2015_2022,C1725,80+,60.10276055830503
2015_2022,C1726,80+,59.45919901211512
2015_2022,C1728,80+,60.106793396682
2015_2022,C1729,80+,56.9479266740599
2015_2022,C173,80+,61.8755509395583
2015_2022,C1730,80+,58.96650820885307
2015_2022,C1731,80+,61.6262520034236
2015_2022,C1732,80+,60.606655848161026
2015_2022,C1733,80+,60.691805159642506
2015_2022,C1734,80+,59.33052132471244
2015_2022,C1735,80+,58.088035667592834
2015_2022,C1736,80+,63.254011494820205
2015_2022,C1737,80+,59.17400923705893
2015_2022,C1738,80+,58.85748452826641
2015_2022,C174,80+,60.3556329352526
2015_2022,C1740,80+,57.714464556171606
2015_2022,C1742,80+,59.87924011552591
2015_2022,C1743,80+,63.319314842478974
2015_2022,C1744,80+,59.42826734688885
2015_2022,C1746,80+,57.931885285746276
2015_2022,C1747,80+,60.61098869307112
2015_2022,C1748,80+,59.711834835832185
2015_2022,C1749,80+,59.64749372569802
2015_2022,C175,80+,61.33935116548152
2015_2022,C1750,80+,56.81748684051588
2015_2022,C1751,80+,57.707755598113984
2015_2022,C1752,80+,58.63496856130585
2015_2022,C1753,80+,59.76704057601972
2015_2022,C1754,80+,57.81217033050482
2015_2022,C1757,80+,60.47046797610723
2015_2022,C1758,80+,58.965047108995655
2015_2022,C176,80+,60.05140036109887
2015_2022,C1760,80+,59.53300349207581
2015_2022,C1761,80+,57.91404898275098
2015_2022,C1763,80+,59.409552516310264
2015_2022,C1766,80+,57.707809750100125
2015_2022,C1767,80+,58.983277340573544
2015_2022,C1769,80+,57.345199650393376
2015_2022,C177,80+,62.01155086151751
2015_2022,C1770,80+,62.455509159405715
2015_2022,C1772,80+,58.87441306749549
2015_2022,C1773,80+,60.190226903692825
2015_2022,C1775,80+,58.92322487839429
2015_2022,C1776,80+,58.13783108388766
2015_2022,C1778,80+,61.40732939424846
2015_2022,C1779,80+,59.7756100789007
2015_2022,C178,80+,61.87871503555071
2015_2022,C1780,80+,59.05720038926269
2015_2022,C1781,80+,58.507588309532295
2015_2022,C1782,80+,60.91533655599585
2015_2022,C1783,80+,60.056416308899664
2015_2022,C1784,80+,57.6231125564127
2015_2022,C1785,80+,63.14829918744498
2015_2022,C1787,80+,58.8857599801526
2015_2022,C179,80+,63.21213318369518
2015_2022,C1790,80+,59.41240712023677
2015_2022,C1791,80+,59.37530712200554
2015_2022,C1792,80+,59.329398586701984
2015_2022,C1793,80+,59.359302536860305
2015_2022,C1794,80+,59.170765020041635
2015_2022,C1795,80+,59.904908479800866
2015_2022,C1796,80+,57.87819756855612
2015_2022,C1797,80+,56.8251936964774
2015_2022,C1798,80+,61.55618514952626
2015_2022,C1799,80+,58.5305787331575
2015_2022,C18,80+,64.34085965487084
2015_2022,C180,80+,62.77757872384005
2015_2022,C1800,80+,61.28739971610198
2015_2022,C1801,80+,60.21991496673884
2015_2022,C1802,80+,58.50895951037485
2015_2022,C1803,80+,56.23360944701482
2015_2022,C1804,80+,59.22840245639584
2015_2022,C1805,80+,59.94476777752421
2015_2022,C1806,80+,62.171927296041844
2015_2022,C1807,80+,57.59609717252662
2015_2022,C1808,80+,57.643668678742216
2015_2022,C1809,80+,59.961029217074085
2015_2022,C181,80+,60.84362525606117
2015_2022,C1810,80+,58.91408792965768
2015_2022,C1811,80+,57.883360202049595
2015_2022,C1812,80+,60.27818987602624
2015_2022,C1813,80+,62.39496058839004
2015_2022,C1814,80+,59.65332373965068
2015_2022,C1815,80+,59.599728536925845
2015_2022,C1816,80+,57.58733944684035
2015_2022,C1817,80+,60.42366506598643
2015_2022,C1818,80+,60.66408653039081
2015_2022,C1819,80+,57.88455380011702
2015_2022,C182,80+,58.879725894035516
2015_2022,C1820,80+,59.837119147662534
2015_2022,C1822,80+,57.70966847954304
2015_2022,C1824,80+,59.23278193259817
2015_2022,C1825,80+,58.555158930434736
2015_2022,C1827,80+,57.55161228796389
2015_2022,C183,80+,61.98694192693312
2015_2022,C1831,80+,57.14888470960854
2015_2022,C1832,80+,60.3412698201674
2015_2022,C1833,80+,58.649955539137366
2015_2022,C1835,80+,58.212920444780345
2015_2022,C184,80+,60.80556468705271
2015_2022,C1840,80+,57.1222476019626
2015_2022,C1843,80+,57.70853295055109
2015_2022,C1844,80+,61.37490221030535
2015_2022,C1846,80+,62.037394234613046
2015_2022,C1847,80+,57.457705789349575
2015_2022,C1848,80+,58.271940038436824
2015_2022,C185,80+,60.68035158804524
2015_2022,C1852,80+,57.151410123116015
2015_2022,C1854,80+,58.81246413125552
2015_2022,C1855,80+,58.46527931686781
2015_2022,C1857,80+,58.50462663677769
2015_2022,C1858,80+,58.63783909340156
2015_2022,C1859,80+,61.13166586352334
2015_2022,C186,80+,62.24068913090182
2015_2022,C1861,80+,58.01043329824792
2015_2022,C1862,80+,57.09416719179828
2015_2022,C1863,80+,59.9251928299169
2015_2022,C1866,80+,60.06179347148378
2015_2022,C1868,80+,61.55014776935354
2015_2022,C1869,80+,59.882942071407584
2015_2022,C187,80+,62.76739340364639
2015_2022,C1870,80+,58.37020099626773
2015_2022,C1871,80+,59.0028163122049
2015_2022,C1873,80+,58.93989661372648
2015_2022,C1876,80+,59.2550082736329
2015_2022,C1879,80+,59.3225059140269
2015_2022,C188,80+,60.255644058595166
2015_2022,C1882,80+,63.73009196074134
2015_2022,C1883,80+,58.07261212049349
2015_2022,C1884,80+,58.415755245065284
2015_2022,C189,80+,60.58109546504339
2015_2022,C1892,80+,59.751462580031806
2015_2022,C1894,80+,63.80180358014739
2015_2022,C1897,80+,58.5807796242672
2015_2022,C1898,80+,58.256331896763356
2015_2022,C19,80+,60.092479811549666
2015_2022,C190,80+,61.68050913307668
2015_2022,C1901,80+,58.25488877778892
2015_2022,C1906,80+,58.68746712463696
2015_2022,C1909,80+,58.122298741022384
2015_2022,C191,80+,62.301364159821325
2015_2022,C1910,80+,58.83658104826149
2015_2022,C1911,80+,57.63442709511022
2015_2022,C1912,80+,59.514472218875355
2015_2022,C1915,80+,59.8520564563053
2015_2022,C1916,80+,58.49143087682602
2015_2022,C1917,80+,58.73654702767565
2015_2022,C1918,80+,58.9150042225487
2015_2022,C192,80+,56.21532047467224
2015_2022,C1920,80+,58.22197440740423
2015_2022,C1922,80+,57.19320162809581
2015_2022,C1924,80+,62.87074706990179
2015_2022,C1925,80+,58.335026983639274
2015_2022,C193,80+,59.30222394018841
2015_2022,C1930,80+,57.66700348914896
2015_2022,C1932,80+,58.95664082549766
2015_2022,C1938,80+,63.522745302442594
2015_2022,C194,80+,61.68578014850072
2015_2022,C1943,80+,64.09279635086442
2015_2022,C1947,80+,58.634114877297336
2015_2022,C1949,80+,58.760352812608126
2015_2022,C195,80+,61.423922696089704
2015_2022,C1953,80+,58.435854171322255
2015_2022,C1954,80+,57.73458463426515
2015_2022,C1957,80+,60.565364603835775
2015_2022,C196,80+,57.22970309762918
2015_2022,C1960,80+,60.08032235922147
2015_2022,C1963,80+,57.140724507099065
2015_2022,C1964,80+,56.86978921418638
2015_2022,C1965,80+,62.07353580002567
2015_2022,C197,80+,60.93343617372908
2015_2022,C1970,80+,60.553643304980284
2015_2022,C1976,80+,62.99710484734817
2015_2022,C198,80+,59.241422248551046
2015_2022,C1981,80+,59.02700474498038
2015_2022,C1983,80+,61.135223110300764
2015_2022,C1986,80+,58.22732828414016
2015_2022,C199,80+,61.48195747049694
2015_2022,C1990,80+,58.299929555076815
2015_2022,C1991,80+,58.36375124147562
2015_2022,C1996,80+,61.441926741340524
2015_2022,C2,80+,61.081554085845
2015_2022,C20,80+,61.112826489660556
2015_2022,C200,80+,61.92191181939333
2015_2022,C2002,80+,60.50468679974906
2015_2022,C2006,80+,63.955225641292586
2015_2022,C201,80+,60.46149701472169
2015_2022,C2010,80+,61.33788096815361
2015_2022,C2011,80+,58.41408767433618
2015_2022,C2015,80+,62.88385778648124
2015_2022,C2017,80+,57.43821204487226
2015_2022,C2019,80+,59.029635100889315
2015_2022,C202,80+,61.90164131034964
2015_2022,C2022,80+,61.10367045581904
2015_2022,C2028,80+,59.830534989401855
2015_2022,C2029,80+,63.15495223174285
2015_2022,C203,80+,57.85059417792361
2015_2022,C2031,80+,59.32139900407692
2015_2022,C2038,80+,61.96071147760804
2015_2022,C204,80+,58.293264834963615
2015_2022,C2040,80+,62.68950173069685
2015_2022,C2043,80+,57.71028512673411
2015_2022,C2044,80+,60.794883752915275
2015_2022,C2047,80+,59.86262621322835
2015_2022,C205,80+,55.81285482667388
2015_2022,C2053,80+,61.78831667183377
2015_2022,C206,80+,59.74233646533085
2015_2022,C207,80+,61.68522879958732
2015_2022,C2072,80+,61.01701695444629
2015_2022,C208,80+,60.9176972778674
2015_2022,C209,80+,62.224038502767236
2015_2022,C21,80+,61.41139679619076
2015_2022,C210,80+,59.951557809395226
2015_2022,C211,80+,60.68646150753151
2015_2022,C212,80+,61.814855885639254
2015_2022,C213,80+,60.618676223356204
2015_2022,C214,80+,61.74776304309708
2015_2022,C215,80+,60.79326127677109
2015_2022,C216,80+,61.661325227118134
2015_2022,C217,80+,60.55904763074772
2015_2022,C218,80+,54.30023562615571
2015_2022,C219,80+,59.85376562506019
2015_2022,C22,80+,60.314091722937555
2015_2022,C220,80+,60.705940536758305
2015_2022,C221,80+,61.25786199316695
2015_2022,C222,80+,60.984661359106276
2015_2022,C223,80+,59.53962601922719
2015_2022,C224,80+,63.12664576745306
2015_2022,C225,80+,61.52103632778507
2015_2022,C226,80+,59.98116797444411
2015_2022,C227,80+,62.65144784679303
2015_2022,C228,80+,61.61247936182399
2015_2022,C229,80+,59.26239107313979
2015_2022,C23,80+,61.25659583541977
2015_2022,C230,80+,59.77716219288677
2015_2022,C231,80+,61.4246905534822
2015_2022,C232,80+,59.93462601876293
2015_2022,C233,80+,60.49432526615628
2015_2022,C234,80+,64.38371329857009
2015_2022,C235,80+,62.08412568443342
2015_2022,C236,80+,59.509115961760735
2015_2022,C237,80+,59.83696543708594
2015_2022,C238,80+,63.63281521869587
2015_2022,C239,80+,61.22815029035695
2015_2022,C24,80+,62.77851058037156
2015_2022,C240,80+,61.602449508770704
2015_2022,C241,80+,59.96426642621487
2015_2022,C242,80+,61.004261886157664
2015_2022,C243,80+,59.18765857483004
2015_2022,C244,80+,63.2473537027842
2015_2022,C245,80+,59.16454718956468
2015_2022,C246,80+,60.2070415948196
2015_2022,C247,80+,62.73784560113015
2015_2022,C248,80+,61.99873916930584
2015_2022,C249,80+,60.53430850084402
2015_2022,C25,80+,60.59973765064212
2015_2022,C250,80+,59.818302004320806
2015_2022,C251,80+,59.94165744181999
2015_2022,C252,80+,58.1235277876508
2015_2022,C253,80+,62.78810503475705
2015_2022,C254,80+,61.56457163137836
2015_2022,C255,80+,58.78417187671491
2015_2022,C256,80+,58.42543046415493
2015_2022,C257,80+,62.7097101750132
2015_2022,C258,80+,56.12405217512463
2015_2022,C259,80+,60.00662535196081
2015_2022,C26,80+,61.367488557349674
2015_2022,C260,80+,58.94109098999653
2015_2022,C261,80+,59.09951734871124
2015_2022,C262,80+,61.41762053387819
2015_2022,C263,80+,59.763499696924896
2015_2022,C264,80+,59.974973636804755
2015_2022,C265,80+,60.97767053175038
2015_2022,C266,80+,61.02683700131199
2015_2022,C267,80+,58.991626479013185
2015_2022,C268,80+,60.5916576568242
2015_2022,C269,80+,60.525613005325475
2015_2022,C27,80+,58.527398454461114
2015_2022,C270,80+,60.15240707505766
2015_2022,C271,80+,59.387147380308534
2015_2022,C272,80+,61.630237216416454
2015_2022,C273,80+,60.96881128343462
2015_2022,C274,80+,60.68703809375443
2015_2022,C275,80+,59.36139299628362
2015_2022,C276,80+,60.50424199058826
2015_2022,C277,80+,58.85696166691549
2015_2022,C278,80+,61.01483114738448
2015_2022,C279,80+,61.807082282258875
2015_2022,C28,80+,60.38403161050607
2015_2022,C280,80+,59.331286830236536
2015_2022,C281,80+,59.24065834050569
2015_2022,C282,80+,57.90926490422779
2015_2022,C283,80+,60.0474180017863
2015_2022,C284,80+,63.567598841116
2015_2022,C285,80+,60.91535510140644
2015_2022,C286,80+,61.63751825457015
2015_2022,C287,80+,62.13084301043093
2015_2022,C288,80+,62.93381994519554
2015_2022,C289,80+,58.32903287541824
2015_2022,C29,80+,61.755879618399575
2015_2022,C290,80+,60.76233787535141
2015_2022,C291,80+,63.467249630453644
2015_2022,C292,80+,61.16102522716008
2015_2022,C293,80+,60.58646400241672
2015_2022,C294,80+,61.46957644501346
2015_2022,C295,80+,58.99513982885211
2015_2022,C296,80+,59.91588884332469
2015_2022,C297,80+,60.38791861864569
2015_2022,C298,80+,60.219735581321146
2015_2022,C299,80+,59.98105867959609
2015_2022,C3,80+,61.44979766633971
2015_2022,C30,80+,61.76247688038922
2015_2022,C300,80+,60.21100316565787
2015_2022,C301,80+,56.27929987805379
2015_2022,C302,80+,61.8197923558252
2015_2022,C303,80+,62.98692673536713
2015_2022,C304,80+,58.24089727471529
2015_2022,C305,80+,59.7331786436782
2015_2022,C306,80+,61.838199608382446
2015_2022,C307,80+,61.231769671107294
2015_2022,C308,80+,60.1581810266401
2015_2022,C309,80+,57.541353709108414
2015_2022,C31,80+,60.78116696846428
2015_2022,C310,80+,60.73421495591258
2015_2022,C311,80+,62.106062317442074
2015_2022,C312,80+,60.97314293790932
2015_2022,C313,80+,58.060135763241085
2015_2022,C314,80+,62.01116839041037
2015_2022,C315,80+,58.9191962191565
2015_2022,C316,80+,61.275305438810726
2015_2022,C317,80+,60.88252208629683
2015_2022,C318,80+,59.38010056188715
2015_2022,C319,80+,61.605271265039974
2015_2022,C32,80+,59.178304672719015
2015_2022,C320,80+,51.69530894487918
2015_2022,C321,80+,63.19557179557806
2015_2022,C322,80+,61.62051064475608
2015_2022,C323,80+,59.41638438173192
2015_2022,C324,80+,61.38101683047179
2015_2022,C325,80+,56.835345696371164
2015_2022,C326,80+,63.68842051137435
2015_2022,C327,80+,62.09288347376246
2015_2022,C328,80+,59.20460519274377
2015_2022,C329,80+,64.24771470765864
2015_2022,C33,80+,60.67604716769357
2015_2022,C330,80+,59.51516811803284
2015_2022,C331,80+,63.87853064023445
2015_2022,C332,80+,60.323221668326376
2015_2022,C333,80+,61.56459070760929
2015_2022,C334,80+,60.35475465154567
2015_2022,C335,80+,62.76894126191625
2015_2022,C336,80+,61.189576974667
2015_2022,C337,80+,60.23091043462198
2015_2022,C338,80+,62.28680746251155
2015_2022,C339,80+,59.80844669366229
2015_2022,C34,80+,62.380127810643536
2015_2022,C340,80+,61.02441992349345
2015_2022,C341,80+,53.159188561627
2015_2022,C342,80+,60.738785952122164
2015_2022,C343,80+,61.14109221314466
2015_2022,C344,80+,59.08204741686433
2015_2022,C345,80+,60.475748907045464
2015_2022,C346,80+,62.49443023329331
2015_2022,C347,80+,59.165385975435534
2015_2022,C348,80+,61.1608503241444
2015_2022,C349,80+,61.886230742852646
2015_2022,C35,80+,61.150277135126885
2015_2022,C350,80+,61.33823351234961
2015_2022,C351,80+,58.266674751415636
2015_2022,C352,80+,60.17443584266999
2015_2022,C353,80+,60.77599595469994
2015_2022,C354,80+,58.09671736255221
2015_2022,C355,80+,59.59751700589806
2015_2022,C356,80+,58.92354611386731
2015_2022,C357,80+,62.39294470010501
2015_2022,C358,80+,61.055128973284646
2015_2022,C359,80+,57.5930193165164
2015_2022,C36,80+,62.711928423674145
2015_2022,C360,80+,62.76734341588471
2015_2022,C361,80+,61.11041624157059
2015_2022,C362,80+,60.359254869327316
2015_2022,C363,80+,63.42751013944028
2015_2022,C364,80+,59.08166311571499
2015_2022,C365,80+,62.32073379851786
2015_2022,C366,80+,60.16705143316991
2015_2022,C367,80+,62.25707802002766
2015_2022,C368,80+,60.52127901716326
2015_2022,C369,80+,61.099895884110225
2015_2022,C37,80+,59.36770622439618
2015_2022,C370,80+,60.21934023701605
2015_2022,C371,80+,59.17347751868189
2015_2022,C372,80+,60.537069197108615
2015_2022,C373,80+,61.33736646757442
2015_2022,C374,80+,58.645043059748744
2015_2022,C375,80+,62.64387282964134
2015_2022,C376,80+,60.044920327209105
2015_2022,C377,80+,60.10823591993314
2015_2022,C378,80+,58.96420691918819
2015_2022,C379,80+,60.026349586659386
2015_2022,C38,80+,61.39538540338263
2015_2022,C380,80+,59.73916541013595
2015_2022,C381,80+,62.53517629372273
2015_2022,C382,80+,57.95713880151309
2015_2022,C383,80+,60.3290171965461
2015_2022,C384,80+,59.17464099038138
2015_2022,C385,80+,60.96153971533716
2015_2022,C386,80+,60.64113327697389
2015_2022,C387,80+,62.323184355809524
2015_2022,C388,80+,60.47788166422809
2015_2022,C389,80+,59.94119199456573
2015_2022,C39,80+,60.41162095030442
2015_2022,C390,80+,61.5703331954648
2015_2022,C391,80+,60.16877833501513
2015_2022,C392,80+,61.85566970803567
2015_2022,C393,80+,58.916775049254795
2015_2022,C394,80+,60.16403557786997
2015_2022,C395,80+,58.346529123013006
2015_2022,C396,80+,53.92875601750283
2015_2022,C397,80+,59.69912153273518
2015_2022,C398,80+,58.45236978160372
2015_2022,C399,80+,61.63124130060115
2015_2022,C4,80+,62.81888917253644
2015_2022,C40,80+,62.81661202089434
2015_2022,C400,80+,60.11400185966557
2015_2022,C401,80+,60.83310178232431
2015_2022,C402,80+,60.02297350867825
2015_2022,C403,80+,60.97036822228084
2015_2022,C404,80+,60.12253002740024
2015_2022,C405,80+,60.9010335340027
2015_2022,C406,80+,60.27356267550611
2015_2022,C407,80+,58.67265369080496
2015_2022,C408,80+,60.98385766559963
2015_2022,C409,80+,61.41375491220184
2015_2022,C41,80+,60.400411195944976
2015_2022,C410,80+,60.8874555142993
2015_2022,C411,80+,57.67329575105981
2015_2022,C412,80+,61.77606864634398
2015_2022,C413,80+,59.651660835861
2015_2022,C414,80+,59.80787933551452
2015_2022,C415,80+,62.0258300766846
2015_2022,C416,80+,62.047160483559786
2015_2022,C417,80+,61.80464683972342
2015_2022,C418,80+,58.92345291153405
2015_2022,C419,80+,59.35860628133087
2015_2022,C42,80+,62.12494511568216
2015_2022,C420,80+,59.790468505531884
2015_2022,C421,80+,59.72363371496961
2015_2022,C422,80+,60.20546458013525
2015_2022,C423,80+,59.596191462987306
2015_2022,C424,80+,60.30985860741372
2015_2022,C425,80+,59.35458211749275
2015_2022,C426,80+,60.60473904895297
