period,cluster,cluster_deaths,n_counties
2006_2012,18CS046,1883,1
2006_2012,18CS047,510,1
2006_2012,18CS048,758,1
2006_2012,19CS001,522,3
2006_2012,19CS002,609,5
2006_2012,19CS003,676,4
2006_2012,19CS004,1197,1
2006_2012,19CS005,619,2
2006_2012,19CS006,515,3
2006_2012,19CS007,581,3
2006_2012,19CS008,743,5
2006_2012,19CS009,602,4
2006_2012,19CS010,567,3
2006_2012,19CS011,598,2
2006_2012,19CS012,564,4
2006_2012,19CS013,526,1
2006_2012,19CS014,740,4
2006_2012,19CS015,1050,3
2006_2012,19CS016,829,1
2006_2012,19CS017,1293,4
2006_2012,19CS018,753,3
2006_2012,19CS019,583,2
2006_2012,19CS020,597,1
2006_2012,19CS021,1588,1
2006_2012,19CS022,460,2
2006_2012,19CS023,699,6
2006_2012,19CS024,626,4
2006_2012,19CS025,564,2
2006_2012,19CS026,504,2
2006_2012,19CS027,670,2
2006_2012,19CS028,1264,3
2006_2012,19CS029,797,5
2006_2012,19CS030,2915,1
2006_2012,19CS031,1362,1
2006_2012,19CS032,484,1
2006_2012,19CS033,755,6
2006_2012,19CS034,774,5
2006_2012,20CS001,674,4
2006_2012,20CS002,654,5
2006_2012,20CS003,528,3
2006_2012,20CS004,910,7
2006_2012,20CS005,905,2
2006_2012,20CS006,599,4
2006_2012,20CS007,721,2
2006_2012,20CS008,630,8
2006_2012,20CS009,473,3
2006_2012,20CS010,606,1
2006_2012,20CS011,802,6
2006_2012,20CS012,349,4
2006_2012,20CS013,421,7
2006_2012,20CS014,3242,1
2006_2012,20CS015,906,3
2006_2012,20CS016,540,1
2006_2012,20CS017,906,2
2006_2012,20CS018,615,13
2006_2012,20CS019,508,3
2006_2012,20CS020,682,1
2006_2012,20CS021,568,6
2006_2012,20CS022,3772,1
2006_2012,20CS023,1722,1
2006_2012,20CS024,693,7
2006_2012,20CS025,381,9
2006_2012,20CS026,1307,1
2006_2012,21CS001,959,5
2006_2012,21CS002,646,2
2006_2012,21CS003,1055,5
2006_2012,21CS004,709,3
2006_2012,21CS005,792,2
2006_2012,21CS006,714,1
2006_2012,21CS007,569,4
2006_2012,21CS008,1324,3
2006_2012,21CS009,800,3
2006_2012,21CS010,678,5
2006_2012,21CS011,794,4
2006_2012,21CS012,549,2
2006_2012,21CS013,867,4
2006_2012,21CS014,798,2
2006_2012,21CS015,792,1
2006_2012,21CS016,600,1
2006_2012,21CS017,557,3
2006_2012,21CS018,570,4
2006_2012,21CS019,886,1
2006_2012,21CS020,918,2
2006_2012,21CS021,1000,3
2006_2012,21CS022,2006,1
2006_2012,21CS023,633,2
2006_2012,21CS024,502,2
2006_2012,21CS025,974,2
2006_2012,21CS026,635,2
2006_2012,21CS027,800,3
2006_2012,21CS028,748,2
2006_2012,21CS029,6828,1
2006_2012,21CS030,913,5
2006_2012,21CS031,1331,1
2006_2012,21CS032,887,3
2006_2012,21CS033,756,2
2006_2012,21CS034,535,1
2006_2012,21CS035,569,3
2006_2012,21CS036,689,5
2006_2012,21CS037,650,3
2006_2012,21CS038,839,1
2006_2012,21CS039,548,5
2006_2012,21CS040,757,1
2006_2012,21CS041,703,1
2006_2012,21CS042,480,2
2006_2012,21CS043,758,5
2006_2012,21CS044,822,7
2006_2012,22CS001,963,2
2006_2012,22CS002,2091,4
2006_2012,22CS003,664,1
2006_2012,22CS004,854,3
2006_2012,22CS005,677,2
2006_2012,22CS006,757,4
2006_2012,22CS007,1371,2
2006_2012,22CS008,2687,1
2006_2012,22CS009,1739,1
2006_2012,22CS010,601,2
2006_2012,22CS011,733,5
2006_2012,22CS012,3638,2
2006_2012,22CS013,503,3
2006_2012,22CS014,1316,2
2006_2012,22CS015,687,1
2006_2012,22CS016,1024,4
2006_2012,22CS017,4084,2
2006_2012,22CS018,1610,1
2006_2012,22CS019,743,1
2006_2012,22CS020,899,1
2006_2012,22CS021,632,2
2006_2012,22CS022,1261,6
2006_2012,22CS023,2785,1
2006_2012,22CS024,1468,1
2006_2012,22CS025,285,1
2006_2012,22CS026,904,3
2006_2012,22CS027,1786,3
2006_2012,22CS028,542,1
2006_2012,22CS029,1845,1
2006_2012,22CS030,989,1
2006_2012,23CS001,983,1
2006_2012,23CS002,828,1
2006_2012,23CS003,2356,1
2006_2012,23CS004,918,2
2006_2012,23CS005,920,2
2006_2012,23CS006,1241,1
2006_2012,23CS007,745,2
2006_2012,23CS008,711,2
2006_2012,23CS009,1612,2
2006_2012,23CS010,494,1
2006_2012,23CS011,1691,1
2006_2012,24CS001,1138,2
2006_2012,24CS002,3785,1
2006_2012,24CS003,7392,1
2006_2012,24CS004,6586,1
2006_2012,24CS005,598,1
2006_2012,24CS006,1091,3
2006_2012,24CS007,1286,1
2006_2012,24CS008,818,1
2006_2012,24CS009,850,1
2006_2012,24CS010,1440,1
2006_2012,24CS011,1766,1
2006_2012,24CS012,1322,1
2006_2012,24CS013,616,2
2006_2012,24CS014,10472,1
2006_2012,24CS016,813,2
2006_2012,24CS017,690,1
2006_2012,24CS018,1292,1
2006_2012,24CS019,935,1
2006_2012,25CS001,2932,3
2006_2012,25CS002,1467,1
2006_2012,25CS003,4853,1
2006_2012,25CS004,5951,1
2006_2012,25CS005,630,1
2006_2012,25CS006,4212,1
2006_2012,25CS007,1190,1
2006_2012,25CS008,10692,1
2006_2012,25CS009,5273,1
2006_2012,25CS010,4004,1
2006_2012,25CS011,4657,1
2006_2012,25CS012,6560,1
2006_2012,26CS001,674,3
2006_2012,26CS002,594,3
2006_2012,26CS003,909,1
2006_2012,26CS004,876,4
2006_2012,26CS005,916,3
2006_2012,26CS006,522,1
2006_2012,26CS007,1104,1
2006_2012,26CS008,813,3
2006_2012,26CS009,1690,1
2006_2012,26CS010,838,2
2006_2012,26CS011,1381,1
2006_2012,26CS012,427,1
2006_2012,26CS013,556,2
2006_2012,26CS014,543,3
2006_2012,26CS015,688,2
2006_2012,26CS016,510,1
2006_2012,26CS017,797,4
2006_2012,26CS018,753,3
2006_2012,26CS019,916,1
2006_2012,26CS020,4026,1
2006_2012,26CS021,938,2
2006_2012,26CS022,848,2
2006_2012,26CS023,897,2
2006_2012,26CS024,1917,1
2006_2012,26CS025,462,1
2006_2012,26CS026,1475,1
2006_2012,26CS027,1964,1
2006_2012,26CS028,4113,1
2006_2012,26CS029,608,3
2006_2012,26CS030,729,1
2006_2012,26CS031,875,1
2006_2012,26CS032,1216,1
2006_2012,26CS033,7646,1
2006_2012,26CS034,629,1
2006_2012,26CS035,560,2
2006_2012,26CS036,677,1
2006_2012,26CS037,1297,1
2006_2012,26CS038,547,1
2006_2012,26CS039,1571,1
2006_2012,26CS040,683,2
2006_2012,26CS041,780,5
2006_2012,26CS042,9319,1
2006_2012,26CS043,1605,1
2006_2012,26CS044,2001,1
2006_2012,26CS045,629,1
2006_2012,26CS046,1593,1
2006_2012,26CS047,569,1
2006_2012,26CS048,535,1
2006_2012,26CS049,733,1
2006_2012,26CS050,1961,1
2006_2012,26CS051,18113,1
2006_2012,27CS001,694,2
2006_2012,27CS002,1631,1
2006_2012,27CS003,1183,2
2006_2012,27CS004,997,4
2006_2012,27CS005,696,3
2006_2012,27CS006,414,1
2006_2012,27CS007,842,2
2006_2012,27CS008,592,2
2006_2012,27CS009,433,1
2006_2012,27CS010,1133,6
2006_2012,27CS011,2091,1
2006_2012,27CS012,539,3
2006_2012,27CS013,913,3
2006_2012,27CS014,769,3
2006_2012,27CS015,700,2
2006_2012,27CS016,664,2
2006_2012,27CS017,7642,1
2006_2012,27CS018,636,3
2006_2012,27CS019,760,3
2006_2012,27CS020,530,4
2006_2012,27CS021,653,3
2006_2012,27CS022,846,7
2006_2012,27CS023,918,1
2006_2012,27CS024,858,3
2006_2012,27CS025,3754,1
2006_2012,27CS026,409,1
2006_2012,27CS027,580,1
2006_2012,27CS028,438,1
2006_2012,27CS029,758,6
2006_2012,27CS030,666,7
2006_2012,27CS031,2764,5
2006_2012,27CS032,1172,1
2006_2012,27CS033,621,1
2006_2012,28CS001,679,3
2006_2012,28CS002,969,3
2006_2012,28CS003,770,4
2006_2012,28CS004,694,3
2006_2012,28CS005,661,2
2006_2012,28CS006,653,3
2006_2012,28CS007,578,3
2006_2012,28CS008,685,3
2006_2012,28CS009,554,3
2006_2012,28CS010,491,2
2006_2012,28CS011,529,3
2006_2012,28CS012,752,3
2006_2012,28CS013,662,3
2006_2012,28CS014,1189,2
2006_2012,28CS015,1062,2
2006_2012,28CS016,2069,2
2006_2012,28CS017,1936,1
2006_2012,28CS018,700,2
2006_2012,28CS019,1198,1
2006_2012,28CS020,603,3
2006_2012,28CS021,710,1
2006_2012,28CS022,740,4
2006_2012,28CS023,535,2
2006_2012,28CS024,893,1
2006_2012,28CS025,908,1
2006_2012,28CS026,542,1
2006_2012,28CS027,995,1
2006_2012,28CS028,480,2
2006_2012,28CS029,640,2
2006_2012,28CS030,712,2
2006_2012,28CS031,500,2
2006_2012,28CS032,938,1
2006_2012,28CS033,1247,5
2006_2012,28CS034,603,1
2006_2012,28CS035,645,5
2006_2012,29CS001,1104,2
2006_2012,29CS002,608,2
2006_2012,29CS003,989,3
2006_2012,29CS004,1129,4
2006_2012,29CS005,865,4
2006_2012,29CS006,931,1
2006_2012,29CS007,778,3
2006_2012,29CS008,697,2
2006_2012,29CS009,873,2
2006_2012,29CS010,965,4
2006_2012,29CS011,802,1
2006_2012,29CS012,754,2
2006_2012,29CS013,1512,1
2006_2012,29CS014,616,1
2006_2012,29CS015,756,4
2006_2012,29CS016,990,4
2006_2012,29CS017,642,2
2006_2012,29CS018,807,4
2006_2012,29CS019,645,2
2006_2012,29CS020,946,1
2006_2012,29CS021,581,3
2006_2012,29CS022,1098,10
2006_2012,29CS023,2433,1
2006_2012,29CS024,661,6
2006_2012,29CS025,733,3
2006_2012,29CS026,6019,1
2006_2012,29CS027,1089,1
2006_2012,29CS028,1766,1
2006_2012,29CS029,573,2
2006_2012,29CS030,483,3
2006_2012,29CS031,573,4
2006_2012,29CS032,781,3
2006_2012,29CS033,828,3
2006_2012,29CS034,626,1
2006_2012,29CS035,570,1
2006_2012,29CS036,885,5
2006_2012,29CS037,571,6
2006_2012,29CS038,2178,1
2006_2012,29CS039,9200,1
2006_2012,29CS040,3265,1
2006_2012,29CS041,900,2
2006_2012,29CS042,714,2
2006_2012,29CS043,863,5
2006_2012,30CS001,623,3
2006_2012,30CS002,771,1
2006_2012,30CS003,1011,5
2006_2012,30CS004,969,18
2006_2012,30CS005,741,1
2006_2012,30CS006,585,2
2006_2012,30CS007,670,4
2006_2012,30CS008,748,1
2006_2012,30CS009,726,11
2006_2012,30CS010,506,9
2006_2012,30CS011,1332,1
2006_2012,31CS001,613,5
2006_2012,31CS002,450,4
2006_2012,31CS003,468,3
2006_2012,31CS004,580,4
2006_2012,31CS005,758,3
2006_2012,31CS006,3585,1
2006_2012,31CS007,547,8
2006_2012,31CS008,604,2
2006_2012,31CS009,563,9
2006_2012,31CS010,1800,1
2006_2012,31CS011,501,6
2006_2012,31CS012,596,16
2006_2012,31CS013,684,6
2006_2012,31CS014,802,6
2006_2012,31CS015,711,1
2006_2012,31CS016,714,7
2006_2012,31CS017,693,6
2006_2012,31CS018,483,5
2006_2012,32CS001,13863,2
2006_2012,32CS002,1053,2
2006_2012,32CS003,791,5
2006_2012,32CS004,664,7
2006_2012,32CS005,3177,1
2006_2012,33CS001,1061,2
2006_2012,33CS002,647,1
2006_2012,33CS003,1135,2
2006_2012,33CS004,2890,1
2006_2012,33CS005,1649,2
2006_2012,33CS006,2043,1
2006_2012,33CS007,882,1
2006_2012,34CS001,2501,1
2006_2012,34CS002,6823,1
2006_2012,34CS003,3586,1
2006_2012,34CS004,4422,1
2006_2012,34CS005,1280,1
2006_2012,34CS006,1434,1
2006_2012,34CS007,6057,1
2006_2012,34CS008,2360,1
2006_2012,34CS009,3730,1
2006_2012,34CS010,782,1
2006_2012,34CS011,2831,1
2006_2012,34CS012,5680,1
2006_2012,34CS013,5306,1
2006_2012,34CS014,3327,1
2006_2012,34CS015,6747,1
2006_2012,34CS016,3514,1
2006_2012,34CS017,661,1
2006_2012,34CS018,2065,1
2006_2012,34CS019,996,1
2006_2012,34CS020,3952,1
2006_2012,34CS021,944,1
2006_2012,35CS001,4908,1
2006_2012,35CS002,1202,4
2006_2012,35CS003,670,1
2006_2012,35CS004,542,2
2006_2012,35CS005,1292,1
2006_2012,35CS006,484,1
2006_2012,35CS007,651,3
2006_2012,35CS008,522,5
2006_2012,35CS009,466,1
2006_2012,35CS010,1126,2
2006_2012,35CS011,489,1
2006_2012,35CS012,481,5
2006_2012,35CS013,522,1
2006_2012,35CS014,650,2
2006_2012,35CS015,818,1
2006_2012,35CS016,929,1
2006_2012,36CS001,3285,2
2006_2012,36CS002,1344,2
2006_2012,36CS003,8905,1
2006_2012,36CS004,2110,1
2006_2012,36CS005,1165,2
2006_2012,36CS006,684,1
2006_2012,36CS007,1447,1
2006_2012,36CS008,1023,1
2006_2012,36CS009,940,2
2006_2012,36CS010,661,1
2006_2012,36CS011,614,1
2006_2012,36CS012,786,2
2006_2012,36CS013,2199,1
2006_2012,36CS014,9584,1
2006_2012,36CS015,864,2
2006_2012,36CS016,1257,3
2006_2012,36CS017,978,2
2006_2012,36CS018,685,1
2006_2012,36CS019,1098,2
2006_2012,36CS020,15756,1
2006_2012,36CS021,536,1
2006_2012,36CS022,560,1
2006_2012,36CS023,6227,1
2006_2012,36CS024,10475,1
2006_2012,36CS025,10160,1
2006_2012,36CS026,2305,1
2006_2012,36CS027,2371,1
2006_2012,36CS028,3921,1
2006_2012,36CS029,941,1
2006_2012,36CS030,2490,1
2006_2012,36CS031,1032,1
2006_2012,36CS032,610,1
2006_2012,36CS033,630,1
2006_2012,36CS034,13964,1
2006_2012,36CS035,1457,1
2006_2012,36CS036,3463,1
2006_2012,36CS037,2027,1
2006_2012,36CS038,1569,1
2006_2012,36CS039,1416,1
2006_2012,36CS040,759,3
2006_2012,36CS041,997,1
2006_2012,36CS042,11185,1
2006_2012,36CS043,726,1
2006_2012,36CS044,436,1
2006_2012,36CS045,599,1
2006_2012,36CS046,1553,1
2006_2012,36CS047,629,1
2006_2012,36CS048,626,1
2006_2012,36CS049,865,1
2006_2012,36CS050,6830,1
2006_2012,37CS001,1411,1
2006_2012,37CS002,1805,2
2006_2012,37CS003,947,4
2006_2012,37CS004,811,2
2006_2012,37CS005,1019,3
2006_2012,37CS006,990,2
2006_2012,37CS007,1011,1
2006_2012,37CS008,2612,2
2006_2012,37CS009,932,1
2006_2012,37CS010,1311,1
2006_2012,37CS011,807,1
2006_2012,37CS012,677,3
2006_2012,37CS013,739,1
2006_2012,37CS014,692,2
2006_2012,37CS015,1070,2
2006_2012,37CS016,713,4
2006_2012,37CS017,1039,1
2006_2012,37CS018,997,1
2006_2012,37CS019,2137,1
2006_2012,37CS020,532,4
2006_2012,37CS021,1511,1
2006_2012,37CS022,763,2
2006_2012,37CS023,933,2
2006_2012,37CS024,1820,1
2006_2012,37CS025,612,1
2006_2012,37CS026,3284,2
2006_2012,37CS027,729,2
2006_2012,37CS028,2039,1
2006_2012,37CS029,932,5
2006_2012,37CS030,886,2
2006_2012,37CS031,954,3
2006_2012,37CS032,3745,1
2006_2012,37CS033,943,2
2006_2012,37CS034,801,1
2006_2012,37CS035,688,1
2006_2012,37CS036,1303,1
2006_2012,37CS037,686,2
2006_2012,37CS038,1311,1
2006_2012,37CS039,1056,3
2006_2012,37CS040,1155,1
2006_2012,37CS041,658,1
2006_2012,37CS042,860,3
2006_2012,37CS043,4897,1
2006_2012,37CS044,1255,2
2006_2012,37CS045,952,1
2006_2012,37CS046,1570,1
2006_2012,37CS047,885,1
2006_2012,37CS048,762,1
2006_2012,37CS049,1111,1
2006_2012,37CS050,1143,2
2006_2012,37CS051,1340,1
2006_2012,37CS052,1187,1
2006_2012,37CS053,994,1
2006_2012,37CS054,1446,1
2006_2012,37CS055,594,1
2006_2012,37CS056,632,1
2006_2012,37CS057,832,1
2006_2012,37CS058,1109,1
2006_2012,37CS059,4150,1
2006_2012,37CS060,1112,1
2006_2012,37CS061,708,1
2006_2012,37CS062,787,1
2006_2012,38CS001,668,4
2006_2012,38CS002,698,2
2006_2012,38CS003,865,1
2006_2012,38CS004,562,9
2006_2012,38CS005,443,1
2006_2012,38CS006,756,9
2006_2012,38CS007,679,9
2006_2012,38CS008,660,9
2006_2012,38CS009,523,9
2006_2012,39CS001,777,2
2006_2012,39CS002,1467,2
2006_2012,39CS003,497,1
2006_2012,39CS004,1128,1
2006_2012,39CS005,775,2
2006_2012,39CS006,928,1
2006_2012,39CS007,2827,1
2006_2012,39CS008,4163,2
2006_2012,39CS009,1121,3
2006_2012,39CS010,1683,1
2006_2012,39CS011,1515,1
2006_2012,39CS012,1195,3
2006_2012,39CS013,1174,1
2006_2012,39CS014,1587,3
2006_2012,39CS015,1795,2
2006_2012,39CS016,13531,1
2006_2012,39CS017,962,2
2006_2012,39CS018,725,2
2006_2012,39CS019,862,1
2006_2012,39CS020,847,1
2006_2012,39CS021,1050,1
2006_2012,39CS022,8381,1
2006_2012,39CS023,601,2
2006_2012,39CS024,600,2
2006_2012,39CS025,743,1
2006_2012,39CS026,1206,1
2006_2012,39CS027,853,4
2006_2012,39CS028,7615,1
2006_2012,39CS029,638,1
2006_2012,39CS030,532,2
2006_2012,39CS031,1126,2
2006_2012,39CS032,1291,2
2006_2012,39CS033,540,1
2006_2012,39CS034,873,3
2006_2012,39CS035,960,1
2006_2012,39CS036,854,2
2006_2012,39CS037,2257,1
2006_2012,39CS038,694,1
2006_2012,39CS039,1426,1
2006_2012,39CS040,2671,1
2006_2012,39CS041,4626,2
2006_2012,39CS042,853,2
2006_2012,39CS043,2878,1
2006_2012,39CS044,680,1
2006_2012,39CS045,1241,1
2006_2012,39CS046,787,2
2006_2012,39CS047,922,1
2006_2012,39CS048,5629,1
2006_2012,39CS049,786,3
2006_2012,39CS050,1300,1
2006_2012,39CS051,748,1
2006_2012,39CS052,583,1
2006_2012,39CS053,907,1
2006_2012,39CS054,573,1
2006_2012,39CS055,5260,1
2006_2012,39CS056,2426,1
2006_2012,39CS057,1307,1
2006_2012,39CS058,687,1
2006_2012,39CS059,968,1
2006_2012,40CS001,1097,3
2006_2012,40CS002,779,4
2006_2012,40CS003,714,4
2006_2012,40CS004,850,2
2006_2012,40CS005,736,1
2006_2012,40CS006,920,3
2006_2012,40CS007,771,3
2006_2012,40CS008,1652,1
2006_2012,40CS009,940,1
2006_2012,40CS010,806,3
2006_2012,40CS011,666,2
2006_2012,40CS012,771,1
2006_2012,40CS013,931,2
2006_2012,40CS014,621,1
2006_2012,40CS015,832,3
2006_2012,40CS016,593,2
2006_2012,40CS017,1398,4
2006_2012,40CS018,944,3
2006_2012,40CS019,602,2
2006_2012,40CS020,654,6
2006_2012,40CS021,1137,2
2006_2012,40CS022,827,3
2006_2012,40CS023,705,2
2006_2012,40CS024,661,2
2006_2012,40CS025,6357,1
2006_2012,40CS026,538,6
2006_2012,40CS027,5710,2
2006_2012,40CS028,749,1
2006_2012,40CS029,724,1
2006_2012,40CS030,651,5
2006_2012,40CS031,524,1
2006_2012,41CS001,648,4
2006_2012,41CS002,531,1
2006_2012,41CS003,2882,1
2006_2012,41CS004,1189,3
2006_2012,41CS005,3244,2
2006_2012,41CS006,1201,2
2006_2012,41CS007,1217,1
2006_2012,41CS008,1274,1
2006_2012,41CS009,733,4
2006_2012,41CS010,2054,1
2006_2012,41CS011,1112,1
2006_2012,41CS012,740,1
2006_2012,41CS013,3134,1
2006_2012,41CS014,1135,1
2006_2012,41CS015,2457,1
2006_2012,41CS016,5409,1
2006_2012,41CS017,557,1
2006_2012,41CS018,1301,8
2006_2012,41CS019,786,1
2006_2012,42CS001,880,1
2006_2012,42CS002,13860,1
2006_2012,42CS003,865,1
2006_2012,42CS004,2033,1
2006_2012,42CS005,608,2
2006_2012,42CS006,3519,1
2006_2012,42CS007,1467,1
2006_2012,42CS008,818,2
2006_2012,42CS009,5179,1
2006_2012,42CS010,1808,1
2006_2012,42CS011,1799,1
2006_2012,42CS012,806,1
2006_2012,42CS013,911,1
2006_2012,42CS014,3565,1
2006_2012,42CS015,989,2
2006_2012,42CS016,949,1
2006_2012,42CS017,1059,3
2006_2012,42CS018,701,1
2006_2012,42CS019,950,1
2006_2012,42CS020,2565,2
2006_2012,42CS021,2387,1
2006_2012,42CS022,5386,1
2006_2012,42CS023,2718,1
2006_2012,42CS024,2230,2
2006_2012,42CS025,1323,1
2006_2012,42CS026,1175,3
2006_2012,42CS027,834,1
2006_2012,42CS028,2913,2
2006_2012,42CS029,4517,1
2006_2012,42CS030,1094,1
2006_2012,42CS031,1308,1
2006_2012,42CS032,3111,1
2006_2012,42CS033,3994,1
2006_2012,42CS034,1184,1
2006_2012,42CS035,1559,5
2006_2012,42CS036,1374,1
2006_2012,42CS037,1715,2
2006_2012,42CS038,7059,1
2006_2012,42CS039,1405,2
2006_2012,42CS040,2632,1
2006_2012,42CS041,14690,1
2006_2012,42CS042,1867,1
2006_2012,42CS043,707,2
2006_2012,42CS044,941,1
2006_2012,42CS045,1135,2
2006_2012,42CS046,654,1
2006_2012,42CS047,2450,1
2006_2012,42CS048,4337,1
2006_2012,42CS049,3438,1
2006_2012,44CS001,505,1
2006_2012,44CS002,1656,1
2006_2012,44CS003,734,1
2006_2012,44CS004,5474,1
2006_2012,44CS005,1058,1
2006_2012,45CS001,1093,3
2006_2012,45CS002,1678,2
2006_2012,45CS003,532,3
2006_2012,45CS004,1893,1
2006_2012,45CS005,1180,1
2006_2012,45CS006,1068,1
2006_2012,45CS007,1113,2
2006_2012,45CS008,2811,1
2006_2012,45CS009,559,1
2006_2012,45CS010,694,2
2006_2012,45CS011,727,2
2006_2012,45CS012,737,2
2006_2012,45CS013,912,3
2006_2012,45CS014,727,1
2006_2012,45CS015,726,2
2006_2012,45CS016,853,1
2006_2012,45CS017,1441,1
2006_2012,45CS018,570,1
2006_2012,45CS019,3590,1
2006_2012,45CS020,2431,1
2006_2012,45CS021,821,2
2006_2012,45CS022,688,1
2006_2012,45CS023,723,1
2006_2012,45CS024,2089,1
2006_2012,45CS025,989,3
2006_2012,45CS026,792,1
2006_2012,45CS027,1024,1
2006_2012,45CS028,2639,1
2006_2012,45CS029,2610,1
2006_2012,45CS030,948,1
2006_2012,45CS031,1667,1
2006_2012,46CS001,759,7
2006_2012,46CS002,530,4
2006_2012,46CS003,606,7
2006_2012,46CS004,1411,2
2006_2012,46CS005,523,8
2006_2012,46CS006,515,13
2006_2012,46CS007,696,5
2006_2012,46CS008,693,8
2006_2012,46CS009,686,1
2006_2012,46CS010,546,10
2006_2012,47CS001,846,1
2006_2012,47CS002,886,3
2006_2012,47CS003,1143,3
2006_2012,47CS004,841,4
2006_2012,47CS005,1680,2
2006_2012,47CS006,1041,2
2006_2012,47CS007,1121,4
2006_2012,47CS008,782,3
2006_2012,47CS009,1110,3
2006_2012,47CS010,767,2
2006_2012,47CS011,970,2
2006_2012,47CS012,977,2
2006_2012,47CS013,1026,2
2006_2012,47CS014,1018,3
2006_2012,47CS015,856,2
2006_2012,47CS016,4904,1
2006_2012,47CS017,687,4
2006_2012,47CS018,763,3
2006_2012,47CS019,594,2
2006_2012,47CS020,632,2
2006_2012,47CS021,905,2
2006_2012,47CS022,818,1
2006_2012,47CS023,673,3
2006_2012,47CS024,3224,1
2006_2012,47CS025,657,2
2006_2012,47CS026,592,1
2006_2012,47CS027,702,4
2006_2012,47CS028,1083,3
2006_2012,47CS029,3952,2
2006_2012,47CS030,636,2
2006_2012,47CS031,713,1
2006_2012,47CS032,1223,3
2006_2012,47CS033,992,1
2006_2012,47CS034,827,2
2006_2012,47CS035,772,5
2006_2012,47CS036,746,2
2006_2012,47CS037,589,1
2006_2012,47CS038,1480,1
2006_2012,47CS039,787,1
2006_2012,47CS040,7482,1
2006_2012,47CS041,1830,1
2006_2012,47CS042,1315,1
2006_2012,47CS043,488,1
2006_2012,47CS044,1242,1
2006_2012,47CS045,937,1
2006_2012,47CS046,746,1
2006_2012,48CS001,901,2
2006_2012,48CS002,800,1
2006_2012,48CS003,576,3
2006_2012,48CS004,1322,2
2006_2012,48CS005,469,3
2006_2012,48CS006,643,2
2006_2012,48CS007,1142,3
2006_2012,48CS008,819,2
2006_2012,48CS009,447,3
2006_2012,48CS010,1737,1
2006_2012,48CS011,11395,2
2006_2012,48CS012,773,3
2006_2012,48CS013,1647,4
2006_2012,48CS014,1901,1
2006_2012,48CS015,1355,4
2006_2012,48CS016,680,3
2006_2012,48CS017,900,3
2006_2012,48CS018,718,5
2006_2012,48CS019,2259,1
2006_2012,48CS020,875,2
2006_2012,48CS021,1046,2
2006_2012,48CS022,784,3
2006_2012,48CS023,3062,1
2006_2012,48CS024,888,1
2006_2012,48CS025,550,3
2006_2012,48CS026,390,1
2006_2012,48CS027,409,4
2006_2012,48CS028,525,4
2006_2012,48CS029,14352,1
2006_2012,48CS030,2643,1
2006_2012,48CS031,460,3
2006_2012,48CS032,720,5
2006_2012,48CS033,774,17
2006_2012,48CS034,1110,1
2006_2012,48CS035,982,1
2006_2012,48CS036,4578,1
2006_2012,48CS037,627,3
2006_2012,48CS038,1198,3
2006_2012,48CS039,2460,2
2006_2012,48CS040,1211,4
2006_2012,48CS041,789,4
2006_2012,48CS042,660,7
2006_2012,48CS043,2350,1
2006_2012,48CS044,1340,1
2006_2012,48CS045,1249,1
2006_2012,48CS046,809,1
2006_2012,48CS047,1390,2
2006_2012,48CS048,21721,1
2006_2012,48CS049,1013,2
2006_2012,48CS050,742,1
2006_2012,48CS051,919,1
2006_2012,48CS052,3496,1
2006_2012,48CS053,1427,2
2006_2012,48CS054,1455,6
2006_2012,48CS055,1247,2
2006_2012,48CS056,1081,4
2006_2012,48CS057,887,3
2006_2012,48CS058,600,2
2006_2012,48CS059,2457,1
2006_2012,48CS060,1158,1
2006_2012,48CS061,755,1
2006_2012,48CS062,347,3
2006_2012,48CS063,1319,5
2006_2012,48CS064,2149,1
2006_2012,48CS065,780,3
2006_2012,48CS066,1998,1
2006_2012,48CS067,1126,18
2006_2012,48CS068,976,1
2006_2012,48CS069,2780,1
2006_2012,48CS070,560,8
2006_2012,48CS071,618,7
2006_2012,48CS072,2593,1
2006_2012,48CS073,1131,3
2006_2012,48CS074,1126,1
2006_2012,48CS075,747,2
2006_2012,48CS076,902,1
2006_2012,48CS077,528,1
2006_2012,48CS078,935,8
2006_2012,48CS079,1359,5
2006_2012,48CS080,1750,1
2006_2012,48CS081,340,1
2006_2012,48CS082,10567,1
2006_2012,48CS083,1154,1
2006_2012,48CS084,949,1
2006_2012,48CS085,4431,1
2006_2012,48CS086,769,1
2006_2012,48CS087,1123,1
2006_2012,48CS088,728,7
2006_2012,48CS089,622,12
2006_2012,48CS090,1784,1
2006_2012,49CS001,463,3
2006_2012,49CS002,813,3
2006_2012,49CS003,573,4
2006_2012,49CS004,1338,1
2006_2012,49CS005,526,3
2006_2012,49CS006,247,3
2006_2012,49CS007,5668,1
2006_2012,49CS008,1932,1
2006_2012,49CS009,961,1
2006_2012,49CS010,571,8
2006_2012,49CS011,1534,1
2006_2012,50CS001,1283,2
2006_2012,50CS002,847,2
2006_2012,50CS003,571,3
2006_2012,50CS004,403,2
2006_2012,50CS005,971,3
2006_2012,50CS006,635,1
2006_2012,50CS007,558,1
2006_2012,51CS001,637,2
2006_2012,51CS002,1227,3
2006_2012,51CS003,734,1
2006_2012,51CS004,649,5
2006_2012,51CS005,707,4
2006_2012,51CS006,1204,3
2006_2012,51CS007,586,2
2006_2012,51CS008,939,1
2006_2012,51CS009,1537,3
2006_2012,51CS010,687,1
