period,cluster,cluster_deaths,n_counties
2020_2022,13CS048,279,3
2020_2022,13CS049,809,1
2020_2022,13CS050,582,1
2020_2022,13CS051,421,5
2020_2022,13CS052,364,6
2020_2022,13CS053,461,1
2020_2022,13CS054,381,8
2020_2022,13CS055,888,1
2020_2022,13CS056,407,1
2020_2022,13CS057,480,1
2020_2022,13CS058,942,1
2020_2022,13CS059,328,1
2020_2022,13CS060,374,1
2020_2022,13CS061,324,2
2020_2022,13CS062,356,1
2020_2022,13CS063,498,1
2020_2022,13CS064,427,5
2020_2022,13CS065,418,1
2020_2022,13CS066,439,7
2020_2022,15CS001,729,1
2020_2022,15CS002,3253,1
2020_2022,15CS003,478,1
2020_2022,15CS004,217,1
2020_2022,16CS001,1429,1
2020_2022,16CS002,356,1
2020_2022,16CS003,358,3
2020_2022,16CS004,319,6
2020_2022,16CS005,284,4
2020_2022,16CS006,379,3
2020_2022,16CS007,398,1
2020_2022,16CS008,763,1
2020_2022,16CS009,295,7
2020_2022,16CS010,233,3
2020_2022,16CS011,237,6
2020_2022,16CS012,744,1
2020_2022,16CS013,325,6
2020_2022,16CS014,400,1
2020_2022,17CS001,305,1
2020_2022,17CS002,320,3
2020_2022,17CS003,1524,2
2020_2022,17CS004,235,5
2020_2022,17CS005,323,4
2020_2022,17CS006,447,3
2020_2022,17CS007,576,1
2020_2022,17CS008,265,2
2020_2022,17CS009,266,4
2020_2022,17CS010,333,4
2020_2022,17CS011,382,2
2020_2022,17CS012,220,1
2020_2022,17CS013,18254,1
2020_2022,17CS014,385,4
2020_2022,17CS015,336,1
2020_2022,17CS016,305,3
2020_2022,17CS017,2779,1
2020_2022,17CS018,266,4
2020_2022,17CS019,460,3
2020_2022,17CS020,431,3
2020_2022,17CS021,333,2
2020_2022,17CS022,249,3
2020_2022,17CS023,477,2
2020_2022,17CS024,272,4
2020_2022,17CS025,233,1
2020_2022,17CS026,240,1
2020_2022,17CS027,274,2
2020_2022,17CS028,1431,2
2020_2022,17CS029,1482,1
2020_2022,17CS030,538,1
2020_2022,17CS031,278,1
2020_2022,17CS032,2062,1
2020_2022,17CS033,482,1
2020_2022,17CS034,466,2
2020_2022,17CS035,503,1
2020_2022,17CS036,377,2
2020_2022,17CS037,950,1
2020_2022,17CS038,559,1
2020_2022,17CS039,870,2
2020_2022,17CS040,1269,2
2020_2022,17CS041,209,1
2020_2022,17CS042,978,2
2020_2022,17CS043,257,2
2020_2022,17CS044,673,1
2020_2022,17CS045,413,7
2020_2022,17CS046,597,1
2020_2022,17CS047,447,1
2020_2022,17CS048,2188,1
2020_2022,17CS049,341,1
2020_2022,18CS001,272,2
2020_2022,18CS002,1642,2
2020_2022,18CS003,373,2
2020_2022,18CS004,269,3
2020_2022,18CS005,333,3
2020_2022,18CS006,809,2
2020_2022,18CS007,405,3
2020_2022,18CS008,566,1
2020_2022,18CS009,740,3
2020_2022,18CS010,716,2
2020_2022,18CS011,347,3
2020_2022,18CS012,370,3
2020_2022,18CS013,261,2
2020_2022,18CS014,266,2
2020_2022,18CS015,590,1
2020_2022,18CS016,396,3
2020_2022,18CS017,793,1
2020_2022,18CS018,307,3
2020_2022,18CS019,361,1
2020_2022,18CS020,312,3
2020_2022,18CS021,452,3
2020_2022,18CS022,257,2
2020_2022,18CS023,379,1
2020_2022,18CS024,285,2
2020_2022,18CS025,941,1
2020_2022,18CS026,326,1
2020_2022,18CS027,344,2
2020_2022,18CS028,534,2
2020_2022,18CS029,313,2
2020_2022,18CS030,343,2
2020_2022,18CS031,352,3
2020_2022,18CS032,592,1
2020_2022,18CS033,331,1
2020_2022,18CS034,469,3
2020_2022,18CS035,2320,1
2020_2022,18CS036,516,1
2020_2022,18CS037,528,3
2020_2022,18CS038,692,1
2020_2022,18CS039,4056,2
2020_2022,18CS040,450,3
2020_2022,18CS041,471,1
2020_2022,18CS042,363,1
2020_2022,18CS043,401,3
2020_2022,18CS044,711,1
2020_2022,18CS045,1140,1
2020_2022,18CS046,873,1
2020_2022,18CS047,264,1
2020_2022,18CS048,373,1
2020_2022,19CS001,243,3
2020_2022,19CS002,283,5
2020_2022,19CS003,364,4
2020_2022,19CS004,542,1
2020_2022,19CS005,347,2
2020_2022,19CS006,223,3
2020_2022,19CS007,273,3
2020_2022,19CS008,295,5
2020_2022,19CS009,286,4
2020_2022,19CS010,280,3
2020_2022,19CS011,246,2
2020_2022,19CS012,253,4
2020_2022,19CS013,230,1
2020_2022,19CS014,322,4
2020_2022,19CS015,491,3
2020_2022,19CS016,418,1
2020_2022,19CS017,642,4
2020_2022,19CS018,302,3
2020_2022,19CS019,275,2
2020_2022,19CS020,345,1
2020_2022,19CS021,782,1
2020_2022,19CS022,214,2
2020_2022,19CS023,323,6
2020_2022,19CS024,253,4
2020_2022,19CS025,253,2
2020_2022,19CS026,236,2
2020_2022,19CS027,300,2
2020_2022,19CS028,561,3
2020_2022,19CS029,298,5
2020_2022,19CS030,1668,1
2020_2022,19CS031,729,1
2020_2022,19CS032,203,1
2020_2022,19CS033,319,6
2020_2022,19CS034,331,5
2020_2022,20CS001,283,4
2020_2022,20CS002,291,5
2020_2022,20CS003,284,3
2020_2022,20CS004,408,7
2020_2022,20CS005,437,2
2020_2022,20CS006,251,4
2020_2022,20CS007,311,2
2020_2022,20CS008,249,8
2020_2022,20CS009,256,3
2020_2022,20CS010,345,1
2020_2022,20CS011,341,6
2020_2022,20CS012,152,4
2020_2022,20CS013,182,7
2020_2022,20CS014,1811,1
2020_2022,20CS015,379,3
2020_2022,20CS016,298,1
2020_2022,20CS017,437,2
2020_2022,20CS018,261,13
2020_2022,20CS019,268,3
2020_2022,20CS020,323,1
2020_2022,20CS021,259,6
2020_2022,20CS022,2186,1
2020_2022,20CS023,824,1
2020_2022,20CS024,365,7
2020_2022,20CS025,156,9
2020_2022,20CS026,634,1
2020_2022,21CS001,512,5
2020_2022,21CS002,377,2
2020_2022,21CS003,577,5
2020_2022,21CS004,388,3
2020_2022,21CS005,380,2
2020_2022,21CS006,419,1
2020_2022,21CS007,293,4
2020_2022,21CS008,663,3
2020_2022,21CS009,441,3
2020_2022,21CS010,322,5
2020_2022,21CS011,395,4
2020_2022,21CS012,382,2
2020_2022,21CS013,432,4
2020_2022,21CS014,369,2
2020_2022,21CS015,356,1
2020_2022,21CS016,301,1
2020_2022,21CS017,282,3
2020_2022,21CS018,330,4
2020_2022,21CS019,460,1
2020_2022,21CS020,509,2
2020_2022,21CS021,592,3
2020_2022,21CS022,1115,1
2020_2022,21CS023,333,2
2020_2022,21CS024,291,2
2020_2022,21CS025,577,2
2020_2022,21CS026,317,2
2020_2022,21CS027,509,3
2020_2022,21CS028,332,2
2020_2022,21CS029,3598,1
2020_2022,21CS030,494,5
2020_2022,21CS031,655,1
2020_2022,21CS032,449,3
2020_2022,21CS033,430,2
2020_2022,21CS034,325,1
2020_2022,21CS035,282,3
2020_2022,21CS036,323,5
2020_2022,21CS037,397,3
2020_2022,21CS038,389,1
2020_2022,21CS039,332,5
2020_2022,21CS040,367,1
2020_2022,21CS041,374,1
2020_2022,21CS042,280,2
2020_2022,21CS043,356,5
2020_2022,21CS044,463,7
2020_2022,22CS001,530,2
2020_2022,22CS002,1153,4
2020_2022,22CS003,404,1
2020_2022,22CS004,524,3
2020_2022,22CS005,343,2
2020_2022,22CS006,381,4
2020_2022,22CS007,737,2
2020_2022,22CS008,1291,1
2020_2022,22CS009,977,1
2020_2022,22CS010,314,2
2020_2022,22CS011,322,5
2020_2022,22CS012,1925,2
2020_2022,22CS013,297,3
2020_2022,22CS014,631,2
2020_2022,22CS015,322,1
2020_2022,22CS016,483,4
2020_2022,22CS017,2026,2
2020_2022,22CS018,876,1
2020_2022,22CS019,423,1
2020_2022,22CS020,547,1
2020_2022,22CS021,325,2
2020_2022,22CS022,561,6
2020_2022,22CS023,1528,1
2020_2022,22CS024,765,1
2020_2022,22CS025,183,1
2020_2022,22CS026,436,3
2020_2022,22CS027,919,3
2020_2022,22CS028,250,1
2020_2022,22CS029,1053,1
2020_2022,22CS030,498,1
2020_2022,23CS001,512,1
2020_2022,23CS002,386,1
2020_2022,23CS003,1137,1
2020_2022,23CS004,457,2
2020_2022,23CS005,481,2
2020_2022,23CS006,587,1
2020_2022,23CS007,371,2
2020_2022,23CS008,316,2
2020_2022,23CS009,835,2
2020_2022,23CS010,279,1
2020_2022,23CS011,973,1
2020_2022,24CS001,595,2
2020_2022,24CS002,1864,1
2020_2022,24CS003,3550,1
2020_2022,24CS004,2788,1
2020_2022,24CS005,334,1
2020_2022,24CS006,523,3
2020_2022,24CS007,661,1
2020_2022,24CS008,485,1
2020_2022,24CS009,526,1
2020_2022,24CS010,833,1
2020_2022,24CS011,933,1
2020_2022,24CS012,790,1
2020_2022,24CS013,299,2
2020_2022,24CS014,5755,1
2020_2022,24CS016,401,2
2020_2022,24CS017,402,1
2020_2022,24CS018,751,1
2020_2022,24CS019,429,1
2020_2022,25CS001,1348,3
2020_2022,25CS002,621,1
2020_2022,25CS003,2319,1
2020_2022,25CS004,2912,1
2020_2022,25CS005,298,1
2020_2022,25CS006,2055,1
2020_2022,25CS007,516,1
2020_2022,25CS008,4855,1
2020_2022,25CS009,2439,1
2020_2022,25CS010,2085,1
2020_2022,25CS011,2049,1
2020_2022,25CS012,3013,1
2020_2022,26CS001,351,3
2020_2022,26CS002,314,3
2020_2022,26CS003,456,1
2020_2022,26CS004,516,4
2020_2022,26CS005,449,3
2020_2022,26CS006,290,1
2020_2022,26CS007,520,1
2020_2022,26CS008,400,3
2020_2022,26CS009,750,1
2020_2022,26CS010,449,2
2020_2022,26CS011,698,1
2020_2022,26CS012,238,1
2020_2022,26CS013,327,2
2020_2022,26CS014,259,3
2020_2022,26CS015,383,2
2020_2022,26CS016,272,1
2020_2022,26CS017,388,4
2020_2022,26CS018,360,3
2020_2022,26CS019,481,1
2020_2022,26CS020,2170,1
2020_2022,26CS021,515,2
2020_2022,26CS022,382,2
2020_2022,26CS023,436,2
2020_2022,26CS024,1025,1
2020_2022,26CS025,218,1
2020_2022,26CS026,728,1
2020_2022,26CS027,1021,1
2020_2022,26CS028,2165,1
2020_2022,26CS029,350,3
2020_2022,26CS030,431,1
2020_2022,26CS031,443,1
2020_2022,26CS032,705,1
2020_2022,26CS033,3873,1
2020_2022,26CS034,298,1
2020_2022,26CS035,286,2
2020_2022,26CS036,350,1
2020_2022,26CS037,701,1
2020_2022,26CS038,311,1
2020_2022,26CS039,776,1
2020_2022,26CS040,317,2
2020_2022,26CS041,336,5
2020_2022,26CS042,4603,1
2020_2022,26CS043,937,1
2020_2022,26CS044,1022,1
2020_2022,26CS045,314,1
2020_2022,26CS046,832,1
2020_2022,26CS047,302,1
2020_2022,26CS048,293,1
2020_2022,26CS049,356,1
2020_2022,26CS050,991,1
2020_2022,26CS051,8228,1
2020_2022,27CS001,309,2
2020_2022,27CS002,1047,1
2020_2022,27CS003,674,2
2020_2022,27CS004,410,4
2020_2022,27CS005,286,3
2020_2022,27CS006,252,1
2020_2022,27CS007,448,2
2020_2022,27CS008,341,2
2020_2022,27CS009,259,1
2020_2022,27CS010,585,6
2020_2022,27CS011,1206,1
2020_2022,27CS012,259,3
2020_2022,27CS013,430,3
2020_2022,27CS014,357,3
2020_2022,27CS015,332,2
2020_2022,27CS016,314,2
2020_2022,27CS017,3856,1
2020_2022,27CS018,337,3
2020_2022,27CS019,299,3
2020_2022,27CS020,223,4
2020_2022,27CS021,310,3
2020_2022,27CS022,377,7
2020_2022,27CS023,476,1
2020_2022,27CS024,426,3
2020_2022,27CS025,1956,1
2020_2022,27CS026,211,1
2020_2022,27CS027,306,1
2020_2022,27CS028,280,1
2020_2022,27CS029,315,6
2020_2022,27CS030,251,7
2020_2022,27CS031,1255,5
2020_2022,27CS032,702,1
2020_2022,27CS033,364,1
2020_2022,28CS001,297,3
2020_2022,28CS002,429,3
2020_2022,28CS003,339,4
2020_2022,28CS004,368,3
2020_2022,28CS005,313,2
2020_2022,28CS006,328,3
2020_2022,28CS007,327,3
2020_2022,28CS008,357,3
2020_2022,28CS009,276,3
2020_2022,28CS010,248,2
2020_2022,28CS011,274,3
2020_2022,28CS012,438,3
2020_2022,28CS013,370,3
2020_2022,28CS014,773,2
2020_2022,28CS015,532,2
2020_2022,28CS016,1189,2
2020_2022,28CS017,1047,1
2020_2022,28CS018,350,2
2020_2022,28CS019,678,1
2020_2022,28CS020,315,3
2020_2022,28CS021,367,1
2020_2022,28CS022,362,4
2020_2022,28CS023,275,2
2020_2022,28CS024,420,1
2020_2022,28CS025,410,1
2020_2022,28CS026,292,1
2020_2022,28CS027,422,1
2020_2022,28CS028,254,2
2020_2022,28CS029,308,2
2020_2022,28CS030,308,2
2020_2022,28CS031,271,2
2020_2022,28CS032,603,1
2020_2022,28CS033,698,5
2020_2022,28CS034,245,1
2020_2022,28CS035,312,5
2020_2022,29CS001,466,2
2020_2022,29CS002,303,2
2020_2022,29CS003,525,3
2020_2022,29CS004,577,4
2020_2022,29CS005,427,4
2020_2022,29CS006,524,1
2020_2022,29CS007,400,3
2020_2022,29CS008,401,2
2020_2022,29CS009,463,2
2020_2022,29CS010,474,4
2020_2022,29CS011,473,1
2020_2022,29CS012,542,2
2020_2022,29CS013,852,1
2020_2022,29CS014,328,1
2020_2022,29CS015,391,4
2020_2022,29CS016,477,4
2020_2022,29CS017,312,2
2020_2022,29CS018,379,4
2020_2022,29CS019,290,2
2020_2022,29CS020,491,1
2020_2022,29CS021,326,3
2020_2022,29CS022,533,10
2020_2022,29CS023,1345,1
2020_2022,29CS024,306,6
2020_2022,29CS025,374,3
2020_2022,29CS026,2887,1
2020_2022,29CS027,599,1
2020_2022,29CS028,942,1
2020_2022,29CS029,292,2
2020_2022,29CS030,269,3
2020_2022,29CS031,289,4
2020_2022,29CS032,460,3
2020_2022,29CS033,384,3
2020_2022,29CS034,260,1
2020_2022,29CS035,340,1
2020_2022,29CS036,393,5
2020_2022,29CS037,274,6
2020_2022,29CS038,1315,1
2020_2022,29CS039,4332,1
2020_2022,29CS040,1330,1
2020_2022,29CS041,437,2
2020_2022,29CS042,479,2
2020_2022,29CS043,389,5
2020_2022,30CS001,361,3
2020_2022,30CS002,404,1
2020_2022,30CS003,522,5
2020_2022,30CS004,458,18
2020_2022,30CS005,427,1
2020_2022,30CS006,312,2
2020_2022,30CS007,335,4
2020_2022,30CS008,367,1
2020_2022,30CS009,371,11
2020_2022,30CS010,255,9
2020_2022,30CS011,723,1
2020_2022,31CS001,301,5
2020_2022,31CS002,196,4
2020_2022,31CS003,203,3
2020_2022,31CS004,236,4
2020_2022,31CS005,345,3
2020_2022,31CS006,1765,1
2020_2022,31CS007,211,8
2020_2022,31CS008,254,2
2020_2022,31CS009,197,9
2020_2022,31CS010,1002,1
2020_2022,31CS011,249,5
2020_2022,31CS012,235,16
2020_2022,31CS013,288,6
2020_2022,31CS014,326,6
2020_2022,31CS015,468,1
2020_2022,31CS016,278,7
2020_2022,31CS017,287,6
2020_2022,31CS018,177,5
2020_2022,32CS001,8616,2
2020_2022,32CS002,622,2
2020_2022,32CS003,539,5
2020_2022,32CS004,349,7
2020_2022,32CS005,1835,1
2020_2022,33CS001,541,2
2020_2022,33CS002,338,1
2020_2022,33CS003,553,2
2020_2022,33CS004,1485,1
2020_2022,33CS005,744,2
2020_2022,33CS006,1089,1
2020_2022,33CS007,475,1
2020_2022,34CS001,1248,1
2020_2022,34CS002,3186,1
2020_2022,34CS003,1683,1
2020_2022,34CS004,2132,1
2020_2022,34CS005,532,1
2020_2022,34CS006,690,1
2020_2022,34CS007,2795,1
2020_2022,34CS008,1211,1
2020_2022,34CS009,1815,1
2020_2022,34CS010,412,1
2020_2022,34CS011,1280,1
2020_2022,34CS012,2528,1
2020_2022,34CS013,2429,1
2020_2022,34CS014,1637,1
2020_2022,34CS015,3100,1
2020_2022,34CS016,1727,1
2020_2022,34CS017,335,1
2020_2022,34CS018,1044,1
2020_2022,34CS019,542,1
2020_2022,34CS020,1785,1
2020_2022,34CS021,433,1
2020_2022,35CS001,2751,1
2020_2022,35CS002,652,4
2020_2022,35CS003,295,1
2020_2022,35CS004,277,2
2020_2022,35CS005,896,1
2020_2022,35CS006,264,1
2020_2022,35CS007,349,3
2020_2022,35CS008,288,5
2020_2022,35CS009,241,1
2020_2022,35CS010,637,2
2020_2022,35CS011,405,1
2020_2022,35CS012,239,5
2020_2022,35CS013,278,1
2020_2022,35CS014,375,2
2020_2022,35CS015,571,1
2020_2022,35CS016,603,1
2020_2022,36CS001,1371,2
2020_2022,36CS002,693,2
2020_2022,36CS003,4878,1
2020_2022,36CS004,873,1
2020_2022,36CS005,597,2
2020_2022,36CS006,368,1
2020_2022,36CS007,662,1
2020_2022,36CS008,478,1
2020_2022,36CS009,461,2
2020_2022,36CS010,339,1
2020_2022,36CS011,291,1
2020_2022,36CS012,395,2
2020_2022,36CS013,1149,1
2020_2022,36CS014,4175,1
2020_2022,36CS015,385,2
2020_2022,36CS016,551,3
2020_2022,36CS017,444,2
2020_2022,36CS018,277,1
2020_2022,36CS019,482,2
2020_2022,36CS020,7879,1
2020_2022,36CS021,226,1
2020_2022,36CS022,305,1
2020_2022,36CS023,2897,1
2020_2022,36CS024,4840,1
2020_2022,36CS025,4599,1
2020_2022,36CS026,1077,1
2020_2022,36CS027,1036,1
2020_2022,36CS028,1897,1
2020_2022,36CS029,425,1
2020_2022,36CS030,1279,1
2020_2022,36CS031,492,1
2020_2022,36CS032,287,1
2020_2022,36CS033,338,1
2020_2022,36CS034,7175,1
2020_2022,36CS035,624,1
2020_2022,36CS036,1671,1
2020_2022,36CS037,1019,1
2020_2022,36CS038,830,1
2020_2022,36CS039,674,1
2020_2022,36CS040,346,3
2020_2022,36CS041,485,1
2020_2022,36CS042,5651,1
2020_2022,36CS043,347,1
2020_2022,36CS044,259,1
2020_2022,36CS045,291,1
2020_2022,36CS046,760,1
2020_2022,36CS047,299,1
2020_2022,36CS048,301,1
2020_2022,36CS049,388,1
2020_2022,36CS050,3177,1
2020_2022,37CS001,736,1
2020_2022,37CS002,1045,2
2020_2022,37CS003,475,4
2020_2022,37CS004,417,2
2020_2022,37CS005,480,3
2020_2022,37CS006,520,2
2020_2022,37CS007,757,1
2020_2022,37CS008,1245,2
2020_2022,37CS009,483,1
2020_2022,37CS010,770,1
2020_2022,37CS011,485,1
2020_2022,37CS012,356,3
2020_2022,37CS013,371,1
2020_2022,37CS014,337,2
2020_2022,37CS015,624,2
2020_2022,37CS016,356,4
2020_2022,37CS017,601,1
2020_2022,37CS018,497,1
2020_2022,37CS019,1280,1
2020_2022,37CS020,264,4
2020_2022,37CS021,914,1
2020_2022,37CS022,400,2
2020_2022,37CS023,530,2
2020_2022,37CS024,916,1
2020_2022,37CS025,282,1
2020_2022,37CS026,1819,2
2020_2022,37CS027,410,2
2020_2022,37CS028,1213,1
2020_2022,37CS029,468,5
2020_2022,37CS030,538,2
2020_2022,37CS031,505,3
2020_2022,37CS032,2061,1
2020_2022,37CS033,390,2
2020_2022,37CS034,525,1
2020_2022,37CS035,344,1
2020_2022,37CS036,634,1
2020_2022,37CS037,373,2
2020_2022,37CS038,765,1
2020_2022,37CS039,578,3
2020_2022,37CS040,751,1
2020_2022,37CS041,425,1
2020_2022,37CS042,481,3
2020_2022,37CS043,2987,1
2020_2022,37CS044,650,2
2020_2022,37CS045,468,1
2020_2022,37CS046,879,1
2020_2022,37CS047,553,1
2020_2022,37CS048,350,1
2020_2022,37CS049,636,1
2020_2022,37CS050,511,2
2020_2022,37CS051,777,1
2020_2022,37CS052,642,1
2020_2022,37CS053,556,1
2020_2022,37CS054,820,1
2020_2022,37CS055,345,1
2020_2022,37CS056,353,1
2020_2022,37CS057,452,1
2020_2022,37CS058,718,1
2020_2022,37CS059,2606,1
2020_2022,37CS060,602,1
2020_2022,37CS061,408,1
2020_2022,37CS062,434,1
2020_2022,38CS001,324,4
2020_2022,38CS002,388,2
2020_2022,38CS003,511,1
2020_2022,38CS004,231,9
2020_2022,38CS005,241,1
2020_2022,38CS006,325,9
2020_2022,38CS007,267,8
2020_2022,38CS008,287,9
2020_2022,38CS009,263,8
2020_2022,39CS001,411,2
2020_2022,39CS002,673,2
2020_2022,39CS003,276,1
2020_2022,39CS004,509,1
2020_2022,39CS005,376,2
2020_2022,39CS006,402,1
2020_2022,39CS007,1517,1
2020_2022,39CS008,2096,2
2020_2022,39CS009,608,3
2020_2022,39CS010,824,1
2020_2022,39CS011,882,1
2020_2022,39CS012,617,3
2020_2022,39CS013,598,1
2020_2022,39CS014,787,3
2020_2022,39CS015,949,2
2020_2022,39CS016,5888,1
2020_2022,39CS017,492,2
2020_2022,39CS018,331,2
2020_2022,39CS019,590,1
2020_2022,39CS020,416,1
2020_2022,39CS021,602,1
2020_2022,39CS022,4442,1
2020_2022,39CS023,333,2
2020_2022,39CS024,314,2
2020_2022,39CS025,399,1
2020_2022,39CS026,723,1
2020_2022,39CS027,444,4
2020_2022,39CS028,3474,1
2020_2022,39CS029,330,1
2020_2022,39CS030,250,2
2020_2022,39CS031,623,2
2020_2022,39CS032,728,2
2020_2022,39CS033,271,1
2020_2022,39CS034,421,3
2020_2022,39CS035,406,1
2020_2022,39CS036,469,2
2020_2022,39CS037,1173,1
2020_2022,39CS038,396,1
2020_2022,39CS039,801,1
2020_2022,39CS040,1447,1
2020_2022,39CS041,2324,2
2020_2022,39CS042,505,2
2020_2022,39CS043,1328,1
2020_2022,39CS044,365,1
2020_2022,39CS045,717,1
2020_2022,39CS046,403,2
2020_2022,39CS047,527,1
2020_2022,39CS048,2614,1
2020_2022,39CS049,415,3
2020_2022,39CS050,728,1
2020_2022,39CS051,432,1
2020_2022,39CS052,294,1
2020_2022,39CS053,440,1
2020_2022,39CS054,292,1
2020_2022,39CS055,2626,1
2020_2022,39CS056,1205,1
2020_2022,39CS057,832,1
2020_2022,39CS058,334,1
2020_2022,39CS059,486,1
2020_2022,40CS001,594,3
2020_2022,40CS002,426,4
2020_2022,40CS003,317,4
2020_2022,40CS004,399,2
2020_2022,40CS005,531,1
2020_2022,40CS006,446,3
2020_2022,40CS007,381,3
2020_2022,40CS008,973,1
2020_2022,40CS009,490,1
2020_2022,40CS010,306,3
2020_2022,40CS011,301,2
2020_2022,40CS012,393,1
2020_2022,40CS013,485,2
2020_2022,40CS014,338,1
2020_2022,40CS015,401,3
2020_2022,40CS016,253,2
2020_2022,40CS017,758,4
2020_2022,40CS018,486,3
2020_2022,40CS019,352,2
2020_2022,40CS020,272,6
2020_2022,40CS021,541,2
2020_2022,40CS022,425,3
2020_2022,40CS023,333,2
2020_2022,40CS024,322,2
2020_2022,40CS025,3317,1
2020_2022,40CS026,217,6
2020_2022,40CS027,2930,2
2020_2022,40CS028,398,1
2020_2022,40CS029,409,1
2020_2022,40CS030,297,5
2020_2022,40CS031,308,1
2020_2022,41CS001,343,4
2020_2022,41CS002,234,1
2020_2022,41CS003,1433,1
2020_2022,41CS004,654,3
2020_2022,41CS005,1769,2
2020_2022,41CS006,557,2
2020_2022,41CS007,670,1
2020_2022,41CS008,685,1
2020_2022,41CS009,328,4
2020_2022,41CS010,1073,1
2020_2022,41CS011,529,1
2020_2022,41CS012,381,1
2020_2022,41CS013,1690,1
2020_2022,41CS014,642,1
2020_2022,41CS015,1212,1
2020_2022,41CS016,2596,1
2020_2022,41CS017,336,1
2020_2022,41CS018,764,8
2020_2022,41CS019,410,1
2020_2022,42CS001,443,1
2020_2022,42CS002,5557,1
2020_2022,42CS003,386,1
2020_2022,42CS004,893,1
2020_2022,42CS005,344,2
2020_2022,42CS006,1723,1
2020_2022,42CS007,662,1
2020_2022,42CS008,376,2
2020_2022,42CS009,2665,1
2020_2022,42CS010,861,1
2020_2022,42CS011,797,1
2020_2022,42CS012,348,1
2020_2022,42CS013,464,1
2020_2022,42CS014,1701,1
2020_2022,42CS015,419,2
2020_2022,42CS016,469,1
2020_2022,42CS017,460,3
2020_2022,42CS018,288,1
2020_2022,42CS019,440,1
2020_2022,42CS020,1191,2
2020_2022,42CS021,1112,1
2020_2022,42CS022,2341,1
2020_2022,42CS023,1247,1
2020_2022,42CS024,992,2
2020_2022,42CS025,790,1
2020_2022,42CS026,590,3
2020_2022,42CS027,402,1
2020_2022,42CS028,1144,2
2020_2022,42CS029,2272,1
2020_2022,42CS030,579,1
2020_2022,42CS031,710,1
2020_2022,42CS032,1480,1
2020_2022,42CS033,1708,1
2020_2022,42CS034,560,1
2020_2022,42CS035,710,5
2020_2022,42CS036,652,1
2020_2022,42CS037,963,2
2020_2022,42CS038,3253,1
2020_2022,42CS039,581,2
2020_2022,42CS040,1280,1
2020_2022,42CS041,6315,1
2020_2022,42CS042,829,1
2020_2022,42CS043,322,2
2020_2022,42CS044,427,1
2020_2022,42CS045,487,2
2020_2022,42CS046,283,1
2020_2022,42CS047,1004,1
2020_2022,42CS048,1936,1
2020_2022,42CS049,1900,1
2020_2022,44CS001,200,1
2020_2022,44CS002,761,1
2020_2022,44CS003,309,1
2020_2022,44CS004,2402,1
2020_2022,44CS005,543,1
2020_2022,45CS001,598,3
2020_2022,45CS002,977,2
2020_2022,45CS003,252,3
2020_2022,45CS004,1034,1
2020_2022,45CS005,787,1
2020_2022,45CS006,777,1
2020_2022,45CS007,586,2
2020_2022,45CS008,1458,1
2020_2022,45CS009,323,1
2020_2022,45CS010,360,2
2020_2022,45CS011,396,2
2020_2022,45CS012,407,2
2020_2022,45CS013,496,3
2020_2022,45CS014,384,1
2020_2022,45CS015,379,2
2020_2022,45CS016,513,1
2020_2022,45CS017,722,1
2020_2022,45CS018,393,1
2020_2022,45CS019,2173,1
2020_2022,45CS020,1874,1
2020_2022,45CS021,443,2
2020_2022,45CS022,438,1
2020_2022,45CS023,372,1
2020_2022,45CS024,1165,1
2020_2022,45CS025,516,3
2020_2022,45CS026,441,1
2020_2022,45CS027,587,1
2020_2022,45CS028,1467,1
2020_2022,45CS029,1464,1
2020_2022,45CS030,550,1
2020_2022,45CS031,1003,1
2020_2022,46CS001,317,7
2020_2022,46CS002,219,4
2020_2022,46CS003,243,7
2020_2022,46CS004,872,2
2020_2022,46CS005,218,8
2020_2022,46CS006,250,13
2020_2022,46CS007,302,5
2020_2022,46CS008,318,8
2020_2022,46CS009,428,1
2020_2022,46CS010,245,10
2020_2022,47CS001,474,1
2020_2022,47CS002,471,3
2020_2022,47CS003,493,3
2020_2022,47CS004,428,4
2020_2022,47CS005,939,2
2020_2022,47CS006,680,2
2020_2022,47CS007,613,4
2020_2022,47CS008,434,3
2020_2022,47CS009,619,3
2020_2022,47CS010,471,2
2020_2022,47CS011,616,2
2020_2022,47CS012,572,2
2020_2022,47CS013,623,2
2020_2022,47CS014,553,3
2020_2022,47CS015,526,2
2020_2022,47CS016,2450,1
2020_2022,47CS017,365,4
2020_2022,47CS018,405,3
2020_2022,47CS019,363,2
2020_2022,47CS020,364,2
2020_2022,47CS021,525,2
2020_2022,47CS022,478,1
2020_2022,47CS023,344,3
2020_2022,47CS024,1638,1
2020_2022,47CS025,347,2
2020_2022,47CS026,331,1
2020_2022,47CS027,355,4
2020_2022,47CS028,582,3
2020_2022,47CS029,2288,2
2020_2022,47CS030,365,2
2020_2022,47CS031,464,1
2020_2022,47CS032,739,3
2020_2022,47CS033,691,1
2020_2022,47CS034,482,2
2020_2022,47CS035,416,5
2020_2022,47CS036,408,2
2020_2022,47CS037,364,1
2020_2022,47CS038,1006,1
2020_2022,47CS039,533,1
2020_2022,47CS040,4031,1
2020_2022,47CS041,1013,1
2020_2022,47CS042,802,1
2020_2022,47CS043,289,1
2020_2022,47CS044,680,1
2020_2022,47CS045,665,1
2020_2022,47CS046,576,1
2020_2022,48CS001,432,2
