cluster,deaths_no_garbage,S,f1,f2,H_raw,detail_phillips_raw,detail_phillips_refsize,D1_mref,D1_eff_used,m_ref,m_max,eff_m_used,used_extrapolation,fallback_reason,period,unit,unit_id
C56,7713,362,126,60,3.857384382218673,56.780799476124315,55.72000834449951,NA,44.049759645008564,2000,15426,2000,FALSE,ok,1999_2006,cluster,C56
C561,2644,241,99,42,3.841878064580441,56.552546072992335,56.2512898630821,NA,45.66866183338939,2000,5288,2000,FALSE,ok,1999_2006,cluster,C561
C562,2708,232,83,39,3.7868572018962037,55.742637528363424,55.43941013991273,NA,43.218020607290256,2000,5416,2000,FALSE,ok,1999_2006,cluster,C562
C565,3320,258,93,48,3.833085817128255,56.42312395944091,55.92760895809998,NA,44.675407093178855,2000,6640,2000,FALSE,ok,1999_2006,cluster,C565
C566,4489,309,129,43,3.8703814731903474,56.97211699678352,56.19651458570765,NA,45.49903814533237,2000,8978,2000,FALSE,ok,1999_2006,cluster,C566
C567,2848,243,86,42,3.873808889979135,57.022568661985034,56.66448860287027,NA,46.96876669656709,2000,5696,2000,FALSE,ok,1999_2006,cluster,C567
C568,2801,246,102,39,3.811690394324975,56.10818277351709,55.75155962784723,NA,44.14427829471895,2000,5602,2000,FALSE,ok,1999_2006,cluster,C568
C57,7624,357,115,47,3.8932052590966726,57.30808372512072,56.25514884220257,NA,45.680635827988134,2000,15248,2000,FALSE,ok,1999_2006,cluster,C57
C571,3903,278,109,48,3.776962233753276,55.59698333726539,54.96144751137622,NA,41.83725969126283,2000,7806,2000,FALSE,ok,1999_2006,cluster,C571
C572,2023,207,82,37,3.789987307677229,55.78871276771751,55.776104017195834,NA,44.21794651737836,2000,4046,2000,FALSE,ok,1999_2006,cluster,C572
C574,3188,257,103,30,3.8742407421278258,57.02892553696258,56.5638792352188,NA,46.64883618213955,2000,6376,2000,FALSE,ok,1999_2006,cluster,C574
C575,3125,248,88,47,3.89148187554896,57.28271547400886,56.84946400249252,NA,47.56271155564949,2000,6250,2000,FALSE,ok,1999_2006,cluster,C575
C577,2183,225,98,39,3.815683754659521,56.16696514258485,56.06509265108055,NA,45.09462597609429,2000,4366,2000,FALSE,ok,1999_2006,cluster,C577
C579,2944,252,96,48,3.8271317040920825,56.33547925907775,55.93254425335548,NA,44.69038826825788,2000,5888,2000,FALSE,ok,1999_2006,cluster,C579
C58,7601,355,123,53,3.8591891707885018,56.80736601130101,55.767969165383704,NA,44.193516733080465,2000,15202,2000,FALSE,ok,1999_2006,cluster,C58
C580,2715,247,101,37,3.866438074089696,56.914070058391644,56.58322700319945,NA,46.71019098212897,2000,5430,2000,FALSE,ok,1999_2006,cluster,C580
C581,2293,218,87,39,3.7991364061494837,55.923387737662196,55.77708996107376,NA,44.22090832416504,2000,4586,2000,FALSE,ok,1999_2006,cluster,C581
C582,2173,218,92,33,3.7774759147335644,55.60454473479449,55.51174441012917,NA,43.43091679785742,2000,4346,2000,FALSE,ok,1999_2006,cluster,C582
C583,3121,247,90,35,3.8468927644246342,56.62636258648232,56.195147944179695,NA,45.49481410473548,2000,6242,2000,FALSE,ok,1999_2006,cluster,C583
C584,2891,245,99,40,3.83906916084724,56.51119893622323,56.132672551810536,NA,45.302132168528985,2000,5782,2000,FALSE,ok,1999_2006,cluster,C584
C585,2557,236,93,36,3.866886914144674,56.92067699579618,56.65756801972342,NA,46.94668963977251,2000,5114,2000,FALSE,ok,1999_2006,cluster,C585
C589,2627,238,82,41,3.829911406201021,56.37639654717031,56.092167599004824,NA,45.17764608521661,2000,5254,2000,FALSE,ok,1999_2006,cluster,C589
C59,7597,360,123,54,3.8811551210842605,57.13070537690725,56.075137914462346,NA,45.12541002401515,2000,15194,2000,FALSE,ok,1999_2006,cluster,C59
C590,3547,270,99,44,3.8921295782685545,57.29224967506255,56.73315605470001,NA,47.18838314641911,2000,7094,2000,FALSE,ok,1999_2006,cluster,C590
C592,4076,284,106,47,3.8579784115419793,56.78954360337414,56.12257845540487,NA,45.271077377737576,2000,8152,2000,FALSE,ok,1999_2006,cluster,C592
C595,2900,241,93,39,3.824035010742621,56.28989585159433,55.917142389067415,NA,44.64365225648653,2000,5800,2000,FALSE,ok,1999_2006,cluster,C595
C596,3133,247,101,34,3.7789719937994652,55.626567057960656,55.18794670720317,NA,42.48599400618004,2000,6266,2000,FALSE,ok,1999_2006,cluster,C596
C598,2902,243,103,30,3.8490086320655834,56.6575082137609,56.280127373445374,NA,45.75821747297168,2000,5804,2000,FALSE,ok,1999_2006,cluster,C598
C599,2978,256,93,53,3.876876921624541,57.06773016843153,56.651522388567855,NA,46.927412222186206,2000,5956,2000,FALSE,ok,1999_2006,cluster,C599
C6,22055,469,103,67,3.9150762594785276,57.63002542549907,56.2492592667987,NA,45.66236237323566,2000,44110,2000,FALSE,ok,1999_2006,cluster,C6
C60,7515,352,123,45,3.873969690092736,57.024935643882976,55.99502731081115,NA,44.88049166643406,2000,15030,2000,FALSE,ok,1999_2006,cluster,C60
C600,2712,239,100,34,3.818741340243256,56.211972882729036,55.892286632840026,NA,44.56833205102142,2000,5424,2000,FALSE,ok,1999_2006,cluster,C600
C605,2845,248,99,36,3.8576421943059525,56.784594476824225,56.416159738569654,NA,46.18304341841868,2000,5690,2000,FALSE,ok,1999_2006,cluster,C605
C61,7233,338,101,57,3.8430052981166414,56.56913898026827,55.57703317822661,NA,43.62397682832545,2000,14466,2000,FALSE,ok,1999_2006,cluster,C61
C611,4487,297,101,42,3.88314838096583,57.160046214745684,56.41871746880543,NA,46.191068813712796,2000,8974,2000,FALSE,ok,1999_2006,cluster,C611
C613,4291,285,99,45,3.8429584928174294,56.56845000503385,55.87650375749758,NA,44.520571303362416,2000,8582,2000,FALSE,ok,1999_2006,cluster,C613
C618,2901,241,88,40,3.809383494637166,56.074225149488534,55.703974607614875,NA,44.00180472125562,2000,5802,2000,FALSE,ok,1999_2006,cluster,C618
C619,2915,229,84,34,3.7706568660655133,55.504168159200056,55.15059083042173,NA,42.378311493329356,2000,5830,2000,FALSE,ok,1999_2006,cluster,C619
C62,7202,351,120,58,3.856672956044445,56.77032726414381,55.748409912192344,NA,44.134833539179695,2000,14404,2000,FALSE,ok,1999_2006,cluster,C62
C620,2856,246,88,43,3.841701398840692,56.54994554866057,56.18452161908568,NA,45.46198344126001,2000,5712,2000,FALSE,ok,1999_2006,cluster,C620
C623,2811,253,104,37,3.81538611054512,56.162583813398946,55.79327839730913,NA,44.26956728204368,2000,5622,2000,FALSE,ok,1999_2006,cluster,C623
C624,3189,266,107,39,3.8880122838993665,57.23164299374794,56.7465263835443,NA,47.23126423997693,2000,6378,2000,FALSE,ok,1999_2006,cluster,C624
C625,2690,242,90,37,3.887813502294178,57.2287169232957,56.917586802327946,NA,47.78333711952758,2000,5380,2000,FALSE,ok,1999_2006,cluster,C625
C626,2103,216,87,32,3.848098406809995,56.64410967407842,56.58773574502349,NA,46.72450049795463,2000,4206,2000,FALSE,ok,1999_2006,cluster,C626
C627,2556,219,84,32,3.7571102787970805,55.30476203861213,55.062501104462974,NA,42.12546235013635,2000,5112,2000,FALSE,ok,1999_2006,cluster,C627
C63,10077,385,108,60,3.91296322095461,57.59892144289755,56.43597999231721,NA,46.24526994956939,2000,20154,2000,FALSE,ok,1999_2006,cluster,C63
C632,3243,247,99,36,3.767625776297603,55.4595504381611,54.99925276899058,NA,41.94484789659835,2000,6486,2000,FALSE,ok,1999_2006,cluster,C632
C634,2842,243,92,31,3.8797795638311543,57.11045713799267,56.75422354274846,NA,47.25596811073731,2000,5684,2000,FALSE,ok,1999_2006,cluster,C634
C635,2606,236,91,34,3.8489872194481527,56.6571930194696,56.37859180407306,NA,46.065326955528654,2000,5212,2000,FALSE,ok,1999_2006,cluster,C635
C638,2034,216,93,29,3.8739251580207457,57.024280130613,57.0046233118088,NA,48.06670716332149,2000,4068,2000,FALSE,ok,1999_2006,cluster,C638
C64,7014,341,119,48,3.8567341554188417,56.77122812054321,55.784301903027924,NA,44.24257926118157,2000,14028,2000,FALSE,ok,1999_2006,cluster,C64
C643,2979,245,88,40,3.8374990359869283,56.488086657017455,56.09367226943551,NA,45.18226434752972,2000,5958,2000,FALSE,ok,1999_2006,cluster,C643
C644,2914,230,86,32,3.7898837836886496,55.78718889188507,55.43171187881598,NA,43.195424409626625,2000,5828,2000,FALSE,ok,1999_2006,cluster,C644
C645,2742,250,100,39,3.8563027459648587,56.76487776204339,56.42231982072306,NA,46.202374285895644,2000,5484,2000,FALSE,ok,1999_2006,cluster,C645
C647,2490,247,106,44,3.8595005495222017,56.81194951444393,56.55633549450667,NA,46.62493564279497,2000,4980,2000,FALSE,ok,1999_2006,cluster,C647
C648,2327,231,101,31,3.8644017629134595,56.884095504364346,56.71184970504333,NA,47.12013021764111,2000,4654,2000,FALSE,ok,1999_2006,cluster,C648
C649,2805,242,91,37,3.9119570428295463,57.584110474454825,57.238661535121466,NA,48.83704218718162,2000,5610,2000,FALSE,ok,1999_2006,cluster,C649
C65,7842,344,103,62,3.856037049038186,56.7609666963004,55.74134731399347,NA,44.11366293633995,2000,15684,2000,FALSE,ok,1999_2006,cluster,C65
C650,2554,229,89,36,3.840717454216397,56.53546185793344,56.282317288090205,NA,45.76502548016918,2000,5108,2000,FALSE,ok,1999_2006,cluster,C650
C651,2754,237,89,42,3.844262367961658,56.587643081421994,56.26255575271582,NA,45.703627466501914,2000,5508,2000,FALSE,ok,1999_2006,cluster,C651
C652,2761,264,116,42,3.9076684941670012,57.52098292544154,57.1475117502484,NA,48.53556636798073,2000,5522,2000,FALSE,ok,1999_2006,cluster,C652
C655,2820,241,95,40,3.8115825431141896,56.10659520086006,55.75515825523106,NA,44.15507163336562,2000,5640,2000,FALSE,ok,1999_2006,cluster,C655
C66,6931,335,106,49,3.8457981823634246,56.610250309776326,55.635514752052146,NA,43.797636396111514,2000,13862,2000,FALSE,ok,1999_2006,cluster,C66
C663,3522,273,106,48,3.893687480682868,57.31518203954203,56.75096576529868,NA,47.24551076576544,2000,7044,2000,FALSE,ok,1999_2006,cluster,C663
C665,2911,246,94,44,3.768506103251693,55.4725088740598,55.08922239667623,NA,42.20200223400581,2000,5822,2000,FALSE,ok,1999_2006,cluster,C665
C669,2881,249,97,46,3.8222288380914837,56.263308942704406,55.881685857200615,NA,44.5362472709035,2000,5762,2000,FALSE,ok,1999_2006,cluster,C669
C67,6879,349,109,64,3.9042209445440266,57.47023490439172,56.45496005961791,NA,46.30493726554144,2000,13758,2000,FALSE,ok,1999_2006,cluster,C67
C678,2361,224,89,37,3.8267607028145494,56.33001811052276,56.15185976084918,NA,45.361220937423276,2000,4722,2000,FALSE,ok,1999_2006,cluster,C678
C68,7496,360,123,47,3.874155319804218,57.02766811811423,55.97252113374848,NA,44.811924091938174,2000,14992,2000,FALSE,ok,1999_2006,cluster,C68
C680,2005,218,98,36,3.7995771173928294,55.929875018745896,55.92686451195174,NA,44.67314774981129,2000,4010,2000,FALSE,ok,1999_2006,cluster,C680
C684,2908,259,111,42,3.8381848750902776,56.49818222664222,56.08890119659415,NA,45.16762219003889,2000,5816,2000,FALSE,ok,1999_2006,cluster,C684
C686,2640,249,103,39,3.843165888370221,56.57150287302118,56.26202404101938,NA,45.701976605699166,2000,5280,2000,FALSE,ok,1999_2006,cluster,C686
C69,6816,341,113,48,3.859750243537476,56.81562501691058,55.827849536718,NA,44.373660029647176,2000,13632,2000,FALSE,ok,1999_2006,cluster,C69
C690,5249,304,110,38,3.8711298721515623,56.9831334491601,56.16782988960588,NA,45.4104611792936,2000,10498,2000,FALSE,ok,1999_2006,cluster,C690
C691,3368,277,112,35,3.888637158956425,57.2408411710092,56.69728690212381,NA,47.07353642542671,2000,6736,2000,FALSE,ok,1999_2006,cluster,C691
C693,2567,237,99,34,3.847206891192949,56.63098654076699,56.36144017147507,NA,46.01168333959184,2000,5134,2000,FALSE,ok,1999_2006,cluster,C693
C696,2844,254,99,36,3.8768848850499427,57.06784739026272,56.69128272796281,NA,47.054339443656495,2000,5688,2000,FALSE,ok,1999_2006,cluster,C696
C697,2814,245,94,45,3.821986029661745,56.25973479623779,55.90399029579251,NA,44.60378172650511,2000,5628,2000,FALSE,ok,1999_2006,cluster,C697
C7,21334,455,111,50,3.9076879413928656,57.521269189117326,56.18559857575269,NA,45.465309683776205,2000,42668,2000,FALSE,ok,1999_2006,cluster,C7
C70,7285,360,115,60,3.8999737472452822,57.40771604854027,56.35052943244502,NA,45.97759131746019,2000,14570,2000,FALSE,ok,1999_2006,cluster,C70
C702,2768,251,99,41,3.862441386987306,56.85523871921381,56.504070283307364,NA,46.45968179113382,2000,5536,2000,FALSE,ok,1999_2006,cluster,C702
C706,2860,240,88,42,3.852232054567052,56.70495707769222,56.34725148433473,NA,45.96735387792076,2000,5720,2000,FALSE,ok,1999_2006,cluster,C706
C708,2679,246,102,39,3.8427945964444827,56.56603744611697,56.24717026929485,NA,45.65588264344596,2000,5358,2000,FALSE,ok,1999_2006,cluster,C708
C71,6460,334,107,53,3.877476594489867,57.076557368768185,56.11822675876173,NA,45.2576958202564,2000,12920,2000,FALSE,ok,1999_2006,cluster,C71
C72,6448,338,115,47,3.9294855564596793,57.84213065572974,56.87757866308279,NA,47.65364123800302,2000,12896,2000,FALSE,ok,1999_2006,cluster,C72
C721,2782,234,89,36,3.7959083207002857,55.87587023501776,55.5473978889051,NA,43.53623862457585,2000,5564,2000,FALSE,ok,1999_2006,cluster,C721
C724,2877,250,104,44,3.806450781293663,56.031055532002135,55.64587447171285,NA,43.82847132317717,2000,5754,2000,FALSE,ok,1999_2006,cluster,C724
C727,4394,286,100,44,3.8836324500064974,57.16717172374537,56.46322171147894,NA,46.330933322818304,2000,8788,2000,FALSE,ok,1999_2006,cluster,C727
C73,6444,342,131,53,3.83081950054862,56.389763719831166,55.41596788547925,NA,43.14924888637563,2000,12888,2000,FALSE,ok,1999_2006,cluster,C73
C74,6898,335,102,55,3.8893967504091194,57.252022377154496,56.276288247093404,NA,45.74628483992152,2000,13796,2000,FALSE,ok,1999_2006,cluster,C74
C75,6399,328,111,37,3.8726750530595417,57.00587855273203,56.07066483188393,NA,45.111699517259005,2000,12798,2000,FALSE,ok,1999_2006,cluster,C75
C755,2210,230,100,38,3.831920100626801,56.40596458190514,56.28828563532762,NA,45.783585022072266,2000,4420,2000,FALSE,ok,1999_2006,cluster,C755
C757,2340,232,99,42,3.8232291660813766,56.27803379700369,56.099004529697005,NA,45.19863437500923,2000,4680,2000,FALSE,ok,1999_2006,cluster,C757
C76,8301,358,110,50,3.887339804886293,57.22174408500314,56.154972884629665,NA,45.37081535163857,2000,16602,2000,FALSE,ok,1999_2006,cluster,C76
C77,9178,370,106,54,3.8723254503509033,57.00073239167351,55.884156009389784,NA,44.54372147900358,2000,18356,2000,FALSE,ok,1999_2006,cluster,C77
C78,6242,317,96,50,3.8865084262476066,57.20950616959352,56.30620409550582,NA,45.839350605963574,2000,12484,2000,FALSE,ok,1999_2006,cluster,C78
C789,2875,239,86,40,3.832260078873315,56.41096907062827,56.051597574413194,NA,45.05330291377531,2000,5750,2000,FALSE,ok,1999_2006,cluster,C789
C79,6164,327,110,52,3.8798961337727698,57.11217305059663,56.18575270344693,NA,45.46578573591789,2000,12328,2000,FALSE,ok,1999_2006,cluster,C79
C8,20286,469,106,62,3.9208736662740855,57.71536340588222,56.328379301462306,NA,45.90845802904646,2000,40572,2000,FALSE,ok,1999_2006,cluster,C8
C80,6127,337,119,48,3.8836467757562567,57.167382599158294,56.215354687184686,NA,45.55730946096318,2000,12254,2000,FALSE,ok,1999_2006,cluster,C80
C81,6077,322,102,57,3.895465771374229,57.34135852525133,56.43168643852288,NA,46.231783044335046,2000,12154,2000,FALSE,ok,1999_2006,cluster,C81
C82,6882,334,111,54,3.8819623077808165,57.142587186292964,56.17651118169731,NA,45.43725038068696,2000,13764,2000,FALSE,ok,1999_2006,cluster,C82
C83,6067,345,117,55,3.9548445602593985,58.215415858081784,57.24215352237058,NA,48.84862902507914,2000,12134,2000,FALSE,ok,1999_2006,cluster,C83
C84,6054,333,107,56,3.874890193507471,57.03848547833818,56.09718767229511,NA,45.19305596066638,2000,12108,2000,FALSE,ok,1999_2006,cluster,C84
C85,6033,331,116,54,3.871275296683505,56.98527410209197,56.05426177193172,NA,45.061457910137314,2000,12066,2000,FALSE,ok,1999_2006,cluster,C85
C86,5989,303,97,42,3.8753538815235746,57.04531097812068,56.19821720385477,NA,45.50430117726809,2000,11978,2000,FALSE,ok,1999_2006,cluster,C86
C87,5961,324,119,49,3.898868852117668,57.39145196322578,56.48866961916596,NA,46.41109928352603,2000,11922,2000,FALSE,ok,1999_2006,cluster,C87
C88,7188,351,114,56,3.9104976303328947,57.56262788415158,56.53917132739411,NA,46.57060069976165,2000,14376,2000,FALSE,ok,1999_2006,cluster,C88
C89,6659,323,80,60,3.866980782194265,56.92205873595296,55.97974322961511,NA,44.83391558919994,2000,13318,2000,FALSE,ok,1999_2006,cluster,C89
C9,19157,463,108,62,3.893338541630395,57.31004564751971,55.94165196370035,NA,44.71804807331359,2000,38314,2000,FALSE,ok,1999_2006,cluster,C9
C90,5752,319,101,53,3.891754896545221,57.28673435024865,56.39856697047321,NA,46.12788032122102,2000,11504,2000,FALSE,ok,1999_2006,cluster,C90
C91,6307,327,106,48,3.879810748075088,57.110916170882874,56.1780130912437,NA,45.441886657850354,2000,12614,2000,FALSE,ok,1999_2006,cluster,C91
C92,6454,317,92,53,3.862422295682814,56.854957694709974,55.943368478791896,NA,44.7232629879189,2000,12908,2000,FALSE,ok,1999_2006,cluster,C92
C93,5473,307,102,53,3.868997836420535,56.95174982717069,56.113321801692585,NA,45.24261771712974,2000,10946,2000,FALSE,ok,1999_2006,cluster,C93
C94,5387,308,111,41,3.8696281025033583,56.96102736047288,56.12560104329269,NA,45.280374226625135,2000,10774,2000,FALSE,ok,1999_2006,cluster,C94
C95,5316,321,102,55,3.8937894608071812,57.316683189651904,56.44478708861084,NA,46.272947101998106,2000,10632,2000,FALSE,ok,1999_2006,cluster,C95
C96,5305,300,95,53,3.8444795471480977,56.590839964753734,55.77806546197886,NA,44.22383895517593,2000,10610,2000,FALSE,ok,1999_2006,cluster,C96
C97,5265,306,107,47,3.8713915724447974,56.986985684353854,56.164539609741766,NA,45.40031198351546,2000,10530,2000,FALSE,ok,1999_2006,cluster,C97
C98,6255,333,116,41,3.881623568432259,57.13760093418031,56.193043013460986,NA,45.48830891355702,2000,12510,2000,FALSE,ok,1999_2006,cluster,C98
C99,5170,311,112,48,3.8698585903026,56.964420146934806,56.13375024363553,NA,45.30544897814561,2000,10340,2000,FALSE,ok,1999_2006,cluster,C99
C1,70121,584,104,40,4.020512021194412,59.23105244260341,57.73616188683156,NA,50.35214235997684,2000,140242,2000,FALSE,ok,2007_2014,cluster,C1
C10,17893,443,114,64,4.006844471602671,59.029699146714066,57.72680648772028,NA,50.32017738999178,2000,35786,2000,FALSE,ok,2007_2014,cluster,C10
C100,7763,342,102,62,3.9747554521121122,58.556956773041875,57.54501751263821,NA,49.7030641341525,2000,15526,2000,FALSE,ok,2007_2014,cluster,C100
C101,5249,310,113,40,4.016059434073957,59.16545596637187,58.334607014985096,NA,52.43963482595409,2000,10498,2000,FALSE,ok,2007_2014,cluster,C101
C102,5247,301,109,43,3.931297083669456,57.91671869223836,57.10828840005166,NA,48.2512671031709,2000,10494,2000,FALSE,ok,2007_2014,cluster,C102
C103,5098,288,91,50,3.953690504321026,58.24662340735681,57.481270817705834,NA,49.488462270789995,2000,10196,2000,FALSE,ok,2007_2014,cluster,C103
C104,5786,319,104,63,4.00086726502333,58.94164164694913,58.05252554001269,NA,51.44511143739696,2000,11572,2000,FALSE,ok,2007_2014,cluster,C104
C105,5011,298,105,39,3.9620128310567826,58.36922972434617,57.58383984809988,NA,49.83421437391358,2000,10022,2000,FALSE,ok,2007_2014,cluster,C105
C106,4997,286,102,44,3.969008101043043,58.472285554355416,57.72152129205505,NA,50.30212821940176,2000,9994,2000,FALSE,ok,2007_2014,cluster,C106
C107,5507,314,119,44,3.966969619726307,58.44225420682098,57.58460135146689,NA,49.83679035448917,2000,11014,2000,FALSE,ok,2007_2014,cluster,C107
C108,4927,290,92,45,3.9619415518606855,58.36817962381672,57.60872886803675,NA,49.918476853224504,2000,9854,2000,FALSE,ok,2007_2014,cluster,C108
C109,5426,311,114,40,3.9608712530103047,58.352411749724574,57.50870264992401,NA,49.58069712980395,2000,10852,2000,FALSE,ok,2007_2014,cluster,C109
C11,16608,427,108,56,3.99479576380248,58.85219497813637,57.57849190153821,NA,49.816127322781746,2000,33216,2000,FALSE,ok,2007_2014,cluster,C11
C110,4859,302,105,55,3.9885241844798474,58.75980071546571,57.97207437252167,NA,51.16494048988346,2000,9718,2000,FALSE,ok,2007_2014,cluster,C110
C111,4853,295,107,48,3.948590039451898,58.171482256042644,57.40376011908017,NA,49.228772077819066,2000,9706,2000,FALSE,ok,2007_2014,cluster,C111
C112,4746,304,116,43,4.0002885426461035,58.93311578375198,58.15089989675651,NA,51.78978560921595,2000,9492,2000,FALSE,ok,2007_2014,cluster,C112
C113,4726,288,98,40,3.9718654033420955,58.514379949653176,57.77607612896328,NA,50.48874723869664,2000,9452,2000,FALSE,ok,2007_2014,cluster,C113
C114,4716,288,108,45,3.9542224130119896,58.25445960120551,57.51611244612139,NA,49.60564078127596,2000,9432,2000,FALSE,ok,2007_2014,cluster,C114
C115,4708,289,104,47,3.956633580225532,58.28998143795675,57.549625215792155,NA,49.71861188200432,2000,9416,2000,FALSE,ok,2007_2014,cluster,C115
C116,5141,288,93,53,3.894801102645759,57.3790520083525,56.61039091385777,NA,46.64779125963642,2000,10282,2000,FALSE,ok,2007_2014,cluster,C116
C117,6151,305,105,36,3.966032736602178,58.42845184205616,57.56908630448168,NA,49.78433299699571,2000,12302,2000,FALSE,ok,2007_2014,cluster,C117
C118,6267,322,97,55,3.9706518627657235,58.49650180748088,57.57790494238871,NA,49.814142594293415,2000,12534,2000,FALSE,ok,2007_2014,cluster,C118
C119,4584,296,105,57,3.9565039109986637,58.28807112286844,57.53601613612301,NA,49.672704863300936,2000,9168,2000,FALSE,ok,2007_2014,cluster,C119
C12,16372,415,106,46,3.993911975517722,58.83917481802574,57.59513381056531,NA,49.872432760669895,2000,32744,2000,FALSE,ok,2007_2014,cluster,C12
C120,6278,319,112,48,3.982456711874756,58.6704133970914,57.76863686152874,NA,50.46325857691804,2000,12556,2000,FALSE,ok,2007_2014,cluster,C120
C121,5051,304,110,44,3.979615889460326,58.62856178701732,57.82500856792734,NA,50.65672230396463,2000,10102,2000,FALSE,ok,2007_2014,cluster,C121
C122,4491,289,98,38,4.000988616136119,58.94342941778222,58.22385253990142,NA,52.0468801163652,2000,8982,2000,FALSE,ok,2007_2014,cluster,C122
C123,4485,271,91,42,3.9234383926156773,57.800942756366815,57.128267454637864,NA,48.31674731693706,2000,8970,2000,FALSE,ok,2007_2014,cluster,C123
C124,4473,273,97,41,3.966819479422109,58.44004230739503,57.76328268690273,NA,50.444921892025405,2000,8946,2000,FALSE,ok,2007_2014,cluster,C124
C125,4436,282,93,45,4.014033663553148,59.135611877031465,58.43827507110961,NA,52.80994483701279,2000,8872,2000,FALSE,ok,2007_2014,cluster,C125
C126,6364,318,110,44,3.9800192541300228,58.63450424254993,57.729975915933515,NA,50.33100422991046,2000,12728,2000,FALSE,ok,2007_2014,cluster,C126
C127,4408,283,110,38,3.972081241144957,58.51755971883506,57.82101405447943,NA,50.642989032253624,2000,8816,2000,FALSE,ok,2007_2014,cluster,C127
C128,4396,287,101,43,3.970104847150547,58.488443055158136,57.77985844623194,NA,50.50171127435831,2000,8792,2000,FALSE,ok,2007_2014,cluster,C128
C129,4371,287,99,48,4.010333535483791,59.081100790243234,58.376961796335586,NA,52.59061449229131,2000,8742,2000,FALSE,ok,2007_2014,cluster,C129
C13,16313,410,101,52,3.993870050770395,58.83855717358283,57.605963495899836,NA,49.909107576552245,2000,32626,2000,FALSE,ok,2007_2014,cluster,C13
C130,4365,282,108,41,3.9440815400173848,58.105062067510595,57.41243131469936,NA,49.25775603764175,2000,8730,2000,FALSE,ok,2007_2014,cluster,C130
C131,4309,280,97,46,4.006966436340948,59.03149595761052,58.35264410313775,NA,52.503877541303304,2000,8618,2000,FALSE,ok,2007_2014,cluster,C131
C132,4241,287,109,51,3.9404391528999962,58.05140163291197,57.35557023292229,NA,49.06800515017541,2000,8482,2000,FALSE,ok,2007_2014,cluster,C132
C133,4241,269,95,40,3.9248335560558587,57.82149660584066,57.17551206957886,NA,48.47194258407889,2000,8482,2000,FALSE,ok,2007_2014,cluster,C133
C134,4238,279,111,40,3.9217451393469247,57.77599738308317,57.10090760578568,NA,48.22709942369388,2000,8476,2000,FALSE,ok,2007_2014,cluster,C134
C135,5848,310,105,45,3.9708003809270416,58.49868980914717,57.63527207167771,NA,50.00849661832864,2000,11696,2000,FALSE,ok,2007_2014,cluster,C135
C136,4218,272,86,46,3.9281225001806095,57.86995004184755,57.2180522431646,NA,48.61211055131785,2000,8436,2000,FALSE,ok,2007_2014,cluster,C136
C137,4193,276,97,49,3.9542642571676523,58.255076058354604,57.595360666221445,NA,49.873200732738134,2000,8386,2000,FALSE,ok,2007_2014,cluster,C137
C138,4724,286,106,41,3.969342999795595,58.477219355192425,57.74675913041782,NA,50.388374917864304,2000,9448,2000,FALSE,ok,2007_2014,cluster,C138
C139,4145,282,120,36,3.961580272021796,58.362857171111465,57.69201651772194,NA,50.20148703104876,2000,8290,2000,FALSE,ok,2007_2014,cluster,C139
C14,16313,416,107,53,3.9709403150870517,58.50075134945009,57.26029429485635,NA,48.751697295176974,2000,32626,2000,FALSE,ok,2007_2014,cluster,C14
C140,4132,258,91,35,3.9209910308212343,57.764887693223486,57.15767801485637,NA,48.413300473185096,2000,8264,2000,FALSE,ok,2007_2014,cluster,C140
C141,4087,271,103,39,3.90163236604043,57.479691657791676,56.842218060456425,NA,47.38765001047268,2000,8174,2000,FALSE,ok,2007_2014,cluster,C141
C142,4043,268,95,44,3.930860372806231,57.91028497337231,57.286214659254334,NA,48.83754819883191,2000,8086,2000,FALSE,ok,2007_2014,cluster,C142
C143,4038,266,107,27,3.884781950951074,57.23144769916753,56.61379331585029,NA,46.65856580057637,2000,8076,2000,FALSE,ok,2007_2014,cluster,C143
C144,3977,274,106,38,3.963493099823353,58.3910373638905,57.762749645271754,NA,50.44309672488316,2000,7954,2000,FALSE,ok,2007_2014,cluster,C144
C145,5824,288,80,42,3.917499395304108,57.713448163796606,56.907551121839624,NA,47.59826701749102,2000,11648,2000,FALSE,ok,2007_2014,cluster,C145
C146,3917,288,116,39,3.976908535246771,58.58867645933804,57.93164166850082,NA,51.0247103558273,2000,7834,2000,FALSE,ok,2007_2014,cluster,C146
C147,3878,260,78,56,3.95411716753074,58.252909102018755,57.6698290643358,NA,50.125937989043884,2000,7756,2000,FALSE,ok,2007_2014,cluster,C147
C148,3833,259,88,38,3.9512976915394287,58.21137197206573,57.63778149502753,NA,50.01701557947473,2000,7666,2000,FALSE,ok,2007_2014,cluster,C148
C149,5550,298,96,47,3.9671456763417274,58.444847910947686,57.6266937964129,NA,49.97938614560684,2000,11100,2000,FALSE,ok,2007_2014,cluster,C149
C15,15790,420,115,60,4.004930827028274,59.00150692106094,57.757734221138335,NA,50.42592683942971,2000,31580,2000,FALSE,ok,2007_2014,cluster,C15
C150,4479,289,96,51,4.019009103593618,59.20891113553599,58.48805825506108,NA,52.98870234440429,2000,8958,2000,FALSE,ok,2007_2014,cluster,C150
C151,3751,277,105,49,3.926152884026751,57.84093323078319,57.22873493609707,NA,48.647373173648894,2000,7502,2000,FALSE,ok,2007_2014,cluster,C151
